trade_date,price_code,underlying,spot_name,underlying_price,prev_close,open_price,change,pct_change,turnover_rate,amount,market_value
2026-07-23,SH510050,上证50ETF华夏,上证50ETF华夏,3.084,3.086,3.104,-0.002,-0.0006,0.0784,1806609800.0,23053414000.0
2026-07-23,SH510300,沪深300ETF华泰柏瑞,沪深300ETF华泰柏瑞,4.787,4.765,4.774,0.022,0.0046,0.0242,2775499300.0,115102877000.0
2026-07-23,SZ159919,沪深300ETF嘉实,沪深300ETF嘉实,4.986,4.97,4.98,0.016,0.0032,0.0194,597993520.0,30825031000.0
2026-07-23,SH510500,中证500ETF南方,中证500ETF南方,7.737,7.74,7.741,-0.003,-0.0004,0.0432,1934738400.0,44773776000.0
2026-07-23,SZ159922,中证500ETF嘉实,中证500ETF嘉实,3.13,3.144,3.136,-0.014,-0.0045000000000000005,0.0425,372094530.0,8750468300.0
2026-07-23,SZ159915,创业板ETF易方达,创业板ETF易方达,3.597,3.586,3.597,0.011,0.0031,0.1067,6389409900.0,59805358000.0
2026-07-23,SZ159901,深证100ETF易方达,深证100ETF易方达,3.758,3.746,3.74,0.012,0.0032,0.078,283572610.0,3637875300.0
2026-07-23,SH588000,科创50ETF华夏,科创50ETF华夏,1.888,1.955,1.97,-0.067,-0.034300000000000004,0.1185,10026719700.0,83752942000.0
2026-07-23,SH588080,科创50ETF易方达,科创50ETF易方达,1.834,1.894,1.904,-0.06,-0.0317,0.055999999999999994,2333623100.0,41334010000.0
