trade_date,market_type,underlying,commodity,exchange,contract_month,underlying_price,call_wall,put_wall,call_oi_wall,put_oi_wall,max_gamma_strike,gex_flip,price_wall,net_gex,total_abs_gex,total_oi,total_volume,total_amount,call_gex_total,put_gex_abs_total,gex_ratio,call_gex_share,put_gex_share,call_wall_distance,put_wall_distance,price_wall_distance,gamma_regime
2026-07-10,ETF,创业板ETF易方达,,,7月,3.862,4.0,3.7,4.3,3.7,4.0,4.5,4.0,43095476.974999085,1403366626.6713538,1222167.0,2269188.0,,723231051.8231763,680135574.8481772,1.0633630684361997,0.515354318734662,0.48464568126533775,0.03573278094251675,-0.041947177628171906,0.03573278094251675,Positive Gamma
2026-07-10,ETF,创业板ETF易方达,,,8月,3.862,4.0,3.6,4.8,3.5,4.0,4.6,4.0,18196401.855592117,219265465.9879922,257665.0,260766.0,,118730933.92179216,100534532.06620003,1.1809965340427522,0.5414939985501152,0.45850600144988485,0.03573278094251675,-0.0678404971517349,0.03573278094251675,Positive Gamma
2026-07-10,ETF,创业板ETF易方达,,,9月,3.862,3.9,2.9,4.8,2.85,3.9,,3.9,-11819280.450368807,202430969.6269779,429090.0,187825.0,,95305844.58830455,107125125.03867336,0.8896684559658444,0.4708066397346505,0.5291933602653496,0.009839461418953865,-0.24909373381667532,0.009839461418953865,Negative Gamma
2026-07-10,ETF,沪深300ETF华泰柏瑞,,,12月,4.829,5.0,4.5,6.0,4.5,5.0,4.9,5.0,17122060.82644046,64713979.84335394,57329.0,6181.0,,40918020.3348972,23795959.508456744,1.7195364751043352,0.63229027845209,0.3677097215479101,0.035411058190101485,-0.06813004762890862,0.035411058190101485,Positive Gamma
2026-07-10,ETF,沪深300ETF华泰柏瑞,,,7月,4.829,4.9,4.9,5.0,4.9,4.9,5.0,4.9,289359472.0015944,2150750145.696183,733468.0,848656.0,,1220054808.8488889,930695336.8472943,1.3109067602957936,0.5672694298267572,0.4327305701732428,0.014702837026299598,0.014702837026299598,0.014702837026299598,Positive Gamma
2026-07-10,ETF,沪深300ETF华泰柏瑞,,,8月,4.829,5.0,4.7,5.25,4.6,5.0,5.25,5.0,49997896.3982103,396668553.0494332,209872.0,141940.0,,223333224.72382173,173335328.3256114,1.2884460824067496,0.5630222587773167,0.43697774122268324,0.035411058190101485,-0.02671360530130451,0.035411058190101485,Positive Gamma
2026-07-10,ETF,沪深300ETF华泰柏瑞,,,9月,4.829,5.25,4.1,6.0,4.0,5.0,5.25,5.0,74578657.50036493,389440251.5386472,354149.0,241521.0,,232009454.51950604,157430797.01914117,1.4737234322157262,0.5957510904506026,0.40424890954939746,0.08718161109960665,-0.15096293228411684,0.035411058190101485,Positive Gamma
2026-07-10,ETF,沪深300ETF嘉实,,,12月,5.038,5.25,4.6,5.25,4.6,5.25,5.25,5.25,5049675.086893801,18310256.191293,16039.0,2783.0,,11679965.6390934,6630290.552199599,1.7616069080439576,0.6378919834364484,0.3621080165635516,0.04208019055180623,-0.0869392616117508,0.04208019055180623,Positive Gamma
2026-07-10,ETF,沪深300ETF嘉实,,,7月,5.038,5.25,5.0,5.25,5.0,5.25,5.25,5.25,89611123.377105,316379346.9117429,143781.0,106921.0,,202995235.14442393,113384111.76731893,1.7903322783089781,0.6416197426472703,0.35838025735272955,0.04208019055180623,-0.0075426756649464854,0.04208019055180623,Positive Gamma
2026-07-10,ETF,沪深300ETF嘉实,,,8月,5.038,5.0,5.0,5.25,4.6,5.0,5.25,5.0,10285210.61995196,54034699.536758594,28832.0,12085.0,,32159955.078355283,21874744.458403323,1.4701865495850779,0.5951722754834158,0.4048277245165845,-0.0075426756649464854,-0.0075426756649464854,-0.0075426756649464854,Positive Gamma
2026-07-10,ETF,沪深300ETF嘉实,,,9月,5.038,5.25,5.25,6.25,4.2,5.25,5.5,5.25,13660390.625544963,66980628.148962006,66337.0,18925.0,,40320509.387253486,26660118.761708524,1.512390464110203,0.6019726972040695,0.39802730279593046,0.04208019055180623,0.04208019055180623,0.04208019055180623,Positive Gamma
2026-07-10,ETF,深证100ETF易方达,,,12月,3.841,4.5,4.5,4.5,4.5,4.5,4.1,4.0,617339.97848425,3185370.13081487,4729.0,2349.0,,1901355.0546495602,1284015.07616531,1.4807887305559728,0.5969023933062254,0.4030976066937747,0.17156990367091907,0.17156990367091907,0.041395469929705664,Positive Gamma
2026-07-10,ETF,深证100ETF易方达,,,7月,3.841,4.0,3.8,4.2,3.4,4.0,4.6,4.0,202069.34594616748,68950457.4030909,54330.0,54873.0,,34576263.37451853,34374194.02857236,1.005878518803327,0.5014653227371999,0.4985346772628,0.041395469929705664,-0.010674303566779564,0.041395469929705664,Positive Gamma
2026-07-10,ETF,深证100ETF易方达,,,8月,3.841,4.2,3.8,4.2,3.6,3.8,,3.8,-1808776.5935136504,8596460.214681253,8025.0,1882.0,,3393841.8105838,5202618.40409745,0.652333411174438,0.39479526756695865,0.6052047324330411,0.09346524342619111,-0.010674303566779564,-0.010674303566779564,Negative Gamma
2026-07-10,ETF,深证100ETF易方达,,,9月,3.841,4.1,3.0,3.9,3.0,3.0,,4.0,-741145.3817175697,8969852.47883835,16071.0,45256.0,,4114353.5485603902,4855498.93027796,0.8473595829470933,0.45868686896099586,0.5413131310390041,0.06743035667794839,-0.2189533975527207,0.041395469929705664,Negative Gamma
2026-07-10,ETF,科创50ETF华夏,,,12月,2.209,2.55,1.3,2.55,1.3,2.55,2.4,2.2,8116417.226835379,39320316.17842299,203609.0,83932.0,,23718366.702629182,15601949.475793803,1.5202181457790183,0.6032089517033088,0.39679104829669115,0.15436849253055662,-0.4114984155726573,-0.004074241738343143,Positive Gamma
2026-07-10,ETF,科创50ETF华夏,,,7月,2.209,2.3,2.15,2.55,2.0,2.2,2.4,2.2,122095597.79072294,812511163.2614897,1475258.0,2956578.0,,467303380.5261065,345207782.7353834,1.353687268645141,0.5751347201807179,0.4248652798192823,0.04119511090991379,-0.026708918062471776,-0.004074241738343143,Positive Gamma
2026-07-10,ETF,科创50ETF华夏,,,8月,2.209,2.55,1.9,2.55,1.9,2.15,2.45,2.2,14464463.775189633,109553659.13565671,276012.0,338715.0,,62009061.45542317,47544597.680233546,1.3042293863221217,0.5660154297415058,0.4339845702584943,0.15436849253055662,-0.1398822996831146,-0.004074241738343143,Positive Gamma
2026-07-10,ETF,科创50ETF华夏,,,9月,2.209,2.55,1.8,2.55,1.1,2.55,2.4,2.2,21375958.256391272,136069460.09726408,880516.0,774474.0,,78722709.1768277,57346750.92043641,1.3727492475737388,0.5785479645510151,0.42145203544898513,0.15436849253055662,-0.18515165233137165,-0.004074241738343143,Positive Gamma
2026-07-10,ETF,科创50ETF易方达,,,12月,2.141,2.15,2.15,2.15,1.25,2.15,2.15,2.15,1544463.2064299295,10071848.13800079,53326.0,18851.0,,5808155.67221536,4263692.46578543,1.3622360709229575,0.5766722842356368,0.4233277157643633,0.00420364315740307,0.00420364315740307,0.00420364315740307,Positive Gamma
2026-07-10,ETF,科创50ETF易方达,,,7月,2.141,2.2,1.95,2.45,1.95,2.1,2.3,2.1,21239633.327370152,149901441.36528742,293177.0,522287.0,,85570537.3463288,64330904.01895865,1.330162208215055,0.5708453272160751,0.42915467278392505,0.027557216254086914,-0.08921064922933208,-0.019149929939280663,Positive Gamma
2026-07-10,ETF,科创50ETF易方达,,,8月,2.141,2.45,1.85,2.45,1.85,2.45,2.3,2.1,4268252.2355713695,18357221.66319707,46005.0,38888.0,,11312736.94938422,7044484.7138128495,1.6058998505883855,0.6162553983898459,0.38374460161015406,0.1443250817375059,-0.13591779542269966,-0.019149929939280663,Positive Gamma
2026-07-10,ETF,科创50ETF易方达,,,9月,2.141,2.45,1.75,2.45,1.1,2.15,2.2,2.15,7088527.834269911,30729562.67717361,188754.0,147416.0,,18909045.25572176,11820517.421451852,1.5996799955140424,0.6153372716158986,0.38466272838410137,0.1443250817375059,-0.18262494161606724,0.00420364315740307,Positive Gamma
