trade_date,market_type,underlying,commodity,exchange,contract_month,underlying_price,call_wall,put_wall,call_oi_wall,put_oi_wall,max_gamma_strike,gex_flip,price_wall,net_gex,total_abs_gex,total_oi,total_volume,total_amount,call_gex_total,put_gex_abs_total,gex_ratio,call_gex_share,put_gex_share,call_wall_distance,put_wall_distance,price_wall_distance,gamma_regime,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value,month_total_abs_gex,month_net_gex,month_total_oi,month_total_volume,month_rank,month_count,expiry_role,expiry_gex_share,near_gex_ratio,next_gex_ratio,front_month_concentration,expiry_pressure,expiry_structure_state,risk_reversal_25d,put_skew,call_skew,smile_curvature,iv_min,iv_max,iv_std,near_atm_iv,next_atm_iv,iv_term_slope,iv_surface_state
2026-07-20,ETF,上证50ETF华夏,,,12月,3.007,3.0,2.8,3.0,2.8,3.0,3.1,3.0,12665294.151280873,62826899.9000871,85165.0,18783.0,,37746097.025683984,25080802.87440311,1.5049796138785805,0.6007951543958268,0.39920484560417313,-0.002327901563019652,-0.06883937479215174,-0.002327901563019652,Positive Gamma,0.24600081598121726,0.12201514475653413,0.20159030879165366,0.20159030879165366,0.048582563268395905,,0.00019610748580123154,0.0025528370607028755,0.0019190000000000001,0.002547,115773245.0,,62826899.900087096,12665294.151280873,85165.0,18783.0,4.0,4.0,far,0.027917224610556565,0.4940386973458558,0.32019119984472016,0.4940386973458558,0.013958612305278282,low_expiry_influence,-0.0006279999999999997,0.0009979999999999998,0.0003700000000000001,0.0006839999999999997,1e-06,0.004022,0.001006183044401256,0.002175,,,normal_iv_surface
2026-07-20,ETF,上证50ETF华夏,,,7月,3.007,3.0,3.0,3.1,2.85,3.0,3.0,3.0,329644624.989855,1111819681.8597975,631441.0,892706.0,,720732153.4248263,391087528.4349713,1.842892194258931,0.6482455430355585,0.3517544569644416,-0.002327901563019652,-0.002327901563019652,-0.002327901563019652,Positive Gamma,0.04084607428605114,0.1845178627264465,0.29649108607111685,0.29649108607111685,0.02424040587390799,,-5.718484800246043e-05,0.005043324324324324,0.002506,0.002712,98330243.0,,1111819681.8597975,329644624.98985493,631441.0,892706.0,1.0,4.0,near,0.4940386973458558,0.4940386973458558,0.32019119984472016,0.4940386973458558,0.4940386973458558,near_month_pressure,-0.00020600000000000002,0.0005370000000000002,0.00033100000000000013,0.00043400000000000036,1e-06,0.016196000000000002,0.003402718835139702,0.002175,0.001812,-0.0003629999999999998,normal_iv_surface
2026-07-20,ETF,上证50ETF华夏,,,8月,3.007,3.1,3.0,3.1,3.0,3.0,3.1,3.0,122756373.30435583,720580958.2492006,527886.0,566581.0,,421668665.7767782,298912292.47242236,1.4106768988621683,0.5851787518800231,0.4148212481199769,0.030927835051546282,-0.002327901563019652,-0.002327901563019652,Positive Gamma,0.14461096891598021,0.12030246528775111,0.17035750376004608,0.17035750376004608,0.04928424668866384,,0.001208827497183287,0.002268154362416107,0.002034,0.0023620000000000004,321941717.0,,720580958.2492006,122756373.30435582,527886.0,566581.0,2.0,4.0,next,0.32019119984472016,0.4940386973458558,0.32019119984472016,0.4940386973458558,0.16009559992236008,normal_expiry_structure,-0.0003280000000000006,0.0005500000000000004,0.00022199999999999976,0.0003860000000000003,1e-06,0.004051,0.0009265450568775608,0.002175,0.0017399999999999998,-0.00043500000000000006,normal_iv_surface
2026-07-20,ETF,上证50ETF华夏,,,9月,3.007,3.1,2.65,3.6,2.65,3.1,3.2,3.0,78476254.22706515,355243299.28522843,449432.0,500760.0,,216859776.75614673,138383522.52908158,1.567092474543515,0.6104542357096729,0.3895457642903267,0.030927835051546282,-0.1187229797140007,-0.002327901563019652,Positive Gamma,0.24728787617342357,0.12135067092629158,0.22090847141934628,0.22090847141934628,0.04928125381706028,,0.0010234995713555971,0.0022200845771144276,0.00198,0.002529,298151566.0,,355243299.2852284,78476254.22706513,449432.0,500760.0,3.0,4.0,deferred,0.1578528781988675,0.4940386973458558,0.32019119984472016,0.4940386973458558,0.07892643909943375,normal_expiry_structure,-0.000549,0.0007890000000000002,0.0002400000000000002,0.0005145000000000002,1e-06,0.004023,0.001045298151816254,0.002175,0.001549,-0.0006259999999999998,normal_iv_surface
2026-07-20,ETF,中证500ETF南方,,,12月,7.426,8.35,6.876,9.823,6.876,7.613,8.35,7.613,14928916.53669404,98561453.55786924,87129.0,25067.0,,56745185.04728164,41816268.5105876,1.357012164605604,0.5757340521968292,0.4242659478031709,0.12442768650686764,-0.0740640991112308,0.025181793697818478,Positive Gamma,-0.9357123643862637,-0.24017145766450806,0.1514681043936583,0.1514681043936583,0.021884454961113225,,-0.008509620283741876,0.00278825,0.00261,1e-06,649625226.0,,98561453.55786924,14928916.536694042,87129.0,25067.0,4.0,4.0,far,0.03891974465540053,0.42948571607839214,0.33209946153693876,0.42948571607839214,0.019459872327700266,low_expiry_influence,0.0026089999999999998,-0.0021369999999999996,0.0004720000000000002,-0.0008324999999999997,1e-06,0.006561,0.0019331159530882938,0.003709,,,normal_iv_surface
2026-07-20,ETF,中证500ETF南方,,,7月,7.426,7.5,7.5,8.841,8.35,7.5,7.5,7.75,262016812.86840013,1087641679.9192648,544090.0,1690022.0,,674829246.3938324,412812433.52543235,1.6347115338333382,0.6204518076614394,0.3795481923385607,0.009964987880420217,0.009964987880420217,0.043630487476434165,Positive Gamma,-2.03375314861461,-0.4045143174555729,0.24090361532287874,0.24090361532287874,0.0052922195162317,,-0.0004858791939629658,0.0019850000000000002,0.004038000000000001,1e-06,804436586.0,,1087641679.9192648,262016812.86840016,544090.0,1690022.0,1.0,4.0,near,0.42948571607839214,0.42948571607839214,0.33209946153693876,0.42948571607839214,0.42948571607839214,normal_expiry_structure,0.004037000000000001,-0.003708,0.00032900000000000073,-0.0016894999999999996,1e-06,0.025383,0.005419630460400428,0.003709,1e-06,-0.003708,normal_iv_surface
2026-07-20,ETF,中证500ETF南方,,,8月,7.426,7.75,7.5,8.0,7.0,7.5,8.0,7.5,154939337.19916004,841017995.9987078,508626.0,879013.0,,497978666.5989339,343039329.39977384,1.4516663948424282,0.5921141627981276,0.4078858372018723,0.043630487476434165,0.009964987880420217,0.009964987880420217,Positive Gamma,-3570.9999999999995,-0.12764556107256803,0.1842283255962553,0.1842283255962553,0.020693359616349372,,-0.00210491669986139,1e-06,0.0035719999999999997,1e-06,1725163756.0,,841017995.9987077,154939337.19916004,508626.0,879013.0,2.0,4.0,next,0.33209946153693876,0.42948571607839214,0.33209946153693876,0.42948571607839214,0.16604973076846938,normal_expiry_structure,0.0035709999999999995,0.0,0.0035709999999999995,0.0017855,1e-06,0.008445999999999999,0.0023760501320898267,0.003709,0.003083,-0.0006260000000000003,normal_iv_surface
2026-07-20,ETF,中证500ETF南方,,,9月,7.426,8.35,6.631,9.823,6.385,6.631,,7.367,-193347265.67062983,505206933.209117,412037.0,338548.0,,155929833.7692436,349277099.4398734,0.44643589293229996,0.3086454747933964,0.6913545252066037,0.12442768650686764,-0.10705628871532458,-0.00794505790465938,Negative Gamma,0.0,-0.5009037017159453,-0.38270905041320735,-0.38270905041320735,0.02851832145134876,,-0.007927886773168576,0.0018247500000000002,1e-06,1e-06,1293574731.0,,505206933.20911694,-193347265.6706298,412037.0,338548.0,3.0,4.0,deferred,0.1994950777292686,0.42948571607839214,0.33209946153693876,0.42948571607839214,0.0997475388646343,normal_expiry_structure,0.0,-0.0030819999999999997,-0.0030819999999999997,-0.0030819999999999997,1e-06,0.0076760000000000005,0.0023136250107967833,0.003709,0.0021379999999999997,-0.0015710000000000003,normal_iv_surface
2026-07-20,ETF,中证500ETF嘉实,,,12月,3.017,3.0,2.9,3.0,2.9,3.0,2.95,2.9,8552308.127446858,26868347.115121678,51075.0,26099.0,,17710327.62128427,9158019.493837409,1.9338600046878975,0.6591521073254553,0.3408478926745448,-0.005634736493205117,-0.038780245276765046,-0.038780245276765046,Positive Gamma,0.35678136424417156,0.049601979890894175,0.31830421465091036,0.31830421465091036,0.02834129617399849,,-0.0035519486400608534,0.003926774603174603,0.002555,0.003956,122016967.0,,26868347.115121678,8552308.12744686,51075.0,26099.0,4.0,4.0,far,0.08520028351296524,0.5005909547902233,0.24065961136451672,0.5005909547902233,0.04260014175648262,low_expiry_influence,-0.0014010000000000003,0.0018150000000000002,0.00041399999999999987,0.0011145,0.001366,0.006556000000000001,0.001541072869043386,0.0037790000000000002,,,normal_iv_surface
2026-07-20,ETF,中证500ETF嘉实,,,7月,3.017,3.1,3.0,3.5,3.0,3.1,3.1,3.1,1805395.0590941347,157863929.33712667,209516.0,297077.0,,79834662.1981104,78029267.13901626,1.0231374088888683,0.5057182000558171,0.4942817999441828,0.0275107722903547,-0.005634736493205117,0.0275107722903547,Positive Gamma,0.16713208810202954,-0.43046847526424437,0.01143640011163426,0.01143640011163426,0.00407687787444918,,-0.000413995886433425,0.004882365853658536,0.004332,0.005147999999999999,169670768.0,,157863929.33712667,1805395.059094137,209516.0,297077.0,1.0,4.0,near,0.5005909547902233,0.5005909547902233,0.24065961136451672,0.5005909547902233,0.5005909547902233,near_month_pressure,-0.000815999999999999,0.0013689999999999987,0.0005529999999999997,0.0009609999999999992,1e-06,0.028758,0.007397823209629129,0.0037790000000000002,0.003564,-0.00021500000000000035,normal_iv_surface
