underlying,contract_month,strike,underlying_price,call_gex,put_gex,net_gex,total_abs_gex,call_oi,put_oi,total_oi,call_volume,put_volume,total_volume,avg_iv,avg_delta,avg_gamma,liquidity_adjusted_call_gex,liquidity_adjusted_put_gex,liquidity_adjusted_net_gex,liquidity_adjusted_abs_gex,active_gex,stable_gex,avg_spread_bps,avg_liquidity_score,avg_pricing_quality_score,avg_volume_oi_ratio,avg_oi_change_rate,price_wall_score,in_price_range
上证50ETF华夏,12月,2.7,3.007,483821.9578919999,-4449544.2091993205,-3965722.251307321,4933366.16709132,910.0,8778.0,9688.0,216.0,3053.0,3269.0,0.0012505,0.32030000000000003,0.5743,178227.92736348696,-915341.4234099196,-737113.4960464326,1093569.3507734067,-1432716.10002862,-2533006.1512787007,134.38893616041457,0.6095216428413022,0.4694811959579122,0.2925819794240847,0.09951690821256039,0.5213971005643356,False
上证50ETF华夏,12月,2.75,3.007,302695.70124605,-2432155.47691622,-2129459.77567017,2734851.17816227,505.0,4411.0,4916.0,37.0,1492.0,1529.0,0.0012625,0.286,0.63635,86838.5041261996,-566074.2755390466,-479235.77141284704,652912.7796652463,-800487.44400207,-1328972.3316681,118.4581288399641,0.5875360214448195,0.4470649115276385,0.20575631129197708,0.0005921030169400762,0.3648651846494011,False
上证50ETF华夏,12月,2.8,3.007,724567.5975628801,-5477409.88931263,-4752842.291749749,6201977.48687551,1536.0,9281.0,10817.0,128.0,1171.0,1299.0,0.001666,0.3488,0.5871999999999999,217445.88186547966,-1254325.2647523566,-1036879.3828868769,1471771.1466178363,-630713.7511370899,-4122128.5406126594,106.6305665280203,0.556596563191045,0.4757718287857591,0.10475254103365297,-0.024295895196436594,0.5280119032853592,False
上证50ETF华夏,12月,2.85,3.007,945347.6696778401,-3035484.9305543606,-2090137.2608765205,3980832.6002322007,988.0,4822.0,5810.0,166.0,269.0,435.0,0.0018605,0.26749999999999996,0.8772,288268.93960516073,-781334.5223778923,-493065.58277273155,1069603.461983053,-10503.786641340004,-2079633.4742351803,99.3957318783302,0.5652438495478886,0.4965370359262495,0.11190108762638179,-0.02462519718589693,0.39854622585592503,False
上证50ETF华夏,12月,2.9,3.007,1879660.42275608,-1430977.4948468998,448682.9279091803,3310637.9176029796,1724.0,2210.0,3934.0,61.0,417.0,478.0,0.001963,0.2058,0.96095,472105.0269696661,-256466.74928569584,215638.2776839703,728571.776255362,-203500.2643735099,652183.1922826904,120.92198581560271,0.4545281469371197,0.4741340723488128,0.11203530671593999,-0.0428123938214475,0.3532733542792675,True
上证50ETF华夏,12月,2.95,3.007,1573955.3467618502,-1046574.2220172503,527381.1247445999,2620529.5687791007,1335.0,1591.0,2926.0,383.0,474.0,857.0,0.0020210000000000002,0.15055000000000002,1.0157,395535.4903053441,-326128.4434848066,69407.04682053754,721663.9337901507,139752.73387762997,387628.39086696994,86.61419091816572,0.6476720909809364,0.4355751035839868,0.292408609288672,-0.03934467181547557,0.3147010940861626,True
上证50ETF华夏,12月,3.0,3.007,8999190.772785882,-1764252.0495036,7234938.723282281,10763442.822289482,7892.0,2612.0,10504.0,1223.0,452.0,1675.0,0.0020984999999999997,0.09399999999999997,1.00405,2250291.342174927,-567318.0420387082,1682973.3001362185,2817609.3842136348,1089278.7343983701,6145659.988883911,99.33535233416129,0.5861346238219571,0.48730050360451627,0.16400726422321554,0.011176390336453727,0.5946431593377761,True
上证50ETF华夏,12月,3.1,3.007,6105802.184789461,-1169956.1453394,4935846.039450061,7275758.330128862,5494.0,1895.0,7389.0,1199.0,336.0,1535.0,0.0023020000000000002,-0.0018499999999999905,0.9559500000000001,1224598.9705697878,-331853.20243204635,892745.7681377414,1556452.1730018342,1125075.1213434902,3810770.9181065713,98.57503428264783,0.6002493295793173,0.4044587234905854,0.19777339251358883,-0.01787127467813691,0.5155805430598157,True
上证50ETF华夏,12月,3.2,3.007,6276817.07972067,-1659406.2362109602,4617410.84350971,7936223.31593163,6293.0,2712.0,9005.0,597.0,51.0,648.0,0.0023555,-0.08675000000000002,0.8898999999999999,1028973.4913271511,-509341.7293575128,519631.7619696383,1538315.2206846639,564259.1215911,4053151.72191861,109.69544119217767,0.5349781715706277,0.4419557328905087,0.056836311310924204,-0.019090571403069204,0.5140589893000425,False
上证50ETF华夏,12月,3.3,3.007,3943522.7551254593,-1337721.2374395202,2605801.517685939,5281243.99256498,4602.0,2377.0,6979.0,4030.0,224.0,4254.0,0.00249,-0.15485,0.78505,1083027.6654802205,-455841.0654499979,627186.6000302226,1538868.7309302185,3327305.3073656596,-721503.7896797203,130.89641757172987,0.6892713953760519,0.4729327238079995,0.48497132358358946,-0.06273883691864869,0.5064197553869492,False
上证50ETF华夏,12月,3.4,3.007,2257114.0671448205,-803774.8617570001,1453339.2053878205,3060888.9289018204,3159.0,1660.0,4819.0,502.0,147.0,649.0,0.0027524999999999997,-0.20129999999999998,0.6628499999999999,485700.4405242476,-259704.45717475365,225995.98334949394,745404.8976990012,287502.7079933101,1165836.4973945103,158.5718220818697,0.5226355952679856,0.510524513770932,0.1237326323337033,0.05513750954927425,0.3560309606467678,False
