underlying,contract_month,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value,trade_date,front_month,primary_month,expiring_month,next_month,far_month,primary_selection_reason,primary_selection_note,primary_selection_confidence,primary_selection_dte,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role
上证50ETF华夏,10月,0.14332965821389188,0.06823255693858324,0.20479534697179436,0.20479534697179436,0.06498484575597427,0.025849932342088315,0.0003934343488724829,0.13605,0.1313,0.1508,248803899.0,129347031.0,2026-09-24,10月,10月,,11月,3月,front_month_default,10月 DTE=34，默认使用前月,medium,34.0,True,False,primary_analysis
上证50ETF华夏,11月,0.29911206216275776,-0.061233327837518094,0.11331014009255479,0.11331014009255479,0.07456800127143146,0.013401875964448154,-0.003454400051575096,0.14576476683937825,0.1264,0.17,20506021.0,13548551.0,2026-09-24,10月,10月,,11月,3月,front_month_default,10月 DTE=34，默认使用前月,medium,34.0,False,False,next_month
上证50ETF华夏,12月,0.31799766422828996,0.019154239657520396,0.19526585584740896,0.19526585584740896,0.05325547373274837,0.011745074168921501,-0.001964436053171817,0.18962403433476394,0.13119999999999998,0.19149999999999998,209869901.0,92656801.0,2026-09-24,10月,10月,,11月,3月,front_month_default,10月 DTE=34，默认使用前月,medium,34.0,False,False,other_month
上证50ETF华夏,3月,0.37173352694530476,0.12896146408622283,0.2541052745657655,0.2541052745657655,0.07128541248963009,0.004759432650190905,0.0016888773621819208,0.2084826747720365,0.12689999999999999,0.20440000000000003,34555499.0,25097109.0,2026-09-24,10月,10月,,11月,3月,front_month_default,10月 DTE=34，默认使用前月,medium,34.0,False,False,far_month
中证500ETF南方,10月,0.2530084192710947,-0.07341732824677749,0.16214941757559484,0.16214941757559484,0.0409296740028448,0.025628727059489622,-0.0019517206371953578,0.24900357142857144,0.1967,0.2597,890604919.0,468054811.0,2026-09-24,10月,10月,,11月,3月,front_month_default,10月 DTE=34，默认使用前月,medium,34.0,True,False,primary_analysis
中证500ETF南方,11月,0.30399734371253073,-0.01935232040420054,0.17663852879272812,0.17663852879272812,0.0505501877097536,0.012863439540091571,-0.0021100385136949653,0.27105499999999993,0.2039,0.2863,57628332.0,43785412.0,2026-09-24,10月,10月,,11月,3月,front_month_default,10月 DTE=34，默认使用前月,medium,34.0,False,False,next_month
中证500ETF南方,12月,0.35496673340782636,-0.0029288879888405626,0.2273151746427657,0.2273151746427657,0.03719748320812373,0.01148981611986102,-0.002658718981828554,0.2904497528830313,0.2051,0.30820000000000003,819199402.0,375292516.0,2026-09-24,10月,10月,,11月,3月,front_month_default,10月 DTE=34，默认使用前月,medium,34.0,False,False,other_month
中证500ETF南方,3月,0.5553639718922186,0.2230079866568919,0.2945142422305058,0.2945142422305058,0.029145736159402448,0.004635085043729749,0.000764950882820608,0.26613177570093455,0.17809999999999998,0.3259,434573000.0,172694566.0,2026-09-24,10月,10月,,11月,3月,front_month_default,10月 DTE=34，默认使用前月,medium,34.0,False,False,far_month
中证500ETF嘉实,10月,0.20279504579319507,0.0453299143007678,0.26041090422075647,0.26041090422075647,0.04301604529895432,0.0264617322799703,-1.5823847930667596e-05,0.2278162162162162,0.2073,0.2535,60351945.0,32449085.0,2026-09-24,10月,10月,,11月,3月,front_month_default,10月 DTE=34，默认使用前月,medium,34.0,True,False,primary_analysis
中证500ETF嘉实,11月,0.3228731260877758,0.17215247432149475,0.23490553549650023,0.23490553549650023,0.04637683776171161,0.012745157613135171,0.0019711574220295336,0.24312955665024627,0.2065,0.285,7421528.0,5200328.0,2026-09-24,10月,10月,,11月,3月,front_month_default,10月 DTE=34，默认使用前月,medium,34.0,False,False,next_month
