trade_date,market_type,source_file,exchange,commodity,underlying,name,code,expiry,contract_month,strike,option_type,last_price,bid_price,ask_price,bid_volume,ask_volume,last_volume,volume,open_interest,amount,prev_settle,settle_price,prev_close,open_price,high_price,low_price,outer_volume,inner_volume,parse_error
2026-07-15,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购100000,lc2609-C-100000,,2609,100000.0,call,,47700.0,52310.0,1.0,1.0,,,52.0,,52580.0,51560.0,52700.0,,,,,,
2026-07-15,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购102000,lc2609-C-102000,,2609,102000.0,call,,30840.0,,1.0,,,,1.0,,50580.0,49560.0,50580.0,,,,,,
2026-07-15,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购104000,lc2609-C-104000,,2609,104000.0,call,,29150.0,,1.0,,,,1.0,,48580.0,47560.0,48580.0,,,,,,
2026-07-15,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购106000,lc2609-C-106000,,2609,106000.0,call,,27360.0,66360.0,1.0,1.0,,,2.0,,46580.0,45560.0,46580.0,,,,,,
2026-07-15,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购108000,lc2609-C-108000,,2609,108000.0,call,,25200.0,64360.0,1.0,1.0,,,1.0,,44580.0,43560.0,44580.0,,,,,,
2026-07-15,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购110000,lc2609-C-110000,,2609,110000.0,call,,25000.0,62410.0,1.0,1.0,,,3.0,,42590.0,41580.0,42590.0,,,,,,
2026-07-15,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购112000,lc2609-C-112000,,2609,112000.0,call,,25000.0,60420.0,1.0,1.0,,,5.0,,40600.0,39600.0,40600.0,,,,,,
2026-07-15,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购114000,lc2609-C-114000,,2609,114000.0,call,,34090.0,58440.0,1.0,1.0,,,12.0,,38620.0,37630.0,38620.0,,,,,,
2026-07-15,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购116000,lc2609-C-116000,,2609,116000.0,call,,20440.0,56480.0,1.0,1.0,,,13.0,,36660.0,35670.0,36660.0,,,,,,
2026-07-15,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购118000,lc2609-C-118000,,2609,118000.0,call,,20520.0,54520.0,1.0,1.0,,,5.0,,34700.0,33730.0,34700.0,,,,,,
