underlying,contract_month,expiry,expiry_month,expiry_source,expiry_confidence,days_to_expiry,business_days_to_expiry_estimate,month_total_abs_gex,month_net_gex,month_total_oi,month_total_volume,month_rank,month_count,expiry_role,expiry_gex_share,near_gex_ratio,next_gex_ratio,front_month_concentration,next_month_concentration,days_to_near_expiry,roll_progress,roll_shift_score,expiry_pressure,underlying_price,call_wall,put_wall,price_wall,gamma_regime,price_wall_distance,expiry_structure_state,roll_state,expiry_date_quality,front_month,primary_month,expiring_month,next_month,far_month,primary_selection_reason,primary_selection_note,primary_selection_confidence,primary_selection_dte,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role
上证50ETF华夏,9月,2026-09-23,202609,rule_fourth_wednesday,medium,0.0,0.0,758750880.0600001,-320356082.52000004,493170.0,284702.0,1,4,near,0.3596832058549384,0.3596832058549384,0.502988912727013,0.3596832058549384,0.502988912727013,0.0,0.5830591969911109,0.14330570687207456,0.3596832058549384,3.0,3.0,3.0,3.1,Negative Gamma,0.03333333333333344,normal_expiry_structure,next_month_takeover,rule_estimate,9月,10月,9月,10月,3月,after_close_expiry_switch_to_next,9月 DTE=0，收盘后切换至有效10月,high,0.0,False,True,expiry_microstructure
上证50ETF华夏,10月,2026-10-28,202610,rule_fourth_wednesday,medium,35.0,25.0,1061053932.96,213316583.0399999,521231.0,277850.0,2,4,next,0.502988912727013,0.3596832058549384,0.502988912727013,0.3596832058549384,0.502988912727013,0.0,0.5830591969911109,0.14330570687207456,0.2514944563635065,3.0,3.0,3.0,3.0,Positive Gamma,0.0,roll_migration_candidate,next_month_takeover,rule_estimate,9月,10月,9月,10月,3月,after_close_expiry_switch_to_next,9月 DTE=0，收盘后切换至有效10月,high,0.0,True,False,primary_analysis
上证50ETF华夏,12月,2026-12-23,202612,rule_fourth_wednesday,medium,91.0,65.0,260345460.87,63454921.83,265662.0,75078.0,3,4,deferred,0.12341585684631833,0.3596832058549384,0.502988912727013,0.3596832058549384,0.502988912727013,0.0,0.5830591969911109,0.14330570687207456,0.06170792842315916,3.0,3.0,2.7,3.0,Positive Gamma,0.0,normal_expiry_structure,next_month_takeover,rule_estimate,9月,10月,9月,10月,3月,after_close_expiry_switch_to_next,9月 DTE=0，收盘后切换至有效10月,high,0.0,False,False,other_month
上证50ETF华夏,3月,2027-03-24,202703,rule_fourth_wednesday,medium,182.0,130.0,29347383.240000002,9577023.84,33519.0,2619.0,4,4,far,0.013912024571730273,0.3596832058549384,0.502988912727013,0.3596832058549384,0.502988912727013,0.0,0.5830591969911109,0.14330570687207456,0.006956012285865136,3.0,3.1,2.8,3.0,Positive Gamma,0.0,low_expiry_influence,next_month_takeover,rule_estimate,9月,10月,9月,10月,3月,after_close_expiry_switch_to_next,9月 DTE=0，收盘后切换至有效10月,high,0.0,False,False,far_month
中证500ETF南方,9月,2026-09-23,202609,rule_fourth_wednesday,medium,0.0,0.0,715423163.4866858,-93111976.53303409,455681.0,483391.0,1,4,near,0.2812384714367305,0.2812384714367305,0.4869157716360923,0.2812384714367305,0.4869157716360923,0.0,0.6338776046960293,0.2056773001993618,0.2812384714367305,7.818,7.859,7.75,8.0,Negative Gamma,0.02327961115374788,normal_expiry_structure,next_month_takeover,rule_estimate,9月,10月,9月,10月,3月,after_close_expiry_switch_to_next,9月 DTE=0，收盘后切换至有效10月,high,0.0,False,True,expiry_microstructure
中证500ETF南方,10月,2026-10-28,202610,rule_fourth_wednesday,medium,35.0,25.0,1238631471.419519,157560725.8327122,486194.0,327142.0,2,4,next,0.4869157716360923,0.2812384714367305,0.4869157716360923,0.2812384714367305,0.4869157716360923,0.0,0.6338776046960293,0.2056773001993618,0.24345788581804614,7.818,8.0,7.75,7.75,Positive Gamma,-0.008697876694806816,roll_migration_candidate,next_month_takeover,rule_estimate,9月,10月,9月,10月,3月,after_close_expiry_switch_to_next,9月 DTE=0，收盘后切换至有效10月,high,0.0,True,False,primary_analysis
中证500ETF南方,12月,2026-12-23,202612,rule_fourth_wednesday,medium,91.0,65.0,486187567.0679905,132601617.79864955,356815.0,149753.0,3,4,deferred,0.19112415584554832,0.2812384714367305,0.4869157716360923,0.2812384714367305,0.4869157716360923,0.0,0.6338776046960293,0.2056773001993618,0.09556207792277416,7.818,8.5,6.5,7.75,Positive Gamma,-0.008697876694806816,normal_expiry_structure,next_month_takeover,rule_estimate,9月,10月,9月,10月,3月,after_close_expiry_switch_to_next,9月 DTE=0，收盘后切换至有效10月,high,0.0,False,False,other_month
中证500ETF南方,3月,2027-03-24,202703,rule_fourth_wednesday,medium,182.0,130.0,103588874.30738951,33251040.533131197,72869.0,3697.0,4,4,far,0.04072160108162895,0.2812384714367305,0.4869157716360923,0.2812384714367305,0.4869157716360923,0.0,0.6338776046960293,0.2056773001993618,0.020360800540814475,7.818,7.75,7.75,7.75,Positive Gamma,-0.008697876694806816,low_expiry_influence,next_month_takeover,rule_estimate,9月,10月,9月,10月,3月,after_close_expiry_switch_to_next,9月 DTE=0，收盘后切换至有效10月,high,0.0,False,False,far_month
中证500ETF嘉实,9月,2026-09-23,202609,rule_fourth_wednesday,medium,0.0,0.0,105166405.94931197,-7420504.00847616,162765.0,102991.0,1,4,near,0.33955475256619905,0.33955475256619905,0.34637947479671544,0.33955475256619905,0.34637947479671544,0.0,0.5049747643128657,0.006824722230516389,0.33955475256619905,3.171,3.2,3.2,3.2,Negative Gamma,0.009145380006307269,normal_expiry_structure,roll_in_progress,rule_estimate,9月,10月,9月,10月,3月,after_close_expiry_switch_to_next,9月 DTE=0，收盘后切换至有效10月,high,0.0,False,True,expiry_microstructure
中证500ETF嘉实,10月,2026-10-28,202610,rule_fourth_wednesday,medium,35.0,25.0,107280149.02951184,33964596.166924715,79465.0,36970.0,2,4,next,0.34637947479671544,0.33955475256619905,0.34637947479671544,0.33955475256619905,0.34637947479671544,0.0,0.5049747643128657,0.006824722230516389,0.17318973739835772,3.171,3.3,3.2,3.2,Positive Gamma,0.009145380006307269,normal_expiry_structure,roll_in_progress,rule_estimate,9月,10月,9月,10月,3月,after_close_expiry_switch_to_next,9月 DTE=0，收盘后切换至有效10月,high,0.0,True,False,primary_analysis
