underlying,contract_month,expiry,expiry_month,expiry_source,expiry_confidence,days_to_expiry,business_days_to_expiry_estimate,month_total_abs_gex,month_net_gex,month_total_oi,month_total_volume,month_rank,month_count,expiry_role,expiry_gex_share,near_gex_ratio,next_gex_ratio,front_month_concentration,next_month_concentration,days_to_near_expiry,roll_progress,roll_shift_score,expiry_pressure,underlying_price,call_wall,put_wall,price_wall,gamma_regime,price_wall_distance,expiry_structure_state,roll_state,expiry_date_quality,front_month,primary_month,expiring_month,next_month,far_month,primary_selection_reason,primary_selection_note,primary_selection_confidence,primary_selection_dte,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role
上证50ETF华夏,9月,2026-09-23,202609,rule_fourth_wednesday,medium,5.0,3.0,1773077600.893288,138632035.51662487,768671.0,483254.0,1,4,near,0.6327813146837904,0.6327813146837904,0.27049472385342277,0.6327813146837904,0.27049472385342277,5.0,0.2994596472319452,-0.3622865908303676,0.6327813146837904,2.975,3.0,3.0,3.0,Positive Gamma,0.008403361344537785,near_month_pressure,expiry_week_concentrated,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=5，默认使用前月,medium,5.0,True,False,primary_analysis
上证50ETF华夏,10月,2026-10-28,202610,rule_fourth_wednesday,medium,40.0,28.0,757936628.176175,154155571.88815,390172.0,187862.0,2,4,next,0.27049472385342277,0.6327813146837904,0.27049472385342277,0.6327813146837904,0.27049472385342277,5.0,0.2994596472319452,-0.3622865908303676,0.13524736192671138,2.975,3.0,2.95,3.0,Positive Gamma,0.008403361344537785,normal_expiry_structure,expiry_week_concentrated,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=5，默认使用前月,medium,5.0,False,False,next_month
上证50ETF华夏,12月,2026-12-23,202612,rule_fourth_wednesday,medium,96.0,68.0,241649962.6792125,71254674.76645,246721.0,65938.0,3,4,deferred,0.08624077197772007,0.6327813146837904,0.27049472385342277,0.6327813146837904,0.27049472385342277,5.0,0.2994596472319452,-0.3622865908303676,0.04312038598886003,2.975,3.0,2.7,3.0,Positive Gamma,0.008403361344537785,low_expiry_influence,expiry_week_concentrated,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=5，默认使用前月,medium,5.0,False,False,other_month
上证50ETF华夏,3月,2027-03-24,202703,rule_fourth_wednesday,medium,187.0,133.0,29374300.458256256,10059250.861406252,33660.0,8401.0,4,4,far,0.010483189485066843,0.6327813146837904,0.27049472385342277,0.6327813146837904,0.27049472385342277,5.0,0.2994596472319452,-0.3622865908303676,0.0052415947425334215,2.975,3.1,2.8,3.0,Positive Gamma,0.008403361344537785,low_expiry_influence,expiry_week_concentrated,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=5，默认使用前月,medium,5.0,False,False,far_month
中证500ETF南方,9月,2026-09-23,202609,rule_fourth_wednesday,medium,5.0,3.0,3179457384.088671,422636424.34630513,775140.0,1372615.0,1,4,near,0.739541643698297,0.739541643698297,0.13953764081924214,0.739541643698297,0.13953764081924214,5.0,0.15873157663568868,-0.6000040028790549,0.739541643698297,7.83,7.75,7.75,7.75,Positive Gamma,-0.010217113665389577,front_month_concentrated,expiry_week_concentrated,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=5，默认使用前月,medium,5.0,True,False,primary_analysis
中证500ETF南方,10月,2026-10-28,202610,rule_fourth_wednesday,medium,40.0,28.0,599903989.506837,82975086.98408699,278377.0,333214.0,2,4,next,0.13953764081924214,0.739541643698297,0.13953764081924214,0.739541643698297,0.13953764081924214,5.0,0.15873157663568868,-0.6000040028790549,0.06976882040962107,7.83,7.75,7.75,7.75,Positive Gamma,-0.010217113665389577,normal_expiry_structure,expiry_week_concentrated,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=5，默认使用前月,medium,5.0,False,False,next_month
中证500ETF南方,12月,2026-12-23,202612,rule_fourth_wednesday,medium,96.0,68.0,419774644.44666004,103506290.50456803,295041.0,161014.0,3,4,deferred,0.09763956330741415,0.739541643698297,0.13953764081924214,0.739541643698297,0.13953764081924214,5.0,0.15873157663568868,-0.6000040028790549,0.048819781653707074,7.83,8.25,6.5,7.75,Positive Gamma,-0.010217113665389577,low_expiry_influence,expiry_week_concentrated,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=5，默认使用前月,medium,5.0,False,False,other_month
中证500ETF南方,3月,2027-03-24,202703,rule_fourth_wednesday,medium,187.0,133.0,100090957.451535,35159019.041636996,70511.0,7311.0,4,4,far,0.02328115217504678,0.739541643698297,0.13953764081924214,0.739541643698297,0.13953764081924214,5.0,0.15873157663568868,-0.6000040028790549,0.01164057608752339,7.83,7.75,7.75,7.75,Positive Gamma,-0.010217113665389577,low_expiry_influence,expiry_week_concentrated,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=5，默认使用前月,medium,5.0,False,False,far_month
中证500ETF嘉实,9月,2026-09-23,202609,rule_fourth_wednesday,medium,5.0,3.0,233564344.46311873,46527948.57698126,199937.0,117325.0,1,4,near,0.5901587061411494,0.5901587061411494,0.1723934201771613,0.5901587061411494,0.1723934201771613,5.0,0.22607427640323627,-0.4177652859639881,0.5901587061411494,3.175,3.2,3.2,3.2,Positive Gamma,0.007874015748031704,near_month_pressure,expiry_week_concentrated,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=5，默认使用前月,medium,5.0,True,False,primary_analysis
中证500ETF嘉实,10月,2026-10-28,202610,rule_fourth_wednesday,medium,40.0,28.0,68227335.72247499,15337052.1887375,58201.0,43122.0,2,4,next,0.1723934201771613,0.5901587061411494,0.1723934201771613,0.5901587061411494,0.1723934201771613,5.0,0.22607427640323627,-0.4177652859639881,0.08619671008858065,3.175,3.2,3.1,3.1,Positive Gamma,-0.023622047244094446,normal_expiry_structure,expiry_week_concentrated,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=5，默认使用前月,medium,5.0,False,False,next_month
