underlying,contract_month,underlying_price,atm_iv,call_25_delta_iv,put_25_delta_iv,risk_reversal_25d,put_skew,call_skew,smile_curvature,iv_min,iv_max,iv_std,near_atm_iv,next_atm_iv,iv_term_slope,iv_surface_state,front_month,primary_month,expiring_month,next_month,far_month,primary_selection_reason,primary_selection_note,primary_selection_confidence,primary_selection_dte,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role,primary_atm_iv,next_after_primary_atm_iv,primary_iv_term_slope,primary_iv_surface_state
上证50ETF华夏,9月,3.04,0.1005,0.12179999999999999,0.1636,-0.041800000000000004,0.06309999999999999,0.021299999999999986,0.04219999999999999,0.0001,0.5296,0.1325140767205527,0.1005,0.0843,-0.016200000000000006,put_skew_elevated,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,True,False,primary_analysis,0.1005,0.0843,-0.016200000000000006,put_skew_elevated
上证50ETF华夏,10月,3.04,0.0843,0.1207,0.17300000000000001,-0.05230000000000001,0.08870000000000001,0.0364,0.06255000000000001,0.0001,0.3443,0.09492157289046574,0.1005,0.0767,-0.0238,front_iv_inversion,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,False,False,next_month,0.1005,0.0843,-0.016200000000000006,put_skew_elevated
上证50ETF华夏,12月,3.04,0.0767,0.1317,0.2024,-0.07069999999999999,0.12569999999999998,0.05500000000000001,0.09035,0.0001,0.3502,0.10823150300514922,0.1005,0.0583,-0.04220000000000001,front_iv_inversion,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,False,False,other_month,0.1005,0.0843,-0.016200000000000006,put_skew_elevated
上证50ETF华夏,3月,3.04,0.0583,0.1176,0.2151,-0.09750000000000002,0.15680000000000002,0.0593,0.10805000000000001,0.0001,0.33380000000000004,0.10879955930638302,0.1005,,,put_skew_elevated,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,False,False,far_month,0.1005,0.0843,-0.016200000000000006,put_skew_elevated
中证500ETF南方,9月,7.973,0.2102,0.2214,0.2989,-0.07749999999999999,0.0887,0.011200000000000015,0.049949999999999994,0.0001,0.7293000000000001,0.1641056955451115,0.2102,0.0001,-0.2101,front_iv_inversion,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,True,False,primary_analysis,0.2102,0.0001,-0.2101,front_iv_inversion
中证500ETF南方,10月,7.973,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0001,2.7890870788454753e-20,0.2102,0.1604,-0.04980000000000001,front_iv_inversion,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,False,False,next_month,0.2102,0.0001,-0.2101,front_iv_inversion
中证500ETF南方,12月,7.973,0.1604,0.19390000000000002,0.32780000000000004,-0.13390000000000002,0.16740000000000005,0.03350000000000003,0.10045000000000004,0.0001,0.6293,0.15347576376383695,0.2102,0.1215,-0.0887,front_iv_inversion,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,False,False,other_month,0.2102,0.0001,-0.2101,front_iv_inversion
中证500ETF南方,3月,7.973,0.1215,0.1727,0.344,-0.17129999999999998,0.22249999999999998,0.051199999999999996,0.13684999999999997,0.0001,0.4548,0.16471178020548963,0.2102,,,put_skew_elevated,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,False,False,far_month,0.2102,0.0001,-0.2101,front_iv_inversion
中证500ETF嘉实,9月,3.234,0.2022,0.2234,0.3012,-0.07780000000000004,0.09900000000000003,0.021199999999999997,0.06009999999999999,0.0001,0.6684,0.17494693621265872,0.2022,0.1805,-0.021699999999999997,front_iv_inversion,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,True,False,primary_analysis,0.2022,0.1805,-0.021699999999999997,front_iv_inversion
中证500ETF嘉实,10月,3.234,0.1805,0.2072,0.3091,-0.10189999999999999,0.1286,0.0267,0.07765,0.0001,0.5312,0.15098564111705925,0.2022,0.12480000000000001,-0.07739999999999998,front_iv_inversion,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,False,False,next_month,0.2022,0.1805,-0.021699999999999997,front_iv_inversion
