trade_date,market_type,underlying,contract_month,underlying_price,call_wall,put_wall,price_wall,gex_flip,gamma_regime,net_gex,total_abs_gex,normalized_net_gex,price_wall_distance,confidence_score,confidence_label,market_structure_state,future_open_price_1d,future_high_price_1d,future_low_price_1d,future_price_1d,future_price_3d,future_price_5d,future_return_1d,future_return_3d,future_return_5d,tested_call_wall_1d,tested_put_wall_1d,tested_price_wall_1d,same_day_dual_wall_touch_1d,intraday_sequence,touch_call_wall,break_call_wall_1d,call_wall_reject_1d,touch_put_wall,break_put_wall_1d,put_wall_bounce_1d,near_price_wall,price_wall_magnet_1d,price_wall_magnet_3d,price_wall_magnet_5d,gamma_flip_cross_1d,gamma_flip_cross_3d,gamma_flip_cross_5d,next_abs_return_1d,next_abs_return_3d,next_abs_return_5d,event_quality,validation_method
2026-09-23,COMMODITY,AP,2611,7277.0,,,7000.0,,,,,,-0.038065136732169824,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,AP,2612,7181.0,,,8000.0,,,,,,0.11405096783177826,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,AP,2701,7112.0,,,8800.0,,,,,,0.2373453318335208,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,AP,2703,7094.0,,,6600.0,,,,,,-0.06963631237665635,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,AP,2705,7217.0,,,7500.0,,,,,,0.03921296937785779,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,CF,2611,15560.0,,,16000.0,,,,,,0.028277634961439535,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,CF,2701,15820.0,,,15800.0,,,,,,-0.0012642225031606058,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,CF,2703,15740.0,,,14600.0,,,,,,-0.07242693773824649,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,CF,2705,15660.0,,,14800.0,,,,,,-0.054916985951468655,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,CJ,2612,7185.0,,,8000.0,,,,,,0.1134307585247043,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,CJ,2701,7375.0,,,9000.0,,,,,,0.22033898305084754,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,CJ,2703,7440.0,,,7400.0,,,,,,-0.005376344086021501,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,CJ,2705,7565.0,,,7600.0,,,,,,0.004626569729015095,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,FG,2611,905.0,,,900.0,,,,,,-0.0055248618784530246,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,FG,2612,937.0,,,1100.0,,,,,,0.17395944503735317,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,FG,2701,925.0,,,1000.0,,,,,,0.08108108108108114,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,FG,2702,963.0,,,840.0,,,,,,-0.12772585669781933,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,FG,2703,955.0,,,990.0,,,,,,0.03664921465968596,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,FG,2705,993.0,,,1280.0,,,,,,0.2890231621349446,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,MA,2611,3015.0,,,3000.0,,,,,,-0.00497512437810943,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,MA,2612,2891.0,,,2500.0,,,,,,-0.13524731926668976,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,MA,2701,2833.0,,,2500.0,,,,,,-0.11754324038122133,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,MA,2702,2772.0,,,3250.0,,,,,,0.1724386724386724,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,MA,2703,2715.0,,,2300.0,,,,,,-0.15285451197053412,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,MA,2705,2622.0,,,2850.0,,,,,,0.08695652173913038,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,OI,2611,10350.0,,,10000.0,,,,,,-0.033816425120772986,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,OI,2701,10152.0,,,9800.0,,,,,,-0.03467297084318366,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,OI,2703,9998.0,,,11000.0,,,,,,0.10022004400880169,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,OI,2705,9877.0,,,10000.0,,,,,,0.012453174040700565,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,PF,2611,8022.0,,,7000.0,,,,,,-0.1273996509598604,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,PF,2612,7860.0,,,8100.0,,,,,,0.03053435114503822,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,PF,2701,7708.0,,,7500.0,,,,,,-0.02698495070057083,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,PK,2611,8004.0,,,8300.0,,,,,,0.03698150924537735,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,PK,2612,8086.0,,,8400.0,,,,,,0.038832550086569384,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,PK,2701,8162.0,,,7800.0,,,,,,-0.04435187454055378,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,PL,2611,8679.0,,,8700.0,,,,,,0.0024196335983408535,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,PL,2612,8278.0,,,9000.0,,,,,,0.08721913505677703,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,PR,2611,7910.0,,,8000.0,,,,,,0.011378002528444897,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,PR,2612,7676.0,,,8300.0,,,,,,0.08129233976029182,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,PR,2701,7462.0,,,8000.0,,,,,,0.0720986330742428,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,PX,2611,9066.0,,,8500.0,,,,,,-0.06243106110743435,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,PX,2612,8818.0,,,8800.0,,,,,,-0.002041279201632995,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,PX,2701,8634.0,,,10000.0,,,,,,0.1582117211026175,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,PX,2702,8476.0,,,9000.0,,,,,,0.06182161396885322,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,RM,2611,2327.0,,,2400.0,,,,,,0.0313708637730985,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,RM,2701,2349.0,,,2650.0,,,,,,0.12813963388676042,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,RM,2703,2331.0,,,2650.0,,,,,,0.13685113685113692,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,RM,2705,2373.0,,,2200.0,,,,,,-0.07290349768225879,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,RM,2707,2363.0,,,2050.0,,,,,,-0.13245873889123994,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,SA,2611,978.0,,,1000.0,,,,,,0.02249488752556239,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,SA,2612,1006.0,,,1200.0,,,,,,0.19284294234592436,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
2026-09-23,COMMODITY,SA,2701,1011.0,,,1200.0,,,,,,0.18694362017804145,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,pending,pending
