underlying,contract_month,strike,underlying_price,call_gex,put_gex,net_gex,total_abs_gex,call_oi,put_oi,total_oi,call_volume,put_volume,total_volume,avg_iv,avg_delta,avg_gamma,liquidity_adjusted_call_gex,liquidity_adjusted_put_gex,liquidity_adjusted_net_gex,liquidity_adjusted_abs_gex,active_gex,stable_gex,avg_spread_bps,avg_liquidity_score,avg_pricing_quality_score,avg_volume_oi_ratio,avg_oi_change_rate,price_wall_score,in_price_range
上证50ETF华夏,12月,2.7,3.023,533976.49509886,-6732720.4951570295,-6198744.0000581695,7266696.9902558895,1034.0,13079.0,14113.0,126.0,9980.0,10106.0,0.11499999999999999,0.33565,0.5642,126705.82920741053,-4400521.78880577,-4273815.95959836,4527227.61801318,-5072369.21643106,-1126374.7836271096,167.5146490339127,0.6429707099715366,0.6648135442579979,0.4424560729966668,0.0053087916570077965,0.6860343917690713,False
上证50ETF华夏,12月,2.75,3.023,362390.1952007999,-3307037.1667265,-2944646.9715257,3669427.3619272998,624.0,5735.0,6359.0,58.0,2223.0,2281.0,0.11510000000000001,0.30235,0.63325,67960.0953402893,-1924535.5407987908,-1856575.4454585013,1992495.6361390802,-1248189.6388766002,-1696457.3326490996,125.27741536309435,0.5958917868877598,0.6267430540761374,0.24028429794558828,0.09782658850530437,0.4883013179715576,False
上证50ETF华夏,12月,2.8,3.023,1161635.7977736099,-5701344.193125941,-4539708.395352331,6862979.990899551,1811.0,9013.0,10824.0,182.0,1321.0,1503.0,0.11574999999999999,0.26560000000000006,0.69705,162383.35294904208,-2777028.0353850904,-2614644.6824360485,2939411.3883341323,-718882.7493261602,-3820825.646026171,124.07097208372403,0.5501558291798827,0.576441747870319,0.12353151711715508,0.02462180555769933,0.5814983780704195,False
上证50ETF华夏,12月,2.85,3.023,748082.54272812,-2968542.762696061,-2220460.219967941,3716625.305424181,1074.0,4362.0,5436.0,95.0,3069.0,3164.0,0.11669999999999998,0.22605000000000003,0.75345,58140.7401825168,-2067089.3252852333,-2008948.5851027165,2125230.06546775,-2022425.2808233707,-198034.93914457026,109.82142806296451,0.6705490010079878,0.5131800042007983,0.3960153586458982,0.02668810036189047,0.5022864173470509,False
上证50ETF华夏,12月,2.9,3.023,2112624.84668562,-1348339.96619637,764284.88048925,3460964.8128819903,1926.0,1887.0,3813.0,244.0,528.0,772.0,0.15489999999999998,0.29365,0.9911,29882.396170782904,-719430.7791563865,-689548.3829856036,749313.1753271694,-109634.93241299997,873919.81290225,86.58851861033357,0.6120285163286014,0.4377586171752382,0.2032483280421708,0.004192524870487022,0.41463883710436755,True
上证50ETF华夏,12月,2.95,3.023,2030540.9342724,-1440992.03908635,589548.8951860501,3471532.9733587503,1364.0,1935.0,3299.0,206.0,877.0,1083.0,0.16875,0.20015000000000002,1.22195,0.0,-857585.2438630535,-857585.2438630535,857585.2438630535,-346435.51157557004,935984.4067616201,103.86291847721607,0.6377609386426438,0.4260763606823721,0.30212818356104176,0.06263863752180077,0.40954496134162277,True
上证50ETF华夏,12月,3.0,3.023,12891648.28990336,-2315418.5834216503,10576229.70648171,15207066.873325009,8413.0,3073.0,11486.0,1705.0,923.0,2628.0,0.17925,0.12439999999999998,1.25065,0.0,-1206014.0138668143,-1206014.0138668143,1206014.0138668143,1917199.8714234498,8659029.835058257,102.96090907470693,0.6182353732310489,0.4098856758574311,0.2515102512270362,0.04592746087604268,0.6891907213574414,True
上证50ETF华夏,12月,3.1,3.023,9890105.019594241,-2051260.53830352,7838844.48129072,11941365.557897761,6874.0,2796.0,9670.0,2521.0,429.0,2950.0,0.1947,-9.999999999998899e-05,1.1886,0.0,-914379.0752331612,-914379.0752331612,914379.0752331612,3312407.14913748,4526437.332153241,76.87732865599698,0.5558670164294318,0.38288718929254306,0.26008886505224016,0.04930785953226988,0.6598295805826215,True
上证50ETF华夏,12月,3.2,3.023,11079773.7120018,-2041471.5288093002,9038302.1831925,13121245.2408111,9090.0,3005.0,12095.0,1875.0,28.0,1903.0,0.2107,-0.09885,1.0386,0.0,-775800.8568785589,-775800.8568785589,775800.8568785589,2266409.84040342,6771892.34278908,129.330580000072,0.5396532221445968,0.36400854396582416,0.107794215361636,0.019963390916371126,0.6633675393327234,False
上证50ETF华夏,12月,3.3,3.023,6051597.873503,-1718628.317856,4332969.555647,7770226.191358999,6175.0,2880.0,9055.0,2245.0,39.0,2284.0,0.23199999999999998,-0.17090000000000002,0.8627,0.0,-614730.1069532894,-614730.1069532894,614730.1069532894,2176862.4913558997,2156107.0642911,137.36263736263749,0.4821974407171774,0.33981506663040517,0.18855220985155197,-0.011866910749269358,0.6021278415933125,False
上证50ETF华夏,12月,3.4,3.023,2863945.5357796,-1024425.6282589801,1839519.90752062,3888371.16403858,3722.0,1838.0,5560.0,664.0,59.0,723.0,0.24075,-0.23205,0.72595,0.0,-398179.9892124145,-398179.9892124145,398179.9892124145,478040.01601631,1361479.89150431,203.91848054026775,0.4789649794047251,0.3648097826086957,0.1052494095923483,0.006414598332701781,0.4592902221268168,False
上证50ETF华夏,12月,3.5,3.023,6267183.63174794,-556629.6290958,5710554.002652139,6823813.26084374,10483.0,1170.0,11653.0,32142.0,14.0,32156.0,0.26990000000000003,-0.26435000000000003,0.5873999999999999,0.0,-200287.02299950246,-200287.02299950246,200287.02299950246,6260523.10627158,-549969.10361944,113.25995448818742,0.7117851988026125,0.34293289449625153,1.539036421198016,0.013851077980844461,0.6956009716905515,False
上证50ETF华夏,3月,2.8,3.023,16383.372020619998,-243576.88980135997,-227193.51778073996,259960.26182197998,29.0,472.0,501.0,32.0,738.0,770.0,0.11635000000000001,0.2561,0.59145,2638.3705608327964,-117604.21854952969,-114965.84798869689,120242.58911036249,-227193.51778073996,0.0,86.33155646582513,0.9309347548273399,0.3436113736334257,1.3335037989479837,250.5,0.13428733852088962,False
上证50ETF华夏,3月,2.85,3.023,120345.10563042,-1125204.77775924,-1004859.67212882,1245549.88338966,198.0,2076.0,2274.0,86.0,261.0,347.0,0.1176,0.22269999999999998,0.6291,21124.81975422009,-360404.7736287003,-339279.9538744802,381529.5933829204,-89192.49996644999,-915667.17216237,76.61808596388079,0.6507187267681025,0.3896596338273758,0.28003298884801775,-0.12477562326869805,0.2752567199304232,False
上证50ETF华夏,3月,2.9,3.023,157561.03390059998,-189560.78120287,-31999.74730227003,347121.81510347,170.0,341.0,511.0,12.0,122.0,134.0,0.1549,0.29074999999999995,0.81125,8902.020911926209,-64007.08268343554,-55105.06177150933,72909.10359536175,-56697.44439238001,24697.69709011,101.42487125948422,0.6045320022506497,0.30670037074486,0.21417974814559254,0.09089329872677852,0.11274311168053394,True
上证50ETF华夏,3月,2.95,3.023,255422.25109116,-190043.47830465005,65378.772786509944,445465.72939581005,204.0,333.0,537.0,87.0,75.0,162.0,0.16455,0.2187,0.9973000000000001,0.0,-61506.38975084341,-61506.38975084341,61506.38975084341,66127.49246747998,-748.7196809700399,95.58025382420783,0.5788749596327376,0.26496259351620954,0.32584790673025965,0.3122075765960658,0.13562743653414722,True
上证50ETF华夏,3月,3.0,3.023,546876.990947,-399288.65097352,147588.33997347998,946165.64192052,412.0,692.0,1104.0,51.0,54.0,105.0,0.17345,0.1525,1.04195,0.0,-118177.34406867299,-118177.34406867299,118177.34406867299,36537.57526251,111050.76471096999,69.6174866874895,0.5846702286195915,0.2690655209452202,0.10091054492395757,0.03530101289411199,0.2054945502669508,True
上证50ETF华夏,3月,3.1,3.023,1037202.57119504,-115063.58418016,922138.98701488,1152266.1553752,824.0,196.0,1020.0,478.0,38.0,516.0,0.18495,0.04300000000000001,1.0099,0.0,-40711.64232765097,-40711.64232765097,40711.64232765097,579369.9446593999,342769.04235548,100.90803999258719,0.6740684956857401,0.2966457023060797,0.38698731919952445,0.054191118868624676,0.25032755167523396,True
上证50ETF华夏,3月,3.2,3.023,644956.2534395,-22629.92213328,622326.33130622,667586.17557278,575.0,42.0,617.0,334.0,10.0,344.0,0.2033,-0.04334999999999997,0.9085000000000001,0.0,-7554.656034232381,-7554.656034232381,7554.656034232381,369247.38182123995,253078.94948498002,54.894656224709664,0.7198772356827581,0.2708070617906684,0.40948240165631467,0.18779904306220097,0.17045577564259268,False
上证50ETF华夏,3月,3.3,3.023,670076.4247252801,-19637.7849681,650438.6397571801,689714.2096933802,692.0,39.0,731.0,182.0,14.0,196.0,0.21595,-0.11455000000000001,0.8053000000000001,0.0,-7226.8483574559805,-7226.8483574559805,7226.8483574559805,169184.51170628003,481254.12805090006,64.98929804876579,0.6724045894252233,0.2772981208735399,0.3109900696605899,0.4243202979515829,0.17213510083140396,False
上证50ETF华夏,3月,3.4,3.023,111452.22028994,-6408.48484654,105043.7354434,117860.70513648,139.0,14.0,153.0,41.0,0.0,41.0,0.23309999999999997,-0.16740000000000002,0.6891499999999999,0.0,-1844.7148569983065,-1844.7148569983065,1844.7148569983065,32874.395912859996,72169.33953054,149.46896763080355,0.5394176316507528,0.2766708177667081,0.1474820143884892,0.022556390977443608,0.03775165528009125,False
上证50ETF华夏,3月,3.5,3.023,620124.8596701201,-17392.4483928,602732.41127732,637517.3080629201,943.0,40.0,983.0,675.0,13.0,688.0,0.24139999999999998,-0.214,0.5977,0.0,-6860.260808206097,-6860.260808206097,6860.260808206097,438233.22338934004,164499.18788798002,398.6654232241832,0.5679374660934541,0.303622668579627,0.5204003181336161,0.4809523809523809,0.1982155388776667,False
上证50ETF华夏,8月,2.75,3.023,443045.2072195799,-7427553.74325505,-6984508.53603547,7870598.95047463,654.0,13357.0,14011.0,247.0,8836.0,9083.0,0.11415,0.4182,0.6749,245516.85022219407,0.0,245516.85022219407,245516.85022219407,-4746190.89931921,-2238317.63671626,239.2709196354599,0.524018527540151,0.4062962962962963,0.5196008163491453,0.11023760409504164,0.6913813702579354,False
上证50ETF华夏,8月,2.8,3.023,3506771.04979746,-26775302.545355882,-23268531.495558422,30282073.595153343,4006.0,32766.0,36772.0,790.0,12752.0,13542.0,0.11174999999999999,0.3769,0.92605,1205418.2552058208,0.0,1205418.2552058208,1205418.2552058208,-9728966.98267246,-13539564.512885962,221.45130903657517,0.49011657354278026,0.34453589391861006,0.29319405193010095,0.03709652829630686,0.8654436001667638,False
上证50ETF华夏,8月,2.85,3.023,5289387.71325262,-35582835.48714052,-30293447.773887902,40872223.20039314,4931.0,31406.0,36337.0,2507.0,28012.0,30519.0,0.10825,0.3235,1.2067999999999999,2156761.9757590997,0.0,2156761.9757590997,2156761.9757590997,-29048240.950876903,-1245206.8230109983,122.14566253728759,0.697167808951334,0.28260869565217406,0.700173810415873,0.054665498357284896,0.9013153870340888,False
上证50ETF华夏,8月,2.9,3.023,19402527.886485536,-69887481.73794441,-50484953.85145888,89290009.62442994,18451.0,47368.0,65819.0,16596.0,37440.0,54036.0,0.1545,0.36875,1.3826,6418366.805729587,0.0,6418366.805729587,6418366.805729587,-37787692.03438212,-12697261.817076752,85.39659006671604,0.7613234885244973,0.1928783382789318,0.8449352347780088,0.0932458842323258,0.9520204540770802,True
上证50ETF华夏,8月,2.95,3.023,69438562.92398065,-58478205.20336584,10960357.720614813,127916768.12734649,29005.0,33149.0,62154.0,38387.0,44044.0,82431.0,0.1742,0.2331,2.27505,5565449.31282986,0.0,5565449.31282986,5565449.31282986,10960357.720614813,0.0,62.804518927022514,0.8386452737472709,0.04369918699186981,1.3260645018044426,0.09252907033070903,0.960198247625342,True
上证50ETF华夏,8月,3.0,3.023,225147138.58770183,-127013210.96827376,98133927.61942807,352160349.55597556,81561.0,67838.0,149399.0,88073.0,63274.0,151347.0,0.18614999999999998,0.09820000000000001,2.53475,0.0,-22255660.296620697,-22255660.296620697,22255660.296620697,106679113.13284534,-8545185.513417277,151.20797276165794,0.719987042054057,0.15275459098497512,1.0062820772806322,0.03451346226351993,0.9918728755273162,True
