underlying,contract_month,strike,underlying_price,expiry,expiry_month,expiry_source,expiry_confidence,days_to_expiry,business_days_to_expiry_estimate,call_gex,put_gex,net_gex,total_abs_gex,call_oi,put_oi,total_oi,call_volume,put_volume,total_volume,avg_iv,avg_delta,avg_gamma,liquidity_adjusted_call_gex,liquidity_adjusted_put_gex,liquidity_adjusted_net_gex,liquidity_adjusted_abs_gex,active_gex,stable_gex,avg_spread_bps,avg_liquidity_score,avg_pricing_quality_score,avg_volume_oi_ratio,avg_oi_change_rate,price_wall_score,in_price_range
上证50ETF华夏,9月,2.65,3.055,2026-09-23,202609,rule_fourth_wednesday,medium,22.0,16.0,2426.5865000000003,-2749827.794473501,-2747401.2079735007,2752254.380973501,1625.0,25118.0,26743.0,125.0,551.0,676.0,0.12145,0.496,0.05945,1309.8779723941884,-342180.96627728327,-340871.0883048891,343490.84424967744,-60134.82667075002,-2687266.381302751,965.9449836329176,0.3321199730340588,0.7535768645357687,0.04942976841615268,0.0035690231121462126,0.5664450604731166,False
上证50ETF华夏,9月,2.7,3.055,2026-09-23,202609,rule_fourth_wednesday,medium,22.0,16.0,15119.873821,-4122661.0804470005,-4107541.2066260003,4137780.9542680006,1604.0,20797.0,22401.0,146.0,2017.0,2163.0,0.118,0.4922,0.11125,6865.780492464213,-984466.9643562001,-977601.1838637359,991332.7448486643,-398460.6228005,-3709080.5838255,589.6847795503179,0.3464419288494781,0.7505208333333333,0.09400379298903772,-0.029219965948089132,0.6360905299542574,False
上证50ETF华夏,9月,2.75,3.055,2026-09-23,202609,rule_fourth_wednesday,medium,22.0,16.0,79150.58511750001,-4341089.330942001,-4261938.745824501,4420239.9160595015,1745.0,14636.0,16381.0,103.0,1448.0,1551.0,0.10855,0.48805,0.1832,40610.54781299422,-1040010.6333708003,-999400.0855578061,1080621.1811837945,-424809.99230150005,-3837128.753523001,783.3674329040801,0.37632660970034393,0.44109681787406896,0.07897996148759075,-0.0021435357596543848,0.6182697056685033,False
上证50ETF华夏,9月,2.8,3.055,2026-09-23,202609,rule_fourth_wednesday,medium,22.0,16.0,546541.8506697501,-9705221.370487502,-9158679.51981775,10251763.221157253,3277.0,22363.0,25640.0,1193.0,2840.0,4033.0,0.09709999999999999,0.48105000000000003,0.32185,344518.9383898706,-585438.3923189287,-240919.45392905816,929957.3307087993,-1033549.3614972499,-8125130.158320501,585.9260759038044,0.34534174927840117,0.4313844904587901,0.24552398532107156,-0.10929030138268324,0.7684980805181206,False
上证50ETF华夏,9月,2.85,3.055,2026-09-23,202609,rule_fourth_wednesday,medium,22.0,16.0,2322264.559797,-20890651.919592,-18568387.359795,23212916.479389,4876.0,28576.0,33452.0,1709.0,5311.0,7020.0,0.09069999999999999,0.4609,0.6468,1317899.8198951483,-6123073.559188445,-4805173.739293297,7440973.379083593,-3068701.9798890003,-15499685.379906002,204.16175893207796,0.430303723194918,0.4159493670886076,0.26817373494235996,-0.10581681283254045,0.8645842479389573,False
上证50ETF华夏,9月,2.9,3.055,2026-09-23,202609,rule_fourth_wednesday,medium,22.0,16.0,20327648.759418003,-59663390.19217199,-39335741.43275399,79991038.95159,18984.0,49054.0,68038.0,6408.0,13271.0,19679.0,0.08524999999999999,0.41835,1.22525,10972062.175198395,-22733802.998574357,-11761740.823375963,33705865.17377275,-9279704.308211995,-30056037.12454199,127.122774864006,0.46039744870212407,0.4669966996699669,0.3040429992345184,-0.009872117534080195,0.9397720584494133,False
上证50ETF华夏,9月,2.95,3.055,2026-09-23,202609,rule_fourth_wednesday,medium,22.0,16.0,49829800.34256901,-127081011.92930329,-77251211.58673428,176910812.27187228,25986.0,66717.0,92703.0,16789.0,28579.0,45368.0,0.08209999999999999,0.33799999999999997,2.04775,31958046.50918659,-87205177.44048917,-55247130.931302585,119163223.94967577,-22242653.427114267,-55008558.15962002,60.58514663958272,0.6637806354487699,0.6016431924882628,0.537220122370298,-0.04998726401659252,0.9690494633821287,True
上证50ETF华夏,9月,3.0,3.055,2026-09-23,202609,rule_fourth_wednesday,medium,22.0,16.0,252129601.52334827,-214554850.99308002,37574750.53026825,466684452.5164283,72771.0,82980.0,155751.0,70187.0,59833.0,130020.0,0.12645,0.265,3.2413499999999997,195812928.44756183,-153510646.6855551,42302281.76200673,349323575.13311696,88471343.62941226,-50896593.09914401,28.10211933075564,0.7460602014259026,0.6439629408248655,0.8427723077116298,-0.04891494533072359,0.9925991737775305,True
上证50ETF华夏,9月,3.1,3.055,2026-09-23,202609,rule_fourth_wednesday,medium,22.0,16.0,423990452.46981156,-79803362.55181876,344187089.91799283,503793815.0216303,107443.0,30241.0,137684.0,76176.0,35824.0,112000.0,0.14615,-0.125,3.52785,336348948.95362663,-62485725.51578253,273863223.4378441,398834674.46940917,220801578.74114928,123385511.17684351,38.50449610427094,0.7881449173525388,0.3786666666666668,0.9468033969120878,0.0052391285360889155,0.991206760777903,True
上证50ETF华夏,9月,3.2,3.055,2026-09-23,202609,rule_fourth_wednesday,medium,22.0,16.0,130243911.290545,-14421512.679288002,115822398.611257,144665423.96983302,80540.0,8936.0,89476.0,18521.0,5424.0,23945.0,0.1844,-0.3294,1.73095,43905258.25082932,-9949831.348352063,33955426.90247725,53855089.599181384,21197311.88185975,94625086.72939725,105.26380968303252,0.5135150369083962,0.5390013594444651,0.41847162917095637,-0.009437312931053717,0.9592891827881808,True
