trade_date,underlying,contract_month,underlying_price,strike,distance_to_spot,strike_side,wall_tags,call_gex,put_gex,net_gex,total_abs_gex,gex_share,call_oi,put_oi,total_oi,oi_share,call_volume,put_volume,total_volume,volume_share,avg_iv,avg_delta,avg_gamma
2026-08-11,上证50ETF华夏,12月,3.039,2.7,-0.11154985192497535,below_spot,"put_wall,put_oi_wall",980858.5078050003,-6661223.97499251,-5680365.46718751,7642082.48279751,0.06605005196870031,1931.0,13193.0,15124.0,0.12244468372774597,179.0,4819.0,4998.0,0.0787893118940648,0.10225000000000001,0.36334999999999995,0.54835
2026-08-11,上证50ETF华夏,12月,3.039,2.85,-0.06219151036525172,below_spot,,821529.60839325,-3200715.16965054,-2379185.56125729,4022244.7780437903,0.03476401585806663,1159.0,4267.0,5426.0,0.04392917574099112,61.0,667.0,728.0,0.011476314337510838,0.10374999999999998,0.2515,0.7898499999999999
2026-08-11,上证50ETF华夏,12月,3.039,2.9,-0.045738729845343884,below_spot,,1578537.3734898302,-2057520.7691514,-478983.3956615699,3636058.1426412305,0.03142622836422907,2067.0,2540.0,4607.0,0.03729850951690861,52.0,527.0,579.0,0.009127453298652164,0.10525,0.20685,0.852
2026-08-11,上证50ETF华夏,12月,3.039,2.95,-0.029285949325435934,below_spot,,2660508.8587935003,-1937395.2710565,723113.5877370003,4597904.12985,0.039739404463025756,1738.0,2274.0,4012.0,0.0324813588412931,107.0,413.0,520.0,0.008197367383936312,0.14135,0.2672,1.29
2026-08-11,上证50ETF华夏,12月,3.039,3.0,-0.012833168805528206,below_spot,"call_wall,price_wall,max_gamma",17875069.212109502,-3343344.58470051,14531724.627408992,21218413.796810012,0.1833894540038588,9725.0,3873.0,13598.0,0.11009010905381446,2141.0,1315.0,3456.0,0.05448096476708442,0.15744999999999998,0.16075,1.46245
2026-08-11,上证50ETF华夏,12月,3.039,3.1,0.020072392234287584,above_spot,gamma_flip,15822316.55773998,-2917453.24390122,12904863.313838761,18739769.8016412,0.16196668539839923,9162.0,3446.0,12608.0,0.10207501801371471,1559.0,929.0,2488.0,0.03922125009852605,0.17529999999999998,0.007550000000000001,1.3933
2026-08-11,上证50ETF华夏,12月,3.039,3.2,0.05297795327410326,above_spot,,14034463.21213632,-2529467.3442974403,11504995.86783888,16563930.556433761,0.14316103974553002,9914.0,3273.0,13187.0,0.10676263186443971,2279.0,162.0,2441.0,0.03848033420036258,0.1925,-0.10774999999999998,1.1848
2026-08-11,上证50ETF华夏,12月,3.039,3.3,0.08588351431391894,above_spot,,9530293.43263725,-2136278.33687268,7394015.09576457,11666571.76950993,0.10083346697805076,8801.0,3052.0,11853.0,0.0959624990891942,2313.0,140.0,2453.0,0.03866950421691495,0.20675,-0.19349999999999998,0.9652000000000001
2026-08-11,上证50ETF华夏,12月,3.039,3.4,0.11878907535373462,above_spot,,4554705.4421485495,-1227761.94212631,3326943.5000222395,5782467.384274859,0.049977512294378745,5655.0,2003.0,7658.0,0.061999562813215996,2785.0,23.0,2808.0,0.04426578387325609,0.22404999999999997,-0.25375000000000003,0.7679
2026-08-11,上证50ETF华夏,12月,3.039,3.5,0.15169463639355052,above_spot,call_oi_wall,8936969.853945598,-687193.9682669101,8249775.885678688,9624163.822212508,0.08318105988038509,15040.0,1313.0,16353.0,0.13239473108964758,39913.0,77.0,39990.0,0.6304090801607946,0.2496,-0.2893,0.60505
2026-08-11,上证50ETF华夏,3月,3.039,2.8,-0.07864429088515967,below_spot,"put_wall,put_oi_wall",111944.58123789002,-1202998.4626033802,-1091053.8813654901,1314943.0438412703,0.1295714110816324,199.0,2194.0,2393.0,0.18924476077500987,36.0,643.0,679.0,0.4338658146964856,0.10735,0.27269999999999994,0.6013999999999999
2026-08-11,上证50ETF华夏,3月,3.039,2.85,-0.06219151036525172,below_spot,,269291.72255346,-1099948.24221975,-830656.5196662901,1369239.96477321,0.13492170263645695,443.0,1883.0,2326.0,0.18394622380387504,2.0,58.0,60.0,0.038338658146964855,0.10855,0.23825000000000002,0.64535
2026-08-11,上证50ETF华夏,3月,3.039,2.9,-0.045738729845343884,below_spot,,125128.3798206,-298152.63332325,-173024.25350264998,423281.01314385,0.04170912072122579,193.0,491.0,684.0,0.05409252669039146,1.0,44.0,45.0,0.02875399361022364,0.1112,0.20155,0.67975
2026-08-11,上证50ETF华夏,3月,3.039,2.95,-0.029285949325435934,below_spot,,304757.78558724,-389255.0448996001,-84497.25931236008,694012.8304868401,0.06838640059439151,246.0,618.0,864.0,0.06832740213523132,0.0,40.0,40.0,0.025559105431309903,0.15005000000000002,0.25075000000000003,1.0117
2026-08-11,上证50ETF华夏,3月,3.039,3.0,-0.012833168805528206,below_spot,,930593.2612104,-533184.1748199001,397409.08639049996,1463777.4360303,0.14423720387298739,620.0,835.0,1455.0,0.11506524317912219,13.0,37.0,50.0,0.03194888178913738,0.156,0.18475000000000003,1.1583
2026-08-11,上证50ETF华夏,3月,3.039,3.1,0.020072392234287584,above_spot,"call_wall,price_wall,max_gamma",1550585.7921177,-184225.00101623998,1366360.7911014599,1734810.79313394,0.17094419676868106,1070.0,293.0,1363.0,0.10778964017398181,146.0,38.0,184.0,0.11757188498402556,0.174,0.05469999999999997,1.12495
2026-08-11,上证50ETF华夏,3月,3.039,3.2,0.05297795327410326,above_spot,gamma_flip,738181.8020245502,-18985.275809280003,719196.5262152702,757167.0778338301,0.07460947237143474,585.0,32.0,617.0,0.04879398971925662,47.0,3.0,50.0,0.03194888178913738,0.18964999999999999,-0.04350000000000001,1.00435
2026-08-11,上证50ETF华夏,3月,3.039,3.3,0.08588351431391894,above_spot,,964540.2657501,-35049.91045752,929490.35529258,999590.1762076201,0.09849727730883631,915.0,63.0,978.0,0.07734282325029657,84.0,8.0,92.0,0.05878594249201278,0.20209999999999997,-0.12125,0.8719
2026-08-11,上证50ETF华夏,3月,3.039,3.4,0.11878907535373462,above_spot,,306660.8570445,-23466.25824327,283194.59880123,330127.11528777,0.032529953570603905,358.0,43.0,401.0,0.031712139185448796,66.0,0.0,66.0,0.042172523961661344,0.20505,-0.1883,0.7592
2026-08-11,上证50ETF华夏,3月,3.039,3.5,0.15169463639355052,above_spot,call_oi_wall,1037632.9496004002,-23821.73344656,1013811.2161538402,1061454.6830469603,0.10459326107375003,1515.0,49.0,1564.0,0.12368525108738632,298.0,1.0,299.0,0.19105431309904153,0.2218,-0.23249999999999998,0.634
2026-08-11,上证50ETF华夏,8月,3.039,2.85,-0.06219151036525172,below_spot,,2017050.5314189799,-24267514.682450518,-22250464.15103154,26284565.213869497,0.01737107596528191,1998.0,33027.0,35025.0,0.045919611508942686,796.0,4469.0,5265.0,0.015755265221112355,0.09475,0.4275,0.94435
2026-08-11,上证50ETF华夏,8月,3.039,2.9,-0.045738729845343884,below_spot,,17174195.12836134,-59395033.90123461,-42220838.77287327,76569229.02959596,0.050603458084759786,11742.0,44497.0,56239.0,0.07373227784872029,5658.0,8462.0,14120.0,0.042253436832308915,0.08794999999999999,0.37034999999999996,1.5145
2026-08-11,上证50ETF华夏,8月,3.039,2.95,-0.029285949325435934,below_spot,,38406929.33932353,-81942619.17024893,-43535689.8309254,120349548.50957245,0.07953721632968165,20277.0,36293.0,56570.0,0.07416623620445076,12429.0,19212.0,31641.0,0.09468420643138006,0.13629999999999998,0.37445,2.2478
