trade_date,underlying,contract_month,underlying_price,call_gex_total,put_gex_abs_total,gex_ratio,call_gex_share,put_gex_share,net_gex,total_abs_gex,gamma_regime
2026-08-19,上证50ETF华夏,12月,2.999,98975268.37132722,48134943.495554395,2.056204104206922,0.672796722370904,0.327203277629096,50840324.875772834,147110211.8668816,Positive Gamma
2026-08-19,上证50ETF华夏,3月,2.999,10276207.3681624,5569096.75164126,1.845219759404236,0.6485332998638419,0.35146670013615783,4707110.61652114,15845304.119803663,Positive Gamma
2026-08-19,上证50ETF华夏,8月,2.999,1002232278.9513988,561802226.3417655,1.7839592510651658,0.6407993401421406,0.35920065985785954,440430052.6096333,1564034505.2931643,Positive Gamma
2026-08-19,上证50ETF华夏,9月,2.999,611032086.5676984,474144118.06297916,1.2887054026188232,0.5630717702436661,0.436928229756334,136887968.50471923,1085176204.6306775,Positive Gamma
2026-08-19,中证500ETF南方,12月,7.804,161775798.35199475,91379762.09889889,1.7703679090005437,0.6390371124531375,0.3609628875468626,70396036.25309584,253155560.45089358,Positive Gamma
2026-08-19,中证500ETF南方,3月,7.804,43595161.3308784,19670705.68926848,2.2162479587431427,0.6890786988977106,0.3109213011022892,23924455.64160992,63265867.02014689,Positive Gamma
2026-08-19,中证500ETF南方,8月,7.804,1384688343.7689097,1219514800.846323,1.1354420157983807,0.5317128760220032,0.4682871239779971,165173542.9225864,2604203144.615232,Positive Gamma
2026-08-19,中证500ETF南方,9月,7.804,652024649.4342331,591606372.3180315,1.1021258051691882,0.5242910783260587,0.4757089216739412,60418277.11620125,1243631021.7522647,Positive Gamma
2026-08-19,中证500ETF嘉实,12月,3.164,28171977.376388162,14706182.816205442,1.915655321878912,0.6570239312939166,0.34297606870608366,13465794.56018272,42878160.1925936,Positive Gamma
2026-08-19,中证500ETF嘉实,3月,3.164,8159911.162070082,4081232.77114672,1.9993741155267064,0.666597109435815,0.3334028905641852,4078678.3909233604,12241143.933216799,Positive Gamma
2026-08-19,中证500ETF嘉实,8月,3.164,105480492.75179249,99490961.26148143,1.0602017652092979,0.5146106479049595,0.4853893520950406,5989531.490311055,204971454.01327392,Positive Gamma
2026-08-19,中证500ETF嘉实,9月,3.164,74071206.24261457,43776505.16389472,1.692031055592483,0.6285332600741813,0.37146673992581863,30294701.078719847,117847711.4065093,Positive Gamma
2026-08-19,创业板ETF易方达,12月,3.498,53273064.6593838,34582737.77331912,1.5404524942060671,0.6063693368481915,0.39363066315180845,18690326.886064682,87855802.43270293,Positive Gamma
2026-08-19,创业板ETF易方达,3月,3.498,7464374.915694842,4524475.01838948,1.6497770206170441,0.6226097546248878,0.37739024537511223,2939899.897305361,11988849.934084322,Positive Gamma
2026-08-19,创业板ETF易方达,8月,3.498,628426207.9039903,621215026.3787054,1.0116081891439774,0.502885300727702,0.49711469927229773,7211181.525284879,1249641234.282696,Positive Gamma
2026-08-19,创业板ETF易方达,9月,3.498,270223265.6128962,284680608.095181,0.9492155697607226,0.48697311086902734,0.5130268891309727,-14457342.482284678,554903873.7080772,Negative Gamma
2026-08-19,沪深300ETF华泰柏瑞,12月,4.654,129638863.27356952,58521370.8197196,2.215239688641844,0.6889811967883451,0.3110188032116548,71117492.4538499,188160234.09328914,Positive Gamma
2026-08-19,沪深300ETF华泰柏瑞,3月,4.654,25078106.311812844,10291501.21027964,2.4367782502676714,0.7090298159556511,0.290970184044349,14786605.101533204,35369607.522092484,Positive Gamma
2026-08-19,沪深300ETF华泰柏瑞,8月,4.654,1001616820.4952089,652144315.8180553,1.5358821601301123,0.6056599097062572,0.3943400902937428,349472504.67715347,1653761136.3132641,Positive Gamma
2026-08-19,沪深300ETF华泰柏瑞,9月,4.654,552843101.486909,448010329.24898905,1.2339963286419173,0.552371690508589,0.44762830949141097,104832772.23791999,1000853430.7358981,Positive Gamma
2026-08-19,沪深300ETF嘉实,12月,4.85,26520823.6895,10857163.18295,2.442702872067732,0.7095305528358342,0.2904694471641659,15663660.50655,37377986.872449994,Positive Gamma
2026-08-19,沪深300ETF嘉实,3月,4.85,6277421.583225,2750771.9586,2.2820581559293927,0.6953131381315131,0.30468686186848704,3526649.6246249992,9028193.541824998,Positive Gamma
2026-08-19,沪深300ETF嘉实,8月,4.85,150486033.26802498,110765199.279725,1.3586039139241695,0.5760203762503591,0.42397962374964104,39720833.9883,261251232.54774994,Positive Gamma
2026-08-19,沪深300ETF嘉实,9月,4.85,94834072.42332499,60325401.26525,1.5720421320753561,0.6112038805549777,0.3887961194450223,34508671.15807499,155159473.688575,Positive Gamma
2026-08-19,深证100ETF易方达,12月,3.613,4124465.5897977496,2014041.73899966,2.0478550716860027,0.6719004098030084,0.32809959019699164,2110423.85079809,6138507.328797409,Positive Gamma
2026-08-19,深证100ETF易方达,3月,3.613,406248.82526511,328141.33737823,1.238030016306205,0.5531784682448241,0.446821531755176,78107.48788688,734390.16264334,Positive Gamma
2026-08-19,深证100ETF易方达,8月,3.613,29863170.26046658,24354215.27310664,1.2262012931060544,0.5508043216501892,0.4491956783498108,5508954.987359941,54217385.53357322,Positive Gamma
2026-08-19,深证100ETF易方达,9月,3.613,10918003.21475376,9831108.160270588,1.1105567182014664,0.5261913639297213,0.47380863607027845,1086895.0544831706,20749111.375024352,Positive Gamma
2026-08-19,科创50ETF华夏,12月,1.761,41976160.79538951,31404179.7115506,1.3366424845655334,0.572035513945585,0.42796448605441517,10571981.083838908,73380340.5069401,Positive Gamma
2026-08-19,科创50ETF华夏,3月,1.761,5775654.896360999,3526997.8849075795,1.6375555315969073,0.6208610632002314,0.3791389367997687,2248657.0114534204,9302652.781268578,Positive Gamma
2026-08-19,科创50ETF华夏,8月,1.761,298213226.17907304,241395773.50004148,1.2353705363404872,0.5526468727475067,0.44735312725249315,56817452.6790316,539608999.6791146,Positive Gamma
2026-08-19,科创50ETF华夏,9月,1.761,164933546.32396936,144062635.03832144,1.144873868786977,0.5337721184670198,0.46622788153298056,20870911.28564794,308996181.3622907,Positive Gamma
2026-08-19,科创50ETF易方达,12月,1.707,8015057.134388101,6216671.4618752105,1.2892843354424945,0.5631822642045421,0.4368177357954579,1798385.67251289,14231728.596263312,Positive Gamma
2026-08-19,科创50ETF易方达,3月,1.707,1143603.0083268902,1045901.2434180301,1.0934139485192391,0.5223113896287245,0.47768861037127525,97701.76490885991,2189504.251744921,Positive Gamma
2026-08-19,科创50ETF易方达,8月,1.707,63627444.51813064,60345665.99028739,1.0543830028882513,0.513235848138296,0.48676415186170385,3281778.52784326,123973110.50841804,Positive Gamma
