market_type,underlying,rows,contract_month_count,strike_valid_rate,gamma_valid_rate,open_interest_valid_rate,underlying_price,has_valid_price,gex_valid_rate,parse_error_rows
ETF,上证50ETF华夏,94,4,1.0,1.0,1.0,3.029,True,1.0,0
ETF,中证500ETF南方,186,4,1.0,1.0,1.0,7.815,True,1.0,0
ETF,中证500ETF嘉实,124,4,1.0,1.0,1.0,3.17,True,1.0,0
ETF,创业板ETF易方达,148,4,1.0,1.0,1.0,3.56,True,1.0,0
ETF,沪深300ETF华泰柏瑞,104,4,1.0,1.0,1.0,4.714,True,1.0,0
ETF,沪深300ETF嘉实,98,4,1.0,1.0,1.0,4.92,True,1.0,0
ETF,深证100ETF易方达,122,4,1.0,1.0,1.0,3.699,True,1.0,0
ETF,科创50ETF华夏,188,4,1.0,1.0,1.0,1.786,True,1.0,0
ETF,科创50ETF易方达,180,4,1.0,1.0,1.0,1.731,True,1.0,0
