trade_date,underlying,contract_month,wall_type,strike,underlying_price,distance_to_spot,metric_value,metric_concentration,oi_rank,volume_rank,proximity_score,confidence_score,confidence_label
2026-08-04,上证50ETF华夏,12月,call_wall,3.0,2.983,0.005698960777740458,13889213.300327761,0.23339325429419783,0.75,0.8333333333333334,0.9430103922225954,0.5589785232657783,medium
2026-08-04,上证50ETF华夏,12月,put_wall,2.7,2.983,-0.09487093530003354,7477439.398867921,0.212679295219931,1.0,0.9166666666666666,0.05129064699966457,0.49089927989891863,medium
2026-08-04,上证50ETF华夏,12月,price_wall,3.0,2.983,0.005698960777740458,16482784.33670715,0.17411109333205427,0.75,0.8333333333333334,0.9430103922225954,0.5323015508328137,medium
2026-08-04,上证50ETF华夏,3月,call_wall,3.1,2.983,0.03922225947033198,1033139.75959216,0.23441745147069365,0.7,0.5,0.6077774052966802,0.44665446395631414,low
2026-08-04,上证50ETF华夏,3月,put_wall,2.85,2.983,-0.04458598726114649,1174544.7836463,0.3754760878475577,1.0,0.6,0.5541401273885351,0.5920852586396812,medium
2026-08-04,上证50ETF华夏,3月,price_wall,2.85,2.983,-0.04458598726114649,1451832.3756354,0.19266793041822297,1.0,0.6,0.5541401273885351,0.5098215877964806,medium
2026-08-04,上证50ETF华夏,8月,call_wall,3.0,2.983,0.005698960777740458,298033449.1494426,0.32519737827662565,0.9090909090909091,1.0,0.9430103922225954,0.6650631063305982,medium
2026-08-04,上证50ETF华夏,8月,put_wall,3.0,2.983,0.005698960777740458,169992600.54809034,0.3134510576386699,0.9090909090909091,1.0,0.9430103922225954,0.659777262043518,medium
2026-08-04,上证50ETF华夏,8月,price_wall,3.0,2.983,0.005698960777740458,468026049.69753295,0.32083053307903814,0.9090909090909091,1.0,0.9430103922225954,0.6630980259916838,medium
2026-08-04,上证50ETF华夏,9月,call_wall,3.1,2.983,0.03922225947033198,60994010.32213704,0.21470916196191644,0.9285714285714286,0.8571428571428571,0.6077774052966802,0.5485000193916502,medium
2026-08-04,上证50ETF华夏,9月,put_wall,3.0,2.983,0.005698960777740458,30463462.3488199,0.15175955449097564,0.7857142857142857,0.9285714285714286,0.9430103922225954,0.5454576440686141,medium
2026-08-04,上证50ETF华夏,9月,price_wall,3.0,2.983,0.005698960777740458,88615838.78213404,0.18278376870119883,0.7857142857142857,0.9285714285714286,0.9430103922225954,0.5594185404632145,medium
2026-08-04,中证500ETF南方,12月,call_wall,7.5,7.601,-0.013287725299302666,8309209.764251661,0.07324377082333552,0.7777777777777778,0.8518518518518519,0.8671227470069733,0.48525033114376925,medium
2026-08-04,中证500ETF南方,12月,put_wall,7.122,7.601,-0.06301802394421785,6289694.94585696,0.09360398446939382,0.8148148148148148,0.2222222222222222,0.3698197605578215,0.3346317941319375,low
