trade_date,market_type,asset_class,option_product,underlying,commodity,exchange,contract_month,underlying_price,call_wall,put_wall,call_oi_wall,put_oi_wall,max_gamma_strike,gex_flip,price_wall,net_gex,total_abs_gex,total_oi,total_volume,total_amount,call_gex_total,put_gex_abs_total,gex_ratio,call_gex_share,put_gex_share,call_wall_distance,put_wall_distance,price_wall_distance,gamma_regime,futures_code,futures_price,futures_volume,futures_open_interest,futures_oi_change,futures_amount,futures_pct_change,volume_wall,amount_wall,call_oi_wall_distance,put_oi_wall_distance,volume_wall_distance,amount_wall_distance,call_oi_total,put_oi_total,oi_bias,oi_wall_width,oi_wall_width_ratio,nearest_wall_type,nearest_wall,nearest_wall_distance,commodity_price_state,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value
2026-07-29,ETF,,,中证500ETF嘉实,,,8月,3.055,3.2,3.0,3.4,3.0,3.2,3.1,3.2,50363559.12221725,150962918.52072924,169771.0,227010.0,,100663238.82147327,50299679.699256,2.001269976734309,0.6668077154831294,0.33319228451687083,0.04746317512274967,-0.018003273322422353,0.04746317512274967,Positive Gamma,,,,,,,,,,,,,,,,,,,,,,,0.10793259631949433,0.1406883436267485,0.33361543096625845,0.33361543096625845,0.02681169059969764,,0.00041133282790510974,0.3270559701492538,0.3204,0.3557,149713312.0,
2026-07-29,ETF,,,中证500ETF嘉实,,,9月,3.055,3.1,2.8,3.9,2.8,2.8,3.4,3.1,14577580.0833195,81625026.51652701,140864.0,47580.0,,48101303.299923256,33523723.216603756,1.4348437072198312,0.5892960205064552,0.41070397949354476,0.014729950900163713,-0.08346972176759426,0.014729950900163713,Positive Gamma,,,,,,,,,,,,,,,,,,,,,,,0.20187563086134647,-0.09143924788978214,0.1785920410129106,0.1785920410129106,0.0336728943178426,,-0.003437757459142371,0.33684105263157893,0.2848,0.3528,124071871.0,
2026-07-29,ETF,,,创业板ETF易方达,,,12月,3.402,4.8,3.2,4.8,3.2,3.2,4.1,3.3,9702669.92050692,54887952.26543076,126888.0,155347.0,,32295311.092968836,22592641.172461923,1.4294615156519839,0.588386153245307,0.41161384675469304,0.4109347442680775,-0.05937683715461495,-0.029982363315696703,Positive Gamma,,,,,,,,,,,,,,,,,,,,,,,0.19175408636252758,-0.024967416981463247,0.1767723064906141,0.1767723064906141,0.02430079292124021,,-0.004510418324813681,0.4099,0.37229999999999996,0.4509,374030717.0,
2026-07-29,ETF,,,创业板ETF易方达,,,3月,3.402,4.0,3.0,4.0,3.0,4.0,3.9,3.3,929719.8773402404,5861563.08387048,14592.0,13521.0,,3395641.4806053606,2465921.6032651206,1.3770273459258398,0.579306480544293,0.42069351945570715,0.17577895355673134,-0.11816578483245155,-0.029982363315696703,Positive Gamma,,,,,,,,,,,,,,,,,,,,,,,0.31681718330485714,0.15693200718610498,0.15861296108858594,0.15861296108858594,0.027014915836121693,,-0.002475826059968553,0.4097,0.3317,0.46149999999999997,54336612.0,
2026-07-29,ETF,,,创业板ETF易方达,,,8月,3.402,3.6,3.4,4.0,3.4,3.6,3.9,3.5,121038739.55584745,828843716.776751,1194887.0,2019171.0,,474941228.1662993,353902488.61045176,1.342011552479015,0.5730166237047372,0.42698337629526284,0.05820105820105814,-0.0005878894767784582,0.028806584362139898,Positive Gamma,,,,,,,,,,,,,,,,,,,,,,,0.08094725511302493,-0.1114279597278231,0.14603324740947424,0.14603324740947424,0.019515129773176227,,-0.0015769607987439081,0.46449999999999997,0.4594,0.49700000000000005,1603868658.0,
2026-07-29,ETF,,,创业板ETF易方达,,,9月,3.402,3.9,2.85,4.8,2.85,2.85,,3.4,-61123846.904691495,296769016.4380578,588160.0,300876.0,,117822584.76668318,178946431.67137468,0.6584237733393751,0.39701780927415425,0.602982190725846,0.14638447971781288,-0.16225749559082892,-0.0005878894767784582,Negative Gamma,,,,,,,,,,,,,,,,,,,,,,,0.12166769067977394,-0.2792485205865249,-0.2059643814516916,-0.2059643814516916,0.02557760979105743,,-0.004414723510444322,0.4380785046728972,0.4229,0.47619999999999996,836684787.0,
2026-07-29,ETF,,,沪深300ETF华泰柏瑞,,,12月,4.657,5.0,4.5,5.0,4.3,5.0,4.8,4.6,43405332.14071765,120845286.82909982,107901.0,46385.0,,82125309.48490873,38719977.344191074,2.1210061347628733,0.6795905048498156,0.3204094951501842,0.07365256602963277,-0.033712690573330484,-0.012239639252737855,Positive Gamma,,,,,,,,,,,,,,,,,,,,,,,0.28117387656673565,0.08832647705831355,0.3591810096996314,0.3591810096996314,0.046518410619945466,,-0.0012940045913999098,0.2518014861995754,0.18100000000000002,0.2518,213003881.0,
2026-07-29,ETF,,,沪深300ETF华泰柏瑞,,,3月,4.657,4.7,4.5,4.7,4.5,4.7,4.7,4.7,6540947.876201671,17104932.737377852,14401.0,4480.0,,11822940.30678976,5281992.430588091,2.238348589506291,0.69120063132164,0.3087993686783599,0.009233412067854774,-0.033712690573330484,0.009233412067854774,Positive Gamma,,,,,,,,,,,,,,,,,,,,,,,0.4145239565199788,0.21157710925569403,0.38240126264328017,0.38240126264328017,0.05631418660247004,,0.004636435049957928,0.2639171953255426,0.151,0.26039999999999996,34204081.0,
2026-07-29,ETF,,,沪深300ETF华泰柏瑞,,,8月,4.657,4.8,4.7,4.8,4.7,4.7,4.8,4.7,298768233.9152503,1314436996.8361807,608838.0,742449.0,,806602615.3757156,507834381.4604654,1.5883182486700325,0.613648746434549,0.38635125356545114,0.030706463388447514,0.009233412067854774,0.009233412067854774,Positive Gamma,,,,,,,,,,,,,,,,,,,,,,,0.14520380886682518,0.016182036202239607,0.22729749286909778,0.22729749286909778,0.03979298272577618,,-0.0004420758776060019,0.2375970731707317,0.2041,0.2386,575747316.0,
2026-07-29,ETF,,,沪深300ETF华泰柏瑞,,,9月,4.657,5.0,4.5,5.0,4.0,5.0,5.0,4.8,59474684.40962829,500820782.2876468,414147.0,89559.0,,280147733.34863746,220673048.93900925,1.2695149439207962,0.559377212880384,0.44062278711961583,0.07365256602963277,-0.033712690573330484,0.030706463388447514,Positive Gamma,,,,,,,,,,,,,,,,,,,,,,,0.2255044744315131,-0.07664216229513272,0.11875442576076832,0.11875442576076832,0.04289649692301165,,-0.003042885584803603,0.24079344827586208,0.1975,0.2518,418617120.0,
2026-07-29,ETF,,,沪深300ETF嘉实,,,12月,4.857,5.25,4.6,6.25,4.6,5.25,4.8,4.8,12911094.02098575,30348879.80076837,27422.0,12049.0,,21629986.910877064,8718892.889891312,2.480818056149638,0.7127112121723003,0.2872887878276999,0.08091414453366275,-0.05291332098002899,-0.011735639283508403,Positive Gamma,,,,,,,,,,,,,,,,,,,,,,,0.406584029945933,0.13594965613985766,0.42542242434460037,0.42542242434460037,0.044678926484845,,0.00018517735043430434,0.20832102040816325,0.1862,0.2709,55309140.0,
2026-07-29,ETF,,,沪深300ETF嘉实,,,3月,4.857,4.9,4.6,5.75,4.6,4.6,5.25,5.0,699583.0217521497,3917739.70353537,3857.0,1743.0,,2308661.36264376,1609078.3408916104,1.4347725054607983,0.5892840100020997,0.41071598999790043,0.008853201564752,-0.05291332098002899,0.02944204241301218,Positive Gamma,,,,,,,,,,,,,,,,,,,,,,,0.41260276721866085,-0.07311591773925571,0.17856802000419922,0.17856802000419922,0.05163833679888606,,-0.010542065285289145,0.2682967948717949,0.1535,0.2642,9992634.0,
2026-07-29,ETF,,,沪深300ETF嘉实,,,8月,4.857,5.0,4.9,5.25,4.4,5.0,5.0,5.0,69496364.3826946,224161116.36328408,118502.0,120129.0,,146828740.37298933,77332375.99029474,1.8986710092990862,0.6550143162877234,0.34498568371227656,0.02944204241301218,0.008853201564752,0.02944204241301218,Positive Gamma,,,,,,,,,,,,,,,,,,,,,,,0.16195012773891293,0.16500953019377765,0.31002863257544677,0.31002863257544677,0.04097601646352463,,0.0016322708480506832,0.2364925581395349,0.20350000000000001,0.2418,97787080.0,
2026-07-29,ETF,,,沪深300ETF嘉实,,,9月,4.857,5.0,4.2,6.25,4.2,5.0,5.0,5.0,23106498.72361317,108372149.27092612,97923.0,36329.0,,65739323.997269645,42632825.27365649,1.5419884461162146,0.6066071812687217,0.39339281873127846,0.02944204241301218,-0.13526868437306983,0.02944204241301218,Positive Gamma,,,,,,,,,,,,,,,,,,,,,,,0.19954394965905867,-0.0024183155593673032,0.21321436253744336,0.21321436253744336,0.03586913864507539,,-0.001849062951886305,0.2400473684210526,0.204,0.2519,110488937.0,
2026-07-29,ETF,,,深证100ETF易方达,,,12月,3.62,4.6,3.4,4.6,3.4,3.4,3.6,3.5,1745592.4379960005,4632693.565756,7080.0,2687.0,,3189143.001876,1443550.56388,2.209235396163863,0.6883992987253778,0.3116007012746223,0.27071823204419876,-0.06077348066298349,-0.03314917127071826,Positive Gamma,,,,,,,,,,,,,,,,,,,,,,,0.35510437970380004,0.08547831830747595,0.3767985974507554,0.3767985974507554,0.04613731605920979,,-0.0033410673106683115,0.3418713114754098,0.2349,0.3563,11011152.0,
2026-07-29,ETF,,,深证100ETF易方达,,,3月,3.62,4.2,3.3,4.2,3.3,4.2,3.3,3.5,-21167.668364000026,277077.46794000006,525.0,945.0,,127954.899788,149122.568152,0.8580518788918396,0.46180189511370906,0.5381981048862907,0.16022099447513805,-0.08839779005524873,-0.03314917127071826,Negative Gamma,,,,,,,,,,,,,,,,,,,,,,,0.3099773955151532,-0.2214524771313908,-0.07639620977258162,-0.07639620977258162,0.06164086944482902,,-0.022440537172919838,0.3516385438972163,0.23070000000000002,0.3397,902875.0,
