trade_date,price_code,underlying,spot_name,underlying_price,prev_close,open_price,high_price,low_price,change,pct_change,turnover_rate,amount,market_value
2026-08-12,SH510050,上证50ETF华夏,上证50ETF华夏,3.043,3.039,3.036,3.051,3.033,0.004,1.3e-05,0.0197,1064520190.0,
2026-08-12,SH510300,沪深300ETF华泰柏瑞,沪深300ETF华泰柏瑞,4.748,4.728,4.727,4.759,4.72,0.02,4.2e-05,0.009000000000000001,4275919625.0,
2026-08-12,SZ159919,沪深300ETF嘉实,沪深300ETF嘉实,4.957,4.935,4.936,4.966,4.927,0.022,4.4999999999999996e-05,0.0327,676381590.464,
2026-08-12,SH510500,中证500ETF南方,中证500ETF南方,8.053,7.989,7.982,8.086,7.973,0.064,8e-05,0.009000000000000001,1454440957.0,
2026-08-12,SZ159922,中证500ETF嘉实,中证500ETF嘉实,3.268,3.237,3.23,3.28,3.23,0.031,9.599999999999999e-05,0.114,175811571.3,
2026-08-12,SZ159901,深证100ETF易方达,深证100ETF易方达,3.727,3.692,3.684,3.74,3.679,0.035,9.499999999999999e-05,0.0418,323916362.348,
2026-08-12,SZ159915,创业板ETF易方达,创业板ETF易方达,3.621,3.565,3.556,3.643,3.556,0.056,0.000157,0.19870000000000002,4751624393.373,
2026-08-12,SH588000,科创50ETF华夏,科创50ETF华夏,1.833,1.806,1.811,1.844,1.803,0.027,0.00015,0.0317,5285689889.0,
2026-08-12,SH588080,科创50ETF易方达,科创50ETF易方达,1.777,1.751,1.756,1.788,1.748,0.026,0.00014800000000000002,0.0161,1284886834.0,
