underlying,contract_month,strike,underlying_price,expiry,expiry_month,expiry_source,expiry_confidence,days_to_expiry,business_days_to_expiry_estimate,call_gex,put_gex,net_gex,total_abs_gex,call_oi,put_oi,total_oi,call_volume,put_volume,total_volume,avg_iv,avg_delta,avg_gamma,liquidity_adjusted_call_gex,liquidity_adjusted_put_gex,liquidity_adjusted_net_gex,liquidity_adjusted_abs_gex,active_gex,stable_gex,avg_spread_bps,avg_liquidity_score,avg_pricing_quality_score,avg_volume_oi_ratio,avg_oi_change_rate,price_wall_score,in_price_range
上证50ETF华夏,8月,2.75,2.988,2026-08-26,202608,rule_fourth_wednesday,medium,6.0,4.0,7585.618986719999,-2666322.17314272,-2658736.554156,2673907.7921294402,381.0,13737.0,14118.0,52.0,944.0,996.0,0.1277,0.49555000000000005,0.11985000000000001,4176.882598257125,-278393.0539978191,-274216.171399562,282569.9365960762,-182193.06335039999,-2476543.4908056,3398.3092293718996,0.32752131288397596,0.7941422594142259,0.10260122813322717,-0.05576323377715439,0.4996588169558377,False
上证50ETF华夏,8月,2.8,2.988,2026-08-26,202608,rule_fourth_wednesday,medium,6.0,4.0,1281456.15119424,-7025860.427621759,-5744404.276427519,8307316.5788159985,1446.0,24692.0,26138.0,681.0,5316.0,5997.0,0.267,0.4598,0.6556500000000001,555598.7402636916,-632598.1419828028,-76999.40171911113,1188196.8822464943,-909107.0128598398,-4835297.263567679,3555.0917471084435,0.2618034051424393,0.4784283513097072,0.34312337962200534,-0.056278623940124235,0.7210126912100162,False
上证50ETF华夏,8月,2.85,2.988,2026-08-26,202608,rule_fourth_wednesday,medium,6.0,4.0,1503726.2244576,-28458848.177796956,-26955121.953339357,29962574.402254555,1963.0,28161.0,30124.0,962.0,3402.0,4364.0,0.10469999999999999,0.46225000000000005,0.99495,1119199.0179538177,-2640030.3604160636,-1520831.3424622458,3759229.3783698813,-2701056.22456032,-24254065.728779037,318.0534880139629,0.41852517924109656,0.48418404025880657,0.30543579714653984,0.03334999437981695,0.8104840197683821,True
上证50ETF华夏,8月,2.9,2.988,2026-08-26,202608,rule_fourth_wednesday,medium,6.0,4.0,19773723.882686395,-60019999.44217344,-40246275.559487045,79793723.32485983,10042.0,27556.0,37598.0,13415.0,19842.0,33257.0,0.1663,0.41109999999999997,2.3225499999999997,16791470.772119097,-28488096.961006574,-11696626.188887477,45279567.73312567,-23444334.94049568,-16801940.61899136,163.94047926743752,0.661912206816254,0.8406148867313914,1.0279751159226183,-0.06161303941521536,0.9091404452467093,True
上证50ETF华夏,8月,2.95,2.988,2026-08-26,202608,rule_fourth_wednesday,medium,6.0,4.0,109557412.51646015,-139838337.57075983,-30280925.054299682,249395750.08721998,23194.0,30941.0,54135.0,39095.0,44648.0,83743.0,0.1482,0.25070000000000003,5.17635,105972711.90242466,-59431293.467572935,46541418.43485173,165404005.3699976,-30280925.054299682,0.0,358.6141489582402,0.6961400817995911,0.47367346938775523,1.564284830084797,0.03525131364491251,0.9573091170040873,True
上证50ETF华夏,8月,3.0,2.988,2026-08-26,202608,rule_fourth_wednesday,medium,6.0,4.0,498040319.61881995,-338168830.496004,159871489.12281597,836209150.1148239,82489.0,57175.0,139664.0,97845.0,79735.0,177580.0,0.14245000000000002,-0.059449999999999975,6.6936,446115382.8957931,-293331704.3987699,152783678.49702317,739447087.294563,159871489.12281597,0.0,43.91650328681787,0.8815767540805024,0.4004629629629629,1.2903681021337752,-0.025527410594197407,0.9952945114562147,True
上证50ETF华夏,8月,3.1,2.988,2026-08-26,202608,rule_fourth_wednesday,medium,6.0,4.0,232852983.48902738,-49699109.26176768,183153874.2272597,282552092.75079507,135689.0,28208.0,163897.0,62128.0,27156.0,89284.0,0.1817,-0.42155000000000004,1.94775,56548282.122595236,-33927028.24605678,22621253.876538455,90475310.36865202,58770917.09824897,124382957.1290107,496.3126843657817,0.4627491695300009,0.88,0.7102880935515902,-0.046744095697048425,0.9846152168222667,True
上证50ETF华夏,8月,3.2,2.988,2026-08-26,202608,rule_fourth_wednesday,medium,6.0,4.0,30176183.19374208,-1161393.6848140801,29014789.508928,31337576.878556162,107503.0,8171.0,115674.0,7333.0,1730.0,9063.0,0.1049,-0.4928,0.2368,6112660.240334515,-715327.7447761329,5397332.495558383,6827987.985110648,1812483.94290048,27202305.566027522,2042.979942693409,0.4092437834906101,0.4961630695443644,0.1399682205178387,-0.01681350578582977,0.8877298992058338,False
上证50ETF华夏,8月,3.3,2.988,2026-08-26,202608,rule_fourth_wednesday,medium,6.0,4.0,7750742.867245439,-926204.40861984,6824538.4586256,8676947.27586528,49494.0,1813.0,51307.0,2467.0,391.0,2858.0,0.3548,-0.47235,0.3738,1591756.3733688972,-506883.6261624957,1084872.7472064015,2098639.999531393,186581.78181503993,6637956.67681056,1515.4440154440165,0.3763189762546123,0.7894399999999999,0.13275453491150632,-0.02658574974862008,0.7349639445931619,False
上证50ETF华夏,8月,3.4,2.988,2026-08-26,202608,rule_fourth_wednesday,medium,6.0,4.0,2169699.698592,-825274.7762687999,1344424.9223232004,2994974.4748608,27002.0,1616.0,28618.0,1214.0,124.0,1338.0,0.50055,-0.4559,0.33099999999999996,68393.95645699941,-427166.4206407923,-358772.4641837929,495560.3770977917,34223.36158080002,1310201.5607424001,2070.6799902510356,0.2745636997458284,0.7763723150357996,0.06084615294356634,-0.029314998635498454,0.5680509296188704,False
上证50ETF华夏,8月,3.5,2.988,2026-08-26,202608,rule_fourth_wednesday,medium,6.0,4.0,1056219.4342425598,0.0,1056219.4342425598,1056219.4342425598,28784.0,2151.0,30935.0,738.0,2.0,740.0,0.1968,-0.49895,0.02055,83447.353231344,0.0,83447.353231344,83447.353231344,27080.667817919995,1029138.7664246398,3394.0581129611487,0.29110898512123506,0.7627063378846546,0.013284522058719021,-0.004239939686877372,0.46311846849024696,False
上证50ETF华夏,9月,2.65,2.988,2026-09-23,202609,rule_fourth_wednesday,medium,34.0,24.0,779070.7382543999,-7933270.6467144005,-7154199.9084600005,8712341.3849688,1810.0,25793.0,27603.0,61.0,1606.0,1667.0,0.10959999999999999,0.45494999999999997,0.4133,397499.9135151482,-1255355.3174198405,-857855.4039046923,1652855.2309349887,-467708.76948816003,-6686491.138971841,449.1513403621585,0.33423122468258254,0.4109274563820018,0.04798330653333713,-0.006718072752555511,0.6794579785150427,False
上证50ETF华夏,9月,2.7,2.988,2026-09-23,202609,rule_fourth_wednesday,medium,34.0,24.0,928986.7754160002,-10044820.98630864,-9115834.21089264,10973807.76172464,1550.0,21707.0,23257.0,74.0,2291.0,2365.0,0.10485,0.4302,0.5948,438472.68190301093,-2433024.359967456,-1994551.6780644453,2871497.0418704674,-1015798.7800670399,-8100035.430825599,348.3518464589314,0.35710351327039247,0.37653874004344673,0.0766419632733309,0.024094134119831204,0.7067492179349819,False
上证50ETF华夏,9月,2.75,2.988,2026-09-23,202609,rule_fourth_wednesday,medium,34.0,24.0,1732016.1880943999,-7817990.54066784,-6085974.35257344,9550006.72876224,2197.0,11838.0,14035.0,268.0,3699.0,3967.0,0.09709999999999999,0.39864999999999995,0.81135,845267.0530196499,-3261718.9813324744,-2416451.9283128246,4106986.034352124,-2231595.21753072,-3854379.1350427205,190.57064928624573,0.452615868093449,0.32319223985890644,0.21722642335156844,0.026882312327541527,0.6842884994965719,False
上证50ETF华夏,9月,2.8,2.988,2026-09-23,202609,rule_fourth_wednesday,medium,34.0,24.0,4953978.010382401,-19728501.13697904,-14774523.126596639,24682479.147361442,5042.0,20349.0,25391.0,518.0,6365.0,6883.0,0.09315,0.35185,1.0932,2140186.9199365,-7979819.507506371,-5839632.58756987,10120006.427442871,-5661956.1700008,-9112566.95659584,226.9057791283036,0.4182478018647003,0.2522075055187638,0.2077643962516912,0.021860829638190277,0.8056215367730897,False
上证50ETF华夏,9月,2.85,2.988,2026-09-23,202609,rule_fourth_wednesday,medium,34.0,24.0,7865322.560395198,-35040827.44520064,-27175504.88480544,42906150.00559583,6761.0,25814.0,32575.0,1854.0,11849.0,13703.0,0.08995,0.28964999999999996,1.4117,3325376.4933731933,-20978549.23694726,-17653172.743574068,24303925.730320454,-13927420.377469439,-13248084.507335998,146.9854469854465,0.5107391703273667,0.13280116110304785,0.3666171391170405,0.03146655742443774,0.8669508584214586,True
