trade_date,market_type,underlying,contract_month,underlying_price,gamma_regime,price_wall,call_wall,put_wall,price_wall_distance,front_month_concentration,expiry_structure_state,primary_month,expiring_month,primary_selection_reason,primary_selection_confidence,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role,put_skew,risk_reversal_25d,iv_surface_state,primary_iv_surface_state,wall_lifecycle_state,iv_surface_bias,delta_bias,normalized_net_gex,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,market_structure_state,state_confidence
2026-09-21,ETF,上证50ETF华夏,10月,3.002,Positive Gamma,3.0,3.0,3.0,-0.0006662225183210468,0.5936685818039026,normal_expiry_structure,9月,,front_retained_roll_not_confirmed,medium,False,False,next_month,0.04150000000000001,-0.03219999999999999,put_skew_elevated,put_skew_elevated,new_wall,0.22839895706451813,0.2545946964849225,0.22456040801116597,0.0685341484971703,0.022234969683448815,0.006030824665617336,mixed_or_unclear_structure,1.0
2026-09-21,ETF,上证50ETF华夏,12月,3.002,Positive Gamma,3.0,3.0,2.7,-0.0006662225183210468,0.5936685818039026,low_expiry_influence,9月,,front_retained_roll_not_confirmed,medium,False,False,other_month,0.08650000000000002,-0.058500000000000024,front_iv_inversion,put_skew_elevated,new_wall,0.3559271125350422,0.1923296566098146,0.31435007387499053,0.05228984424176895,0.01107796404861034,0.003410114197680237,mixed_or_unclear_structure,1.0
2026-09-21,ETF,上证50ETF华夏,3月,3.002,Positive Gamma,3.0,3.1,2.8,-0.0006662225183210468,0.5936685818039026,low_expiry_influence,9月,,front_retained_roll_not_confirmed,medium,False,False,far_month,0.12100000000000001,-0.0811,put_skew_elevated,put_skew_elevated,new_wall,0.39616370288338326,0.2818537884785616,0.3666272433289774,0.0720615772577507,0.005143480931977255,0.011355603104110275,mixed_or_unclear_structure,1.0
2026-09-21,ETF,上证50ETF华夏,9月,3.002,Positive Gamma,3.0,3.0,3.0,-0.0006662225183210468,0.5936685818039026,near_month_pressure,9月,,front_retained_roll_not_confirmed,medium,True,False,primary_analysis,0.032799999999999996,0.037500000000000006,put_skew_elevated,put_skew_elevated,new_wall,-0.14191106906338696,0.23543772728407858,0.17476093239047039,0.016449577856167064,0.3193416388501171,0.0003270158646399943,mixed_or_unclear_structure,1.0
2026-09-21,ETF,中证500ETF南方,10月,7.872,Positive Gamma,7.75,7.75,7.75,-0.015497967479674801,0.6541296780672257,normal_expiry_structure,9月,,front_retained_roll_not_confirmed,medium,False,False,next_month,0.0,0.0,normal_iv_surface,front_iv_inversion,new_wall,0.0,0.24173455782158,0.1079793426216015,0.04939422722751424,0.04026084614270826,0.003064332060621398,mixed_or_unclear_structure,1.0
2026-09-21,ETF,中证500ETF南方,12月,7.872,Positive Gamma,7.75,8.25,6.5,-0.015497967479674801,0.6541296780672257,normal_expiry_structure,9月,,front_retained_roll_not_confirmed,medium,False,False,other_month,0.1431,-0.10909999999999997,front_iv_inversion,front_iv_inversion,new_wall,0.3730543191342022,0.11608955018832222,0.25974788897099244,0.03756286133045507,0.011506234597021126,-0.0003134838620990296,mixed_or_unclear_structure,1.0
2026-09-21,ETF,中证500ETF南方,3月,7.872,Positive Gamma,8.0,7.75,7.75,0.016260162601626105,0.6541296780672257,low_expiry_influence,9月,,front_retained_roll_not_confirmed,medium,False,False,far_month,0.2246,-0.1618,put_skew_elevated,front_iv_inversion,new_wall,0.48686941566000475,0.2987517259054422,0.3290944689507222,0.029419574878137216,0.004498162988985293,0.0027419765267620447,mixed_or_unclear_structure,1.0
2026-09-21,ETF,中证500ETF南方,9月,7.872,Positive Gamma,8.0,8.0,7.75,0.016260162601626105,0.6541296780672257,front_month_concentrated,9月,,front_retained_roll_not_confirmed,medium,True,False,primary_analysis,0.023300000000000015,-0.007100000000000023,front_iv_inversion,front_iv_inversion,new_wall,0.03550439229595426,0.25399236249564305,0.1947776085585717,0.010119555821040186,0.44120338074205867,0.00036286600233291917,mixed_or_unclear_structure,1.0
2026-09-21,ETF,中证500ETF嘉实,10月,3.193,Positive Gamma,3.2,3.2,3.2,0.0021922956467272936,0.5852371134361672,normal_expiry_structure,9月,,front_retained_roll_not_confirmed,medium,False,False,next_month,0.09110000000000001,-0.08270000000000002,put_skew_elevated,put_skew_elevated,new_wall,0.3449331476103911,0.14134301517321304,0.1901662363700817,0.04019545374868996,0.024393824909703262,0.0012012696931125043,mixed_or_unclear_structure,1.0
2026-09-21,ETF,中证500ETF嘉实,12月,3.193,Positive Gamma,3.1,3.1,3.1,-0.029126213592232997,0.5852371134361672,normal_expiry_structure,9月,,front_retained_roll_not_confirmed,medium,False,False,other_month,0.144,-0.1109,front_iv_inversion,put_skew_elevated,new_wall,0.44049109643345336,0.33929542347027525,0.4688609181376219,0.042801166602467376,0.01311793913891592,0.00534120406799752,mixed_or_unclear_structure,1.0
2026-09-21,ETF,中证500ETF嘉实,3月,3.193,Positive Gamma,3.1,3.1,3.1,-0.029126213592232997,0.5852371134361672,low_expiry_influence,9月,,front_retained_roll_not_confirmed,medium,False,False,far_month,0.208,-0.1573,put_skew_elevated,put_skew_elevated,new_wall,0.48279885062831357,0.2447965115496842,0.3229147115324146,0.03476282444028699,0.004677935963742233,0.002136090719881062,mixed_or_unclear_structure,1.0
2026-09-21,ETF,中证500ETF嘉实,9月,3.193,Positive Gamma,3.2,3.2,3.2,0.0021922956467272936,0.5852371134361672,near_month_pressure,9月,,front_retained_roll_not_confirmed,medium,True,False,primary_analysis,0.06929999999999997,-0.03109999999999999,put_skew_elevated,put_skew_elevated,new_wall,0.10404501216545006,0.12855184037369488,0.15953048600400874,0.005497840063609209,0.40192410125161676,6.33729271408609e-05,mixed_or_unclear_structure,1.0
2026-09-21,ETF,创业板ETF易方达,10月,3.418,Positive Gamma,3.4,3.4,3.4,-0.0052662375658280025,0.6781602891695694,normal_expiry_structure,9月,,front_retained_roll_not_confirmed,medium,False,False,next_month,0.0532,-0.03370000000000001,put_skew_elevated,normal_iv_surface,new_wall,0.12102012048764683,0.19932149781122907,0.1627589298339175,0.03894233711176017,0.021677685426776512,0.00182584784371732,mixed_or_unclear_structure,1.0
2026-09-21,ETF,创业板ETF易方达,12月,3.418,Positive Gamma,3.3,3.5,2.95,-0.03452311293153898,0.6781602891695694,low_expiry_influence,9月,,front_retained_roll_not_confirmed,medium,False,False,other_month,0.11029999999999995,-0.07549999999999996,put_skew_elevated,normal_iv_surface,new_wall,0.21160400164696952,0.02647752458336337,0.1848157603495215,0.03639665604056453,0.010541253398287834,-0.002156305438471473,mixed_or_unclear_structure,1.0
2026-09-21,ETF,创业板ETF易方达,3月,3.418,Positive Gamma,3.4,3.5,2.95,-0.0052662375658280025,0.6781602891695694,low_expiry_influence,9月,,front_retained_roll_not_confirmed,medium,False,False,far_month,0.15639999999999998,-0.11379999999999996,put_skew_elevated,normal_iv_surface,new_wall,0.3283560556878019,0.14103868652170432,0.19666234841701996,0.034835378499371204,0.004036181870614733,-0.001191941122130457,mixed_or_unclear_structure,1.0
2026-09-21,ETF,创业板ETF易方达,9月,3.418,Positive Gamma,3.4,3.4,3.4,-0.0052662375658280025,0.6781602891695694,front_month_concentrated,9月,,front_retained_roll_not_confirmed,medium,True,False,primary_analysis,0.023100000000000037,0.011099999999999999,normal_iv_surface,normal_iv_surface,new_wall,-0.04100480236424085,0.09491384105382261,0.1412963281466892,0.008492678140282109,0.3618445860726022,8.522665711115362e-05,wall_compression,1.0
2026-09-21,ETF,沪深300ETF华泰柏瑞,10月,4.608,Positive Gamma,4.6,4.7,4.4,-0.0017361111111111605,0.4632717805327693,normal_expiry_structure,9月,,front_retained_roll_not_confirmed,medium,False,False,next_month,-0.11739999999999999,0.1268,call_skew_elevated,normal_iv_surface,new_wall,-2.1427223315459516,0.009469584348281547,0.06012131794158373,0.07214200640696397,0.023722116235450716,-0.00040108464453320557,mixed_or_unclear_structure,1.0
2026-09-21,ETF,沪深300ETF华泰柏瑞,12月,4.608,Positive Gamma,4.8,4.9,4.3,0.04166666666666674,0.4632717805327693,normal_expiry_structure,9月,,front_retained_roll_not_confirmed,medium,False,False,other_month,0.1064,-0.07919999999999999,front_iv_inversion,normal_iv_surface,new_wall,0.37532852773465714,0.05377877463393682,0.30284353643905265,0.05114083390270263,0.010426134579559659,-0.0011303959310157452,mixed_or_unclear_structure,1.0
