underlying,contract_month,strike,underlying_price,expiry,expiry_month,expiry_source,expiry_confidence,days_to_expiry,business_days_to_expiry_estimate,call_gex,put_gex,net_gex,total_abs_gex,call_oi,put_oi,total_oi,call_volume,put_volume,total_volume,avg_iv,avg_delta,avg_gamma,liquidity_adjusted_call_gex,liquidity_adjusted_put_gex,liquidity_adjusted_net_gex,liquidity_adjusted_abs_gex,active_gex,stable_gex,avg_spread_bps,avg_liquidity_score,avg_pricing_quality_score,avg_volume_oi_ratio,avg_oi_change_rate,price_wall_score,in_price_range
上证50ETF华夏,9月,2.65,2.958,2026-09-23,202609,rule_fourth_wednesday,medium,6.0,4.0,316593.23579784005,-2889519.4384308006,-2572926.2026329604,3206112.6742286407,1123.0,23355.0,24478.0,204.0,291.0,495.0,0.36595,0.48535,0.2318,182832.89809056598,-242060.30883884954,-59227.41074828355,424893.2069294155,21508.144878960004,-2594434.3475119206,5059.475968493812,0.33063639190486627,0.7955085017645174,0.09705806826494086,-0.049419197482205454,0.5456803412024229,False
上证50ETF华夏,9月,2.7,2.958,2026-09-23,202609,rule_fourth_wednesday,medium,6.0,4.0,347861.21743296005,-2338314.9306048,-1990453.7131718402,2686176.14803776,922.0,17840.0,18762.0,120.0,852.0,972.0,0.3066,0.48385,0.2905,190671.4065582175,-114818.60309472002,75852.80346349749,305490.00965293753,-66398.10909984002,-1924055.604072,3398.2932110559163,0.29861403609221726,0.794270435446906,0.08895484567570985,0.002482370223773704,0.5301117930976513,False
上证50ETF华夏,9月,2.75,2.958,2026-09-23,202609,rule_fourth_wednesday,medium,6.0,4.0,381431.9619576,-3511193.2330482,-3129761.2710906,3892625.1950058,685.0,12655.0,13340.0,1235.0,1490.0,2725.0,0.2675,0.4765,0.47675,346854.5603070529,-867601.8364078801,-520747.27610082715,1214456.396714933,-31976.01253800001,-3097785.2585526,2556.657223796034,0.5782222257043821,0.791984912776992,0.960329865867621,-0.2522655538587039,0.5728565607423293,False
上证50ETF华夏,9月,2.8,2.958,2026-09-23,202609,rule_fourth_wednesday,medium,6.0,4.0,1425190.8720294002,-8512677.069745682,-7087486.197716282,9937867.941775082,1743.0,16234.0,17977.0,1659.0,4141.0,5800.0,0.2166,0.46885,0.7669,1017254.9761231537,-2416331.494966216,-1399076.5188430622,3433586.4710893696,-814923.0947671204,-6272563.102949161,992.6046733965075,0.49880924394512854,0.7895126465144972,0.6034445778679582,-0.1820194464231542,0.7171325764016501,False
上证50ETF华夏,9月,2.85,2.958,2026-09-23,202609,rule_fourth_wednesday,medium,6.0,4.0,5640425.5530618,-36690922.441714324,-31050496.888652526,42331347.99477612,3463.0,26611.0,30074.0,5878.0,10845.0,16723.0,0.18714999999999998,0.43075,1.71865,5145390.401957917,-13319366.012981426,-8173975.611023509,18464756.414939344,-9312528.258534601,-21737968.630117923,568.7423687423687,0.6376248633307746,0.4744718309859155,1.0524552283428763,0.026879009495363503,0.874238669504304,True
上证50ETF华夏,9月,2.9,2.958,2026-09-23,202609,rule_fourth_wednesday,medium,6.0,4.0,56283763.93053624,-189123053.54348737,-132839289.61295113,245406817.4740236,16442.0,55176.0,71618.0,27130.0,35659.0,62789.0,0.1518,0.3398,3.9148500000000004,43429493.434939295,-49610848.40645506,-6181354.971515767,93040341.84139436,-65942185.147092015,-66897104.465859115,313.90364535629186,0.5169685963792727,0.4746142208774583,1.1481599704336334,0.05171497966328644,0.9667851567231612,True
上证50ETF华夏,9月,2.95,2.958,2026-09-23,202609,rule_fourth_wednesday,medium,6.0,4.0,289426341.34755653,-320622497.91995335,-31196156.572396815,610048839.2675099,47206.0,51244.0,98450.0,76806.0,77027.0,153833.0,0.13485,0.07944999999999999,7.079000000000001,248424463.91655096,-245029630.1844892,3394833.7320617735,493454094.1010401,-31196156.572396815,0.0,47.38761273027656,0.8112824563996297,0.8110538482746921,1.565090383483644,0.06273304212308392,0.9842561362199572,True
上证50ETF华夏,9月,3.0,2.958,2026-09-23,202609,rule_fourth_wednesday,medium,6.0,4.0,489928761.165001,-255506459.88989234,234422301.27510864,745435221.0548933,100969.0,50991.0,151960.0,109330.0,75645.0,184975.0,0.13575,-0.25655000000000006,5.6362000000000005,415097496.6709684,-251134156.83295286,163963339.83801556,666231653.5039213,234422301.27510864,0.0,69.86678479891248,0.9150743140963539,0.7037707390648567,1.283152341065764,0.02815711223881715,0.9942385896094695,True
上证50ETF华夏,9月,3.1,2.958,2026-09-23,202609,rule_fourth_wednesday,medium,6.0,4.0,115907850.71536322,-14686814.164956482,101221036.55040674,130594664.8803197,124268.0,16552.0,140820.0,32776.0,9925.0,42701.0,0.1825,-0.4647,1.04005,14457392.902942564,-9151264.269068133,5306128.633874431,23608657.172010697,21764402.279645406,79456634.27076133,492.1302789465482,0.37391283996540026,0.49358517462580176,0.43168897887683244,-0.05657094613471964,0.960914196808957,True
上证50ETF华夏,9月,3.2,2.958,2026-09-23,202609,rule_fourth_wednesday,medium,6.0,4.0,25404516.285422403,-1159.34373,25403356.941692404,25405675.629152402,77240.0,6625.0,83865.0,8732.0,2163.0,10895.0,0.12985,-0.492,0.18805,3181155.8973667207,-730.8357470743715,3180425.0616196464,3181886.733113795,2871607.9715416804,22531748.970150724,971.7213892579233,0.3778037756819106,0.7983249581239531,0.21977039953880578,-0.06854078181612522,0.8762679982962678,False
