underlying,contract_month,expiry,expiry_month,expiry_source,expiry_confidence,days_to_expiry,business_days_to_expiry_estimate,month_total_abs_gex,month_net_gex,month_total_oi,month_total_volume,month_rank,month_count,expiry_role,expiry_gex_share,near_gex_ratio,next_gex_ratio,front_month_concentration,next_month_concentration,days_to_near_expiry,roll_progress,roll_shift_score,expiry_pressure,underlying_price,call_wall,put_wall,price_wall,gamma_regime,price_wall_distance,expiry_structure_state,roll_state,expiry_date_quality,front_month,primary_month,expiring_month,next_month,far_month,primary_selection_reason,primary_selection_note,primary_selection_confidence,primary_selection_dte,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role
上证50ETF华夏,9月,2026-09-23,202609,rule_fourth_wednesday,medium,20.0,14.0,1496760414.3844955,389389971.56743735,858594.0,425265.0,1,4,near,0.8002515608598925,0.8002515608598925,0.08230175626886721,0.8002515608598925,0.08230175626886721,20.0,0.09325414643120064,-0.7179498045910253,0.8002515608598925,3.031,3.1,3.0,3.0,Positive Gamma,-0.010227647641042559,front_month_concentrated,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=20，默认使用前月,medium,20.0,True,False,primary_analysis
上证50ETF华夏,10月,2026-10-28,202610,rule_fourth_wednesday,medium,55.0,39.0,153934108.77598873,26638908.900445603,99102.0,34444.0,2,4,next,0.08230175626886721,0.8002515608598925,0.08230175626886721,0.8002515608598925,0.08230175626886721,20.0,0.09325414643120064,-0.7179498045910253,0.041150878134433605,3.031,3.1,3.0,3.0,Positive Gamma,-0.010227647641042559,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=20，默认使用前月,medium,20.0,False,False,next_month
上证50ETF华夏,12月,2026-12-23,202612,rule_fourth_wednesday,medium,111.0,79.0,197541858.20834172,74213324.97803552,192904.0,57633.0,3,4,deferred,0.10561689021645905,0.8002515608598925,0.08230175626886721,0.8002515608598925,0.08230175626886721,20.0,0.09325414643120064,-0.7179498045910253,0.052808445108229525,3.031,3.0,2.7,3.0,Positive Gamma,-0.010227647641042559,normal_expiry_structure,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=20，默认使用前月,medium,20.0,False,False,other_month
上证50ETF华夏,3月,2027-03-24,202703,rule_fourth_wednesday,medium,202.0,144.0,22125999.15085091,8904657.35591047,24567.0,2945.0,4,4,far,0.011829792654781283,0.8002515608598925,0.08230175626886721,0.8002515608598925,0.08230175626886721,20.0,0.09325414643120064,-0.7179498045910253,0.005914896327390642,3.031,3.1,2.8,3.0,Positive Gamma,-0.010227647641042559,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=20，默认使用前月,medium,20.0,False,False,far_month
中证500ETF南方,9月,2026-09-23,202609,rule_fourth_wednesday,medium,20.0,14.0,2559183884.087861,364573143.5847114,1005907.0,1192962.0,1,4,near,0.8303838185541512,0.8303838185541512,0.032111642803165044,0.8303838185541512,0.032111642803165044,20.0,0.03723108612378167,-0.7982721757509862,0.8303838185541512,7.781,8.0,7.75,7.75,Positive Gamma,-0.003984063745019917,front_month_concentrated,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=20，默认使用前月,medium,20.0,True,False,primary_analysis
中证500ETF南方,10月,2026-10-28,202610,rule_fourth_wednesday,medium,55.0,39.0,98965799.81114699,7763170.086636085,60408.0,53605.0,2,4,next,0.032111642803165044,0.8303838185541512,0.032111642803165044,0.8303838185541512,0.032111642803165044,20.0,0.03723108612378167,-0.7982721757509862,0.016055821401582522,7.781,8.0,7.5,8.0,Positive Gamma,0.028145482585785864,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=20，默认使用前月,medium,20.0,False,False,next_month
中证500ETF南方,12月,2026-12-23,202612,rule_fourth_wednesday,medium,111.0,79.0,339954164.83207345,95845590.49562113,243280.0,92079.0,3,4,deferred,0.1103056483286892,0.8303838185541512,0.032111642803165044,0.8303838185541512,0.032111642803165044,20.0,0.03723108612378167,-0.7982721757509862,0.0551528241643446,7.781,8.0,6.5,7.75,Positive Gamma,-0.003984063745019917,normal_expiry_structure,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=20，默认使用前月,medium,20.0,False,False,other_month
中证500ETF南方,3月,2027-03-24,202703,rule_fourth_wednesday,medium,202.0,144.0,83825045.9622955,32459366.607133288,61572.0,4708.0,4,4,far,0.02719889031399451,0.8303838185541512,0.032111642803165044,0.8303838185541512,0.032111642803165044,20.0,0.03723108612378167,-0.7982721757509862,0.013599445156997255,7.781,7.75,7.75,7.75,Positive Gamma,-0.003984063745019917,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=20，默认使用前月,medium,20.0,False,False,far_month
中证500ETF嘉实,9月,2026-09-23,202609,rule_fourth_wednesday,medium,20.0,14.0,193640537.29989082,38947868.98203595,224189.0,107180.0,1,4,near,0.6910686284184265,0.6910686284184265,0.06638431295392841,0.6910686284184265,0.06638431295392841,20.0,0.08764150131050143,-0.6246843154644981,0.6910686284184265,3.158,3.3,3.2,3.2,Positive Gamma,0.013299556681444002,front_month_concentrated,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=20，默认使用前月,medium,20.0,True,False,primary_analysis
中证500ETF嘉实,10月,2026-10-28,202610,rule_fourth_wednesday,medium,55.0,39.0,18601183.0085558,2693232.5370886796,18714.0,11944.0,2,4,next,0.06638431295392841,0.6910686284184265,0.06638431295392841,0.6910686284184265,0.06638431295392841,20.0,0.08764150131050143,-0.6246843154644981,0.033192156476964205,3.158,3.2,2.9,3.2,Positive Gamma,0.013299556681444002,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=20，默认使用前月,medium,20.0,False,False,next_month
中证500ETF嘉实,12月,2026-12-23,202612,rule_fourth_wednesday,medium,111.0,79.0,53894570.1324218,23623538.757360198,99695.0,54097.0,3,4,deferred,0.1923401328045914,0.6910686284184265,0.06638431295392841,0.6910686284184265,0.06638431295392841,20.0,0.08764150131050143,-0.6246843154644981,0.0961700664022957,3.158,4.1,2.85,3.1,Positive Gamma,-0.018366054464851067,normal_expiry_structure,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=20，默认使用前月,medium,20.0,False,False,other_month
