trade_date,market_type,underlying,contract_month,underlying_price,call_wall,put_wall,price_wall,gex_flip,net_gex,total_abs_gex,total_oi,total_volume,call_wall_distance,put_wall_distance,price_wall_distance,gamma_regime,gex_ratio,call_gex_share,put_gex_share,market_bias_label
2026-08-24,ETF,上证50ETF华夏,12月,2.979,3.0,2.7,3.0,3.0,50492628.832719065,160691638.022527,172994.0,60536.0,0.007049345417925457,-0.09365558912386707,0.007049345417925457,Positive Gamma,1.9163898877847445,0.657110318415077,0.3428896815849228,
2026-08-24,ETF,上证50ETF华夏,3月,2.979,3.1,2.8,3.1,3.1,4348304.103333421,17246782.457191445,20561.0,3516.0,0.04061765693185637,-0.06008727760993626,0.04061765693185637,Positive Gamma,1.674235205741585,0.6260613135849086,0.37393868641509137,
2026-08-24,ETF,上证50ETF华夏,8月,2.979,3.0,3.0,3.0,3.0,293909166.243515,1401888008.34342,592330.0,405563.0,0.007049345417925457,0.007049345417925457,0.007049345417925457,Positive Gamma,1.5305320915451446,0.6048261931389302,0.39517380686106984,
2026-08-24,ETF,上证50ETF华夏,9月,2.979,3.0,2.9,3.0,3.1,121697035.70421343,1306342571.5330527,854228.0,246306.0,0.007049345417925457,-0.02651896609600546,0.007049345417925457,Positive Gamma,1.2054572984467762,0.5465792964097452,0.45342070359025494,
2026-08-24,ETF,中证500ETF南方,12月,7.74,8.0,7.25,8.0,8.25,71260699.460292,273050062.53937197,192828.0,133728.0,0.03359173126614978,-0.06330749354005172,0.03359173126614978,Positive Gamma,1.706287966550203,0.6304901723837122,0.36950982761628803,
2026-08-24,ETF,中证500ETF南方,3月,7.74,8.0,6.5,8.0,6.75,28240107.756516002,70728201.17247602,52589.0,5597.0,0.03359173126614978,-0.16020671834625322,0.03359173126614978,Positive Gamma,2.329318662527137,0.6996382439279797,0.30036175607202,
2026-08-24,ETF,中证500ETF南方,8月,7.74,7.75,7.75,7.75,7.859,134341927.33518,2232712693.7831163,514422.0,1337973.0,0.0012919896640826156,0.0012919896640826156,0.0012919896640826156,Positive Gamma,1.1280440325258536,0.5300849114418636,0.46991508855813624,
2026-08-24,ETF,中证500ETF南方,9月,7.74,8.0,7.5,8.0,8.25,137565301.882032,1621382757.7508638,766709.0,511373.0,0.03359173126614978,-0.03100775193798455,0.03359173126614978,Positive Gamma,1.1854207892459148,0.5424222168468286,0.4575777831531715,
2026-08-24,ETF,中证500ETF嘉实,12月,3.142,3.1,3.0,3.0,3.1,16714013.753071118,45932844.72010056,77535.0,39042.0,-0.013367281985996127,-0.0451941438574156,-0.0451941438574156,Positive Gamma,2.1440576641776823,0.681939675791046,0.31806032420895386,
2026-08-24,ETF,中证500ETF嘉实,3月,3.142,3.1,2.85,3.1,3.1,4458763.06804328,13927729.133171681,22885.0,4194.0,-0.013367281985996127,-0.09293443666454482,-0.013367281985996127,Positive Gamma,1.9417634485910091,0.6600678411178977,0.33993215888210226,
2026-08-24,ETF,中证500ETF嘉实,8月,3.142,3.2,3.1,3.1,3.2,27142140.317884643,233178816.85245168,146938.0,163000.0,0.01845957988542346,-0.013367281985996127,-0.013367281985996127,Positive Gamma,1.263469017015822,0.5582002702566661,0.441799729743334,
2026-08-24,ETF,中证500ETF嘉实,9月,3.142,3.3,3.2,3.2,3.3,35555521.1997258,137140822.26151103,183604.0,61273.0,0.050286441756842715,0.01845957988542346,0.01845957988542346,Positive Gamma,1.7000131087488846,0.6296314278031879,0.3703685721968119,
2026-08-24,ETF,创业板ETF易方达,12月,3.457,4.8,2.95,3.5,4.1,24392744.64193365,102069518.94094194,214426.0,115776.0,0.3884871275672548,-0.1466589528492912,0.012438530517790092,Positive Gamma,1.6280576108383804,0.6194908376909635,0.38050916230903653,
2026-08-24,ETF,创业板ETF易方达,3月,3.457,4.0,2.95,3.6,3.7,2635276.0960909696,12404902.74492207,24504.0,6053.0,0.1570726063060457,-0.1466589528492912,0.041365345675441256,Positive Gamma,1.5394834809590743,0.6062191357030071,0.39378086429699266,
