underlying,contract_month,expiry,expiry_month,expiry_source,expiry_confidence,days_to_expiry,business_days_to_expiry_estimate,month_total_abs_gex,month_net_gex,month_total_oi,month_total_volume,month_rank,month_count,expiry_role,expiry_gex_share,near_gex_ratio,next_gex_ratio,front_month_concentration,next_month_concentration,days_to_near_expiry,roll_progress,roll_shift_score,expiry_pressure,underlying_price,call_wall,put_wall,price_wall,gamma_regime,price_wall_distance,expiry_structure_state,roll_state,expiry_date_quality,front_month,primary_month,expiring_month,next_month,far_month,primary_selection_reason,primary_selection_note,primary_selection_confidence,primary_selection_dte,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role
上证50ETF华夏,9月,2026-09-23,202609,rule_fourth_wednesday,medium,22.0,16.0,1479276529.1487594,390521689.3841673,866550.0,359149.0,1,4,near,0.8140145271777568,0.8140145271777568,0.07050879357986009,0.8140145271777568,0.07050879357986009,22.0,0.07971388874118944,-0.7435057335978967,0.8140145271777568,3.055,3.1,3.0,3.0,Positive Gamma,-0.018003273322422353,front_month_concentrated,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=22，默认使用前月,medium,22.0,True,False,primary_analysis
上证50ETF华夏,10月,2026-10-28,202610,rule_fourth_wednesday,medium,57.0,41.0,128132852.61984676,25762835.264884252,80755.0,43530.0,2,4,next,0.07050879357986009,0.8140145271777568,0.07050879357986009,0.8140145271777568,0.07050879357986009,22.0,0.07971388874118944,-0.7435057335978967,0.035254396789930045,3.055,3.2,3.0,3.2,Positive Gamma,0.04746317512274967,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=22，默认使用前月,medium,22.0,False,False,next_month
上证50ETF华夏,12月,2026-12-23,202612,rule_fourth_wednesday,medium,113.0,81.0,189305128.17659953,75789317.25638652,182897.0,50159.0,3,4,deferred,0.10417060053922005,0.8140145271777568,0.07050879357986009,0.8140145271777568,0.07050879357986009,22.0,0.07971388874118944,-0.7435057335978967,0.05208530026961002,3.055,3.0,3.0,3.0,Positive Gamma,-0.018003273322422353,normal_expiry_structure,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=22，默认使用前月,medium,22.0,False,False,other_month
上证50ETF华夏,3月,2027-03-24,202703,rule_fourth_wednesday,medium,204.0,146.0,20546091.382771503,8192911.252383001,23169.0,2058.0,4,4,far,0.01130607870316304,0.8140145271777568,0.07050879357986009,0.8140145271777568,0.07050879357986009,22.0,0.07971388874118944,-0.7435057335978967,0.00565303935158152,3.055,3.1,2.8,3.1,Positive Gamma,0.014729950900163713,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=22，默认使用前月,medium,22.0,False,False,far_month
中证500ETF南方,9月,2026-09-23,202609,rule_fourth_wednesday,medium,22.0,16.0,2516343890.9866533,395376766.1075805,998499.0,1053336.0,1,4,near,0.8374378346884483,0.8374378346884483,0.024761045662791945,0.8374378346884483,0.024761045662791945,22.0,0.028718485058464537,-0.8126767890256564,0.8374378346884483,7.881,8.0,7.75,8.0,Positive Gamma,0.01509960664890242,front_month_concentrated,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=22，默认使用前月,medium,22.0,True,False,primary_analysis
中证500ETF南方,10月,2026-10-28,202610,rule_fourth_wednesday,medium,57.0,41.0,74402305.94691037,2466128.661820919,45562.0,35899.0,2,4,next,0.024761045662791945,0.8374378346884483,0.024761045662791945,0.8374378346884483,0.024761045662791945,22.0,0.028718485058464537,-0.8126767890256564,0.012380522831395973,7.881,8.0,7.75,8.0,Positive Gamma,0.01509960664890242,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=22，默认使用前月,medium,22.0,False,False,next_month
中证500ETF南方,12月,2026-12-23,202612,rule_fourth_wednesday,medium,113.0,81.0,336976085.40627825,105911218.56121965,232248.0,116992.0,3,4,deferred,0.1121454521042331,0.8374378346884483,0.024761045662791945,0.8374378346884483,0.024761045662791945,22.0,0.028718485058464537,-0.8126767890256564,0.05607272605211655,7.881,8.0,6.5,8.0,Positive Gamma,0.01509960664890242,normal_expiry_structure,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=22，默认使用前月,medium,22.0,False,False,other_month
中证500ETF南方,3月,2027-03-24,202703,rule_fourth_wednesday,medium,204.0,146.0,77090477.19210307,28060750.880393226,57777.0,3023.0,4,4,far,0.025655667544526577,0.8374378346884483,0.024761045662791945,0.8374378346884483,0.024761045662791945,22.0,0.028718485058464537,-0.8126767890256564,0.012827833772263288,7.881,8.0,7.75,8.0,Positive Gamma,0.01509960664890242,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=22，默认使用前月,medium,22.0,False,False,far_month
中证500ETF嘉实,9月,2026-09-23,202609,rule_fourth_wednesday,medium,22.0,16.0,197856877.31642082,51137537.45062945,225169.0,114096.0,1,4,near,0.720393212376646,0.720393212376646,0.04753511077075888,0.720393212376646,0.04753511077075888,22.0,0.06190045260465598,-0.6728581016058871,0.720393212376646,3.196,3.3,3.2,3.3,Positive Gamma,0.03254067584480591,front_month_concentrated,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=22，默认使用前月,medium,22.0,True,False,primary_analysis
中证500ETF嘉实,10月,2026-10-28,202610,rule_fourth_wednesday,medium,57.0,41.0,13055576.341376163,1488071.1583268808,13436.0,8098.0,2,4,next,0.04753511077075888,0.720393212376646,0.04753511077075888,0.720393212376646,0.04753511077075888,22.0,0.06190045260465598,-0.6728581016058871,0.02376755538537944,3.196,3.4,3.1,3.1,Positive Gamma,-0.030037546933667114,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=22，默认使用前月,medium,22.0,False,False,next_month
