trade_date,market_type,underlying,contract_month,underlying_price,gamma_regime,price_wall,call_wall,put_wall,price_wall_distance,front_month_concentration,expiry_structure_state,primary_month,expiring_month,primary_selection_reason,primary_selection_confidence,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role,put_skew,risk_reversal_25d,iv_surface_state,primary_iv_surface_state,wall_lifecycle_state,iv_surface_bias,delta_bias,normalized_net_gex,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,market_structure_state,state_confidence
2026-09-23,ETF,上证50ETF华夏,10月,3.0,Positive Gamma,3.0,3.0,3.0,0.0,0.3596832058549384,roll_migration_candidate,10月,9月,after_close_expiry_switch_to_next,high,True,False,primary_analysis,0.03330000000000001,-0.024700000000000014,put_skew_elevated,put_skew_elevated,new_wall,0.17678123194740542,0.21644995705188338,0.20104216799320943,0.06475281331043968,0.022715995061615625,0.00484099093124697,mixed_or_unclear_structure,1.0
2026-09-23,ETF,上证50ETF华夏,12月,3.0,Positive Gamma,3.0,3.0,2.7,0.0,0.3596832058549384,normal_expiry_structure,10月,9月,after_close_expiry_switch_to_next,high,False,False,other_month,0.0684,-0.04830000000000001,put_skew_elevated,put_skew_elevated,new_wall,0.2975155704606119,0.1344897053796478,0.2437335439532989,0.0549664369621598,0.011241689029393934,0.0018589989816294285,mixed_or_unclear_structure,1.0
2026-09-23,ETF,上证50ETF华夏,3月,3.0,Positive Gamma,3.0,3.1,2.8,0.0,0.3596832058549384,low_expiry_influence,10月,9月,after_close_expiry_switch_to_next,high,False,False,far_month,0.10860000000000002,-0.07330000000000003,put_skew_elevated,put_skew_elevated,new_wall,0.368684676161421,0.2744010789094746,0.3263331439699426,0.06995652666984799,0.004987205742525966,0.010813920643634171,mixed_or_unclear_structure,1.0
2026-09-23,ETF,上证50ETF华夏,9月,3.0,Negative Gamma,3.1,3.0,3.0,0.03333333333333344,0.3596832058549384,normal_expiry_structure,10月,9月,after_close_expiry_switch_to_next,high,False,True,expiry_microstructure,0.018699999999999998,0.2375,normal_iv_surface,put_skew_elevated,new_wall,-1.3370059109735009,0.10733531051960843,-0.42221510503509013,0.00256165340328413,4.529325759888036,-2.2571405591375186e-06,mixed_or_unclear_structure,1.0
2026-09-23,ETF,中证500ETF南方,10月,7.818,Positive Gamma,7.75,8.0,7.75,-0.008697876694806816,0.2812384714367305,roll_migration_candidate,10月,9月,after_close_expiry_switch_to_next,high,True,False,primary_analysis,0.0,0.0,normal_iv_surface,normal_iv_surface,new_wall,0.0,0.16176790197584925,0.12720549208405107,0.04746694255594253,0.03725216108215392,0.0014652507220221215,mixed_or_unclear_structure,1.0
2026-09-23,ETF,中证500ETF南方,12月,7.818,Positive Gamma,7.75,8.5,6.5,-0.008697876694806816,0.2812384714367305,normal_expiry_structure,10月,9月,after_close_expiry_switch_to_next,high,False,False,other_month,0.12209999999999999,-0.09500000000000003,put_skew_elevated,normal_iv_surface,new_wall,0.3829765550621923,0.11704424038801413,0.27273757450919345,0.03895488174861957,0.0121694351879071,-0.00019258975649426305,mixed_or_unclear_structure,1.0
2026-09-23,ETF,中证500ETF南方,3月,7.818,Positive Gamma,7.75,7.75,7.75,-0.008697876694806816,0.2812384714367305,low_expiry_influence,10月,9月,after_close_expiry_switch_to_next,high,False,False,far_month,0.19440000000000004,-0.14020000000000005,put_skew_elevated,normal_iv_surface,new_wall,0.44546605687296453,0.2945238834325894,0.32099046114220814,0.029127186558803093,0.004362646653486648,0.0028907284852218154,mixed_or_unclear_structure,1.0
2026-09-23,ETF,中证500ETF南方,9月,7.818,Negative Gamma,8.0,7.859,7.75,0.02327961115374788,0.2812384714367305,normal_expiry_structure,10月,9月,after_close_expiry_switch_to_next,high,False,True,expiry_microstructure,0.0276,-0.0276,front_iv_inversion,normal_iv_surface,new_wall,0.17468354430379748,2.9232707455491938e-05,-0.13014951330237,0.001256025205979562,2.6324203078880264,-8.610854119262954e-06,negative_gamma_risk_expansion,1.0
2026-09-23,ETF,中证500ETF嘉实,10月,3.171,Positive Gamma,3.2,3.3,3.2,0.009145380006307269,0.33955475256619905,normal_expiry_structure,10月,9月,after_close_expiry_switch_to_next,high,True,False,primary_analysis,0.05930000000000002,-0.04930000000000001,put_skew_elevated,put_skew_elevated,new_wall,0.20542889457705824,0.22286171431550234,0.31659721275723934,0.042854479870231,0.0255466121756641,0.002458872805407734,mixed_or_unclear_structure,1.0
2026-09-23,ETF,中证500ETF嘉实,12月,3.171,Positive Gamma,3.2,3.1,3.0,0.009145380006307269,0.33955475256619905,normal_expiry_structure,10月,9月,after_close_expiry_switch_to_next,high,False,False,other_month,0.12040000000000001,-0.09190000000000004,put_skew_elevated,put_skew_elevated,new_wall,0.3692505942900137,0.33368180341373466,0.4529678071870568,0.04183967577674074,0.012449391139102131,0.005787692821473319,mixed_or_unclear_structure,1.0
