underlying,contract_month,expiry,expiry_month,expiry_source,expiry_confidence,days_to_expiry,business_days_to_expiry_estimate,month_total_abs_gex,month_net_gex,month_total_oi,month_total_volume,month_rank,month_count,expiry_role,expiry_gex_share,near_gex_ratio,next_gex_ratio,front_month_concentration,next_month_concentration,days_to_near_expiry,roll_progress,roll_shift_score,expiry_pressure,underlying_price,call_wall,put_wall,price_wall,gamma_regime,price_wall_distance,expiry_structure_state,roll_state,expiry_date_quality
上证50ETF华夏,8月,2026-08-26,202608,rule_fourth_wednesday,medium,6.0,4.0,1532960233.1144238,275379872.27648544,692208.0,409220.0,1,4,near,0.5451373479241625,0.5451373479241625,0.3961789294301337,0.5451373479241625,0.3961789294301337,6.0,0.4208775933883255,-0.14895841849402874,0.5451373479241625,2.988,3.0,3.0,3.0,Positive Gamma,0.004016064257028162,near_month_pressure,expiry_week_concentrated,rule_estimate
上证50ETF华夏,9月,2026-09-23,202609,rule_fourth_wednesday,medium,34.0,24.0,1114079866.8938928,73282551.11404699,797702.0,180484.0,2,4,next,0.3961789294301337,0.5451373479241625,0.3961789294301337,0.5451373479241625,0.3961789294301337,6.0,0.4208775933883255,-0.14895841849402874,0.19808946471506686,2.988,3.0,2.9,3.0,Positive Gamma,0.004016064257028162,normal_expiry_structure,expiry_week_concentrated,rule_estimate
上证50ETF华夏,12月,2026-12-23,202612,rule_fourth_wednesday,medium,125.0,89.0,148923017.20172736,45409693.18595328,161659.0,192650.0,3,4,deferred,0.05295864621176664,0.5451373479241625,0.3961789294301337,0.5451373479241625,0.3961789294301337,6.0,0.4208775933883255,-0.14895841849402874,0.02647932310588332,2.988,3.0,2.7,3.0,Positive Gamma,0.004016064257028162,low_expiry_influence,expiry_week_concentrated,rule_estimate
上证50ETF华夏,3月,2027-03-24,202703,rule_fourth_wednesday,medium,216.0,154.0,16099272.1158912,4419908.57857824,19193.0,1965.0,4,4,far,0.005725076433937255,0.5451373479241625,0.3961789294301337,0.5451373479241625,0.3961789294301337,6.0,0.4208775933883255,-0.14895841849402874,0.0028625382169686275,2.988,3.1,2.8,3.1,Positive Gamma,0.03748326639892907,low_expiry_influence,expiry_week_concentrated,rule_estimate
中证500ETF南方,8月,2026-08-26,202608,rule_fourth_wednesday,medium,6.0,4.0,2828600211.8777237,263764828.34278354,696745.0,1287242.0,1,4,near,0.6247817684975446,0.6247817684975446,0.3014820341741503,0.6247817684975446,0.3014820341741503,6.0,0.32548182634856526,-0.3232997343233943,0.6247817684975446,7.863,8.0,7.75,8.0,Positive Gamma,0.017423375302047406,near_month_pressure,expiry_week_concentrated,rule_estimate
中证500ETF南方,9月,2026-09-23,202609,rule_fourth_wednesday,medium,34.0,24.0,1364912020.0691004,149199748.72059,675746.0,307559.0,2,4,next,0.3014820341741503,0.6247817684975446,0.3014820341741503,0.6247817684975446,0.3014820341741503,6.0,0.32548182634856526,-0.3232997343233943,0.15074101708707516,7.863,8.0,8.0,8.0,Positive Gamma,0.017423375302047406,normal_expiry_structure,expiry_week_concentrated,rule_estimate
中证500ETF南方,12月,2026-12-23,202612,rule_fourth_wednesday,medium,125.0,89.0,268866908.10302,75257265.10231668,176418.0,102538.0,3,4,deferred,0.05938737529244494,0.6247817684975446,0.3014820341741503,0.6247817684975446,0.3014820341741503,6.0,0.32548182634856526,-0.3232997343233943,0.02969368764622247,7.863,8.25,7.25,7.75,Positive Gamma,-0.014371105176141485,low_expiry_influence,expiry_week_concentrated,rule_estimate
中证500ETF南方,3月,2027-03-24,202703,rule_fourth_wednesday,medium,216.0,154.0,64962012.493469976,24230941.423339233,48139.0,6094.0,4,4,far,0.014348822035860147,0.6247817684975446,0.3014820341741503,0.6247817684975446,0.3014820341741503,6.0,0.32548182634856526,-0.3232997343233943,0.0071744110179300736,7.863,8.0,8.5,7.75,Positive Gamma,-0.014371105176141485,low_expiry_influence,expiry_week_concentrated,rule_estimate
中证500ETF嘉实,8月,2026-08-26,202608,rule_fourth_wednesday,medium,6.0,4.0,212253649.618582,23065459.445138004,148350.0,127093.0,1,4,near,0.5446202198366163,0.5446202198366163,0.3144372906191663,0.5446202198366163,0.3144372906191663,6.0,0.3660258909235751,-0.23018292921745004,0.5446202198366163,3.19,3.2,3.2,3.2,Positive Gamma,0.0031347962382446415,near_month_pressure,expiry_week_concentrated,rule_estimate
中证500ETF嘉实,9月,2026-09-23,202609,rule_fourth_wednesday,medium,34.0,24.0,122544958.999353,37642721.982811004,166197.0,42638.0,2,4,next,0.3144372906191663,0.5446202198366163,0.3144372906191663,0.5446202198366163,0.3144372906191663,6.0,0.3660258909235751,-0.23018292921745004,0.15721864530958315,3.19,3.3,3.2,3.3,Positive Gamma,0.034482758620689724,normal_expiry_structure,expiry_week_concentrated,rule_estimate
中证500ETF嘉实,12月,2026-12-23,202612,rule_fourth_wednesday,medium,125.0,89.0,42409127.74747,12932080.341114001,72667.0,35666.0,3,4,deferred,0.10881729722156078,0.5446202198366163,0.3144372906191663,0.5446202198366163,0.3144372906191663,6.0,0.3660258909235751,-0.23018292921745004,0.05440864861078039,3.19,3.1,2.9,3.2,Positive Gamma,0.0031347962382446415,normal_expiry_structure,expiry_week_concentrated,rule_estimate
中证500ETF嘉实,3月,2027-03-24,202703,rule_fourth_wednesday,medium,216.0,154.0,12520081.089219,4186402.052833,20420.0,1611.0,4,4,far,0.0321251923226566,0.5446202198366163,0.3144372906191663,0.5446202198366163,0.3144372906191663,6.0,0.3660258909235751,-0.23018292921745004,0.0160625961613283,3.19,3.1,3.1,3.1,Positive Gamma,-0.028213166144200552,low_expiry_influence,expiry_week_concentrated,rule_estimate
创业板ETF易方达,8月,2026-08-26,202608,rule_fourth_wednesday,medium,6.0,4.0,1315872660.0295835,43409471.43195775,1118944.0,1471713.0,1,4,near,0.6545079179044239,0.6545079179044239,0.2897955738468544,0.6545079179044239,0.2897955738468544,6.0,0.306888173535616,-0.36471234405756947,0.6545079179044239,3.512,3.6,3.5,3.6,Positive Gamma,0.02505694760820054,front_month_concentrated,expiry_week_concentrated,rule_estimate
创业板ETF易方达,9月,2026-09-23,202609,rule_fourth_wednesday,medium,34.0,24.0,582627134.3570592,17767783.51818306,819442.0,371150.0,2,4,next,0.2897955738468544,0.6545079179044239,0.2897955738468544,0.6545079179044239,0.2897955738468544,6.0,0.306888173535616,-0.36471234405756947,0.1448977869234272,3.512,3.7,3.5,3.6,Positive Gamma,0.02505694760820054,normal_expiry_structure,expiry_week_concentrated,rule_estimate
创业板ETF易方达,12月,2026-12-23,202612,rule_fourth_wednesday,medium,125.0,89.0,99692075.14247423,28662091.967735037,200510.0,145414.0,3,4,deferred,0.04958629699898564,0.6545079179044239,0.2897955738468544,0.6545079179044239,0.2897955738468544,6.0,0.306888173535616,-0.36471234405756947,0.02479314849949282,3.512,4.8,3.3,3.5,Positive Gamma,-0.003416856492027387,low_expiry_influence,expiry_week_concentrated,rule_estimate
创业板ETF易方达,3月,2027-03-24,202703,rule_fourth_wednesday,medium,216.0,154.0,12284434.9328512,2453727.4722432005,23796.0,5492.0,4,4,far,0.006110211249736011,0.6545079179044239,0.2897955738468544,0.6545079179044239,0.2897955738468544,6.0,0.306888173535616,-0.36471234405756947,0.0030551056248680057,3.512,4.0,2.95,3.5,Positive Gamma,-0.003416856492027387,low_expiry_influence,expiry_week_concentrated,rule_estimate
沪深300ETF华泰柏瑞,8月,2026-08-26,202608,rule_fourth_wednesday,medium,6.0,4.0,1567630883.1167738,278207537.41387737,466615.0,484646.0,1,4,near,0.5427446895263353,0.5427446895263353,0.37741335351975136,0.5427446895263353,0.37741335351975136,6.0,0.4101614460385132,-0.1653313360065839,0.5427446895263353,4.653,4.7,4.7,4.7,Positive Gamma,0.010101010101010166,near_month_pressure,expiry_week_concentrated,rule_estimate
沪深300ETF华泰柏瑞,9月,2026-09-23,202609,rule_fourth_wednesday,medium,34.0,24.0,1090097867.5527382,108940750.57240455,595022.0,189936.0,2,4,next,0.37741335351975136,0.5427446895263353,0.37741335351975136,0.5427446895263353,0.37741335351975136,6.0,0.4101614460385132,-0.1653313360065839,0.18870667675987568,4.653,4.7,4.6,4.7,Positive Gamma,0.010101010101010166,normal_expiry_structure,expiry_week_concentrated,rule_estimate
沪深300ETF华泰柏瑞,12月,2026-12-23,202612,rule_fourth_wednesday,medium,125.0,89.0,193961499.03820303,73371915.2095469,157816.0,137166.0,3,4,deferred,0.06715329144718714,0.5427446895263353,0.37741335351975136,0.5427446895263353,0.37741335351975136,6.0,0.4101614460385132,-0.1653313360065839,0.03357664572359357,4.653,5.0,4.3,4.8,Positive Gamma,0.03159252095422316,low_expiry_influence,expiry_week_concentrated,rule_estimate
