underlying,contract_month,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value,trade_date
上证50ETF华夏,12月,0.3161135562177086,0.2775506223072086,0.3745750592471665,0.3745750592471665,0.060234803844291834,0.007644366288072872,0.008133920712744998,0.20182620689655173,0.13970000000000002,0.20350000000000001,115106974.0,61442634.0,2026-08-12
上证50ETF华夏,3月,0.34688910099594883,0.19255990092439962,0.2534912275574967,0.2534912275574967,0.07425211358139111,0.0039393872184986835,0.0060069079877795506,0.21620742705570295,0.1383,0.2133,13763487.0,10866157.0,2026-08-12
上证50ETF华夏,8月,0.16568938193343904,0.2711866251699414,0.28844563416870644,0.28844563416870644,0.048721191655655575,0.08151500925987377,0.002765308515121763,0.14847058823529413,0.1354,0.16,200723354.0,64082407.0,2026-08-12
上证50ETF华夏,9月,0.21893577981651363,0.1649723096137177,0.2618897707145138,0.2618897707145138,0.04920045012100542,0.02681538303940833,0.001868127616868369,0.1909235668789809,0.1413,0.18309999999999998,234526269.0,85046184.0,2026-08-12
中证500ETF南方,12月,0.4331746592158821,0.1575117338993291,0.3218025514056968,0.3218025514056968,0.03352503094558414,0.007539609267595424,-0.0003619235009455926,0.3167313624678663,0.1888,0.326,670779873.0,303213193.0,2026-08-12
中证500ETF南方,3月,0.5055464772887874,0.4115435946406943,0.3931751509049967,0.3931751509049967,0.030910325640790135,0.00349773082285499,0.007262989986271414,0.34991837140019866,0.1674,0.3443,253518455.0,114630319.0,2026-08-12
中证500ETF南方,8月,0.30240790212582247,0.2665933693266091,0.19765508591210867,0.19765508591210867,0.024505645079759043,0.06426698262610234,0.0014355546435674642,0.23974241245136188,0.2113,0.2838,1167432398.0,358622407.0,2026-08-12
中证500ETF南方,9月,0.35384554835764276,0.11490579716452055,0.17463911869814755,0.17463911869814755,0.03727298858990544,0.02586731991793029,0.000346142454710882,0.28939179954441907,0.2072,0.3096,779046304.0,363689359.0,2026-08-12
中证500ETF嘉实,12月,0.42745370913518915,0.2987296991634982,0.29556314582176285,0.29556314582176285,0.03981218687295557,0.008168844853475072,0.0038819907654927986,0.31488789808917195,0.1894,0.324,97663035.0,45784564.0,2026-08-12
中证500ETF嘉实,3月,0.4721339266793813,0.3733061420632805,0.34610933747929845,0.34610933747929845,0.04980713917528354,0.0038335299251585696,0.00982042145799147,0.353925,0.1704,0.3375,30964557.0,23436885.0,2026-08-12
中证500ETF嘉实,8月,0.3250775347767619,0.36915460394436395,0.396008750621208,0.396008750621208,0.02778179339440184,0.07035199028446491,0.002439977554859964,0.2771646464646465,0.21059999999999998,0.3007,84870043.0,26331437.0,2026-08-12
中证500ETF嘉实,9月,0.32183925757850096,0.2431047811836862,0.35184621643298614,0.35184621643298614,0.0318566983923041,0.02477141925201385,0.0021277783627391177,0.2933141242937853,0.215,0.3094,108041328.0,42142438.0,2026-08-12
创业板ETF易方达,12月,0.2683614502749557,0.15461240993860967,0.3065066658098481,0.3065066658098481,0.038123864801724625,0.006869617317101913,-0.0005456462886649877,0.3812022922636103,0.2898,0.3921,258548446.0,183768024.0,2026-08-12
创业板ETF易方达,3月,0.3379065040650405,0.31569475456862345,0.2466500972019494,0.2466500972019494,0.0322885827094523,0.003257716470607012,0.0037932121554221064,0.3936,0.2721,0.40509999999999996,57725482.0,44234666.0,2026-08-12
创业板ETF易方达,8月,0.14807085619258004,0.13578955692653635,0.1722578927511819,0.1722578927511819,0.021850740595427652,0.06341418867038094,0.00018349831234333006,0.32281842105263153,0.3045,0.35229999999999995,820002092.0,317643266.0,2026-08-12
创业板ETF易方达,9月,0.22849381225475415,0.07604876461940668,0.1078308596482679,0.1078308596482679,0.03163536004173048,0.02420948192155233,-0.000482277401165768,0.3313,0.297,0.37270000000000003,533012742.0,273432741.0,2026-08-12
沪深300ETF华泰柏瑞,12月,0.3372957259067422,0.24356776010699732,0.4482345693628673,0.4482345693628673,0.05255825028550842,0.007237452224918312,0.005056928453482679,0.23243698030634571,0.1558,0.23420000000000002,222187838.0,120146838.0,2026-08-12
沪深300ETF华泰柏瑞,3月,0.43991212429622645,0.3794347126483923,0.47472039177915126,0.47472039177915126,0.059734245251881625,0.003657417850695499,0.016097006638174354,0.2591426644182125,0.1358,0.2498,46010542.0,33328158.0,2026-08-12
沪深300ETF华泰柏瑞,8月,0.23153238107240148,0.23598478281711213,0.24234003617496205,0.24234003617496205,0.03617528399862892,0.06547824488996107,0.0019222867339588386,0.15980486111111114,0.14800000000000002,0.185,339064401.0,106657700.0,2026-08-12
沪深300ETF华泰柏瑞,9月,0.2730141007748207,0.08353181350060558,0.2509225222675153,0.2509225222675153,0.04173419337009596,0.02611953521701922,0.0002494715460642571,0.20291992187500005,0.1532,0.2086,335978196.0,120463361.0,2026-08-12
沪深300ETF嘉实,12月,0.3359735344292159,0.23648496971623043,0.46983606117697974,0.46983606117697974,0.060781723040949906,0.008255835944190397,0.005345411288018793,0.22888707627118646,0.15839999999999999,0.2353,41512989.0,24386628.0,2026-08-12
