underlying,contract_month,strike,underlying_price,call_gex,put_gex,net_gex,total_abs_gex,call_oi,put_oi,total_oi,call_volume,put_volume,total_volume,avg_iv,avg_delta,avg_gamma,liquidity_adjusted_call_gex,liquidity_adjusted_put_gex,liquidity_adjusted_net_gex,liquidity_adjusted_abs_gex,active_gex,stable_gex,avg_spread_bps,avg_liquidity_score,avg_pricing_quality_score,avg_volume_oi_ratio,avg_oi_change_rate,price_wall_score,in_price_range
上证50ETF华夏,12月,2.7,3.004,411302.28637807997,-3100024.2772872,-2688721.99090912,3511326.56366528,769.0,6129.0,6898.0,126.0,2216.0,2342.0,0.001246,0.3207,0.5766,139022.56458742535,-468449.6924005612,-329427.12781313586,607472.2569879865,-1053452.61854048,-1635269.37236864,57.20655577805759,0.6037609903079122,0.409541047188106,0.2627044762147848,0.1891068102835858,0.46245738354431987,False
上证50ETF华夏,12月,2.75,3.004,297350.44145616,-2057457.9609286399,-1760107.5194724798,2354808.4023848,491.0,3734.0,4225.0,20.0,785.0,805.0,0.0012505,0.28679999999999994,0.64085,85506.07257030025,-286381.1750420127,-200875.10247171245,371887.24761231296,-420428.00303839997,-1339679.51643408,125.85460152412415,0.4995090214949018,0.41883912297122683,0.12548175678550272,0.033820856403673535,0.35193181138789376,False
上证50ETF华夏,12月,2.8,3.004,976163.906784,-5142747.554170559,-4166583.6473865593,6118911.460954559,1452.0,8718.0,10170.0,52.0,550.0,602.0,0.0012605000000000001,0.24985,0.6993499999999999,263490.64683292795,-1025370.1377871638,-761879.4909542359,1288860.7846200918,-289485.92127199995,-3877097.7261145595,78.23892200479995,0.5571889696692287,0.42443354489395857,0.04945026818267136,0.0240379716614209,0.501278594741515,False
上证50ETF华夏,12月,2.85,3.004,923947.3406016,-3045972.13601024,-2122024.79540864,3969919.4766118396,956.0,4958.0,5914.0,36.0,363.0,399.0,0.0018284999999999998,0.27375,0.8758999999999999,241945.6151586913,-589083.2906489153,-347137.67549022404,831028.9058076066,-188217.87227904002,-1933806.9231295998,101.14987704258075,0.5412544803292388,0.42133942949160336,0.055435954908258665,0.0377564300053892,0.40873998093965314,False
上证50ETF华夏,12月,2.9,3.004,1781305.5647375998,-1606063.7762657602,175241.78847183962,3387369.34100336,1727.0,2527.0,4254.0,45.0,261.0,306.0,0.0020285000000000004,0.1952,0.9236500000000001,561693.0547509337,-350750.56942156627,210942.4853293674,912443.6241724999,-119466.51133968003,294708.2998115197,99.64847695624184,0.5461494730168487,0.49136363636363645,0.06467063645460526,0.01572428315003576,0.3611286137737998,True
上证50ETF华夏,12月,2.95,3.004,1304232.008464,-982960.70539504,321271.30306895997,2287192.71385904,1100.0,1537.0,2637.0,74.0,55.0,129.0,0.0020315,0.14864999999999998,1.0113,291761.37176996266,-208159.21675672964,83602.15501323302,499920.5885266923,52564.983440159995,268706.3196287999,96.82596095988816,0.543150575645646,0.4008001580559123,0.05152836103389129,0.025786996028941946,0.27695123773109676,True
上证50ETF华夏,12月,3.0,3.004,9072413.422130879,-1632171.0667152,7440242.3554156795,10704584.488846079,7863.0,2530.0,10393.0,704.0,291.0,995.0,0.0021244999999999997,0.09259999999999999,0.99675,2282545.417028835,-398469.98709429026,1884075.4299345447,2681015.404123125,624550.7937576,6815691.561658079,53.12852624948238,0.5650744496415668,0.4386531558794097,0.102276509936215,0.03424744221381477,0.5840292852236747,True
上证50ETF华夏,12月,3.1,3.004,5711034.05936896,-1138630.034844,4572404.02452496,6849664.0942129595,5117.0,1809.0,6926.0,381.0,191.0,572.0,0.0022395,-0.0040999999999999925,0.96715,1156392.0591956205,-308232.51080969704,848159.5483859235,1464624.5700053175,305010.20671728003,4267393.81780768,101.30737812658231,0.5549622745363739,0.4255392107424325,0.09002044259409962,0.011979623952078848,0.4874155384395791,True
上证50ETF华夏,12月,3.2,3.004,6139336.23828864,-1634491.1412288,4504845.09705984,7773827.37951744,6264.0,2705.0,8969.0,734.0,14.0,748.0,0.002358,-0.08595,0.87785,1537554.4080502354,-497772.3809868471,1039782.0270633883,2035326.7890370823,710932.7357168,3793912.36134304,86.47012687427956,0.5552945231184379,0.4996617928815879,0.06117656154465384,0.000197490774907749,0.5280178395029755,False
上证50ETF华夏,12月,3.3,3.004,4112855.3780438406,-1163357.6434872001,2949497.7345566405,5276213.021531041,4874.0,2081.0,6955.0,596.0,25.0,621.0,0.0024850000000000002,-0.15335,0.7773000000000001,1139378.9758602653,-360587.6234442018,778791.3524160635,1499966.599304467,488950.15397136,2460547.5805852804,127.00442639115386,0.5252554486289567,0.5588065894269605,0.0671474743546995,0.0010686403843311392,0.46011677542156043,False
