underlying,contract_month,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value,trade_date,front_month,primary_month,expiring_month,next_month,far_month,primary_selection_reason,primary_selection_note,primary_selection_confidence,primary_selection_dte,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role
上证50ETF华夏,10月,0.2091291360054955,0.28498324166576783,0.2189299680171833,0.2189299680171833,0.06737077318082844,0.0248299425163275,0.006735609869918442,0.13627943262411346,0.115,0.1435,175474682.0,88521832.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,next_month
上证50ETF华夏,12月,0.3460022897308234,0.18865205384818542,0.29254002028474996,0.29254002028474996,0.0544866232282405,0.011423812525442596,0.0033337049448497256,0.15982553191489363,0.133,0.1883,193912182.0,83668740.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,other_month
上证50ETF华夏,3月,0.3677206459867283,0.31436367004560906,0.3681613193522449,0.3681613193522449,0.07054653028713012,0.005338157912935411,0.013157757633174574,0.21320532544378698,0.1259,0.2043,31382323.0,20895223.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,far_month
上证50ETF华夏,9月,-0.453147555388188,0.25045579286227804,0.025903580439491945,0.025903580439491945,0.007203030949623293,0.8606362915496881,0.0004180491905695615,0.16771578947368418,0.18109999999999998,0.1051,87104582.0,3732880.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,True,False,primary_analysis
中证500ETF南方,10月,0.0,0.18681058235433295,0.1133074623956552,0.1133074623956552,0.04931101005689882,0.03848208906055442,0.001908932634490853,9.999999999999999e-05,0.0001,0.0001,696507554.0,387501338.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,next_month
中证500ETF南方,12月,0.36404218998094856,0.10557333632298128,0.25208480664031274,0.25208480664031274,0.038544646087653726,0.011829998854311194,-0.00047938829144636067,0.28211015873015877,0.1991,0.3018,781195550.0,358622689.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,other_month
中证500ETF南方,3月,0.4447110859994758,0.30077837695594356,0.32238219758813313,0.32238219758813313,0.02883699066792268,0.004321843559535303,0.0030516000130942963,0.33280033860045144,0.179,0.327,445781883.0,182960579.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,far_month
中证500ETF南方,9月,-0.08433115651990747,0.11856974335483302,0.05868573217086019,0.05868573217086019,0.005900342924380268,0.7419414825867486,2.729281237761192e-05,0.16482638888888887,0.18170000000000003,0.1678,370134080.0,15804458.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,True,False,primary_analysis
中证500ETF嘉实,10月,0.2811692120527472,0.14876577163545998,0.20514252878715583,0.20514252878715583,0.04108080229595162,0.024620655284880267,0.0014681086169300755,0.23757935483870965,0.188,0.2548,46305157.0,23703309.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,next_month
中证500ETF嘉实,12月,0.4030726588794297,0.351416553191049,0.48855209443419056,0.48855209443419056,0.04342807227345203,0.013556404408789947,0.006039552860970308,0.24759803921568632,0.2046,0.3044,117048069.0,55948685.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,other_month
中证500ETF嘉实,3月,0.44900666577224807,0.23270242073054728,0.27947631801112033,0.27947631801112033,0.04170688562875659,0.004854635071440885,0.002080847191625838,0.3155855153203343,0.18600000000000003,0.32770000000000005,59905408.0,37391894.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,far_month
中证500ETF嘉实,9月,0.2798328271422267,-0.14667668771297016,-0.0038730957749904386,-0.0038730957749904386,0.004294958455269321,0.6668041972468243,-6.846084901374088e-05,0.17510454545454543,0.16940000000000002,0.2184,52614013.0,2001979.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,True,False,primary_analysis
创业板ETF易方达,10月,0.12977858111161333,0.16129828808233945,0.16658700049357147,0.16658700049357147,0.03868655941571218,0.022581486596055127,0.0012805026971172044,0.276625,0.2648,0.3007,469724118.0,306787818.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,next_month
创业板ETF易方达,12月,0.20882502785521093,-0.00435452796463441,0.13425806060872164,0.13425806060872164,0.03671272469519018,0.010644758433752751,-0.0027259228419610083,0.35244817518248167,0.295,0.3686,441509562.0,278962648.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,other_month
创业板ETF易方达,3月,0.3502841323036574,0.12681610874796598,0.19507539830499002,0.19507539830499002,0.035790793933800025,0.004078536664461316,-0.0016584371580908972,0.34314999999999996,0.2808,0.401,102961393.0,82549215.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,far_month
创业板ETF易方达,9月,-0.057241649634627766,-0.02976554655921666,0.04649307181757859,0.04649307181757859,0.00575030278411246,0.622500306374098,-0.00023537832557496928,0.24632413793103453,0.2555,0.2414,296395175.0,20767095.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,True,False,primary_analysis
沪深300ETF华泰柏瑞,10月,-2.1189529083072833,0.003920569549734249,0.0675837721289314,0.0675837721289314,0.07236656863151167,0.025499082626492107,-0.0009488858554513157,0.06102070484581498,0.1294,0.0001,264902252.0,162731972.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,next_month
沪深300ETF华泰柏瑞,12月,0.33480881409340946,0.0400718465630009,0.2530020990195551,0.2530020990195551,0.05264728020528648,0.010632736002884788,-0.0013963692539209513,0.2039970189701897,0.1441,0.21239999999999998,325773429.0,161431639.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,other_month
沪深300ETF华泰柏瑞,3月,0.4421702230641486,0.2573889814664804,0.4225892086186841,0.4225892086186841,0.05717039673355618,0.0049299735689470195,0.00708420822146644,0.23000191938579656,0.1341,0.23579999999999998,93318121.0,58924251.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,far_month
沪深300ETF华泰柏瑞,9月,-0.3034550195567145,0.06487581679893989,0.10116662987717168,0.10116662987717168,0.006653239393004242,0.6237534697817849,1.327061136536607e-05,0.1314857142857143,0.14880000000000002,0.10890000000000001,119662912.0,5287076.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,True,False,primary_analysis
沪深300ETF嘉实,10月,0.28574035892215005,0.3944906332423837,0.4304873036347103,0.4304873036347103,0.06366622893329862,0.026202802496623507,0.00926814828358284,0.14733655462184875,0.1273,0.16940000000000002,32991164.0,17284945.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,next_month
沪深300ETF嘉实,12月,0.28569294051469546,0.029117282066042235,0.3201567751431603,0.3201567751431603,0.0530374836380198,0.011997850110250608,-0.002644548982725185,0.20686545454545455,0.1558,0.21489999999999998,55233993.0,25960401.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,other_month
沪深300ETF嘉实,3月,0.5028977089254633,0.16739938404461827,0.36865577142052325,0.36865577142052325,0.05035525918673524,0.0058613372238125174,0.0010852242829236464,0.18353633027522936,0.1401,0.2324,31907690.0,15886989.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,far_month
沪深300ETF嘉实,9月,-0.04072103920358849,0.1673768315120467,0.19026380654067615,0.19026380654067615,0.004330104035696195,0.8166017819626991,8.325022691748745e-05,0.16207837837837838,0.1369,0.1303,45777653.0,1133806.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,True,False,primary_analysis
深证100ETF易方达,10月,0.22529025490512913,0.29615585353116797,0.34105718566288246,0.34105718566288246,0.04983429547654012,0.025575333945443236,0.004380712608161463,0.21572171428571427,0.1923,0.2409,10672008.0,6144866.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,next_month
深证100ETF易方达,12月,0.2701302202106675,-0.02387857437898471,0.2820902796033539,0.2820902796033539,0.041716363865595706,0.010938184142110442,-0.004071594208053017,0.29467269503546106,0.222,0.3016,18782078.0,9889210.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,other_month
深证100ETF易方达,3月,0.34261360177307126,-0.02124531455438701,0.12535428434333418,0.12535428434333418,0.06900523355794981,0.004338947735906039,-0.010275005812106573,0.30617581863979854,0.2069,0.3118,2253916.0,2526419.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,far_month
深证100ETF易方达,9月,0.01581141757536889,0.08420327132072411,0.019285150228307166,0.019285150228307166,0.006234679216435756,0.6944318333555882,1.3909746754092505e-05,0.43006896551724144,0.19579999999999997,0.2026,10280561.0,636565.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,True,False,primary_analysis
科创50ETF华夏,10月,0.0,0.22180671302233324,0.10503214968670921,0.10503214968670921,0.03177778731323059,0.03855700512726734,0.001162710457480914,0.0001,0.0001,0.0001,478215360.0,291575395.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,next_month
科创50ETF华夏,12月,0.14222559050145245,0.19504272192723995,0.23301604740359777,0.23301604740359777,0.02597220572577975,0.010989060240695547,-1.8384149366588714e-05,0.39585000000000004,0.3724,0.42869999999999997,580554465.0,292955897.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,other_month
科创50ETF华夏,3月,0.23024606027094272,0.22081448459650188,0.2893501513454018,0.2893501513454018,0.028529615676457714,0.00439910923343849,-4.764864021239403e-05,0.452125,0.3531,0.4572,130706773.0,92775373.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,far_month
科创50ETF华夏,9月,-0.07392925010963287,0.27889811013005916,0.2419075981419581,0.2419075981419581,0.004874551965250236,0.5584136183511159,0.0003630044116125982,0.3219294117647059,0.33799999999999997,0.31420000000000003,259558829.0,23033978.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,True,False,primary_analysis
科创50ETF易方达,10月,0.0,0.2813117722134458,0.19524410581458448,0.19524410581458448,0.03430729433095225,0.038885546866927544,0.001873982641701616,0.0001,0.0001,0.0001,55741178.0,35324590.0,2026-09-22,9月,9月,,10月,3月,front_retained_roll_not_confirmed,9月 DTE=1，换月接管未确认，仍使用前月,medium,1.0,False,False,next_month
