underlying,contract_month,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value,trade_date
上证50ETF华夏,12月,0.32624014199447343,0.21895337270532833,0.2964127172660008,0.2964127172660008,0.05662220360088454,,0.0051480279389785055,0.0022897243589743593,0.001505,0.0022519999999999997,102887942.0,,2026-07-24
上证50ETF华夏,3月,0.367765292870266,0.17405793355357618,0.25784824638537696,0.25784824638537696,0.06895124316637656,,0.0037468687197568535,0.0023411670886075947,0.001478,0.002339,4312134.0,,2026-07-24
上证50ETF华夏,8月,0.20035143017589632,0.25678303551730025,0.30305812513693803,0.30305812513693803,0.05530170701871366,,0.004399342025442712,0.0019715357142857143,0.001586,0.001981,301103436.0,,2026-07-24
上证50ETF华夏,9月,0.27576808175908274,0.19112012387174918,0.2899070002701904,0.2899070002701904,0.05276470191206226,,0.002841120607477775,0.0020959641025641027,0.001549,0.002127,254063484.0,,2026-07-24
中证500ETF南方,12月,-0.620647504842188,-0.18308104814111273,0.21414076936320667,0.21414076936320667,0.026990920693610743,,-0.00810280375871497,0.0033416713735558413,0.002075,1e-06,596104897.0,,2026-07-24
中证500ETF南方,3月,0.469895828108399,0.1328315620887506,0.46641418514579874,0.46641418514579874,0.0335102550454633,,-0.0028562376929476257,0.003573132382892057,0.0018899999999999998,0.003569,53717168.0,,2026-07-24
中证500ETF南方,8月,0.26108883448169573,-0.20514536591715754,0.12364697263158034,0.12364697263158034,0.025813238360553593,,-0.0028533696769912796,0.0032441065573770487,0.002625,0.0034720000000000003,1633954772.0,,2026-07-24
中证500ETF南方,9月,0.2972544275422435,-0.38130854133280906,-0.2185384628368094,-0.2185384628368094,0.03397305725395709,,-0.007149668815637037,0.003236284848484849,0.002506,0.003468,979091365.0,,2026-07-24
中证500ETF嘉实,12月,0.37294942267314785,0.09435544022495172,0.3290620286116766,0.3290620286116766,0.031373937459581856,,-0.0021644933245961563,0.0033248476190476193,0.002187,0.003427,130263280.0,,2026-07-24
中证500ETF嘉实,3月,0.46849939260953366,0.2706735366435184,0.5761481824995803,0.5761481824995803,0.037714809638512044,,0.003531181536639269,0.003737464824120603,0.0018989999999999999,0.00365,17712485.0,,2026-07-24
中证500ETF嘉实,8月,0.2509836870933825,-0.021261625779098577,0.28663765450762707,0.28663765450762707,0.025476354029086934,,-0.0010643990333075001,0.003004179310344828,0.002764,0.003518,127602521.0,,2026-07-24
中证500ETF嘉实,9月,0.2836755560666192,-0.17323671211453315,0.1260317408882544,0.1260317408882544,0.02549491283372731,,-0.003918323325913531,0.0032501919191919196,0.0025329999999999997,0.0034549999999999997,153169851.0,,2026-07-24
创业板ETF易方达,12月,0.19141243034098576,-0.007465997204579993,0.16247068100029946,0.16247068100029946,0.02611265392197608,,-0.004441791318957375,0.0039025678670360107,0.003564,0.004311,287771286.0,,2026-07-24
