trade_date,market_type,underlying,contract_month,underlying_price,gamma_regime,price_wall,call_wall,put_wall,price_wall_distance,front_month_concentration,expiry_structure_state,primary_month,expiring_month,primary_selection_reason,primary_selection_confidence,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role,put_skew,risk_reversal_25d,iv_surface_state,primary_iv_surface_state,wall_lifecycle_state,iv_surface_bias,delta_bias,normalized_net_gex,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,market_structure_state,state_confidence
2026-09-11,ETF,上证50ETF华夏,10月,2.981,Positive Gamma,3.0,3.0,3.0,0.006373700100637425,0.7263317288214145,normal_expiry_structure,9月,,front_month_default,medium,False,False,next_month,0.06910000000000002,-0.055600000000000024,front_iv_inversion,front_iv_inversion,new_wall,0.33313958911875097,0.07875348654369681,0.21950301464277386,0.0668512691884655,0.018191042561560556,0.0009469601208988802,mixed_or_unclear_structure,1.0
2026-09-11,ETF,上证50ETF华夏,12月,2.981,Positive Gamma,3.0,3.0,2.7,0.006373700100637425,0.7263317288214145,low_expiry_influence,9月,,front_month_default,medium,False,False,other_month,0.11819999999999999,-0.0837,front_iv_inversion,front_iv_inversion,new_wall,0.40600873525125974,0.060380720723913144,0.3111501757551255,0.052261075754865896,0.009133448823940588,-0.0011983416211820972,mixed_or_unclear_structure,1.0
2026-09-11,ETF,上证50ETF华夏,3月,2.981,Positive Gamma,3.0,3.0,2.8,0.006373700100637425,0.7263317288214145,low_expiry_influence,9月,,front_month_default,medium,False,False,far_month,0.1511,-0.10089999999999999,put_skew_elevated,front_iv_inversion,new_wall,0.44224614192811856,0.17808576681933522,0.3855363925815294,0.07052165763669876,0.0043994986872347,0.004592584738094951,mixed_or_unclear_structure,1.0
2026-09-11,ETF,上证50ETF华夏,9月,2.981,Positive Gamma,3.0,3.0,3.0,0.006373700100637425,0.7263317288214145,front_month_concentrated,9月,,front_month_default,medium,True,False,primary_analysis,0.032299999999999995,-0.018600000000000005,front_iv_inversion,front_iv_inversion,new_wall,0.12954364552931819,0.03003791893152578,0.14328095822582493,0.03987842362441071,0.07732888645366749,-0.0004359709442632611,wall_compression,1.0
2026-09-11,ETF,中证500ETF南方,10月,7.611,Positive Gamma,7.75,8.0,6.75,0.018263040336355285,0.7941167917531682,low_expiry_influence,9月,,front_month_default,medium,False,False,next_month,0.0,0.0,front_iv_inversion,front_iv_inversion,new_wall,0.0,0.0516710365365805,0.005433666313801981,0.05302723252850508,0.033150482174855646,-0.0010570771942464063,mixed_or_unclear_structure,1.0
2026-09-11,ETF,中证500ETF南方,12月,7.611,Positive Gamma,7.75,8.0,6.5,0.018263040336355285,0.7941167917531682,normal_expiry_structure,9月,,front_month_default,medium,False,False,other_month,0.1813,-0.14559999999999998,front_iv_inversion,front_iv_inversion,new_wall,0.4502164502164502,-0.08837091880726,0.2006414580291884,0.03302330971377987,0.0092515454905262,-0.004662296887397651,mixed_or_unclear_structure,1.0
2026-09-11,ETF,中证500ETF南方,3月,7.611,Positive Gamma,7.75,7.75,7.75,0.018263040336355285,0.7941167917531682,low_expiry_influence,9月,,front_month_default,medium,False,False,far_month,0.24869999999999998,-0.18599999999999997,put_skew_elevated,front_iv_inversion,new_wall,0.5212936798406193,0.21405448076438408,0.3676864435964143,0.02860385793184263,0.004222986806909509,-0.0004002250137598703,mixed_or_unclear_structure,1.0
2026-09-11,ETF,中证500ETF南方,9月,7.611,Positive Gamma,7.75,7.75,7.5,0.018263040336355285,0.7941167917531682,front_month_concentrated,9月,,front_month_default,medium,True,False,primary_analysis,0.0794,-0.07619999999999999,front_iv_inversion,front_iv_inversion,new_wall,0.2743447890112927,-0.24812395417400226,0.005711987059078756,0.023188440873015647,0.08049816470023446,-0.0018435053029869576,mixed_or_unclear_structure,1.0
2026-09-11,ETF,中证500ETF嘉实,10月,3.085,Positive Gamma,3.1,3.1,2.9,0.004862236628849326,0.6502633884165396,normal_expiry_structure,9月,,front_month_default,medium,False,False,next_month,0.11389999999999997,-0.09809999999999999,front_iv_inversion,front_iv_inversion,new_wall,0.34412134016303575,-0.006117232451745035,0.09058688526537874,0.04146120355104926,0.01763374683268078,-0.001314545622259266,mixed_or_unclear_structure,1.0
2026-09-11,ETF,中证500ETF嘉实,12月,3.085,Positive Gamma,3.1,3.1,2.8,0.004862236628849326,0.6502633884165396,normal_expiry_structure,9月,,front_month_default,medium,False,False,other_month,0.18129999999999996,-0.14659999999999995,front_iv_inversion,front_iv_inversion,new_wall,0.4507187922593776,0.14155351397610477,0.43640785834220475,0.04013208615414791,0.009448010284198696,-0.00022983123478452212,mixed_or_unclear_structure,1.0
2026-09-11,ETF,中证500ETF嘉实,3月,3.085,Positive Gamma,3.1,3.1,3.1,0.004862236628849326,0.6502633884165396,low_expiry_influence,9月,,front_month_default,medium,False,False,far_month,0.23529999999999995,-0.18709999999999996,put_skew_elevated,front_iv_inversion,new_wall,0.49370011214460047,0.08074992324695482,0.3628710211615454,0.031700210847435226,0.0038219092275689525,-0.003450215535910596,mixed_or_unclear_structure,1.0
2026-09-11,ETF,中证500ETF嘉实,9月,3.085,Negative Gamma,3.2,3.1,3.0,0.037277147487844386,0.6502633884165396,front_month_concentrated,9月,,front_month_default,medium,True,False,primary_analysis,0.0668,-0.07049999999999998,front_iv_inversion,front_iv_inversion,new_wall,0.2493050872547245,-0.20761360958911357,-0.035124089542790664,0.021971802530667432,0.08659987222085311,-0.0016653884015207683,negative_gamma_risk_expansion,1.0
2026-09-11,ETF,创业板ETF易方达,10月,3.341,Positive Gamma,3.4,3.4,3.3,0.01765938341813822,0.8085233645018362,normal_expiry_structure,9月,,front_month_default,medium,False,False,next_month,0.07380000000000003,-0.06930000000000003,front_iv_inversion,front_iv_inversion,new_wall,0.20960085578658827,-0.034084041152168336,0.08312559951629156,0.03643756100005903,0.01760926541944613,-0.001760242539105473,mixed_or_unclear_structure,1.0
2026-09-11,ETF,创业板ETF易方达,12月,3.341,Positive Gamma,3.3,3.5,2.95,-0.012271774917689382,0.8085233645018362,low_expiry_influence,9月,,front_month_default,medium,False,False,other_month,0.12290000000000001,-0.09560000000000002,front_iv_inversion,front_iv_inversion,new_wall,0.2698558198221562,-0.11451479142465323,0.14317457138695563,0.03308535661709184,0.008824121458982549,-0.004861920628128138,mixed_or_unclear_structure,1.0
2026-09-11,ETF,创业板ETF易方达,3月,3.341,Positive Gamma,3.5,3.5,2.95,0.04759054175396571,0.8085233645018362,low_expiry_influence,9月,,front_month_default,medium,False,False,far_month,0.15889999999999999,-0.11580000000000001,put_skew_elevated,front_iv_inversion,new_wall,0.28698884758364324,0.06687864977359831,0.18353555853749373,0.03575199968467881,0.0037004228865885227,-0.003952408516654777,mixed_or_unclear_structure,1.0
