trade_date,price_code,underlying,spot_name,underlying_price,prev_close,open_price,high_price,low_price,change,pct_change,turnover_rate,amount,market_value
2026-09-07,SH510050,上证50ETF华夏,上证50ETF华夏,3.018,3.037,3.042,3.05,3.01,-0.019,-6.3e-05,0.0867,1678551185.0,
2026-09-07,SH510300,沪深300ETF华泰柏瑞,沪深300ETF华泰柏瑞,4.634,4.616,4.635,4.649,4.612,0.018,3.9e-05,0.0525,4602371534.0,
2026-09-07,SZ159919,沪深300ETF嘉实,沪深300ETF嘉实,4.843,4.82,4.834,4.854,4.814,0.023,4.7999999999999994e-05,0.0258,779290452.1,
2026-09-07,SH510500,中证500ETF南方,中证500ETF南方,7.771,7.673,7.704,7.822,7.7,0.098,0.000128,0.1602,5158719179.0,
2026-09-07,SZ159922,中证500ETF嘉实,中证500ETF嘉实,3.155,3.112,3.117,3.174,3.117,0.043,0.000138,0.0487,413987767.256,
2026-09-07,SZ159901,深证100ETF易方达,深证100ETF易方达,3.557,3.49,3.508,3.566,3.505,0.067,0.00019199999999999998,0.0708,253211455.6,
2026-09-07,SZ159915,创业板ETF易方达,创业板ETF易方达,3.414,3.305,3.338,3.427,3.335,0.109,0.00033,0.33149999999999996,7429465183.854,
2026-09-07,SH588000,科创50ETF华夏,科创50ETF华夏,1.705,1.668,1.683,1.716,1.668,0.037,0.000222,0.1244,6279827625.0,
2026-09-07,SH588080,科创50ETF易方达,科创50ETF易方达,1.652,1.618,1.629,1.665,1.616,0.034,0.00021,0.0444,1366078409.0,
