trade_date,market_type,underlying,commodity,exchange,contract_month,underlying_price,call_wall,put_wall,call_oi_wall,put_oi_wall,max_gamma_strike,gex_flip,price_wall,net_gex,total_abs_gex,total_oi,total_volume,total_amount,call_gex_total,put_gex_abs_total,gex_ratio,call_gex_share,put_gex_share,call_wall_distance,put_wall_distance,price_wall_distance,gamma_regime,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value,month_total_abs_gex,month_net_gex,month_total_oi,month_total_volume,month_rank,month_count,expiry_role,expiry_gex_share,near_gex_ratio,next_gex_ratio,front_month_concentration,expiry_pressure,expiry_structure_state,risk_reversal_25d,put_skew,call_skew,smile_curvature,iv_min,iv_max,iv_std,near_atm_iv,next_atm_iv,iv_term_slope,iv_surface_state
2026-07-28,ETF,上证50ETF华夏,,,12月,3.022,3.0,2.7,3.5,2.7,3.0,3.1,3.0,24027940.475117877,84318392.88703443,100107.0,53280.0,,54173166.68107615,30145226.205958273,1.7970728204510436,0.642483387386838,0.35751661261316187,-0.007279947054930402,-0.10655195234943737,-0.007279947054930402,Positive Gamma,0.32169952736767593,0.16054652024758495,0.2849667747736762,0.2849667747736762,0.05526614980302161,,0.0023443181090189937,0.0022878491803278687,0.001558,0.002294,111015224.0,,84318392.88703443,24027940.475117877,100107.0,53280.0,4.0,4.0,far,0.048371964762726025,0.003160620439732442,0.700413806006513,0.003160620439732442,0.024185982381363012,low_expiry_influence,-0.0007360000000000001,0.001156,0.0004199999999999998,0.0007879999999999999,1e-06,0.0036369999999999996,0.0010678370526510553,0.0009480000000000001,,,normal_iv_surface
2026-07-28,ETF,上证50ETF华夏,,,3月,3.022,3.1,2.85,3.1,2.85,2.85,3.2,3.0,1398373.2560671994,5509357.275673598,7130.0,5197.0,,3453865.265870399,2055492.0098031994,1.680310723368409,0.6269089284009294,0.3730910715990707,0.02581072137657192,-0.05691594970218394,-0.007279947054930402,Positive Gamma,0.36804349361011085,0.12890568751185072,0.2538178568018586,0.2538178568018586,0.06670196794512422,,0.0007753131787309299,0.002366568123393316,0.001461,0.002332,9227239.0,,5509357.275673599,1398373.2560671996,7130.0,5197.0,1.0,4.0,near,0.003160620439732442,0.003160620439732442,0.700413806006513,0.003160620439732442,0.003160620439732442,low_expiry_influence,-0.0008709999999999998,0.0013839999999999998,0.000513,0.0009484999999999999,1e-06,0.003285,0.0010283106076873626,0.0009480000000000001,0.001474,0.000526,normal_iv_surface
2026-07-28,ETF,上证50ETF华夏,,,8月,3.022,3.1,3.0,3.1,3.0,3.1,3.1,3.0,374708517.8996208,1220908986.6010242,743001.0,589448.0,,797808752.2503225,423100234.35070175,1.8856258812398345,0.6534547300461759,0.3465452699538241,0.02581072137657192,-0.007279947054930402,-0.007279947054930402,Positive Gamma,0.26366716255578754,0.22750237672961665,0.30690946009235176,0.30690946009235176,0.053703106598970936,,0.003544091565997878,0.0018318549618320614,0.001609,0.002092,337570285.0,,1220908986.6010242,374708517.89962065,743001.0,589448.0,2.0,4.0,next,0.700413806006513,0.003160620439732442,0.700413806006513,0.003160620439732442,0.3502069030032565,roll_migration_candidate,-0.00048300000000000014,0.0006180000000000001,0.00013499999999999992,0.0003765000000000001,1e-06,0.004453,0.001115585773953585,0.0009480000000000001,0.001363,0.000415,normal_iv_surface
2026-07-28,ETF,上证50ETF华夏,,,9月,3.022,3.1,3.0,3.6,2.65,3.1,3.2,3.0,101255689.67824809,432388507.3861112,483816.0,152689.0,,266822098.53217962,165566408.85393158,1.6115714557025835,0.6170887846792716,0.38291121532072836,0.02581072137657192,-0.007279947054930402,-0.007279947054930402,Positive Gamma,0.2791567541576627,0.10548643273157073,0.23417756935854328,0.23417756935854328,0.05018416018534044,,0.000652134045744626,0.001912903743315508,0.0016769999999999999,0.002211,272965353.0,,432388507.3861112,101255689.67824809,483816.0,152689.0,3.0,4.0,deferred,0.24805360879102845,0.003160620439732442,0.700413806006513,0.003160620439732442,0.12402680439551422,normal_expiry_structure,-0.000534,0.0008479999999999998,0.0003139999999999998,0.0005809999999999999,1e-06,0.004763,0.0012368119839320298,0.0009480000000000001,0.0011380000000000001,0.00019000000000000006,normal_iv_surface
2026-07-28,ETF,中证500ETF南方,,,12月,7.463,7.613,7.122,9.823,6.876,7.613,8.0,7.613,30998608.397171937,142014984.86721873,113237.0,91743.0,,86506796.63219534,55508188.2350234,1.5584510931238265,0.6091385124821689,0.3908614875178312,0.02009915583545485,-0.04569208093260091,0.02009915583545485,Positive Gamma,-0.6663190046934366,-0.1917882069316704,0.21827702496433768,0.21827702496433768,0.026161828812140315,,-0.007923298535367248,0.0033557500000000002,0.0022370000000000003,1e-06,637936710.0,,142014984.86721873,30998608.39717194,113237.0,91743.0,4.0,4.0,far,0.05926499064287396,0.0074017220293048965,0.6584942787831713,0.0074017220293048965,0.02963249532143698,low_expiry_influence,0.002236,-0.0018030000000000001,0.0004330000000000002,-0.0006849999999999998,1e-06,0.006392,0.0014797107545205382,0.0014069999999999998,,,normal_iv_surface
2026-07-28,ETF,中证500ETF南方,,,3月,7.463,8.0,7.75,6.75,7.75,7.75,6.75,7.75,7633869.651970251,17736532.65748867,14285.0,10380.0,,12685201.154729461,5051331.502759211,2.5112588923930983,0.7152018604590988,0.2847981395409013,0.07195497789092853,0.03845638483183711,0.03845638483183711,Positive Gamma,0.4490014743331993,0.2174229126539624,0.43040372091819756,0.43040372091819756,0.03086076192474173,,-0.0007634894339972523,0.0037304999999999994,0.0019690000000000003,0.003644,101502387.0,,17736532.65748867,7633869.651970251,14285.0,10380.0,1.0,4.0,near,0.0074017220293048965,0.0074017220293048965,0.6584942787831713,0.0074017220293048965,0.0074017220293048965,low_expiry_influence,-0.0016749999999999998,0.0022370000000000003,0.0005620000000000004,0.0013995000000000001,1e-06,0.0048259999999999996,0.0016406830220817696,0.0014069999999999998,0.002772,0.0013650000000000003,normal_iv_surface
2026-07-28,ETF,中证500ETF南方,,,8月,7.463,7.75,7.5,7.75,7.0,7.75,8.25,7.75,162999342.67502284,1577930815.8515098,745515.0,1276101.0,,870465079.2632664,707465736.5882436,1.230398921453197,0.5516497114567924,0.44835028854320774,0.03845638483183711,0.004957791772745468,0.03845638483183711,Positive Gamma,0.2448647059646961,-0.24272831302420989,0.10329942291358465,0.10329942291358465,0.024204169036422758,,-0.0027967085098891654,0.0031609292035398237,0.002865,0.003639,1750257484.0,,1577930815.8515098,162999342.67502287,745515.0,1276101.0,2.0,4.0,next,0.6584942787831713,0.0074017220293048965,0.6584942787831713,0.0074017220293048965,0.3292471393915857,roll_migration_candidate,-0.000774,0.0008669999999999997,9.299999999999977e-05,0.0004799999999999995,1e-06,0.0071860000000000005,0.0012377124127739424,0.0014069999999999998,0.0025009999999999998,0.001094,normal_iv_surface
2026-07-28,ETF,中证500ETF南方,,,9月,7.463,7.5,6.631,9.823,6.385,6.631,,7.5,-143171438.0958413,658588775.8691982,471071.0,143559.0,,257708668.8866785,400880106.9825197,0.6428572144087854,0.3913043743367133,0.6086956256632867,0.004957791772745468,-0.11148331770065656,0.004957791772745468,Negative Gamma,0.31462802051874056,-0.39534080537268,-0.21739125132657364,-0.21739125132657364,0.032156677110034504,,-0.006833415434342733,0.003076649048625793,0.002623,0.0035909999999999996,1089483154.0,,658588775.8691982,-143171438.0958413,471071.0,143559.0,3.0,4.0,deferred,0.2748390085446498,0.0074017220293048965,0.6584942787831713,0.0074017220293048965,0.1374195042723249,normal_expiry_structure,-0.0009679999999999997,0.0010899999999999998,0.00012200000000000015,0.0006059999999999998,1e-06,0.0064800000000000005,0.001350898678754162,0.0014069999999999998,0.001804,0.0003970000000000002,normal_iv_surface
2026-07-28,ETF,中证500ETF嘉实,,,12月,3.025,3.0,2.9,3.0,2.8,3.0,2.9,3.0,12821771.65575625,37414282.78135625,63213.0,8171.0,,25118027.21855625,12296255.562800001,2.0427378961239304,0.6713486228064942,0.32865137719350573,-0.008264462809917328,-0.04132231404958675,-0.008264462809917328,Positive Gamma,0.39372710334555755,0.06072315803476845,0.3426972456129885,0.3426972456129885,0.03129488401853211,,-0.003114407014377812,0.003416071661237785,0.002166,0.003511,127362287.0,,37414282.78135625,12821771.65575625,63213.0,8171.0,4.0,4.0,far,0.14211481125500525,0.025025183161329845,0.5314010958571531,0.025025183161329845,0.07105740562750262,normal_expiry_structure,-0.0013449999999999998,0.0018359999999999997,0.0004909999999999999,0.0011634999999999998,1e-06,0.0058909999999999995,0.0013944661135845086,0.001344,,,normal_iv_surface
2026-07-28,ETF,中证500ETF嘉实,,,3月,3.025,3.1,3.1,3.1,3.1,3.1,,3.1,3478605.24391875,6588330.03530625,10539.0,2697.0,,5033467.6396125,1554862.3956937501,3.2372431499744785,0.7639974944543781,0.23600250554562183,0.024793388429752206,0.024793388429752206,0.024793388429752206,Positive Gamma,0.5136922945809376,0.20177948725050804,0.5279949889087563,0.5279949889087563,0.03367087697869939,,0.00015845739435146606,0.003700658974358974,0.001959,0.00386,28802695.0,,6588330.03530625,3478605.2439187495,10539.0,2697.0,1.0,4.0,near,0.025025183161329845,0.025025183161329845,0.5314010958571531,0.025025183161329845,0.025025183161329845,low_expiry_influence,-0.0019010000000000003,0.002516,0.0006149999999999999,0.0015654999999999998,1e-06,0.004739,0.0015138869549666846,0.001344,0.0028510000000000002,0.0015070000000000003,normal_iv_surface
