underlying,contract_month,strike,underlying_price,call_gex,put_gex,net_gex,total_abs_gex,call_oi,put_oi,total_oi,call_volume,put_volume,total_volume,avg_iv,avg_delta,avg_gamma,liquidity_adjusted_call_gex,liquidity_adjusted_put_gex,liquidity_adjusted_net_gex,liquidity_adjusted_abs_gex,active_gex,stable_gex,avg_spread_bps,avg_liquidity_score,avg_pricing_quality_score,avg_volume_oi_ratio,avg_oi_change_rate,price_wall_score,in_price_range
上证50ETF华夏,12月,2.7,3.058,339269.3561928,-2399275.7209344,-2060006.3647416,2738545.0771271996,717.0,5152.0,5869.0,131.0,2956.0,3087.0,0.0012475000000000001,0.34985,0.502,96102.34204422543,-198055.3988773032,-101953.05683307778,294157.74092152866,-1314616.6213928,-745389.7433487999,74.32837259416432,0.6140522205960363,0.2929227053140095,0.37823174112286356,0.03421220305154343,0.4168848584274745,False
上证50ETF华夏,12月,2.75,3.058,258727.74130631992,-1898885.2619444397,-1640157.52063812,2157613.0032507596,474.0,3717.0,4191.0,21.0,1099.0,1120.0,0.0012645000000000002,0.3186,0.565,49318.866750256064,-209972.29669460116,-160653.4299443451,259291.16344485723,-549978.0303864,-1090179.49025172,98.27935222672168,0.5893709876934612,0.2635622684525506,0.16998617368709623,0.03598444238688141,0.3303518940806638,False
上证50ETF华夏,12月,2.8,3.058,884299.2993458798,-4691407.253702399,-3807107.9543565195,5575706.553048279,1433.0,8532.0,9965.0,249.0,1246.0,1495.0,0.0012844999999999998,0.2844,0.62395,184808.62536245916,-433319.3242010738,-248510.69883861463,618127.949563533,-531468.78210756,-3275639.1722489595,114.63854264708834,0.5222491225529842,0.2786706124843022,0.15989989167663693,-0.029628645265990742,0.5058945472184255,False
上证50ETF华夏,12月,2.85,3.058,634463.20898532,-2495819.2028703997,-1861355.9938850799,3130282.4118557195,927.0,4223.0,5150.0,178.0,749.0,927.0,0.0012785000000000001,0.24945,0.6819500000000001,121232.89468570291,-428668.06686001585,-307435.17217431293,549900.9615457187,-320835.76044871996,-1540520.2334363598,92.47487683157932,0.5998959635069785,0.3024872393046957,0.1846896624306049,0.04388501964251021,0.37557061937360214,False
上证50ETF华夏,12月,2.9,3.058,1296245.7733011597,-1305110.4923185997,-8864.719017439988,2601356.2656197594,1739.0,2113.0,3852.0,158.0,404.0,562.0,0.0012995000000000003,0.21079999999999996,0.7288,177298.3721247212,-246722.46037726468,-69424.08825254347,424020.8325019859,-131760.90578728,122896.18676983984,100.48892814727924,0.5760196902823319,0.28147428229665056,0.14102708200038808,0.0038405718647686743,0.3213317135311722,False
上证50ETF华夏,12月,2.95,3.058,1360666.6653016796,-964859.3364194399,395807.32888223976,2325526.0017211195,1062.0,1518.0,2580.0,148.0,302.0,450.0,0.001759,0.24829999999999997,1.0249000000000001,127653.21149746589,-219749.73352079888,-92096.52202333299,347402.94501826476,-2332.7912634400127,398140.1201456798,62.362834681886085,0.6177708683017731,0.25381340473439157,0.16915284011820492,0.006046311963086995,0.28111633919442125,True
上证50ETF华夏,12月,3.0,3.058,8858988.127526237,-1532131.40533288,7326856.722193357,10391119.532859117,6452.0,2402.0,8854.0,1958.0,518.0,2476.0,0.001936,0.16505,1.0752,903497.2089036447,-340943.403078666,562553.8058249787,1244440.6119823107,2358043.312731039,4968813.409462317,80.68369218439403,0.6059447956539876,0.2634218051623569,0.25956270683709015,0.08453773863561014,0.5739745938863666,True
上证50ETF华夏,12月,3.1,3.058,6730444.49386496,-1096330.0693817998,5634114.4244831605,7826774.56324676,4976.0,1733.0,6709.0,852.0,183.0,1035.0,0.002101,0.04899999999999999,1.06145,128619.09491159402,-241019.18868281602,-112400.093771222,369638.28359441005,1036629.8394421202,4597484.58504104,84.92678359879905,0.4763112810475202,0.22465300727032383,0.13840954759417623,0.0195244725002498,0.48807308856307485,True
上证50ETF华夏,12月,3.2,3.058,7408796.740052398,-1630928.56599288,5777868.174059519,9039725.306045279,6230.0,2709.0,8939.0,1148.0,71.0,1219.0,0.002268,-0.04459999999999997,0.9577500000000001,116434.77752981256,-428016.6609709374,-311581.8834411248,544451.43850075,1322471.5801255195,4455396.593933999,69.81751913817581,0.5529083705775312,0.23820965678259298,0.10523929805351284,0.012340902447693885,0.5337891774307382,True
上证50ETF华夏,12月,3.3,3.058,4637317.84216272,-1138563.54110136,3498754.30106136,5775881.38326408,4607.0,2077.0,6684.0,1959.0,13.0,1972.0,0.002464,-0.11725,0.8313,179269.67956976977,-295444.9677485124,-116175.28817874263,474714.64731828216,1964765.5278108,1533988.7732505598,66.24791819768754,0.5397495813375599,0.2701256751230722,0.21574075748121044,0.03433817260513673,0.48401855811260386,False
上证50ETF华夏,12月,3.4,3.058,2492982.3730873596,-692066.395548,1800915.9775393596,3185048.7686353596,3013.0,1350.0,4363.0,652.0,35.0,687.0,0.0026035000000000003,-0.1754,0.7165,346352.58763373626,-194699.81958783237,151652.76804590388,541052.4072215686,521528.00163464,1279387.9759047194,147.92457367363437,0.5301246500431579,0.3960392156862744,0.12116077245516343,-0.009221502821330834,0.36161630317493565,False
上证50ETF华夏,12月,3.5,3.058,4783228.8579002395,-416838.9205728,4366389.93732744,5200067.778473039,7062.0,906.0,7968.0,818.0,3.0,821.0,0.0028014999999999997,-0.2188,0.60815,877474.2208837768,-120047.8145632841,757426.4063204927,997522.0354470608,552666.92159096,3813723.0157364793,177.90039309026739,0.48150817904124593,0.4838520269746531,0.05957123378364946,0.015125496971873284,0.45548799677509466,False
上证50ETF华夏,7月,2.7,3.058,49786.66193599999,-1399819.8912332798,-1350033.2292972798,1449606.5531692798,550.0,15464.0,16014.0,327.0,1866.0,2193.0,0.0015705,0.4949,0.0968,33560.2557401328,-70958.52907395412,-37398.27333382132,104518.78481408692,-139312.13221727998,-1210721.09708,3383.0409356725145,0.4044886015380201,0.9444769140853302,0.3576064054931101,-0.14385717588966712,0.41309619095499756,False
上证50ETF华夏,7月,2.75,3.058,222143.52209279995,-1219319.1151961596,-997175.5931033597,1441462.6372889595,1010.0,11768.0,12778.0,698.0,1352.0,2050.0,0.0013335,0.4906,0.173,148419.6393778515,0.0,148419.6393778515,148419.6393778515,13436.039795199991,-1010611.6328985598,3383.0845771144277,0.43619354737278165,0.41923743500866534,0.4029884701590485,-0.08938385337378447,0.3944531136193246,False
上证50ETF华夏,7月,2.8,3.058,839724.9006761998,-4676454.983748239,-3836730.0830720398,5516179.88442444,1827.0,26334.0,28161.0,1638.0,8860.0,10498.0,0.0011865,0.4794,0.3407,561082.2836066644,0.0,561082.2836066644,561082.2836066644,-820523.2774067998,-3016206.8056652397,3382.7770910589206,0.4744131954102363,0.41100993377483447,0.6164994513451864,-0.14383746370064904,0.6489650291355691,False
上证50ETF华夏,7月,2.85,3.058,1937783.5696933996,-21981706.544333354,-20043922.974639952,23919490.114026755,2327.0,44911.0,47238.0,2813.0,20230.0,23043.0,0.0011780000000000002,0.45230000000000004,0.70695,1386576.0980201033,0.0,1386576.0980201033,1386576.0980201033,-7963797.855611397,-12080125.119028557,522.702104097453,0.6028799853767633,0.38653945332645684,0.8296495192128879,-0.0678681546038719,0.8328684514304451,False
上证50ETF华夏,7月,2.9,3.058,11170915.562745837,-29157214.993705034,-17986299.430959195,40328130.55645087,8483.0,27698.0,36181.0,15875.0,43316.0,59191.0,0.0011375,0.4034,1.26695,6146394.669700083,0.0,6146394.669700083,6146394.669700083,-17986299.430959195,0.0,174.28996644352225,0.7079754342525897,0.3186206896551723,1.717628632875798,-0.003316157697834059,0.882552606649398,False
上证50ETF华夏,7月,2.95,3.058,36616041.531157434,-69981272.50959504,-33365230.978437603,106597314.04075247,20004.0,35982.0,55986.0,59871.0,73819.0,133690.0,0.0010860000000000002,0.32325000000000004,2.0186,12087520.046674194,0.0,12087520.046674194,12087520.046674194,-33365230.978437603,0.0,74.00838158832872,0.8053435592796017,0.18213925327951563,2.522252482136556,-0.02209404386327331,0.9433932931232457,True
上证50ETF华夏,7月,3.0,3.058,194165007.81664795,-200674914.04356438,-6509906.226916432,394839921.8602123,86280.0,67385.0,153665.0,170718.0,118431.0,289149.0,0.0010805000000000003,0.1994,2.79555,0.0,0.0,0.0,0.0,-6509906.226916432,0.0,37.243043635542655,0.8391978131535813,0.0,1.868089271857901,-0.07750243217759131,0.9888719983270873,True
上证50ETF华夏,7月,3.1,3.058,696964678.7258469,-116570833.82606375,580393844.8997831,813535512.5519106,160998.0,42003.0,203001.0,170039.0,57357.0,227396.0,0.0021445,-0.14784999999999998,3.7985499999999996,0.0,-68456761.43382776,-68456761.43382776,68456761.43382776,580393844.8997831,0.0,94.38852795637358,0.8487127801193732,0.38707482993197273,1.2108506476422205,-0.10992388678775356,0.993418647166362,True
上证50ETF华夏,7月,3.2,3.058,170415295.1760459,-10395724.33152,160019570.8445259,180811019.5075659,112021.0,6400.0,118421.0,67230.0,6227.0,73457.0,0.0028345,-0.3428,1.6819000000000002,0.0,-7973654.622193496,-7973654.622193496,7973654.622193496,92160932.46762599,67858638.3768999,259.3545369504214,0.5414269003291484,0.461298377028714,0.7865620390094268,-0.06934591415352323,0.9671954528224821,True
上证50ETF华夏,7月,3.3,3.058,44114254.33053231,-1881015.6469631996,42233238.68356911,45995269.977495514,80833.0,1840.0,82673.0,17417.0,537.0,17954.0,0.003723,-0.39699999999999996,0.8384,0.0,-997979.704069381,-997979.704069381,997979.704069381,8956280.840745918,33276957.842823196,650.0626566416041,0.42807989252453094,0.4348998459167951,0.25365837792786955,-0.0439688839987617,0.8762867536556311,False
上证50ETF华夏,7月,3.4,3.058,12943531.039843798,-793613.2312785599,12149917.808565238,13737144.271122357,49135.0,1071.0,50206.0,13280.0,77.0,13357.0,0.004757,-0.4114,0.53705,1893742.3670962716,-383012.6703119256,1510729.696784346,2276755.0374081973,3441265.6687076795,8708652.139857559,572.1300335386578,0.3717828438824323,0.8233241505968778,0.17108559783602734,-0.05426919356351162,0.7764940789027113,False
上证50ETF华夏,7月,3.5,3.058,8902055.740914598,-187434.43838855994,8714621.302526038,9089490.179303158,55833.0,318.0,56151.0,4828.0,29.0,4857.0,0.006047499999999999,-0.40880000000000005,0.4004,0.0,-89056.12905184216,-89056.12905184216,89056.12905184216,752686.8932189199,7961934.4093071185,1478.6694464324617,0.3045459201213219,0.42703045685279195,0.08883356329809686,0.005511195780182176,0.7024873118848564,False
上证50ETF华夏,8月,2.8,3.058,2283013.0177315995,-17344203.35813616,-15061190.340404559,19627216.375867758,3046.0,23588.0,26634.0,1428.0,14838.0,16266.0,0.001159,0.3772,0.7939,927846.4403366885,-4908450.973829813,-3980604.533493125,5836297.414166502,-9840045.14855736,-5221145.1918472005,37.17583790338195,0.6727142575509475,0.5085601327261816,0.5489301124769252,0.2660701213247975,0.7759674715964341,False
