trade_date,market_type,underlying,contract_month,underlying_price,call_wall,put_wall,price_wall,gex_flip,net_gex,total_abs_gex,total_oi,total_volume,call_wall_distance,put_wall_distance,price_wall_distance,gamma_regime,gex_ratio,call_gex_share,put_gex_share,market_bias_label
2026-07-09,ETF,上证50ETF华夏,12月,3.089,3.0,2.8,3.2,3.1,15362427.257002726,54699316.04301781,70225.0,8225.0,-0.028811913240530895,-0.09355778569116224,0.03593395921010045,Positive Gamma,1.781069765866401,0.6404261366350639,0.359573863364936,
2026-07-09,ETF,上证50ETF华夏,7月,3.089,3.1,3.0,3.1,3.1,804172631.0243636,1755743647.1953459,927227.0,961104.0,0.0035610229847846675,-0.028811913240530895,0.0035610229847846675,Positive Gamma,2.690199926980262,0.7290119723084182,0.2709880276915817,
2026-07-09,ETF,上证50ETF华夏,8月,3.089,3.1,3.0,3.1,3.2,66523584.20324298,288373029.32492894,221922.0,147370.0,0.0035610229847846675,-0.028811913240530895,0.0035610229847846675,Positive Gamma,1.5997182834219337,0.6153429368186275,0.38465706318137255,
2026-07-09,ETF,上证50ETF华夏,9月,3.089,3.1,2.7,3.2,3.2,112522422.29017903,331665596.17473555,390448.0,318666.0,0.0035610229847846675,-0.1259307219164778,0.03593395921010045,Positive Gamma,2.026930661773251,0.6696323399049465,0.3303676600950532,
2026-07-09,ETF,中证500ETF南方,12月,8.804,8.5,10.0,8.5,8.75,32385446.194057122,109384583.33741297,70069.0,9857.0,-0.0345297592003635,0.1358473421172195,-0.0345297592003635,Positive Gamma,1.841189846939775,0.6480347833577215,0.35196521664227853,
2026-07-09,ETF,中证500ETF南方,7月,8.804,9.0,8.75,8.75,9.0,789804784.7234558,3088368482.1701894,710881.0,1629041.0,0.0222626079054975,-0.006133575647432998,-0.006133575647432998,Positive Gamma,1.6872159214911282,0.6278676410025498,0.37213235899744995,
2026-07-09,ETF,中证500ETF南方,8月,8.804,9.25,8.5,9.0,9.0,96026558.38511777,346053229.6040147,116232.0,118156.0,0.050658791458428,-0.0345297592003635,0.0222626079054975,Positive Gamma,1.768130519172069,0.6387453578962405,0.3612546421037596,
2026-07-09,ETF,中证500ETF南方,9月,8.804,9.0,6.75,9.0,9.75,34453587.639914885,506743001.35713124,381248.0,284719.0,0.0222626079054975,-0.23330304407087687,0.0222626079054975,Positive Gamma,1.1459003172175442,0.533995129234783,0.4660048707652171,
2026-07-09,ETF,中证500ETF嘉实,12月,3.504,3.5,3.3,3.4,2.95,7268122.83635712,16157566.77124608,22546.0,3384.0,-0.0011415525114155667,-0.05821917808219179,-0.029680365296803735,Positive Gamma,2.6352255303239973,0.724913903784431,0.275086096215569,
2026-07-09,ETF,中证500ETF嘉实,7月,3.504,3.5,3.5,3.5,3.5,159923433.39358464,357132651.35802627,213367.0,267446.0,-0.0011415525114155667,-0.0011415525114155667,-0.0011415525114155667,Positive Gamma,2.6218657022657035,0.7238992049389248,0.2761007950610751,
2026-07-09,ETF,中证500ETF嘉实,8月,3.504,3.5,3.4,3.4,3.4,11056816.903104,39224527.743674874,33115.0,29827.0,-0.0011415525114155667,-0.029680365296803735,-0.029680365296803735,Positive Gamma,1.7850703215242119,0.6409426389446712,0.359057361055329,
2026-07-09,ETF,中证500ETF嘉实,9月,3.504,3.9,2.8,3.6,3.7,18214025.54524416,55399067.15311872,79221.0,19669.0,0.11301369863013688,-0.20091324200913252,0.027397260273972712,Positive Gamma,1.9796426066866113,0.6643892801922279,0.33561071980777213,
2026-07-09,ETF,创业板ETF易方达,12月,4.04,4.5,3.2,3.9,4.2,10163360.105376,37656350.061119996,69413.0,16644.0,0.11386138613861396,-0.20792079207920788,-0.034653465346534684,Positive Gamma,1.739341928377827,0.6349488212330704,0.3650511787669297,
2026-07-09,ETF,创业板ETF易方达,7月,4.04,4.2,3.9,4.0,4.2,330149997.315408,1584743022.8652642,1201899.0,2240797.0,0.03960396039603964,-0.034653465346534684,-0.00990099009900991,Positive Gamma,1.5263061257186756,0.6041651525048163,0.3958348474951835,
2026-07-09,ETF,创业板ETF易方达,8月,4.04,4.3,3.8,4.0,4.4,40130410.99553599,197182360.28487998,212859.0,229371.0,0.06435643564356441,-0.05940594059405946,-0.00990099009900991,Positive Gamma,1.5110463280096176,0.6017596374684769,0.3982403625315232,
2026-07-09,ETF,创业板ETF易方达,9月,4.04,3.9,2.9,3.9,4.8,6702456.715983996,191609882.70190403,414072.0,184946.0,-0.034653465346534684,-0.2821782178217822,-0.034653465346534684,Positive Gamma,1.0724952681618567,0.5174898513100477,0.4825101486899522,
2026-07-09,ETF,沪深300ETF华泰柏瑞,12月,4.916,5.0,4.5,5.0,4.9,19278049.21268368,64075368.151312485,55448.0,5110.0,0.01708706265256299,-0.08462164361269331,0.01708706265256299,Positive Gamma,1.860678704415062,0.6504326059208823,0.3495673940791178,
2026-07-09,ETF,沪深300ETF华泰柏瑞,7月,4.916,5.0,4.9,4.9,4.9,649076591.3292452,2102320594.3474126,693882.0,886729.0,0.01708706265256299,-0.0032546786004882255,-0.0032546786004882255,Positive Gamma,1.8932795731222172,0.6543714581578189,0.34562854184218106,
2026-07-09,ETF,沪深300ETF华泰柏瑞,8月,4.916,5.0,4.6,5.0,5.0,68736979.37526688,314234447.3104135,160470.0,123351.0,0.01708706265256299,-0.0642799023596421,0.01708706265256299,Positive Gamma,1.5599811676544482,0.6093721263909774,0.3906278736090227,
2026-07-09,ETF,沪深300ETF华泰柏瑞,9月,4.916,5.0,4.7,5.0,5.0,109868092.84267956,370184610.53064823,319965.0,179340.0,0.01708706265256299,-0.04393816110659077,0.01708706265256299,Positive Gamma,1.8441115747743229,0.6483963537614206,0.3516036462385794,
2026-07-09,ETF,沪深300ETF嘉实,12月,5.127,5.25,4.6,5.25,5.25,5260051.296006209,17679482.32215231,15483.0,1766.0,0.023990637799883086,-0.10278915545153111,0.023990637799883086,Positive Gamma,1.8470679993201695,0.6487614625857961,0.3512385374142039,
2026-07-09,ETF,沪深300ETF嘉实,7月,5.127,5.25,5.0,5.25,5.25,189485380.4223494,363035453.8688415,145331.0,115725.0,0.023990637799883086,-0.02477082114296858,0.023990637799883086,Positive Gamma,3.1836392997064373,0.7609736575353976,0.23902634246460233,
2026-07-09,ETF,沪深300ETF嘉实,8月,5.127,5.0,5.0,5.0,5.25,10777937.44842504,48324691.35217386,25973.0,14239.0,-0.02477082114296858,-0.02477082114296858,-0.02477082114296858,Positive Gamma,1.5741075500723336,0.6115158436282511,0.38848415637174893,
