underlying,contract_month,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value,trade_date
上证50ETF华夏,12月,0.3511391551466693,0.1183994519792497,0.31422063683015433,0.31422063683015433,0.05796382511354123,0.007964246570394235,0.0008319633969950769,0.19992074074074073,0.13449999999999998,0.2047,151275886.0,81833604.0,2026-08-24
上证50ETF华夏,3月,0.3866218039799904,0.09215521267816983,0.2521226271698171,0.2521226271698171,0.06999116270359672,0.003769562644653235,-0.0005859457986647612,0.21778388888888886,0.132,0.2162,22240965.0,17820635.0,2026-08-24
上证50ETF华夏,8月,0.15182845448883353,-0.03594742378021707,0.20965238627786037,0.20965238627786037,0.02343232034808792,0.40649269069435845,-0.00044200536407205336,0.15609722222222222,0.1429,0.1666,79356503.0,13383419.0,2026-08-24
上证50ETF华夏,9月,0.28101523045891574,-0.04894232806227004,0.09315859281949025,0.09315859281949025,0.050741349020447954,0.029995212722341163,-0.0016360602609785547,0.14910223880597015,0.13470000000000001,0.1766,349645434.0,154856278.0,2026-08-24
中证500ETF南方,12月,0.4623640365480127,-0.030655260023415978,0.26098034476742404,0.26098034476742404,0.03144421855934104,0.007444633122442479,-0.004194286669009205,0.34626395511921465,0.18789999999999998,0.348,764762939.0,366677035.0,2026-08-24
中证500ETF南方,3月,0.5215185157502511,0.26962397740800537,0.39927648785595987,0.39927648785595987,0.02947963462457429,0.0036501294350398767,0.0012706234198166441,0.3660464475079533,0.168,0.3589,349018437.0,154622736.0,2026-08-24
中证500ETF南方,8月,0.254888204784542,-0.17758631254103077,0.06016982288372737,0.06016982288372737,0.010538697011595627,0.3512716888899049,-0.00041430862513247086,0.2781611650485437,0.2305,0.3014,506477508.0,81319457.0,2026-08-24
中证500ETF南方,9月,0.4509129955008942,-0.1821368152673496,0.08484443369365705,0.08484443369365705,0.03251525167069921,0.030683839327792565,-0.0027083024935466624,0.2812072423398329,0.22190000000000001,0.34869999999999995,1240578188.0,650093614.0,2026-08-24
中证500ETF嘉实,12月,0.47285851071665314,0.1722340530659063,0.3638793515820922,0.3638793515820922,0.036167268558622935,0.007464391382090662,0.0003063955589050275,0.339425,0.1925,0.353,108555751.0,57173449.0,2026-08-24
中证500ETF嘉实,3月,0.572384721583065,0.13810307686879142,0.3201356822357954,0.3201356822357954,0.0376900860840889,0.0037175361843566593,-0.0020579106142509292,0.3555301047120419,0.15710000000000002,0.36060000000000003,51626149.0,33945332.0,2026-08-24
中证500ETF嘉实,8月,0.19647192797748214,-0.09928827134874309,0.11640054051333207,0.11640054051333207,0.0081467095584592,0.47632968614487653,-0.00015605142447026326,0.25856111111111113,0.2281,0.2789,67862245.0,6527311.0,2026-08-24
中证500ETF嘉实,9月,0.45577316029095705,-0.02639315415898131,0.259262855606376,0.259262855606376,0.03315497470278239,0.03528928456752838,-0.0014223289276718788,0.2775503496503497,0.2229,0.3494,101436452.0,47079957.0,2026-08-24
创业板ETF易方达,12月,0.31159466179138917,-0.01678868892078586,0.23898167538192713,0.23898167538192713,0.03421307632344184,0.007669697551005844,-0.003675465183813586,0.34371577287066235,0.2898,0.3969,337243570.0,212873844.0,2026-08-24
创业板ETF易方达,3月,0.32864450127877237,0.14477017597983338,0.2124382714060146,0.2124382714060146,0.03548051634288833,0.0034987494888920534,-0.0016643790002866625,0.391,0.2698,0.3983,63907920.0,50268246.0,2026-08-24
创业板ETF易方达,8月,0.1784099988918632,-0.32486016438891363,-0.0008015673491015275,-0.0008015673491015275,0.00730102192879971,0.408314523094348,-0.00047493983584315105,0.37273695652173916,0.3433,0.40979999999999994,511970110.0,71243557.0,2026-08-24
创业板ETF易方达,9月,0.22164435174594627,-0.12706421561017459,0.032470339396005306,0.032470339396005306,0.025742354249148718,0.0315808493487229,-0.0019325477149653143,0.3762784810126582,0.3256,0.409,853514243.0,419147625.0,2026-08-24
沪深300ETF华泰柏瑞,12月,0.3998479224662337,0.033257978976266464,0.36461844133710297,0.36461844133710297,0.04756268989366774,0.007822655709492242,-0.002469372210234041,0.23734023529411766,0.1456,0.24050000000000002,268379144.0,138356594.0,2026-08-24
沪深300ETF华泰柏瑞,3月,0.43130696489338055,0.20274030116610328,0.41770390173618804,0.41770390173618804,0.058653098552171136,0.003688696297657805,0.004276192225699664,0.2596758436944938,0.141,0.253,61551957.0,44841317.0,2026-08-24
沪深300ETF华泰柏瑞,8月,0.17894725630538533,-0.20809786369575936,0.12431286666785112,0.12431286666785112,0.018754618901928168,0.4423277148444652,-0.0002599901770695662,0.17714716981132075,0.16219999999999998,0.19390000000000002,100888427.0,14828483.0,2026-08-24
沪深300ETF华泰柏瑞,9月,0.453934304153566,-0.1762240085102943,0.09955431051536359,0.09955431051536359,0.03990441284236117,0.03182113538212696,-0.003120900956762633,0.18416761904761905,0.1454,0.22899999999999998,512762187.0,208817062.0,2026-08-24
沪深300ETF嘉实,12月,0.4052224143091432,0.054625763811260566,0.4164967328093445,0.4164967328093445,0.04832847966153336,0.008340765669168438,-0.002520536166316825,0.2396214932126697,0.1461,0.2432,50101245.0,25076235.0,2026-08-24
沪深300ETF嘉实,3月,0.5155147218229847,0.17396754756237995,0.4260586292906865,0.4260586292906865,0.051934287742667,0.004385038364888768,0.0014218077255060192,0.2554728205128205,0.1255,0.2572,19579300.0,11019972.0,2026-08-24
