trade_date,market_type,underlying,contract_month,underlying_price,call_wall,put_wall,price_wall,gex_flip,net_gex,total_abs_gex,total_oi,total_volume,call_wall_distance,put_wall_distance,price_wall_distance,gamma_regime,gex_ratio,call_gex_share,put_gex_share,market_bias_label
2026-09-09,ETF,上证50ETF华夏,10月,3.021,3.1,3.0,3.0,3.1,42111235.65278006,249787884.42824337,154860.0,52829.0,0.02615028136378683,-0.006951340615690138,-0.006951340615690138,Positive Gamma,1.4055461786491947,0.5842939915784373,0.4157060084215626,
2026-09-09,ETF,上证50ETF华夏,12月,3.021,3.0,2.7,3.0,3.0,78679251.92822076,220993855.28997514,219098.0,47255.0,-0.006951340615690138,-0.10625620655412105,-0.006951340615690138,Positive Gamma,2.1057087617104653,0.6780123067788072,0.32198769322119286,
2026-09-09,ETF,上证50ETF华夏,3月,3.021,3.1,2.8,3.1,3.1,8830279.593224278,23907300.30735804,27111.0,2253.0,0.02615028136378683,-0.07315458457464419,0.02615028136378683,Positive Gamma,2.1713560338809437,0.6846774725648666,0.31532252743513345,
2026-09-09,ETF,上证50ETF华夏,9月,3.021,3.1,3.0,3.0,3.1,324267468.63760763,1611378125.763575,870519.0,296693.0,0.02615028136378683,-0.006951340615690138,-0.006951340615690138,Positive Gamma,1.5038688271941982,0.6006180558904971,0.39938194410950295,
2026-09-09,ETF,中证500ETF南方,10月,7.785,8.0,7.0,8.0,8.75,14981060.029954512,165300399.89126998,96090.0,49389.0,0.027617212588310736,-0.100834938985228,0.027617212588310736,Positive Gamma,1.1993231216126417,0.5453146515066166,0.4546853484933836,
2026-09-09,ETF,中证500ETF南方,12月,7.785,8.0,6.5,8.0,8.35,89385378.2147565,354071639.20459497,254785.0,49991.0,0.027617212588310736,-0.16506101477199742,0.027617212588310736,Positive Gamma,1.6754062555456029,0.6262249899703299,0.37377501002967023,
2026-09-09,ETF,中证500ETF南方,3月,7.785,7.75,7.75,7.75,6.75,32381795.108108256,86990504.44595174,63841.0,1449.0,-0.004495825305073864,-0.004495825305073864,-0.004495825305073864,Positive Gamma,2.185957166933732,0.6861225849553929,0.3138774150446073,
2026-09-09,ETF,中证500ETF南方,9月,7.785,8.0,7.75,7.75,8.25,193071158.8556132,2708924892.1812625,994562.0,835643.0,0.027617212588310736,-0.004495825305073864,-0.004495825305073864,Positive Gamma,1.153483611784058,0.5356361225467847,0.46436387745321556,
2026-09-09,ETF,中证500ETF嘉实,10月,3.154,3.2,2.9,3.1,3.4,2348540.9509573597,22705781.54050064,22362.0,9495.0,0.014584654407102216,-0.08053265694356371,-0.017121116043119833,Positive Gamma,1.2307327400908858,0.55171680496371,0.4482831950362899,
2026-09-09,ETF,中证500ETF嘉实,12月,3.154,4.1,3.0,3.1,3.1,24264492.64224124,57697115.394248195,102859.0,38363.0,0.29993658845909943,-0.04882688649334177,-0.017121116043119833,Positive Gamma,2.4515458641834873,0.7102747466354284,0.28972525336457156,
2026-09-09,ETF,中证500ETF嘉实,3月,3.154,3.1,3.1,3.1,3.1,5463160.98231852,15935045.614968281,25116.0,1990.0,-0.017121116043119833,-0.017121116043119833,-0.017121116043119833,Positive Gamma,2.043395945231331,0.671419684459102,0.3285803155408979,
2026-09-09,ETF,中证500ETF嘉实,9月,3.154,3.3,3.2,3.2,3.3,20672325.441421725,196225916.4611611,228692.0,155394.0,0.04629042485732393,0.014584654407102216,0.014584654407102216,Positive Gamma,1.235510140480092,0.5526748092561803,0.4473251907438195,
2026-09-09,ETF,创业板ETF易方达,10月,3.373,3.4,3.4,3.4,3.8,11672211.109909471,124859360.62481089,142820.0,82448.0,0.008004743551734306,0.008004743551734306,0.008004743551734306,Positive Gamma,1.2062462242389593,0.5467414339281428,0.4532585660718573,
2026-09-09,ETF,创业板ETF易方达,12月,3.373,3.5,2.95,3.5,4.1,22108221.040975936,130276704.38132443,277540.0,66910.0,0.037651941891491125,-0.12540764897717172,0.037651941891491125,Positive Gamma,1.4087738009862478,0.584851014408011,0.41514898559198876,
2026-09-09,ETF,创业板ETF易方达,3月,3.373,4.0,2.95,3.4,3.9,2403336.358378621,14500398.47682704,30106.0,4522.0,0.18588793359027567,-0.12540764897717172,0.008004743551734306,Positive Gamma,1.3973421537967394,0.5828713901283256,0.4171286098716745,
2026-09-09,ETF,创业板ETF易方达,9月,3.373,3.5,3.3,3.4,3.7,91618789.85558385,1221989740.898063,1284809.0,1016812.0,0.037651941891491125,-0.021642454788022625,0.008004743551734306,Positive Gamma,1.1621039354754985,0.5374875446123841,0.4625124553876157,
2026-09-09,ETF,沪深300ETF华泰柏瑞,10月,4.637,4.7,4.6,4.6,4.8,77200833.85019976,265393243.67268854,121548.0,60623.0,0.013586370498167133,-0.007979296959240822,-0.007979296959240822,Positive Gamma,1.8204457759270838,0.6454461175835586,0.3545538824164413,
2026-09-09,ETF,沪深300ETF华泰柏瑞,12月,4.637,5.0,4.3,4.8,4.8,90071302.74828424,278943229.9662324,215768.0,82901.0,0.07828337287039044,-0.07267629933146424,0.035152037955574755,Positive Gamma,1.9537817935679438,0.661450956811513,0.3385490431884868,
2026-09-09,ETF,沪深300ETF华泰柏瑞,3月,4.637,4.7,4.2,4.7,4.7,19301108.311582588,45707140.54660108,35592.0,2237.0,0.013586370498167133,-0.09424196678887198,0.013586370498167133,Positive Gamma,2.4618711466985426,0.7111388732784979,0.28886112672150227,
2026-09-09,ETF,沪深300ETF华泰柏瑞,9月,4.637,4.7,4.6,4.7,4.7,368316997.051653,2001064803.1497629,751116.0,399828.0,0.013586370498167133,-0.007979296959240822,0.013586370498167133,Positive Gamma,1.4511621398920704,0.5920302522116989,0.40796974778830086,
