exchange,commodity,underlying,contract_month,strike,call_oi,put_oi,total_oi,call_volume,put_volume,total_volume,call_amount,put_amount,total_amount,price_wall_score
CZCE,AP,AP,2610,9500.0,422.0,13.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095181731166911
CZCE,AP,AP,2610,9600.0,313.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06999225278973759
CZCE,AP,AP,2610,9700.0,308.0,17.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07244432590609959
CZCE,AP,AP,2610,9800.0,848.0,6.0,854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16428560990074964
CZCE,AP,AP,2610,9900.0,972.0,15.0,987.0,8.0,0.0,8.0,400.0,0.0,400.0,0.18649275760483225
CZCE,AP,AP,2610,10000.0,8824.0,54.0,8878.0,372.0,0.0,372.0,26040.0,0.0,26040.0,0.5777097537402556
CZCE,AP,AP,2610,10200.0,3984.0,11.0,3995.0,19.0,0.0,19.0,1140.0,0.0,1140.0,0.3767942242854441
CZCE,AP,AP,2611,6400.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005792520288623007
CZCE,AP,AP,2611,6500.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006461267502176284
CZCE,AP,AP,2611,6600.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004455025861516453
CZCE,AP,AP,2611,6700.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060154360264741
CZCE,AP,AP,2611,6800.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009136256356389393
CZCE,AP,AP,2611,6900.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008467509142836116
CZCE,AP,AP,2611,7000.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00512377307506973
CZCE,AP,AP,2611,7100.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004455025861516453
CZCE,AP,AP,2611,7200.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004455025861516453
CZCE,AP,AP,2611,7300.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013342055316011613
CZCE,AP,AP,2611,7400.0,10.0,28.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089133406185383
CZCE,AP,AP,2611,7500.0,10.0,23.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007798761929282838
CZCE,AP,AP,2611,7600.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031175314344098998
CZCE,AP,AP,2611,7700.0,4.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002671699958707715
CZCE,AP,AP,2611,7800.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017800370073033458
CZCE,AP,AP,2611,7900.0,3.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031175314344098998
CZCE,AP,AP,2611,8000.0,4.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024487842208566228
CZCE,AP,AP,2611,8100.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011112897937500688
CZCE,AP,AP,2611,8200.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011112897937500688
CZCE,AP,AP,2611,8300.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017800370073033458
CZCE,AP,AP,2611,8400.0,7.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002671699958707715
CZCE,AP,AP,2611,8500.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035633629101120843
CZCE,AP,AP,2611,8600.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00512377307506973
CZCE,AP,AP,2611,8700.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009359172094240484
CZCE,AP,AP,2611,8800.0,66.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015154981278368883
CZCE,AP,AP,2611,8900.0,49.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011365413734900316
CZCE,AP,AP,2611,9000.0,38.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089133406185383
CZCE,AP,AP,2611,9100.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002671699958707715
CZCE,AP,AP,2611,9200.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004455025861516453
CZCE,AP,AP,2611,9300.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004009194385814268
CZCE,AP,AP,2611,9400.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01381748685126233
CZCE,AP,AP,2611,9500.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005792520288623007
CZCE,AP,AP,2611,9600.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060154360264741
CZCE,AP,AP,2611,9700.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009582087832091577
CZCE,AP,AP,2611,9800.0,236.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05305065671305457
CZCE,AP,AP,2701,6500.0,1.0,26.0,27.0,0.0,25.0,25.0,0.0,61500.0,61500.0,0.11494691343519066
CZCE,AP,AP,2701,6600.0,3.0,133.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030759082927945346
CZCE,AP,AP,2701,6700.0,3.0,27.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00713001471572956
CZCE,AP,AP,2701,6800.0,3.0,21.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005792520288623007
CZCE,AP,AP,2701,6900.0,11.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00512377307506973
CZCE,AP,AP,2701,7000.0,6.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006461267502176284
CZCE,AP,AP,2701,7100.0,4.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004232110123665361
CZCE,AP,AP,2701,7200.0,3.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004677941599367546
CZCE,AP,AP,2701,7300.0,4.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005569604550771915
CZCE,AP,AP,2701,7400.0,9.0,27.0,36.0,0.0,2.0,2.0,0.0,6200.0,6200.0,0.04617309448581898
CZCE,AP,AP,2701,7500.0,33.0,29.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014263318326964515
CZCE,AP,AP,2701,7600.0,40.0,18.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013371655375560145
CZCE,AP,AP,2701,7700.0,26.0,16.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009805003569942669
CZCE,AP,AP,2701,7800.0,24.0,12.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008467509142836116
CZCE,AP,AP,2701,7900.0,37.0,15.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012034160948453592
CZCE,AP,AP,2701,8000.0,26.0,14.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009359172094240484
CZCE,AP,AP,2701,8100.0,53.0,10.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014486234064815607
CZCE,AP,AP,2701,8200.0,25.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006684183240027376
CZCE,AP,AP,2701,8300.0,30.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007798761929282838
CZCE,AP,AP,2701,8400.0,31.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008021677667133931
CZCE,AP,AP,2701,8500.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005346688812920822
CZCE,AP,AP,2701,8600.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008467509142836116
CZCE,AP,AP,2701,8700.0,606.0,0.0,606.0,3.0,0.0,3.0,2070.0,0.0,2070.0,0.14216458107271893
CZCE,AP,AP,2701,8800.0,1158.0,0.0,1158.0,64.0,0.0,64.0,24960.0,0.0,24960.0,0.288639601485982
CZCE,CF,CF,2609,12200.0,127.0,1982.0,2109.0,0.0,205.0,205.0,0.0,2050.0,2050.0,0.3370909823474383
CZCE,CF,CF,2609,12400.0,140.0,606.0,746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14778984529976882
CZCE,CF,CF,2609,12600.0,151.0,708.0,859.0,0.0,216.0,216.0,0.0,2160.0,2160.0,0.22186585932518899
CZCE,CF,CF,2609,12800.0,152.0,815.0,967.0,0.0,114.0,114.0,0.0,1140.0,1140.0,0.20993419510374756
CZCE,CF,CF,2609,13000.0,159.0,1514.0,1673.0,0.0,94.0,94.0,0.0,940.0,940.0,0.2788881768506945
CZCE,CF,CF,2609,13200.0,183.0,1197.0,1380.0,0.0,12.0,12.0,0.0,120.0,120.0,0.22958979408880267
CZCE,CF,CF,2609,13400.0,279.0,911.0,1190.0,0.0,1.0,1.0,0.0,5.0,5.0,0.20426464009064
CZCE,CF,CF,2609,13600.0,544.0,1807.0,2351.0,0.0,157.0,157.0,0.0,1570.0,1570.0,0.342420395777564
CZCE,CF,CF,2609,13800.0,565.0,1961.0,2526.0,0.0,206.0,206.0,0.0,2060.0,2060.0,0.3618715413584292
CZCE,CF,CF,2609,14000.0,801.0,5972.0,6773.0,0.0,62.0,62.0,0.0,930.0,930.0,0.4349029737262789
CZCE,CF,CF,2609,14200.0,560.0,4285.0,4845.0,0.0,728.0,728.0,0.0,10920.0,10920.0,0.5335091242164787
CZCE,CF,CF,2609,14400.0,1013.0,2688.0,3701.0,0.0,832.0,832.0,0.0,16640.0,16640.0,0.5269645667097655
CZCE,CF,CF,2609,14600.0,1173.0,2731.0,3904.0,0.0,531.0,531.0,0.0,18585.0,18585.0,0.5079008916876061
CZCE,CF,CF,2609,14800.0,1649.0,7836.0,9485.0,0.0,1356.0,1356.0,0.0,67800.0,67800.0,0.6903198714027402
CZCE,CF,CF,2609,15000.0,3603.0,28292.0,31895.0,0.0,5477.0,5477.0,0.0,492930.0,492930.0,0.8747954046170673
CZCE,CF,CF,2609,15200.0,1260.0,8520.0,9780.0,0.0,1525.0,1525.0,0.0,190625.0,190625.0,0.7285383533947494
CZCE,CF,CF,2609,15400.0,4577.0,12186.0,16763.0,479.0,3013.0,3492.0,1796250.0,617665.0,2413915.0,0.8585833205656086
CZCE,CF,CF,2609,15600.0,4371.0,19357.0,23728.0,319.0,9979.0,10298.0,937860.0,3492650.0,4430510.0,0.9285135287358169
CZCE,CF,CF,2609,15800.0,4609.0,17246.0,21855.0,546.0,8847.0,9393.0,1146600.0,5087025.0,6233625.0,0.9261472263018853
CZCE,CF,CF,2609,16000.0,24803.0,17759.0,42562.0,17399.0,10353.0,27752.0,26185495.0,9680055.0,35865550.0,0.9783524172237399
CZCE,CF,CF,2609,16200.0,13325.0,7605.0,20930.0,10159.0,3491.0,13650.0,10666950.0,5096860.0,15763810.0,0.9435056243841893
CZCE,CF,CF,2609,16400.0,24687.0,7213.0,31900.0,12544.0,843.0,13387.0,9259765.0,1820880.0,11080645.0,0.9493974288158835
CZCE,CF,CF,2609,16600.0,16771.0,4080.0,20851.0,5107.0,558.0,5665.0,2652085.0,1676790.0,4328875.0,0.9002515119932162
CZCE,CF,CF,2609,16800.0,10677.0,3180.0,13857.0,2739.0,175.0,2914.0,1068210.0,669375.0,1737585.0,0.8311985174653631
CZCE,CF,CF,2609,17000.0,41324.0,2312.0,43636.0,16686.0,709.0,17395.0,5088875.0,3357115.0,8445990.0,0.9608981672286199
CZCE,CF,CF,2609,17200.0,12294.0,484.0,12778.0,2020.0,0.0,2020.0,444400.0,0.0,444400.0,0.7833189563392908
CZCE,CF,CF,2609,17400.0,3953.0,205.0,4158.0,1314.0,0.0,1314.0,216810.0,0.0,216810.0,0.6432749819530493
CZCE,CF,CF,2609,17600.0,3014.0,174.0,3188.0,1020.0,0.0,1020.0,127055.0,0.0,127055.0,0.5847986996655208
CZCE,CF,CF,2609,17800.0,4114.0,28.0,4142.0,1775.0,0.0,1775.0,183090.0,0.0,183090.0,0.6609003386779907
CZCE,CF,CF,2609,18000.0,4639.0,25.0,4664.0,2052.0,0.0,2052.0,168505.0,0.0,168505.0,0.6820064729443452
CZCE,CF,CF,2609,18200.0,1031.0,38.0,1069.0,685.0,0.0,685.0,41100.0,0.0,41100.0,0.37732107844180296
CZCE,CF,CF,2609,18400.0,16817.0,20.0,16837.0,2349.0,0.0,2349.0,104820.0,0.0,104820.0,0.7759376057933244
CZCE,CF,CF,2611,14000.0,36.0,568.0,604.0,0.0,10.0,10.0,0.0,850.0,850.0,0.13491623916093595
CZCE,CF,CF,2611,14200.0,49.0,645.0,694.0,0.0,3.0,3.0,0.0,300.0,300.0,0.14335119179014913
CZCE,CF,CF,2611,14400.0,34.0,594.0,628.0,0.0,98.0,98.0,0.0,11270.0,11270.0,0.19843497888107736
CZCE,CF,CF,2611,14600.0,26.0,396.0,422.0,0.0,59.0,59.0,0.0,8555.0,8555.0,0.1485382926853034
CZCE,CF,CF,2611,14800.0,23.0,1078.0,1101.0,0.0,300.0,300.0,0.0,58500.0,58500.0,0.34888180024715343
CZCE,CF,CF,2611,15000.0,57.0,1409.0,1466.0,0.0,366.0,366.0,0.0,91500.0,91500.0,0.411375720861023
CZCE,CF,CF,2611,15200.0,445.0,620.0,1065.0,0.0,104.0,104.0,0.0,33800.0,33800.0,0.29468813917835823
CZCE,CF,CF,2611,15400.0,463.0,2144.0,2607.0,0.0,461.0,461.0,0.0,205145.0,205145.0,0.5199316583739969
CZCE,CF,CF,2611,15600.0,448.0,1491.0,1939.0,55.0,220.0,275.0,244200.0,135300.0,379500.0,0.4702316535084512
CZCE,CF,CF,2611,15800.0,457.0,643.0,1100.0,65.0,38.0,103.0,246025.0,32300.0,278325.0,0.35484642508298414
CZCE,CF,CF,2611,16000.0,610.0,769.0,1379.0,90.0,26.0,116.0,283500.0,33410.0,316910.0,0.3913839493518893
CZCE,CF,CF,2611,16200.0,333.0,426.0,759.0,34.0,95.0,129.0,90270.0,158175.0,248445.0,0.31308272347237065
CZCE,CF,CF,2611,16400.0,1918.0,402.0,2320.0,108.0,176.0,284.0,233820.0,393360.0,627180.0,0.505335330224065
CZCE,CF,CF,2611,16600.0,332.0,329.0,661.0,72.0,69.0,141.0,127080.0,207000.0,334080.0,0.3048689119753555
CZCE,CF,CF,2611,16800.0,711.0,387.0,1098.0,92.0,61.0,153.0,133400.0,226310.0,359710.0,0.36902193688955376
CZCE,CF,CF,2611,17000.0,700.0,412.0,1112.0,91.0,7.0,98.0,111930.0,30765.0,142695.0,0.33928679032348785
CZCE,CF,CF,2611,17200.0,966.0,391.0,1357.0,64.0,116.0,180.0,65920.0,610160.0,676080.0,0.41422532221054675
CZCE,CF,CF,2611,17400.0,565.0,162.0,727.0,95.0,0.0,95.0,83125.0,0.0,83125.0,0.2733124694650568
CZCE,CF,CF,2611,17600.0,409.0,16.0,425.0,80.0,0.0,80.0,58800.0,0.0,58800.0,0.21006040961826714
CZCE,CF,CF,2611,17800.0,637.0,17.0,654.0,60.0,1.0,61.0,38700.0,7630.0,46330.0,0.2387872009738209
CZCE,CF,CF,2611,18000.0,2077.0,7.0,2084.0,270.0,0.0,270.0,156600.0,0.0,156600.0,0.4580519590209793
CZCE,CF,CF,2611,18200.0,986.0,4.0,990.0,185.0,0.0,185.0,95275.0,0.0,95275.0,0.3290114774458058
CZCE,CF,CF,2611,18400.0,676.0,23.0,699.0,322.0,0.0,322.0,146510.0,0.0,146510.0,0.3220599236157579
CZCE,CF,CF,2611,18600.0,399.0,18.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09139216362344244
CZCE,CF,CF,2611,18800.0,510.0,22.0,532.0,69.0,0.0,69.0,24840.0,0.0,24840.0,0.2004142569575989
CZCE,CF,CF,2701,13000.0,79.0,823.0,902.0,0.0,107.0,107.0,0.0,13375.0,13375.0,0.24658470613128317
CZCE,CF,CF,2701,13200.0,70.0,386.0,456.0,0.0,97.0,97.0,0.0,13095.0,13095.0,0.17244876609967394
CZCE,CF,CF,2701,13400.0,58.0,296.0,354.0,0.0,100.0,100.0,0.0,15000.0,15000.0,0.15811779769413017
CZCE,CF,CF,2701,13600.0,24.0,162.0,186.0,0.0,71.0,71.0,0.0,11715.0,11715.0,0.10879485803910494
CZCE,CF,CF,2701,13800.0,46.0,187.0,233.0,0.0,44.0,44.0,0.0,8140.0,8140.0,0.10461835488432014
CZCE,CF,CF,2701,14000.0,106.0,1336.0,1442.0,0.0,36.0,36.0,0.0,8100.0,8100.0,0.2824291121307592
CZCE,CF,CF,2701,14200.0,65.0,1229.0,1294.0,0.0,30.0,30.0,0.0,7500.0,7500.0,0.26215970474874567
CZCE,CF,CF,2701,14400.0,65.0,1917.0,1982.0,0.0,38.0,38.0,0.0,10830.0,10830.0,0.3332844677249087
CZCE,CF,CF,2701,14600.0,105.0,1387.0,1492.0,0.0,26.0,26.0,0.0,8320.0,8320.0,0.28729679475993497
CZCE,CF,CF,2701,14800.0,95.0,2873.0,2968.0,0.0,199.0,199.0,0.0,75620.0,75620.0,0.4730269262873487
CZCE,CF,CF,2701,15000.0,73.0,3595.0,3668.0,0.0,230.0,230.0,0.0,108050.0,108050.0,0.5148042107347014
CZCE,CF,CF,2701,15200.0,90.0,2061.0,2151.0,0.0,74.0,74.0,0.0,40700.0,40700.0,0.3920224537425591
CZCE,CF,CF,2701,15400.0,944.0,2181.0,3125.0,4.0,263.0,267.0,24600.0,177525.0,202125.0,0.5173615969668238
CZCE,CF,CF,2701,15600.0,1083.0,4342.0,5425.0,0.0,267.0,267.0,0.0,226950.0,226950.0,0.5784626080409192
CZCE,CF,CF,2701,15800.0,801.0,5990.0,6791.0,115.0,205.0,320.0,545675.0,230625.0,776300.0,0.6317323876334189
CZCE,CF,CF,2701,16000.0,1422.0,1646.0,3068.0,225.0,145.0,370.0,925875.0,211700.0,1137575.0,0.5624117927393775
CZCE,CF,CF,2701,16200.0,986.0,1028.0,2014.0,280.0,56.0,336.0,998200.0,108080.0,1106280.0,0.5017955338182593
CZCE,CF,CF,2701,16400.0,789.0,626.0,1415.0,141.0,191.0,332.0,446265.0,479410.0,925675.0,0.4504322798860778
CZCE,CF,CF,2701,16600.0,1725.0,395.0,2120.0,120.0,67.0,187.0,312000.0,197650.0,509650.0,0.47191880937280095
CZCE,CF,CF,2701,16800.0,1341.0,1001.0,2342.0,244.0,91.0,335.0,563640.0,330330.0,893970.0,0.519960742432734
CZCE,CF,CF,2701,17000.0,3752.0,511.0,4263.0,475.0,128.0,603.0,947625.0,558720.0,1506345.0,0.6271807848885051
CZCE,CF,CF,2701,17200.0,1932.0,583.0,2515.0,214.0,78.0,292.0,389480.0,398580.0,788060.0,0.5200392731908234
CZCE,CF,CF,2701,17400.0,2634.0,567.0,3201.0,80.0,63.0,143.0,121600.0,373905.0,495505.0,0.5182517511756767
CZCE,CF,CF,2701,17600.0,872.0,297.0,1169.0,90.0,3.0,93.0,126450.0,19860.0,146310.0,0.3451941158670673
CZCE,CF,CF,2701,17800.0,836.0,159.0,995.0,95.0,0.0,95.0,115900.0,0.0,115900.0,0.319478690673641
CZCE,CF,CF,2701,18000.0,4625.0,287.0,4912.0,347.0,0.0,347.0,362615.0,0.0,362615.0,0.5912742421307089
CZCE,CF,CF,2701,18200.0,812.0,12.0,824.0,86.0,0.0,86.0,79980.0,0.0,79980.0,0.2858325916851181
CZCE,CF,CF,2701,18400.0,1061.0,25.0,1086.0,231.0,0.0,231.0,185955.0,0.0,185955.0,0.36640590170956877
CZCE,CF,CF,2701,18600.0,1158.0,8.0,1166.0,192.0,0.0,192.0,138240.0,0.0,138240.0,0.3606834437178308
CZCE,CF,CF,2701,18800.0,907.0,17.0,924.0,58.0,0.0,58.0,37990.0,0.0,37990.0,0.27320973733954
CZCE,CF,CF,2701,19000.0,3284.0,701.0,3985.0,229.0,138.0,367.0,131675.0,1796070.0,1927745.0,0.5975775099636222
CZCE,CF,CF,2703,14800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044254258019679206
CZCE,CF,CF,2703,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044254258019679206
CZCE,CF,CF,2703,15200.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006654583180478843
CZCE,CF,CF,2703,15400.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011112897937500688
CZCE,CF,CF,2703,15600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044254258019679206
CZCE,CF,CF,2703,15800.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011112897937500688
CZCE,CF,CF,2703,16000.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020029527451544383
CZCE,CF,CF,2703,16200.0,2.0,9.0,11.0,1.0,0.0,1.0,3490.0,0.0,3490.0,0.02876248374493466
CZCE,CF,CF,2703,16400.0,7.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035633629101120843
CZCE,CF,CF,2703,16600.0,6.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024487842208566228
CZCE,CF,CF,2703,16800.0,10.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004677941599367546
CZCE,CF,CF,2703,17000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006654583180478843
CZCE,CF,CF,2703,17200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044254258019679206
CZCE,CF,CF,2703,17400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044254258019679206
CZCE,CF,CF,2703,17600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044254258019679206
CZCE,CF,CF,2703,17800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044254258019679206
CZCE,CF,CF,2703,18000.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024487842208566228
CZCE,CF,CF,2703,18200.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037862786479631763
CZCE,CF,CF,2705,14400.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018275801608284174
CZCE,CF,CF,2705,14600.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008021677667133931
CZCE,CF,CF,2705,14800.0,3.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004455025861516453
CZCE,CF,CF,2705,15000.0,9.0,19.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006684183240027376
CZCE,CF,CF,2705,15200.0,3.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037862786479631763
