underlying,contract_month,underlying_price,atm_iv,call_25_delta_iv,put_25_delta_iv,risk_reversal_25d,put_skew,call_skew,smile_curvature,iv_min,iv_max,iv_std,near_atm_iv,next_atm_iv,iv_term_slope,iv_surface_state,front_month,primary_month,expiring_month,next_month,far_month,primary_selection_reason,primary_selection_note,primary_selection_confidence,primary_selection_dte,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role,primary_atm_iv,next_after_primary_atm_iv,primary_iv_term_slope,primary_iv_surface_state
上证50ETF华夏,9月,2.958,0.1363,0.1401,0.14880000000000002,-0.008700000000000013,0.012500000000000011,0.003799999999999998,0.008150000000000018,0.0001,0.6218,0.1537467225959458,0.1363,0.1063,-0.03,front_iv_inversion,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,True,False,primary_analysis,0.1363,0.1063,-0.03,front_iv_inversion
上证50ETF华夏,10月,2.958,0.1063,0.1242,0.1623,-0.038099999999999995,0.055999999999999994,0.0179,0.03694999999999998,0.0001,0.43060000000000004,0.1047441980953219,0.1363,0.0999,-0.0364,front_iv_inversion,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,False,False,next_month,0.1363,0.1063,-0.03,front_iv_inversion
上证50ETF华夏,12月,2.958,0.0999,0.1268,0.2054,-0.0786,0.1055,0.026899999999999993,0.0662,0.0001,0.4058,0.11009723238896672,0.1363,0.0746,-0.061700000000000005,front_iv_inversion,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,False,False,other_month,0.1363,0.1063,-0.03,front_iv_inversion
上证50ETF华夏,3月,2.958,0.0746,0.12,0.2183,-0.0983,0.1437,0.045399999999999996,0.09455,0.0001,0.3734,0.11159674311373552,0.1363,,,put_skew_elevated,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,False,False,far_month,0.1363,0.1063,-0.03,front_iv_inversion
中证500ETF南方,9月,7.681,0.2187,0.2164,0.255,-0.038599999999999995,0.0363,-0.0022999999999999965,0.017000000000000015,0.0001,0.9793000000000001,0.21780029445288374,0.2187,0.0001,-0.21860000000000002,front_iv_inversion,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,True,False,primary_analysis,0.2187,0.0001,-0.21860000000000002,front_iv_inversion
中证500ETF南方,10月,7.681,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.2187,0.17,-0.04869999999999999,front_iv_inversion,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,False,False,next_month,0.2187,0.0001,-0.21860000000000002,front_iv_inversion
中证500ETF南方,12月,7.681,0.17,0.2053,0.3296,-0.1243,0.1596,0.0353,0.09745000000000001,0.0001,0.6084,0.1479701806702118,0.2187,0.1376,-0.0811,front_iv_inversion,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,False,False,other_month,0.2187,0.0001,-0.21860000000000002,front_iv_inversion
中证500ETF南方,3月,7.681,0.1376,0.18280000000000002,0.3525,-0.16969999999999996,0.21489999999999998,0.04520000000000002,0.13005,0.0001,0.49369999999999997,0.16677512524354463,0.2187,,,put_skew_elevated,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,False,False,far_month,0.2187,0.0001,-0.21860000000000002,front_iv_inversion
中证500ETF嘉实,9月,3.117,0.2205,0.2169,0.26890000000000003,-0.05200000000000002,0.048400000000000026,-0.003599999999999992,0.022400000000000003,0.0001,0.9501000000000001,0.2509710934914038,0.2205,0.1856,-0.034900000000000014,front_iv_inversion,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,True,False,primary_analysis,0.2205,0.1856,-0.034900000000000014,front_iv_inversion
中证500ETF嘉实,10月,3.117,0.1856,0.2115,0.294,-0.08249999999999999,0.1084,0.025900000000000006,0.06714999999999999,0.0001,0.4714,0.11466182255934876,0.2205,0.17190000000000003,-0.04859999999999998,front_iv_inversion,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,False,False,next_month,0.2205,0.1856,-0.034900000000000014,front_iv_inversion
中证500ETF嘉实,12月,3.117,0.17190000000000003,0.2075,0.3342,-0.1267,0.16229999999999997,0.035599999999999965,0.09894999999999995,0.0001,0.5982,0.15881585296032366,0.2205,0.1257,-0.0948,front_iv_inversion,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,False,False,other_month,0.2205,0.1856,-0.034900000000000014,front_iv_inversion
中证500ETF嘉实,3月,3.117,0.1257,0.17859999999999998,0.35600000000000004,-0.17740000000000006,0.23030000000000003,0.052899999999999975,0.14159999999999998,0.0001,0.48210000000000003,0.1643441170695946,0.2205,,,put_skew_elevated,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,False,False,far_month,0.2205,0.1856,-0.034900000000000014,front_iv_inversion
创业板ETF易方达,9月,3.319,0.26539999999999997,0.273,0.3091,-0.036099999999999965,0.04370000000000002,0.007600000000000051,0.02565000000000006,0.0001,1.1301999999999999,0.2829467098094024,0.26539999999999997,0.2758,0.01040000000000002,put_skew_elevated,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,True,False,primary_analysis,0.26539999999999997,0.2758,0.01040000000000002,put_skew_elevated
创业板ETF易方达,10月,3.319,0.2758,0.2938,0.34130000000000005,-0.04750000000000004,0.06550000000000006,0.018000000000000016,0.04175000000000001,0.1784,0.43520000000000003,0.058301006503381735,0.26539999999999997,0.2741,0.008700000000000041,put_skew_elevated,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,False,False,next_month,0.26539999999999997,0.2758,0.01040000000000002,put_skew_elevated
创业板ETF易方达,12月,3.319,0.2741,0.3107,0.3924,-0.08170000000000005,0.11830000000000002,0.036599999999999966,0.07745000000000002,0.1966,0.6492,0.11421196530675222,0.26539999999999997,0.2668,0.0014000000000000123,put_skew_elevated,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,False,False,other_month,0.26539999999999997,0.2758,0.01040000000000002,put_skew_elevated
创业板ETF易方达,3月,3.319,0.2668,0.303,0.40880000000000005,-0.10580000000000006,0.14200000000000007,0.03620000000000001,0.08910000000000001,0.21899999999999997,0.5085000000000001,0.09105831000027302,0.26539999999999997,,,put_skew_elevated,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,False,False,far_month,0.26539999999999997,0.2758,0.01040000000000002,put_skew_elevated
沪深300ETF华泰柏瑞,9月,4.532,0.1506,0.1474,0.1617,-0.014300000000000007,0.011099999999999999,-0.0032000000000000084,0.003950000000000009,0.0001,1.0344,0.25435188181259677,0.1506,0.1199,-0.030700000000000005,front_iv_inversion,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,True,False,primary_analysis,0.1506,0.1199,-0.030700000000000005,front_iv_inversion
沪深300ETF华泰柏瑞,10月,4.532,0.1199,0.1331,0.0001,0.133,-0.1198,0.01319999999999999,-0.053300000000000014,0.0001,0.1637,0.06470217433468803,0.1506,0.1097,-0.040900000000000006,front_iv_inversion,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,False,False,next_month,0.1506,0.1199,-0.030700000000000005,front_iv_inversion
沪深300ETF华泰柏瑞,12月,4.532,0.1097,0.1434,0.23379999999999998,-0.09039999999999998,0.12409999999999997,0.033699999999999994,0.07889999999999998,0.0001,0.5672999999999999,0.14190423311396094,0.1506,0.0764,-0.07420000000000002,front_iv_inversion,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,False,False,other_month,0.1506,0.1199,-0.030700000000000005,front_iv_inversion
沪深300ETF华泰柏瑞,3月,4.532,0.0764,0.1368,0.2483,-0.11149999999999999,0.1719,0.06040000000000001,0.11615,0.0001,0.4179,0.1261360151967318,0.1506,,,put_skew_elevated,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,False,False,far_month,0.1506,0.1199,-0.030700000000000005,front_iv_inversion
沪深300ETF嘉实,9月,4.733,0.1464,0.152,0.16760000000000003,-0.01560000000000003,0.021200000000000024,0.005599999999999994,0.013399999999999995,0.0001,0.9501999999999999,0.24066451267008634,0.1464,0.1216,-0.024800000000000003,front_iv_inversion,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,True,False,primary_analysis,0.1464,0.1216,-0.024800000000000003,front_iv_inversion
沪深300ETF嘉实,10月,4.733,0.1216,0.1388,0.1954,-0.056599999999999984,0.07379999999999999,0.017200000000000007,0.0455,0.0001,0.474,0.11635350682202728,0.1464,0.10619999999999999,-0.040200000000000014,front_iv_inversion,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,False,False,next_month,0.1464,0.1216,-0.024800000000000003,front_iv_inversion
沪深300ETF嘉实,12月,4.733,0.10619999999999999,0.1407,0.2345,-0.0938,0.1283,0.0345,0.0814,0.0001,0.5437,0.1378309310490434,0.1464,0.078,-0.0684,front_iv_inversion,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,False,False,other_month,0.1464,0.1216,-0.024800000000000003,front_iv_inversion
沪深300ETF嘉实,3月,4.733,0.078,0.1414,0.251,-0.1096,0.173,0.0634,0.11819999999999999,0.0001,0.46380000000000005,0.13501738911088024,0.1464,,,put_skew_elevated,9月,9月,,10月,3月,front_month_default,9月 DTE=6，默认使用前月,medium,6.0,False,False,far_month,0.1464,0.1216,-0.024800000000000003,front_iv_inversion
