underlying,contract_month,strike,underlying_price,expiry,expiry_month,expiry_source,expiry_confidence,days_to_expiry,business_days_to_expiry_estimate,call_gex,put_gex,net_gex,total_abs_gex,call_oi,put_oi,total_oi,call_volume,put_volume,total_volume,avg_iv,avg_delta,avg_gamma,liquidity_adjusted_call_gex,liquidity_adjusted_put_gex,liquidity_adjusted_net_gex,liquidity_adjusted_abs_gex,active_gex,stable_gex,avg_spread_bps,avg_liquidity_score,avg_pricing_quality_score,avg_volume_oi_ratio,avg_oi_change_rate,price_wall_score,in_price_range
上证50ETF华夏,9月,2.65,2.981,2026-09-23,202609,rule_fourth_wednesday,medium,12.0,8.0,0.0,-3781360.3224820495,-3781360.3224820495,3781360.3224820495,1476.0,25557.0,27033.0,201.0,3421.0,3622.0,0.13635,0.49525,0.08325,0.0,-268228.39315053914,-268228.39315053914,268228.39315053914,-506164.01233364997,-3275196.3101484,2024.1181790774788,0.3434084115744619,0.7888386123680242,0.1350182566563311,0.006614827285111595,0.6153233049017038,False
上证50ETF华夏,9月,2.7,2.981,2026-09-23,202609,rule_fourth_wednesday,medium,12.0,8.0,233.35583985999997,-4998916.899444929,-4998683.54360507,4999150.255284789,1313.0,20141.0,21454.0,232.0,3928.0,4160.0,0.12525,0.49215,0.13974999999999999,134.08596526159369,-723226.780391038,-723092.6944257765,723360.8663562996,-974872.9016884,-4023810.641916669,586.3652419639709,0.3596377044950801,0.7707792207792208,0.18585983288493957,-0.0659617039593994,0.6355452664631023,False
上证50ETF华夏,9月,2.75,2.981,2026-09-23,202609,rule_fourth_wednesday,medium,12.0,8.0,6927.09612672,-5751814.99039686,-5744887.89427014,5758742.08652358,1392.0,13578.0,14970.0,583.0,6455.0,7038.0,0.11374999999999999,0.4868,0.24115,4558.260896996214,-2244131.322221712,-2239573.061324716,2248689.5831187083,-2731519.59121657,-3013368.30305357,782.7202737382383,0.5240969971726177,0.782713915298185,0.44711161183659165,-0.027196846244611415,0.6347258372459281,False
上证50ETF华夏,9月,2.8,2.981,2026-09-23,202609,rule_fourth_wednesday,medium,12.0,8.0,1425102.1590256,-15192767.026772501,-13767664.8677469,16617869.185798101,3616.0,20414.0,24030.0,1659.0,13400.0,15059.0,0.1819,0.46915,0.6405000000000001,1036630.1940805436,-7702874.9483332895,-6666244.754252746,8739505.142413832,-9318889.959179351,-4448774.908567551,257.29101100020927,0.6172084939757343,0.7973118279569893,0.5576032569397542,0.008936520738121335,0.802575048535918,False
上证50ETF华夏,9月,2.85,2.981,2026-09-23,202609,rule_fourth_wednesday,medium,12.0,8.0,3427904.8693889994,-30521940.139213048,-27094035.26982405,33949845.008602045,4082.0,22427.0,26509.0,4772.0,28980.0,33752.0,0.1587,0.44070000000000004,1.23825,2899670.348532334,-19012580.146250203,-16112909.79771787,21912250.494782537,-27094035.26982405,0.0,175.1267364540121,0.7344084147583589,0.49633699633699635,1.2306136167368604,-0.008038953007018727,0.8715298830395427,True
上证50ETF华夏,9月,2.9,2.981,2026-09-23,202609,rule_fourth_wednesday,medium,12.0,8.0,40255856.74753697,-142650026.44199073,-102394169.69445376,182905883.1895277,16629.0,58814.0,75443.0,27823.0,67770.0,95593.0,0.1543,0.34585,2.7268,35109732.11470968,-109376533.59151842,-74266801.47680873,144486265.7062281,-102394169.69445376,0.0,94.72765029143332,0.8194559750049487,0.4703947368421052,1.4127190067296165,-0.032800207709520315,0.9611139795246774,True
上证50ETF华夏,9月,2.95,2.981,2026-09-23,202609,rule_fourth_wednesday,medium,12.0,8.0,156877895.59616095,-170311322.21079537,-13433426.614634424,327189217.8069563,38927.0,45753.0,84680.0,86662.0,83970.0,170632.0,0.1473,0.17315,4.362,141925705.7383834,-128750078.62012985,13175627.118253559,270675784.35851324,-13433426.614634424,0.0,87.0887578353919,0.8303289937316864,0.5293425503750553,2.0307795867473275,0.3185958955557155,0.9745130367250643,True
上证50ETF华夏,9月,3.0,2.981,2026-09-23,202609,rule_fourth_wednesday,medium,12.0,8.0,441619272.47247875,-280050244.5996517,161569027.87282705,721669517.0721304,95434.0,65842.0,161276.0,161942.0,104230.0,266172.0,0.1402,-0.06619999999999998,4.9969,372763852.86487085,-234988703.82792008,137775149.03695077,607752556.692791,161569027.87282705,0.0,54.88364771624134,0.8415895026175455,0.678489223686964,1.63996629144354,0.04081713946515105,0.9946658451988014,True
上证50ETF华夏,9月,3.1,2.981,2026-09-23,202609,rule_fourth_wednesday,medium,12.0,8.0,228863828.9840322,-43092873.52813696,185770955.45589525,271956702.5121692,130297.0,23368.0,153665.0,77087.0,29504.0,106591.0,0.15325,-0.4004,2.0259,98949421.47869676,-27778139.105805073,71171282.3728917,126727560.58450183,92308754.94291067,93462200.51298459,265.7409904891462,0.538480802989313,0.4721753794266442,0.9271032973079908,-0.039827435148995,0.9804932712811787,True
上证50ETF华夏,9月,3.2,2.981,2026-09-23,202609,rule_fourth_wednesday,medium,12.0,8.0,43360989.168820955,-5443383.795991681,37917605.37282927,48804372.96481264,86195.0,7616.0,93811.0,13243.0,3316.0,16559.0,0.20140000000000002,-0.4638,0.6852,2692926.64132142,-2541008.1501456928,151918.49117572745,5233934.791467113,4291937.746006351,33625667.626822926,1387.0684143222509,0.26445577381184565,0.7893617021276595,0.29451958099209286,-0.050385485235777,0.9099086664215998,False
上证50ETF华夏,9月,3.3,2.981,2026-09-23,202609,rule_fourth_wednesday,medium,12.0,8.0,13993271.623087678,-2595817.3053397196,11397454.317747958,16589088.928427398,45354.0,3948.0,49302.0,12492.0,342.0,12834.0,0.3185,-0.4462,0.54355,1808223.466453888,-1412047.661545673,396175.80490821507,3220271.127999561,3629346.7655352596,7768107.552212698,1056.6750629722926,0.33659563878300347,0.774223602484472,0.18102969909256905,-0.03804119184993725,0.8286773079802771,False
