underlying,contract_month,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value,trade_date,front_month,primary_month,expiring_month,next_month,far_month,primary_selection_reason,primary_selection_note,primary_selection_confidence,primary_selection_dte,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role
上证50ETF华夏,10月,0.30011714615320584,0.18121616823117848,0.22820427759409026,0.22820427759409026,0.09490656927412118,0.01589282203449163,0.005609367687866814,0.17426528497409327,0.1207,0.17300000000000001,11180048.0,8041429.0,2026-08-27,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,False,False,next_month
上证50ETF华夏,12月,0.35083712045887006,0.2598393202200468,0.38130524979737873,0.38130524979737873,0.05984050687511485,0.008412878877712134,0.007081214733734602,0.20151801470588232,0.1317,0.2024,145708475.0,72988689.0,2026-08-27,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,False,False,other_month
上证50ETF华夏,3月,0.44537708906415435,0.27779945687057794,0.36460948129335685,0.36460948129335685,0.07577651888954844,0.004738027193100936,0.012077878736594171,0.2189156164383562,0.1176,0.2151,21472562.0,15829162.0,2026-08-27,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,False,False,far_month
上证50ETF华夏,9月,0.2901279183158378,0.27442159988833487,0.21288727403923616,0.21288727403923616,0.05016637364382196,0.04226005251245126,0.004503442989334769,0.14407438016528926,0.12179999999999999,0.1636,322270095.0,112358876.0,2026-08-27,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,True,False,primary_analysis
中证500ETF南方,10月,0.0,0.26134874538369607,0.07006998037682138,0.07006998037682138,0.057041681862066776,0.025285122956796403,0.0033188452320898703,0.0001,0.0001,0.0001,32970504.0,26160205.0,2026-08-27,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,False,False,next_month
中证500ETF南方,12月,0.43291900598845606,0.1746666962560619,0.320996718052446,0.320996718052446,0.033802803177979616,0.008007743209644287,0.0005770647818538124,0.3092957300275482,0.19390000000000002,0.32780000000000004,761522820.0,355845202.0,2026-08-27,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,False,False,other_month
中证500ETF南方,3月,0.4850182938231444,0.3568226753481831,0.3851966114060014,0.3851966114060014,0.029691902221764224,0.003845169600095467,0.0045211749072026465,0.35318255451713393,0.1727,0.344,370365897.0,158094457.0,2026-08-27,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,False,False,far_month
中证500ETF南方,9月,0.3011751393914163,0.11032558675864523,0.13206933659411413,0.13206933659411413,0.03374056548767853,0.03394302878924368,0.0004895793530077694,0.2573253561253562,0.2214,0.2989,1265631396.0,611582930.0,2026-08-27,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,True,False,primary_analysis
中证500ETF嘉实,10月,0.3351484856665022,0.21909473888178177,0.26015105749980216,0.26015105749980216,0.04476852931152385,0.014836551828898368,0.0027113949784151343,0.3040443396226415,0.2072,0.3091,5014393.0,3206001.0,2026-08-27,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,False,False,next_month
中证500ETF嘉实,12月,0.3443739687673819,0.3169765402167919,0.4410714676517051,0.4410714676517051,0.044384641805178635,0.009252493345393822,0.005170197902916663,0.36384863945578233,0.2009,0.3262,99240882.0,52388149.0,2026-08-27,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,False,False,other_month
中证500ETF嘉实,3月,0.5196153598012282,0.25218005893483114,0.2697591546268747,0.2697591546268747,0.061420581816195745,0.004025581324526759,0.0032493337719190158,0.34179128205128206,0.1779,0.3555,31528617.0,30768227.0,2026-08-27,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,False,False,far_month
中证500ETF嘉实,9月,0.3045841689011065,0.24213165068859405,0.3295009760916479,0.3295009760916479,0.02840271051187509,0.04042066813216178,0.0016908721449550713,0.2554302158273381,0.2234,0.3012,135328387.0,47301420.0,2026-08-27,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,True,False,primary_analysis
创业板ETF易方达,10月,0.23118381779814068,0.17837391294897662,0.2944366050241875,0.2944366050241875,0.03787821611660414,0.013254038274964583,0.0014168390093386852,0.3187939393939394,0.2829,0.3566,44280966.0,31938266.0,2026-08-27,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,False,False,next_month
创业板ETF易方达,12月,0.3070272938268629,0.04351359866354529,0.26229732062320843,0.26229732062320843,0.03725598776381832,0.008125326367491142,-0.00245938724034242,0.33384654088050314,0.2828,0.38530000000000003,334345477.0,217444681.0,2026-08-27,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,False,False,other_month
创业板ETF易方达,3月,0.3902877218571839,0.1523309190183987,0.17966056142814607,0.17966056142814607,0.03500411778543212,0.003680928668034015,-0.0012916824509602539,0.33872446555819474,0.2635,0.3957,63570578.0,47269593.0,2026-08-27,9月,9月,,10月,3月,front_month_default,9月 DTE=27，默认使用前月,medium,27.0,False,False,far_month
