underlying,contract_month,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value,trade_date,front_month,primary_month,expiring_month,next_month,far_month,primary_selection_reason,primary_selection_note,primary_selection_confidence,primary_selection_dte,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role
上证50ETF华夏,10月,0.3810518022454206,0.06952645530014873,0.152423436485855,0.152423436485855,0.0724292888357774,0.018135768350816737,0.0007206685710571673,0.1493235294117647,0.1142,0.1711,59834717.0,35660579.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,next_month
上证50ETF华夏,12月,0.3969823794898416,0.15458549428164434,0.35149297025625964,0.35149297025625964,0.05416372767216888,0.009135672786404314,0.0022713498013178,0.2158785992217899,0.1235,0.20920000000000002,184706028.0,89987899.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,other_month
上证50ETF华夏,3月,0.4107077084327283,0.2377570208823217,0.3638597956774077,0.3638597956774077,0.07404504253173216,0.0047671575987402355,0.008364731214855224,0.2298471590909091,0.1222,0.21660000000000001,25865864.0,19215014.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,far_month
上证50ETF华夏,9月,0.10451948937753346,0.2042168728401756,0.20035108409574828,0.20035108409574828,0.043018039771912486,0.06722723004621063,0.0026214559078256536,0.14829770114942528,0.1378,0.1533,237443246.0,75095047.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,True,False,primary_analysis
中证500ETF南方,10月,0.0,0.185314330459214,0.07818183919359924,0.07818183919359924,0.05568464949343038,0.03330257316526363,0.0014876358068187051,0.00010000000000000002,0.0001,0.0001,155138105.0,106297642.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,next_month
中证500ETF南方,12月,0.48490513132068397,0.05110979879721845,0.26109970011895167,0.26109970011895167,0.03475883650876748,0.00935334823424486,-0.0020003436042643798,0.267475,0.2043,0.33399999999999996,790281228.0,375398511.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,other_month
中证500ETF南方,3月,0.5336938380615787,0.2984807004500757,0.3726918279595947,0.3726918279595947,0.029050271925024258,0.004154246201213636,0.002668964016943852,0.3376467688937569,0.1795,0.35969999999999996,409983047.0,175300395.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,far_month
中证500ETF南方,9月,0.30067731566769124,-0.06765210153732049,0.07672589734359807,0.07672589734359807,0.028635165959417966,0.06100552457617451,-0.0009661785615565162,0.2540929961089494,0.2218,0.2982,1097944047.0,439778351.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,True,False,primary_analysis
中证500ETF嘉实,10月,0.3571971381447477,0.026740199034334233,0.08847386608892704,0.08847386608892704,0.04523046110772271,0.01777161256021438,-0.0010372570985939455,0.2880762162162162,0.20800000000000002,0.3109,17681248.0,11947312.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,next_month
中证500ETF嘉实,12月,0.40321311256923764,0.2538949908013819,0.44537211978883223,0.44537211978883223,0.04840455858406815,0.01005340730960399,0.0037291656362827045,0.321170110701107,0.2059,0.3354,89671265.0,56026975.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,other_month
中证500ETF嘉实,3月,0.4889262677077869,0.19821843040582415,0.31643348763454926,0.31643348763454926,0.054428370774660784,0.004068653133612664,0.00037514568754682705,0.3493369272237197,0.1813,0.3521,36841687.0,34451450.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,far_month
中证500ETF嘉实,9月,0.33880266754461846,-0.003788360039489972,0.1325348114574648,0.1325348114574648,0.029595834290654075,0.07212048278540954,-0.0008233490144379045,0.261214,0.2192,0.3077,79923579.0,29667508.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,True,False,primary_analysis
创业板ETF易方达,10月,0.20644525115368811,0.0021407106644186664,0.13092822597943135,0.13092822597943135,0.03658490493842192,0.016638487279136457,-0.0013789904670522895,0.33277587939698494,0.3028,0.3715,149384644.0,108970904.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,next_month
创业板ETF易方达,12月,0.24497639392875248,-0.060073270160733036,0.17291252876465896,0.17291252876465896,0.03604853171652413,0.00880753718579061,-0.00422139042428367,0.35350344827586205,0.31170000000000003,0.3983,372442215.0,252630100.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,other_month
创业板ETF易方达,3月,0.3122362869198312,0.07408668253609946,0.1559116097344401,0.1559116097344401,0.03677267805876936,0.0037620146622497855,-0.003783845332601624,0.3555,0.2967,0.4077,68923536.0,58163516.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,far_month
创业板ETF易方达,9月,0.16994187043356582,-0.12606091096711386,0.07459031607980422,0.07459031607980422,0.02115490391964594,0.06133413746611897,-0.0011348262628224366,0.3348203703703704,0.3106,0.3675,857011361.0,314826943.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,True,False,primary_analysis
沪深300ETF华泰柏瑞,10月,-4.157412551731959,-0.004054514994336129,0.2902738810428415,0.2902738810428415,0.08043435438918473,0.021462795784734895,-0.001909275573646535,0.03254428044280442,0.1354,0.0001,74519887.0,53080410.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,next_month
沪深300ETF华泰柏瑞,12月,0.36911426356071125,0.0316534541758999,0.3200034294387096,0.3200034294387096,0.05016595888897099,0.009072629471890149,-0.0020523870184886934,0.21863148614609573,0.14880000000000002,0.22949999999999998,291742734.0,147121626.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,other_month
沪深300ETF华泰柏瑞,3月,0.4840973538554857,0.24512192990137827,0.41739962493985705,0.41739962493985705,0.058172418530500654,0.004024953812588507,0.006846381815788547,0.24333948339483394,0.12619999999999998,0.244,68814158.0,46390346.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,far_month
沪深300ETF华泰柏瑞,9月,0.29869591957124725,-0.05019332462073165,0.17054800879088478,0.17054800879088478,0.03474998311679518,0.0628289826561676,-0.0008396402727757555,0.16371164383561645,0.14150000000000001,0.19039999999999999,429317187.0,129480610.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,True,False,primary_analysis
沪深300ETF嘉实,10月,0.3612104306664977,0.06235558811618856,0.1738598228662519,0.1738598228662519,0.06947195896969492,0.018944844012491916,0.00017476258895355307,0.1672155477031802,0.1369,0.1973,9922032.0,6411507.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,next_month
沪深300ETF嘉实,12月,0.35072312905583497,0.05791825525841981,0.39557670569870945,0.39557670569870945,0.07980482373617162,0.010531672334350905,-0.003323176334125329,0.2181207729468599,0.154,0.2305,28564539.0,21437621.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,other_month
沪深300ETF嘉实,3月,0.4785102338657754,0.2425789448894861,0.460575465917313,0.460575465917313,0.06950116643308017,0.005565009872049278,0.006454809776259994,0.2430460035523979,0.131,0.2473,18229507.0,12852448.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,far_month
沪深300ETF嘉实,9月,0.30072935456042654,0.12717643857577193,0.32867385718253433,0.32867385718253433,0.028626668736426462,0.07417841505702334,0.00046882252420246825,0.1655974025974026,0.1424,0.19219999999999998,67486092.0,15370900.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,True,False,primary_analysis
深证100ETF易方达,10月,0.2375099826999561,0.06979405194744435,0.04217255485577247,0.04217255485577247,0.059325118613208806,0.020040447309658954,6.5323722711626e-05,0.24377922705314012,0.2175,0.2754,2862666.0,2117817.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,next_month
深证100ETF易方达,12月,0.27582859070386967,0.06884443677753518,0.38952434144120196,0.38952434144120196,0.05710814094775213,0.009837808383753617,-0.002598448527974652,0.30526204620462044,0.2349,0.3191,10688301.0,8243706.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,other_month
深证100ETF易方达,3月,0.35439059582413873,-0.04325222072360208,0.12574807909459437,0.12574807909459437,0.11499180374405332,0.0037786185215929347,-0.019399758302820792,0.2852784503631961,0.2181,0.31920000000000004,1109653.0,2326247.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,far_month
深证100ETF易方达,9月,0.2765251537962687,-0.0307079015915854,0.1991933445368028,0.1991933445368028,0.029350186984347576,0.06592856587027347,-0.00085059039884911,0.24699380530973447,0.2157,0.284,20131899.0,7170746.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,True,False,primary_analysis
科创50ETF华夏,10月,0.16961220597584215,-0.028749665771217854,0.12130631750135183,0.12130631750135183,0.028846425254218655,0.015920733100262523,-0.0017157879343260333,0.39325,0.35810000000000003,0.42479999999999996,129630239.0,89085659.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,next_month
科创50ETF华夏,12月,0.2450498019920797,-0.03297503330409866,0.1290345872569954,0.1290345872569954,0.023899832173785208,0.00974555978420078,-0.0033879987685176745,0.4166500000000001,0.37479999999999997,0.4769,504790030.0,251239647.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,other_month
科创50ETF华夏,3月,0.24501561374009137,-0.026694892861779323,0.13253063420724806,0.13253063420724806,0.026051174268031184,0.0038450281427509065,-0.005979640840114361,0.4163,0.365,0.467,110320171.0,76536761.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,far_month
科创50ETF华夏,9月,0.12938259482017922,-0.17407177114713876,0.057819425529294165,0.057819425529294165,0.015943625868430965,0.06101603148394086,-0.0013357464642806112,0.37717592592592597,0.364,0.4128,756272262.0,245249349.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,True,False,primary_analysis
科创50ETF易方达,10月,0.20258064516129035,0.01984943113956972,0.10814258620999403,0.10814258620999403,0.031119250664662597,0.01573872987499621,-0.001252439983898968,0.3875,0.3518,0.4303,12928364.0,9765464.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,next_month
科创50ETF易方达,12月,0.246034086218081,-0.13167882409846263,0.0799137106327657,0.0799137106327657,0.0202029183561795,0.00954836875115661,-0.004546051226525912,0.42392500000000005,0.37520000000000003,0.47950000000000004,129626124.0,55831212.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,other_month
科创50ETF易方达,3月,0.2841279420639711,-0.04463639864233956,0.12158523814716249,0.12158523814716249,0.027546503580202424,0.0038820386548739615,-0.006422338656873933,0.41425,0.358,0.4757,30959283.0,22511883.0,2026-09-08,9月,9月,,10月,3月,front_month_default,9月 DTE=15，默认使用前月,medium,15.0,False,False,far_month
