trade_date,market_type,source_file,underlying,name,code,expiry,contract_month,raw_strike,strike,option_type,last_price,bid_price,ask_price,bid_volume,ask_volume,volume,open_interest,oi_change,amount,prev_settle,open_price,high_price,low_price,iv,delta,gamma,vega,theta,rho,theoretical_price,moneyness,leverage,real_leverage,parse_error
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购7月3400,90007629,,7月,3400.0,3.4,call,0.4688,0.4597,0.4666,5.0,2.0,1417.0,1240.0,86.0,5385675.0,0.3608,0.3594,0.47,0.3207,1e-06,0.9335,0.3748,0.0008,-0.0029,0.0008,0.4812,0.001374,8.25,7.7,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽7月3400,90007631,,7月,3400.0,3.4,put,0.0037,0.0037,0.0041,27.0,51.0,87554.0,56844.0,13414.0,8060500.0,0.0127,0.0127,0.0197,0.0035,0.004586,-0.033,0.2643,0.0004,-0.0011,-0.0,0.0104,-0.001374,1045.14,-34.48,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购7月3500,90007630,,7月,3500.0,3.5,call,0.3684,0.3664,0.3765,5.0,5.0,5111.0,3166.0,959.0,15612258.0,0.2753,0.2721,0.385,0.2326,1e-06,0.8804,0.5797,0.0012,-0.0042,0.0007,0.3919,0.001049,10.5,9.24,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽7月3500,90007632,,7月,3500.0,3.5,put,0.0087,0.0087,0.0095,10.0,1.0,118286.0,44235.0,9062.0,22697316.0,0.0255,0.024,0.0398,0.0087,0.0044670000000000005,-0.0704,0.4974,0.0008,-0.002,-0.0001,0.021,-0.001049,444.48,-31.31,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购7月3600,90007621,,7月,3600.0,3.6,call,0.2827,0.2788,0.281,5.0,1.0,33378.0,11329.0,4431.0,73150034.0,0.198,0.1969,0.2952,0.1636,0.00377,0.8956,0.791,0.0011,-0.0027,0.0008,0.3098,0.000742,13.68,12.25,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽7月3600,90007622,,7月,3600.0,3.6,put,0.0196,0.0195,0.0196,50.0,2.0,157953.0,55971.0,13544.0,60603885.0,0.048,0.0423,0.0707,0.0186,0.004413,-0.1394,0.8281,0.0013,-0.0032,-0.0001,0.0388,-0.000742,197.3,-27.49,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购7月3700,90007565,,7月,3700.0,3.7,call,0.2033,0.2031,0.2033,10.0,18.0,119370.0,20456.0,5507.0,184107738.0,0.1349,0.1375,0.2064,0.1092,0.0039689999999999994,0.7756,1.2426,0.0018,-0.0044,0.0007,0.2368,0.000451,19.02,14.75,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽7月3700,90007574,,7月,3700.0,3.7,put,0.039,0.039,0.0391,64.0,59.0,211053.0,62332.0,18844.0,148263398.0,0.0855,0.0795,0.1163,0.0374,0.004335,-0.2423,1.1872,0.0019,-0.0044,-0.0002,0.0657,-0.000451,99.15,-24.03,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购7月3800,90007566,,7月,3800.0,3.8,call,0.1345,0.1343,0.1345,6.0,217.0,269597.0,47326.0,12004.0,281382650.0,0.0855,0.0896,0.1442,0.0702,0.003945000000000001,0.6297,1.5767,0.0023,-0.0053,0.0006,0.1746,0.00017600000000000002,28.75,18.1,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽7月3800,90007575,,7月,3800.0,3.8,put,0.0749,0.0745,0.0749,4.0,3.0,201421.0,49799.0,12583.0,222896547.0,0.1375,0.13,0.1775,0.068,0.004449,-0.3817,1.4115,0.0023,-0.0055,-0.0004,0.1034,-0.00017600000000000002,51.63,-19.71,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购7月3900,90007567,,7月,3900.0,3.9,call,0.0858,0.0857,0.0858,61.0,128.0,232525.0,67299.0,9291.0,159949281.0,0.0532,0.0581,0.0888,0.0452,0.004092,0.467,1.6,0.0024,-0.0057,0.0004,0.124,-8.5e-05,45.07,21.05,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽7月3900,90007576,,7月,3900.0,3.9,put,0.1227,0.122,0.1227,29.0,2.0,103177.0,47742.0,5870.0,172109857.0,0.2068,0.1997,0.2514,0.1163,0.0044329999999999994,-0.5284,1.4784,0.0024,-0.0057,-0.0005,0.1526,8.5e-05,31.52,-16.65,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购7月4000,90007568,,7月,4000.0,4.0,call,0.052,0.052,0.0523,116.0,10.0,205276.0,93647.0,11902.0,89740225.0,0.032,0.0351,0.0592,0.0282,0.004219,0.3226,1.4006,0.0022,-0.0053,0.0003,0.0846,-0.000333,74.37,23.99,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽7月4000,90007577,,7月,4000.0,4.0,put,0.1901,0.19,0.1908,2.0,2.0,47544.0,45486.0,3070.0,115851334.0,0.2867,0.2849,0.3343,0.1818,0.004652000000000001,-0.6595,1.2979,0.0022,-0.0054,-0.0007,0.2132,0.000333,20.34,-13.42,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购7月4100,90007569,,7月,4100.0,4.1,call,0.0311,0.0311,0.0312,13.0,45.0,116287.0,85077.0,5127.0,31471756.0,0.0201,0.0215,0.0362,0.018,0.0043890000000000005,0.2123,1.0884,0.0018,-0.0044,0.0002,0.0555,-0.0005679999999999999,124.34,26.4,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽7月4100,90007578,,7月,4100.0,4.1,put,0.2714,0.2664,0.2714,30.0,4.0,13757.0,26196.0,360.0,45520474.0,0.3729,0.3703,0.4242,0.2585,0.005032999999999999,-0.7539,1.0312,0.0019,-0.005,-0.0008,0.284,0.0005679999999999999,14.25,-10.74,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购7月4200,90007570,,7月,4200.0,4.2,call,0.019,0.0188,0.019,23.0,185.0,80896.0,91150.0,4914.0,13694557.0,0.0129,0.013,0.0232,0.0115,0.00461,0.138,0.7872,0.0013,-0.0035,0.0001,0.035,-0.000793,203.53,28.08,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽7月4200,90007579,,7月,4200.0,4.2,put,0.3543,0.3551,0.3606,1.0,5.0,8712.0,28406.0,-794.0,36173428.0,0.4676,0.4552,0.5192,0.349,0.005099,-0.8359,0.7988,0.0015,-0.0038,-0.0009,0.3633,0.000793,10.91,-9.12,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购7月4300,90007571,,7月,4300.0,4.3,call,0.0115,0.0115,0.0116,187.0,3.0,71739.0,104722.0,5808.0,7737102.0,0.0084,0.0086,0.015,0.0074,0.004808,0.088,0.5469,0.001,-0.0026,0.0001,0.0212,-0.001007,336.26,29.58,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽7月4300,90007580,,7月,4300.0,4.3,put,0.4468,0.4443,0.448,1.0,4.0,3858.0,28158.0,-546.0,19511657.0,0.5607,0.5552,0.6147,0.4388,0.005457,-0.8816,0.5981,0.0012,-0.0032,-0.001,0.4494,0.001007,8.65,-7.63,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购7月4400,90007572,,7月,4400.0,4.4,call,0.0074,0.0073,0.0074,26.0,12.0,45093.0,77633.0,6368.0,3368717.0,0.0054,0.0054,0.0108,0.005,0.005058,0.058,0.3775,0.0007,-0.002,0.0001,0.0124,-0.001211,522.57,30.3,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽7月4400,90007581,,7月,4400.0,4.4,put,0.5428,0.5371,0.548,5.0,1.0,694.0,9986.0,-156.0,4295164.0,0.6606,0.6473,0.709,0.5389,0.005912,-0.9087,0.4573,0.001,-0.0028,-0.001,0.5405,0.001211,7.12,-6.47,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购7月4500,90007573,,7月,4500.0,4.5,call,0.0063,0.0063,0.0064,22.0,1.0,49911.0,68889.0,-843.0,3042833.0,0.0042,0.0042,0.0086,0.004,0.005564,0.0466,0.2885,0.0006,-0.0019,0.0,0.0069,-0.0014069999999999998,613.81,28.6,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽7月4500,90007582,,7月,4500.0,4.5,put,0.64,0.6328,0.6503,5.0,5.0,1072.0,5877.0,44.0,7375535.0,0.7595,0.7751,0.8008,0.6342,0.006359,-0.9275,0.3573,0.0008,-0.0024,-0.001,0.635,0.0014069999999999998,6.04,-5.6,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购7月4600,90007645,,7月,4600.0,4.6,call,0.0038,0.0038,0.004,192.0,82.0,28867.0,34134.0,-559.0,1234028.0,0.0029,0.0029,0.0063,0.0025,0.0056700000000000006,0.0292,0.1933,0.0004,-0.0013,0.0,0.0038,-0.001593,1017.63,29.72,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽7月4600,90007646,,7月,4600.0,4.6,put,0.7433,0.7311,0.7488,5.0,1.0,202.0,1660.0,21.0,1637293.0,0.8583,0.8463,0.8915,0.7389,0.007461,-0.9212,0.3243,0.0009,-0.0032,-0.0011,0.7317,0.001593,5.2,-4.79,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购7月4700,90007655,,7月,4700.0,4.7,call,0.0027,0.0027,0.0028,53.0,30.0,23706.0,51016.0,3103.0,736050.0,0.002,0.0021,0.0049,0.0021,0.005934,0.0209,0.1396,0.0003,-0.001,0.0,0.002,-0.001772,1432.22,29.97,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽7月4700,90007656,,7月,4700.0,4.7,put,0.8674,0.8287,0.8479,5.0,1.0,200.0,1488.0,12.0,1852948.0,0.9559,0.946,0.9801,0.8376,0.010375,-0.8663,0.3423,0.0013,-0.007,-0.001,0.8298,0.001772,4.46,-3.86,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购7月4800,90007671,,7月,4800.0,4.8,call,0.0022,0.0022,0.0023,25.0,422.0,38673.0,82376.0,5538.0,955908.0,0.0016,0.0016,0.0039,0.0016,0.0062840000000000005,0.0166,0.1082,0.0003,-0.0009,0.0,0.001,-0.0019440000000000002,1757.73,29.16,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽7月4800,90007672,,7月,4800.0,4.8,put,0.9628,0.9274,0.947,1.0,1.0,129.0,1364.0,35.0,1360255.0,1.0569,1.0458,1.0928,0.956,0.010768999999999999,-0.8824,0.3016,0.0012,-0.0066,-0.0011,0.9287,0.0019440000000000002,4.02,-3.54,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购8月3400,90007783,,8月,3400.0,3.4,call,0.5027,0.4953,0.5032,5.0,1.0,759.0,513.0,513.0,3475056.0,0.4183,0.4317,0.5048,0.393,0.002987,0.9107,0.4025,0.0022,-0.0011,0.0036,0.5648,0.001374,7.69,7.01,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽8月3400,90007784,,8月,3400.0,3.4,put,0.0539,0.054,0.0548,5.0,1.0,24801.0,9130.0,9130.0,19459379.0,0.0854,0.0846,0.1067,0.0521,0.004288,-0.1647,0.4306,0.0033,-0.0015,-0.0008,0.0794,-0.001374,71.74,-11.82,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购8月3500,90007777,,8月,3500.0,3.5,call,0.4246,0.4192,0.4305,5.0,2.0,1539.0,1672.0,222.0,5827990.0,0.3516,0.3672,0.4318,0.3268,0.0032340000000000003,0.8395,0.5614,0.0033,-0.0016,0.0034,0.4926,0.001049,9.11,7.65,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽8月3500,90007778,,8月,3500.0,3.5,put,0.0769,0.0767,0.0769,2.0,4.0,33218.0,32903.0,4979.0,34038772.0,0.1172,0.1136,0.1399,0.0747,0.0042829999999999995,-0.2173,0.5113,0.0039,-0.0018,-0.0011,0.1067,-0.001049,50.29,-10.93,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购8月3600,90007773,,8月,3600.0,3.6,call,0.356,0.3513,0.356,5.0,5.0,2153.0,1432.0,472.0,6608840.0,0.2865,0.2952,0.3638,0.2639,0.0034369999999999995,0.7595,0.6744,0.0042,-0.002,0.0031,0.4261,0.000742,10.86,8.25,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽8月3600,90007775,,8月,3600.0,3.6,put,0.1079,0.1085,0.1095,1.0,5.0,19434.0,22993.0,3020.0,27185948.0,0.1558,0.1444,0.1814,0.105,0.004318,-0.2781,0.5788,0.0045,-0.0021,-0.0014,0.1396,-0.000742,35.84,-9.97,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购8月3700,90007774,,8月,3700.0,3.7,call,0.2931,0.2898,0.293,5.0,4.0,9374.0,5868.0,2349.0,23500238.0,0.2348,0.2468,0.3016,0.211,0.0035369999999999998,0.679,0.7539,0.0048,-0.0022,0.0028,0.3656,0.000451,13.19,8.96,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽8月3700,90007776,,8月,3700.0,3.7,put,0.1451,0.145,0.1451,1.0,56.0,24178.0,15320.0,3694.0,44489166.0,0.201,0.1982,0.23,0.14,0.004337,-0.3429,0.6313,0.0049,-0.0023,-0.0018,0.1785,-0.000451,26.65,-9.14,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购8月3800,90007757,,8月,3800.0,3.8,call,0.2386,0.2386,0.2398,4.0,25.0,28991.0,15674.0,6429.0,59057123.0,0.1898,0.1924,0.2447,0.1681,0.003622,0.5968,0.7962,0.0052,-0.0024,0.0025,0.311,0.00017600000000000002,16.21,9.67,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽8月3800,90007758,,8月,3800.0,3.8,put,0.1915,0.1903,0.1915,10.0,4.0,24069.0,16752.0,4007.0,55248071.0,0.253,0.245,0.2879,0.182,0.004398,-0.4105,0.6585,0.0052,-0.0024,-0.0021,0.2235,-0.00017600000000000002,20.19,-8.29,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购8月3900,90007697,,8月,3900.0,3.9,call,0.1932,0.1932,0.1935,44.0,2.0,20623.0,13263.0,2557.0,34370171.0,0.1482,0.1483,0.1954,0.1332,0.0037140000000000003,0.5162,0.7994,0.0054,-0.0025,0.0022,0.2625,-8.5e-05,20.02,10.33,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽8月3900,90007706,,8月,3900.0,3.9,put,0.2438,0.243,0.2438,1.0,45.0,15089.0,14613.0,2956.0,42450804.0,0.3141,0.304,0.3511,0.234,0.004437,-0.4772,0.6686,0.0053,-0.0024,-0.0025,0.2744,8.5e-05,15.86,-7.57,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购8月4000,90007698,,8月,4000.0,4.0,call,0.1536,0.1535,0.1536,2.0,47.0,17473.0,18072.0,1786.0,22789774.0,0.118,0.118,0.1552,0.105,0.003766,0.4397,0.7799,0.0053,-0.0025,0.0019,0.2198,-0.000333,25.18,11.07,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽8月4000,90007707,,8月,4000.0,4.0,put,0.3043,0.303,0.3048,3.0,2.0,7648.0,13073.0,1604.0,26399241.0,0.3859,0.3651,0.4236,0.2936,0.004507,-0.5411,0.6558,0.0053,-0.0024,-0.0029,0.3312,0.000333,12.71,-6.88,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF购8月4100,90007699,,8月,4100.0,4.1,call,0.1219,0.1214,0.1219,4.0,1.0,16544.0,18559.0,3073.0,17068298.0,0.0935,0.0918,0.1219,0.0825,0.003834,0.3699,0.7334,0.0051,-0.0024,0.0016,0.1826,-0.0005679999999999999,31.72,11.73,
2026-07-14,ETF,创业板ETF易方达期权_.xls,创业板ETF易方达,创业板ETF沽8月4100,90007708,,8月,4100.0,4.1,put,0.3731,0.3732,0.3742,1.0,1.0,3268.0,9243.0,1074.0,13931089.0,0.4585,0.4439,0.5099,0.3622,0.00462,-0.599,0.6232,0.0052,-0.0024,-0.0032,0.3934,0.0005679999999999999,10.36,-6.21,
