underlying,contract_month,expiry,expiry_month,expiry_source,expiry_confidence,days_to_expiry,business_days_to_expiry_estimate,month_total_abs_gex,month_net_gex,month_total_oi,month_total_volume,month_rank,month_count,expiry_role,expiry_gex_share,near_gex_ratio,next_gex_ratio,front_month_concentration,next_month_concentration,days_to_near_expiry,roll_progress,roll_shift_score,expiry_pressure,underlying_price,call_wall,put_wall,price_wall,gamma_regime,price_wall_distance,expiry_structure_state,roll_state,expiry_date_quality,front_month,primary_month,expiring_month,next_month,far_month,primary_selection_reason,primary_selection_note,primary_selection_confidence,primary_selection_dte,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role
上证50ETF华夏,9月,2026-09-23,202609,rule_fourth_wednesday,medium,26.0,18.0,1449337612.2943356,336706224.32483965,867530.0,273305.0,1,4,near,0.8425725129092511,0.8425725129092511,0.040560565303225486,0.8425725129092511,0.040560565303225486,26.0,0.045928033162706265,-0.8020119476060256,0.8425725129092511,3.037,3.1,3.0,3.0,Positive Gamma,-0.012183075403358501,front_month_concentrated,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=26，默认使用前月,medium,26.0,True,False,primary_analysis
上证50ETF华夏,10月,2026-10-28,202610,rule_fourth_wednesday,medium,61.0,43.0,69769606.73320329,12722346.17160631,45688.0,27538.0,2,4,next,0.040560565303225486,0.8425725129092511,0.040560565303225486,0.8425725129092511,0.040560565303225486,26.0,0.045928033162706265,-0.8020119476060256,0.020280282651612743,3.037,3.2,3.0,3.0,Positive Gamma,-0.012183075403358501,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=26，默认使用前月,medium,26.0,False,False,next_month
上证50ETF华夏,12月,2026-12-23,202612,rule_fourth_wednesday,medium,117.0,83.0,181267089.27414423,68450240.6912293,179956.0,42443.0,3,4,deferred,0.10537963385610687,0.8425725129092511,0.040560565303225486,0.8425725129092511,0.040560565303225486,26.0,0.045928033162706265,-0.8020119476060256,0.05268981692805343,3.037,3.0,2.7,3.0,Positive Gamma,-0.012183075403358501,normal_expiry_structure,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=26，默认使用前月,medium,26.0,False,False,other_month
上证50ETF华夏,3月,2027-03-24,202703,rule_fourth_wednesday,medium,208.0,148.0,19759674.33921041,7429564.016942491,22070.0,943.0,4,4,far,0.01148728793141666,0.8425725129092511,0.040560565303225486,0.8425725129092511,0.040560565303225486,26.0,0.045928033162706265,-0.8020119476060256,0.00574364396570833,3.037,3.1,2.8,3.1,Positive Gamma,0.02074415541652952,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=26，默认使用前月,medium,26.0,False,False,far_month
中证500ETF南方,9月,2026-09-23,202609,rule_fourth_wednesday,medium,26.0,18.0,2272574614.0725207,290748236.0967628,926224.0,751439.0,1,4,near,0.8385006656740264,0.8385006656740264,0.01486617895059789,0.8385006656740264,0.01486617895059789,26.0,0.017420619331815223,-0.8236344867234284,0.8385006656740264,7.923,8.0,7.75,8.0,Positive Gamma,0.00971854095670821,front_month_concentrated,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=26，默认使用前月,medium,26.0,True,False,primary_analysis
中证500ETF南方,10月,2026-10-28,202610,rule_fourth_wednesday,medium,61.0,43.0,40291561.20494007,2392043.8785560117,25662.0,23830.0,2,4,next,0.01486617895059789,0.8385006656740264,0.01486617895059789,0.8385006656740264,0.01486617895059789,26.0,0.017420619331815223,-0.8236344867234284,0.007433089475298945,7.923,8.0,7.75,8.0,Positive Gamma,0.00971854095670821,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=26，默认使用前月,medium,26.0,False,False,next_month
中证500ETF南方,12月,2026-12-23,202612,rule_fourth_wednesday,medium,117.0,83.0,320535656.85643536,99646123.9855096,214687.0,125844.0,3,4,deferred,0.11826646306003556,0.8385006656740264,0.01486617895059789,0.8385006656740264,0.01486617895059789,26.0,0.017420619331815223,-0.8236344867234284,0.05913323153001778,7.923,8.25,7.25,8.0,Positive Gamma,0.00971854095670821,normal_expiry_structure,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=26，默认使用前月,medium,26.0,False,False,other_month
中证500ETF南方,3月,2027-03-24,202703,rule_fourth_wednesday,medium,208.0,148.0,76881781.35103528,28771907.45032143,56179.0,2663.0,4,4,far,0.028366692315340128,0.8385006656740264,0.01486617895059789,0.8385006656740264,0.01486617895059789,26.0,0.017420619331815223,-0.8236344867234284,0.014183346157670064,7.923,8.0,7.75,8.0,Positive Gamma,0.00971854095670821,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=26，默认使用前月,medium,26.0,False,False,far_month
中证500ETF嘉实,9月,2026-09-23,202609,rule_fourth_wednesday,medium,26.0,18.0,184516467.27349773,48574398.34247821,211043.0,93028.0,1,4,near,0.7360093859773502,0.7360093859773502,0.024461804222246676,0.7360093859773502,0.024461804222246676,26.0,0.03216664159996162,-0.7115475817551036,0.7360093859773502,3.214,3.3,3.2,3.3,Positive Gamma,0.026757934038581066,front_month_concentrated,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=26，默认使用前月,medium,26.0,True,False,primary_analysis
中证500ETF嘉实,10月,2026-10-28,202610,rule_fourth_wednesday,medium,61.0,43.0,6132538.231467321,2042064.6257866803,5715.0,4170.0,2,4,next,0.024461804222246676,0.7360093859773502,0.024461804222246676,0.7360093859773502,0.024461804222246676,26.0,0.03216664159996162,-0.7115475817551036,0.012230902111123338,3.214,3.3,3.2,3.2,Positive Gamma,-0.00435594275046669,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=26，默认使用前月,medium,26.0,False,False,next_month
中证500ETF嘉实,12月,2026-12-23,202612,rule_fourth_wednesday,medium,117.0,83.0,46623674.11143784,16235035.23102616,78363.0,57375.0,3,4,deferred,0.18597506369934824,0.7360093859773502,0.024461804222246676,0.7360093859773502,0.024461804222246676,26.0,0.03216664159996162,-0.7115475817551036,0.09298753184967412,3.214,3.1,2.85,3.2,Positive Gamma,-0.00435594275046669,normal_expiry_structure,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=26，默认使用前月,medium,26.0,False,False,other_month
中证500ETF嘉实,3月,2027-03-24,202703,rule_fourth_wednesday,medium,208.0,148.0,13425845.14286696,4219199.598110161,22167.0,2010.0,4,4,far,0.053553746101054886,0.7360093859773502,0.024461804222246676,0.7360093859773502,0.024461804222246676,26.0,0.03216664159996162,-0.7115475817551036,0.026776873050527443,3.214,3.1,2.85,3.1,Positive Gamma,-0.03546981953951456,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=26，默认使用前月,medium,26.0,False,False,far_month
创业板ETF易方达,9月,2026-09-23,202609,rule_fourth_wednesday,medium,26.0,18.0,1013941244.7035052,69990942.20229599,1180061.0,1185609.0,1,4,near,0.8556925603104131,0.8556925603104131,0.037955217353825205,0.8556925603104131,0.037955217353825205,26.0,0.04247223380673561,-0.8177373429565878,0.8556925603104131,3.443,3.5,3.5,3.5,Positive Gamma,0.01655532965437123,front_month_concentrated,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=26，默认使用前月,medium,26.0,True,False,primary_analysis
创业板ETF易方达,10月,2026-10-28,202610,rule_fourth_wednesday,medium,61.0,43.0,44974517.84875742,8118030.119369719,52014.0,66500.0,2,4,next,0.037955217353825205,0.8556925603104131,0.037955217353825205,0.8556925603104131,0.037955217353825205,26.0,0.04247223380673561,-0.8177373429565878,0.018977608676912602,3.443,3.8,3.5,3.5,Positive Gamma,0.01655532965437123,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=26，默认使用前月,medium,26.0,False,False,next_month
创业板ETF易方达,12月,2026-12-23,202612,rule_fourth_wednesday,medium,117.0,83.0,113296148.73731804,23998869.84447733,236132.0,86199.0,3,4,deferred,0.09561369763066895,0.8556925603104131,0.037955217353825205,0.8556925603104131,0.037955217353825205,26.0,0.04247223380673561,-0.8177373429565878,0.04780684881533447,3.443,4.0,2.95,3.5,Positive Gamma,0.01655532965437123,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=26，默认使用前月,medium,26.0,False,False,other_month
创业板ETF易方达,3月,2027-03-24,202703,rule_fourth_wednesday,medium,208.0,148.0,12724468.589292573,2189853.31768599,25769.0,4376.0,4,4,far,0.010738524705092857,0.8556925603104131,0.037955217353825205,0.8556925603104131,0.037955217353825205,26.0,0.04247223380673561,-0.8177373429565878,0.005369262352546428,3.443,4.0,3.0,3.5,Positive Gamma,0.01655532965437123,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=26，默认使用前月,medium,26.0,False,False,far_month
沪深300ETF华泰柏瑞,9月,2026-09-23,202609,rule_fourth_wednesday,medium,26.0,18.0,1739997419.9558465,303316705.2415924,759342.0,294714.0,1,4,near,0.8315570611005161,0.8315570611005161,0.03469256221713964,0.8315570611005161,0.03469256221713964,26.0,0.04004915128767427,-0.7968644988833764,0.8315570611005161,4.679,4.7,4.6,4.7,Positive Gamma,0.004488138491130611,front_month_concentrated,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=26，默认使用前月,medium,26.0,True,False,primary_analysis
沪深300ETF华泰柏瑞,10月,2026-10-28,202610,rule_fourth_wednesday,medium,61.0,43.0,72592695.76713261,33534348.540516328,33951.0,28409.0,2,4,next,0.03469256221713964,0.8315570611005161,0.03469256221713964,0.8315570611005161,0.03469256221713964,26.0,0.04004915128767427,-0.7968644988833764,0.01734628110856982,4.679,4.7,4.6,4.7,Positive Gamma,0.004488138491130611,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=26，默认使用前月,medium,26.0,False,False,next_month
沪深300ETF华泰柏瑞,12月,2026-12-23,202612,rule_fourth_wednesday,medium,117.0,83.0,236622866.93861318,89494678.62665237,180940.0,30485.0,3,4,deferred,0.11308373998947922,0.8315570611005161,0.03469256221713964,0.8315570611005161,0.03469256221713964,26.0,0.04004915128767427,-0.7968644988833764,0.05654186999473961,4.679,5.0,4.3,4.9,Positive Gamma,0.04723231459713606,normal_expiry_structure,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=26，默认使用前月,medium,26.0,False,False,other_month
沪深300ETF华泰柏瑞,3月,2027-03-24,202703,rule_fourth_wednesday,medium,208.0,148.0,43244049.274452984,19771799.299443267,32310.0,3129.0,4,4,far,0.020666636692865056,0.8315570611005161,0.03469256221713964,0.8315570611005161,0.03469256221713964,26.0,0.04004915128767427,-0.7968644988833764,0.010333318346432528,4.679,4.7,4.2,4.7,Positive Gamma,0.004488138491130611,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=26，默认使用前月,medium,26.0,False,False,far_month
沪深300ETF嘉实,9月,2026-09-23,202609,rule_fourth_wednesday,medium,26.0,18.0,237095623.52684855,92713284.95947029,137791.0,27320.0,1,4,near,0.7959149480128686,0.7959149480128686,0.030262135668348122,0.7959149480128686,0.030262135668348122,26.0,0.03662911531448974,-0.7656528123445204,0.7959149480128686,4.886,4.9,4.9,4.9,Positive Gamma,0.002865329512893977,front_month_concentrated,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=26，默认使用前月,medium,26.0,True,False,primary_analysis
沪深300ETF嘉实,10月,2026-10-28,202610,rule_fourth_wednesday,medium,61.0,43.0,9014807.352789,1050196.7283060402,5222.0,2648.0,2,4,next,0.030262135668348122,0.7959149480128686,0.030262135668348122,0.7959149480128686,0.030262135668348122,26.0,0.03662911531448974,-0.7656528123445204,0.015131067834174061,4.886,5.0,4.5,5.0,Positive Gamma,0.0233319688907081,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=26，默认使用前月,medium,26.0,False,False,next_month
