underlying,contract_month,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value,trade_date
上证50ETF华夏,12月,0.30602994058147415,0.2322464753474272,0.32400294923804535,0.32400294923804535,0.05134598354746514,,0.004863637775280553,0.0026337292307692306,0.0017620000000000003,0.0025679999999999995,99497130.0,,2026-07-14
上证50ETF华夏,7月,0.3499174123754381,0.43409587314055237,0.4394058712762804,0.4394058712762804,0.04386598306888392,,0.0032391420665198686,0.0016203823529411768,0.001593,0.0021600000000000005,195187487.0,,2026-07-14
上证50ETF华夏,8月,0.2985744596914351,0.2394330065154325,0.3324466291783168,0.3324466291783168,0.054754948513591785,,0.004417983772430743,0.002287536585365854,0.001574,0.0022570000000000003,186272753.0,,2026-07-14
上证50ETF华夏,9月,0.27946981413345073,0.2040959211478464,0.31654900892955606,0.31654900892955606,0.052527139717989606,,0.0032177906419009307,0.0025226338028169013,0.0018280000000000002,0.0025329999999999997,270287628.0,,2026-07-14
中证500ETF南方,12月,0.3674235889936223,0.07595316080793584,0.21154860084563873,0.21154860084563873,0.028971719398936335,,-0.0028069955039877028,0.003475552572706936,0.002224,0.0035009999999999998,469261172.0,,2026-07-14
中证500ETF南方,7月,0.0949066258019272,-0.05988129645675295,0.1675609853708872,0.1675609853708872,0.023864333615990368,,-0.0005150421907548547,0.0027500714285714285,0.002692,0.002953,822905400.0,,2026-07-14
中证500ETF南方,8月,-0.8215845757752738,0.17379947074111998,0.33827018806289416,0.33827018806289416,0.03211968904986928,,0.0011509729386582034,0.003051420479302832,0.002508,1e-06,725789436.0,,2026-07-14
中证500ETF南方,9月,0.2873832348542428,0.005453671757958286,-0.08025372759765588,-0.08025372759765588,0.03565179857531751,,-0.0019684765712992065,0.0028985685279187814,0.0025109999999999998,0.0033439999999999998,904560423.0,,2026-07-14
中证500ETF嘉实,12月,0.4308903098868668,0.2444768973210394,0.3817210898138472,0.3817210898138472,0.039164469987860585,,0.0025404036135743082,0.0030494999999999997,0.002213,0.003527,55412061.0,,2026-07-14
中证500ETF嘉实,7月,0.13967318510581322,0.06418201663055818,0.28277294106704204,0.28277294106704204,0.019808511209908817,,-3.7449718069159945e-07,0.002835189873417721,0.0028079999999999997,0.0032040000000000003,112150377.0,,2026-07-14
中证500ETF嘉实,8月,0.27687342775157886,0.17254375619705475,0.3363410301286725,0.3363410301286725,0.03241170522461021,,0.0011579946325873654,0.0028569010989010985,0.002553,0.0033439999999999998,62085780.0,,2026-07-14
中证500ETF嘉实,9月,0.26758591276148025,0.16793392434802087,0.18740306792269404,0.18740306792269404,0.033477511246684744,,0.0008515582806355752,0.0031728127659574473,0.002525,0.0033740000000000003,114055611.0,,2026-07-14
创业板ETF易方达,12月,0.21817737600781828,0.12623557270211216,0.1554605255506412,0.1554605255506412,0.02629328410881087,,-0.0018982789329715394,0.004092999999999999,0.0036469999999999996,0.00454,256095662.0,,2026-07-14
创业板ETF易方达,7月,-0.01276460914042584,-0.04592509604786473,0.19675824368717473,0.19675824368717473,0.018115797517705312,,-0.0003979008821858001,0.004230446808510639,0.0043890000000000005,0.004335,982898047.0,,2026-07-14
创业板ETF易方达,8月,0.08990878371422088,-0.024647579944664686,0.08623434968664836,0.08623434968664836,0.02703807101958091,,-0.001391709974814158,0.004104159624413146,0.003949,0.004318,524306079.0,,2026-07-14
创业板ETF易方达,9月,0.10521180723217775,0.10515066481142775,-0.02424427448691638,-0.02424427448691638,0.03014462193039723,,-0.00041373154141000106,0.004058479853479854,0.003963,0.00439,597363206.0,,2026-07-14
沪深300ETF华泰柏瑞,12月,0.3603505183194595,0.10133711893331623,0.2605965466034991,0.2605965466034991,0.041624278038940754,,-0.001158908148671292,0.0022616867704280154,0.001898,0.0027129999999999997,148098881.0,,2026-07-14
沪深300ETF华泰柏瑞,7月,0.08068353329410857,0.1182700478551318,0.2508440752427895,0.2508440752427895,0.03309170361024287,,0.0002994633499678566,0.002057421052631579,0.00206,0.002226,300965043.0,,2026-07-14
沪深300ETF华泰柏瑞,8月,0.2667987115750963,0.10693639209276032,0.2210009712994214,0.2210009712994214,0.059072620410015875,,0.0013155712188622879,0.0022938641509433963,0.001713,0.0023250000000000002,220089187.0,,2026-07-14
沪深300ETF华泰柏瑞,9月,0.21921487818692942,0.147781385167708,0.2244493039896996,0.2244493039896996,0.046834871937738796,,0.0012114895183206885,0.0025317624633431086,0.00201,0.002565,356996898.0,,2026-07-14
沪深300ETF嘉实,12月,0.32349228160548027,0.14216497869667877,0.30897137881524717,0.30897137881524717,0.04375213667409125,,0.0001503327699380785,0.0027821374764595112,0.0018659999999999998,0.0027660000000000002,44900390.0,,2026-07-14
沪深300ETF嘉实,7月,-0.013961066198060028,0.22300805454976164,0.31124755966302253,0.31124755966302253,0.02414275786798588,,0.0009936746584552232,0.0022204607843137256,0.0022440000000000003,0.002213,80535414.0,,2026-07-14
沪深300ETF嘉实,8月,0.28312426739732127,0.3058836252408772,0.3608207334975517,0.3608207334975517,0.040001231091074486,,0.004251748025258959,0.0023170037878787876,0.0017449999999999998,0.002401,45942986.0,,2026-07-14
沪深300ETF嘉实,9月,0.24490443984050683,0.07928787911289803,0.1898107195367822,0.1898107195367822,0.03731537988681661,,-0.00045217378446147055,0.002270273255813954,0.0020269999999999997,0.002583,94678200.0,,2026-07-14
深证100ETF易方达,12月,0.3568479789502338,0.2370242349867886,0.45415530221736156,0.45415530221736156,0.037737930637217865,,0.0018041619788029383,0.003673833333333333,0.002434,0.0037450000000000005,12082618.0,,2026-07-14
深证100ETF易方达,7月,0.1713993110511124,0.024372832860638176,0.24309444671586128,0.24309444671586128,0.029500828184660738,,-0.00015548131914047355,0.003068857142857143,0.0026890000000000004,0.003215,22401405.0,,2026-07-14
深证100ETF易方达,8月,0.22232518967625006,0.06066704359378606,0.1628085886986435,0.1628085886986435,0.04559694530584378,,-0.0004831288153071106,0.0032070140186915893,0.0027429999999999998,0.0034560000000000003,11272356.0,,2026-07-14
