trade_date,market_type,underlying,commodity,exchange,contract_month,underlying_price,call_wall,put_wall,call_oi_wall,put_oi_wall,max_gamma_strike,gex_flip,price_wall,net_gex,total_abs_gex,total_oi,total_volume,total_amount,call_gex_total,put_gex_abs_total,gex_ratio,call_gex_share,put_gex_share,call_wall_distance,put_wall_distance,price_wall_distance,gamma_regime
2026-07-13,ETF,中证500ETF嘉实,,,9月,3.304,3.9,2.8,3.9,2.8,2.8,3.9,3.3,7365444.950339843,58086634.230499834,92316.0,50388.0,,32726039.590419836,25360594.640079997,1.2904287164741577,0.5634005141450632,0.43659948585493674,0.18038740920096852,-0.15254237288135597,-0.001210653753026647,Positive Gamma
2026-07-13,ETF,创业板ETF易方达,,,12月,3.751,3.9,3.2,4.5,3.2,3.2,4.3,3.9,6101931.78108382,37618946.75949895,75220.0,22456.0,,21860439.270291377,15758507.48920756,1.3872150827267629,0.5811018423787083,0.41889815762129146,0.039722740602506024,-0.14689416155691803,0.039722740602506024,Positive Gamma
2026-07-13,ETF,创业板ETF易方达,,,7月,3.751,4.0,3.7,4.3,3.6,3.9,4.4,3.9,54639425.84359887,1306004675.780532,1280160.0,2323880.0,,680322050.8120652,625682624.9684664,1.0873277020379983,0.5209185414328411,0.47908145856715867,0.06638229805385243,-0.013596374300186564,0.039722740602506024,Positive Gamma
2026-07-13,ETF,创业板ETF易方达,,,8月,3.751,4.0,3.5,4.8,3.5,4.0,4.7,3.8,7746267.471952025,234502135.7964173,296388.0,301731.0,,121124201.63418466,113377934.16223262,1.0683225314448568,0.516516411344494,0.48348358865550595,0.06638229805385243,-0.06691548920287915,0.013063183151159619,Positive Gamma
2026-07-13,ETF,创业板ETF易方达,,,9月,3.751,3.9,2.9,4.8,2.85,3.9,,3.9,-26000971.546172265,213745097.52134815,447481.0,209631.0,,93872062.98758793,119873034.53376022,0.7830957425304057,0.4391776189309432,0.5608223810690568,0.039722740602506024,-0.22687283391095703,0.039722740602506024,Negative Gamma
2026-07-13,ETF,沪深300ETF华泰柏瑞,,,12月,4.744,5.0,4.5,6.0,4.5,5.0,5.0,4.9,12249304.356920961,61140058.89644608,57932.0,8616.0,,36694681.62668352,24445377.269762557,1.5010887834434286,0.6001741295152153,0.3998258704847847,0.053962900505902134,-0.05143338954468801,0.03288364249578435,Positive Gamma
2026-07-13,ETF,沪深300ETF华泰柏瑞,,,7月,4.744,4.9,4.7,5.25,4.9,4.9,4.9,4.9,251437297.68248704,1663693164.0686154,673829.0,1003673.0,,957565230.8755513,706127933.1930643,1.3560789566070612,0.575566006735157,0.42443399326484316,0.03288364249578435,-0.009274873524451888,0.03288364249578435,Positive Gamma
2026-07-13,ETF,沪深300ETF华泰柏瑞,,,8月,4.744,5.0,4.6,5.0,4.6,5.0,5.0,4.9,62861893.5400838,436782678.04097337,240581.0,243550.0,,249822285.79052866,186960392.25044477,1.336231074311593,0.5719601494065969,0.4280398505934032,0.053962900505902134,-0.030354131534570006,0.03288364249578435,Positive Gamma
2026-07-13,ETF,沪深300ETF华泰柏瑞,,,9月,4.744,5.0,4.1,6.0,4.0,5.0,5.25,4.9,38131608.78766143,356340990.37919295,334091.0,275906.0,,197236299.5834272,159104690.7957658,1.2396636365461338,0.5535043817820179,0.44649561821798217,0.053962900505902134,-0.13575042158516026,0.03288364249578435,Positive Gamma
2026-07-13,ETF,沪深300ETF嘉实,,,12月,4.949,5.25,4.6,5.25,4.6,5.25,5.25,4.8,4908562.901188029,19186305.200433068,17607.0,4314.0,,12047434.05081055,7138871.14962252,1.6875825040556416,0.6279183993455195,0.37208160065448054,0.06082036775106081,-0.07051929682764202,-0.030107092341887243,Positive Gamma
2026-07-13,ETF,沪深300ETF嘉实,,,7月,4.949,5.0,5.0,5.5,5.0,5.0,5.25,5.0,49386367.53640905,320199544.1303712,151595.0,170946.0,,184792955.83339018,135406588.2969811,1.3647264742251108,0.5771181103185786,0.4228818896814215,0.010305112143867534,0.010305112143867534,0.010305112143867534,Positive Gamma
2026-07-13,ETF,沪深300ETF嘉实,,,8月,4.949,5.0,5.0,5.5,5.0,5.0,5.0,5.0,16734697.729553225,66071212.29110885,36253.0,23949.0,,41402955.010331035,24668257.28077781,1.6783899461999436,0.6266413703431108,0.3733586296568891,0.010305112143867534,0.010305112143867534,0.010305112143867534,Positive Gamma
2026-07-13,ETF,沪深300ETF嘉实,,,9月,4.949,5.25,4.2,6.25,4.2,5.25,6.0,5.0,6600581.827106891,68760710.51727743,70898.0,22419.0,,37680646.17219217,31080064.345085274,1.2123734929831524,0.5479967540871207,0.45200324591287955,0.06082036775106081,-0.15134370579915124,0.010305112143867534,Positive Gamma
2026-07-13,ETF,深证100ETF易方达,,,12月,3.753,4.5,4.5,4.5,4.5,4.5,3.8,3.8,769421.9274930899,3063798.06004719,4822.0,2454.0,,1916609.99377014,1147188.0662770502,1.6707025204595107,0.6255666842940097,0.3744333157059903,0.199040767386091,0.199040767386091,0.01252331468158796,Positive Gamma
2026-07-13,ETF,深证100ETF易方达,,,7月,3.753,4.0,3.8,4.1,3.4,3.8,,3.8,-3109071.6453259788,64667838.41777611,56241.0,57682.0,,30779383.386225063,33888455.03155103,0.9082557277269989,0.4759612218268351,0.5240387781731647,0.06581401545430321,0.01252331468158796,0.01252331468158796,Negative Gamma
2026-07-13,ETF,深证100ETF易方达,,,8月,3.753,4.2,3.8,4.2,3.8,3.8,,3.8,-1857153.5086787997,8523382.6272474,8585.0,2932.0,,3333114.5592843,5190268.067963101,0.6421854354417511,0.3910553714471362,0.6089446285528638,0.11910471622701846,0.01252331468158796,0.01252331468158796,Negative Gamma
2026-07-13,ETF,深证100ETF易方达,,,9月,3.753,3.9,3.0,3.9,3.0,3.0,,3.9,-1088233.9934567397,9208219.42764252,16378.0,26745.0,,4059992.7170928908,5148226.710549631,0.7886196442695976,0.4409096404572025,0.5590903595427976,0.039168665067945696,-0.2006394884092726,0.039168665067945696,Negative Gamma
2026-07-13,ETF,科创50ETF华夏,,,12月,2.1,2.55,1.3,2.55,1.3,2.2,2.5,2.2,4889775.013199999,36048124.1862,193671.0,52747.0,,20468949.599700004,15579174.5865,1.3138661156950635,0.5678228773838934,0.43217712261610675,0.2142857142857142,-0.38095238095238093,0.04761904761904767,Positive Gamma
2026-07-13,ETF,科创50ETF华夏,,,7月,2.1,2.2,2.0,2.55,2.0,2.15,2.3,2.15,102249689.4783,693710887.3569002,1359490.0,2961243.0,,397980288.4176,295730598.9393,1.3457528231608091,0.5736976248620518,0.4263023751379479,0.04761904761904767,-0.04761904761904767,0.023809523809523725,Positive Gamma
2026-07-13,ETF,科创50ETF华夏,,,8月,2.1,2.55,1.9,2.55,1.9,2.15,2.45,2.15,12493646.865000002,111377938.29120001,291138.0,384450.0,,61935792.57810001,49442145.7131,1.2526922463579435,0.5560867217362881,0.44391327826371185,0.2142857142857142,-0.09523809523809534,0.023809523809523725,Positive Gamma
2026-07-13,ETF,科创50ETF华夏,,,9月,2.1,2.55,1.8,2.55,1.1,2.55,2.5,2.2,13266106.522200001,134379012.47400004,812488.0,777272.0,,73822559.49810001,60556452.97590001,1.2190700721437497,0.5493607829004055,0.4506392170995944,0.2142857142857142,-0.1428571428571429,0.04761904761904767,Positive Gamma
2026-07-13,ETF,科创50ETF易方达,,,12月,2.036,2.15,2.15,2.15,2.15,2.15,2.15,2.1,1551210.42855376,9007738.944316642,46749.0,14824.0,,5279474.686435199,3728264.25788144,1.4160677251550895,0.5861043175286779,0.4138956824713218,0.05599214145383091,0.05599214145383091,0.03143418467583503,Positive Gamma
