underlying,contract_month,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value,trade_date
上证50ETF华夏,12月,0.32749219947409586,0.16382093882306414,0.2842500490971457,0.2842500490971457,0.055838520960508606,,0.0026319919111497414,0.2271809836065574,0.157,0.2314,113301640.0,,2026-07-29
上证50ETF华夏,3月,0.36018518518518533,0.15664550751958994,0.28445769637803464,0.28445769637803464,0.06732319373495947,,0.0029892707697573373,0.2351568123393316,0.1479,0.23260000000000003,10564784.0,,2026-07-29
上证50ETF华夏,8月,0.24875152743889276,0.25193860173665483,0.33321654663941475,0.33321654663941475,0.05174765711580309,,0.003943870447403608,0.1957776923076923,0.1659,0.2146,358630188.0,,2026-07-29
上证50ETF华夏,9月,0.2818389561884168,0.10625555085075337,0.23367292074860188,0.23367292074860188,0.04983197399011547,,0.0007227584621994617,0.1969209677419355,0.1722,0.22769999999999999,281100825.0,,2026-07-29
中证500ETF南方,12月,-0.668866530517529,-0.11841102409585873,0.23980194054375661,0.23980194054375661,0.02751740458315118,,-0.00659552469500004,0.3274195822454308,0.2191,0.0001,631306559.0,,2026-07-29
中证500ETF南方,3月,0.45650692493676015,0.28107019712257136,0.3493735363366875,0.3493735363366875,0.031226676519943562,,0.0014209757789295596,0.36845005149330584,0.1948,0.363,126298423.0,,2026-07-29
中证500ETF南方,8月,0.1631800143032911,-0.10975815380797942,0.13337580399961102,0.13337580399961102,0.025851502069092164,,-0.001719459270754033,0.32847159763313616,0.30879999999999996,0.3624,1798785265.0,,2026-07-29
中证500ETF南方,9月,0.2522009080098728,-0.3163808941687897,-0.18366038984729627,-0.18366038984729627,0.03316118900426801,,-0.005750118387116418,0.3160178947368421,0.2797,0.3594,1081084698.0,,2026-07-29
中证500ETF嘉实,12月,0.3632113169024353,0.11720037840603464,0.3441066888272913,0.3441066888272913,0.03566798757801389,,-0.0018052411463159055,0.33286407766990295,0.2257,0.34659999999999996,112090288.0,,2026-07-29
中证500ETF嘉实,3月,0.44783324251281126,0.24171283819671602,0.4910362071842716,0.4910362071842716,0.04195850838223835,,0.0023624259775936124,0.3688873096446701,0.1954,0.36060000000000003,26132459.0,,2026-07-29
中证500ETF嘉实,8月,0.10793259631949433,0.1406883436267485,0.33361543096625845,0.33361543096625845,0.02681169059969764,,0.00041133282790510974,0.3270559701492538,0.3204,0.3557,149713312.0,,2026-07-29
中证500ETF嘉实,9月,0.20187563086134647,-0.09143924788978214,0.1785920410129106,0.1785920410129106,0.0336728943178426,,-0.003437757459142371,0.33684105263157893,0.2848,0.3528,124071871.0,,2026-07-29
创业板ETF易方达,12月,0.19175408636252758,-0.024967416981463247,0.1767723064906141,0.1767723064906141,0.02430079292124021,,-0.004510418324813681,0.4099,0.37229999999999996,0.4509,374030717.0,,2026-07-29
创业板ETF易方达,3月,0.31681718330485714,0.15693200718610498,0.15861296108858594,0.15861296108858594,0.027014915836121693,,-0.002475826059968553,0.4097,0.3317,0.46149999999999997,54336612.0,,2026-07-29
创业板ETF易方达,8月,0.08094725511302493,-0.1114279597278231,0.14603324740947424,0.14603324740947424,0.019515129773176227,,-0.0015769607987439081,0.46449999999999997,0.4594,0.49700000000000005,1603868658.0,,2026-07-29
创业板ETF易方达,9月,0.12166769067977394,-0.2792485205865249,-0.2059643814516916,-0.2059643814516916,0.02557760979105743,,-0.004414723510444322,0.4380785046728972,0.4229,0.47619999999999996,836684787.0,,2026-07-29
沪深300ETF华泰柏瑞,12月,0.28117387656673565,0.08832647705831355,0.3591810096996314,0.3591810096996314,0.046518410619945466,,-0.0012940045913999098,0.2518014861995754,0.18100000000000002,0.2518,213003881.0,,2026-07-29
沪深300ETF华泰柏瑞,3月,0.4145239565199788,0.21157710925569403,0.38240126264328017,0.38240126264328017,0.05631418660247004,,0.004636435049957928,0.2639171953255426,0.151,0.26039999999999996,34204081.0,,2026-07-29
沪深300ETF华泰柏瑞,8月,0.14520380886682518,0.016182036202239607,0.22729749286909778,0.22729749286909778,0.03979298272577618,,-0.0004420758776060019,0.2375970731707317,0.2041,0.2386,575747316.0,,2026-07-29
沪深300ETF华泰柏瑞,9月,0.2255044744315131,-0.07664216229513272,0.11875442576076832,0.11875442576076832,0.04289649692301165,,-0.003042885584803603,0.24079344827586208,0.1975,0.2518,418617120.0,,2026-07-29
沪深300ETF嘉实,12月,0.406584029945933,0.13594965613985766,0.42542242434460037,0.42542242434460037,0.044678926484845,,0.00018517735043430434,0.20832102040816325,0.1862,0.2709,55309140.0,,2026-07-29
沪深300ETF嘉实,3月,0.41260276721866085,-0.07311591773925571,0.17856802000419922,0.17856802000419922,0.05163833679888606,,-0.010542065285289145,0.2682967948717949,0.1535,0.2642,9992634.0,,2026-07-29
沪深300ETF嘉实,8月,0.16195012773891293,0.16500953019377765,0.31002863257544677,0.31002863257544677,0.04097601646352463,,0.0016322708480506832,0.2364925581395349,0.20350000000000001,0.2418,97787080.0,,2026-07-29
