trade_date,underlying,contract_month,wall_type,strike,underlying_price,distance_to_spot,metric_value,metric_concentration,oi_rank,volume_rank,proximity_score,confidence_score,confidence_label
2026-09-23,上证50ETF华夏,10月,call_wall,3.0,3.0,0.0,267078462.47999996,0.41915354934341553,1.0,1.0,1.0,0.738619097204537,high
2026-09-23,上证50ETF华夏,10月,put_wall,3.0,3.0,0.0,153698169.87000003,0.36260799381908637,1.0,1.0,1.0,0.7131735972185889,high
2026-09-23,上证50ETF华夏,10月,price_wall,3.0,3.0,0.0,420776632.35,0.39656479211774676,1.0,1.0,1.0,0.7284541564529861,high
2026-09-23,上证50ETF华夏,12月,call_wall,3.0,3.0,0.0,37579523.94,0.23211537692849057,0.75,0.9166666666666666,1.0,0.5794519196178207,medium
2026-09-23,上证50ETF华夏,12月,put_wall,2.7,3.0,-0.09999999999999998,14902555.499999998,0.15137909188183404,0.9166666666666666,0.75,2.220446049250313e-16,0.40978725801349203,low
2026-09-23,上证50ETF华夏,12月,price_wall,3.0,3.0,0.0,50849483.94,0.1953154234764669,0.75,0.9166666666666666,1.0,0.5628919405644102,medium
2026-09-23,上证50ETF华夏,3月,call_wall,3.1,3.0,0.03333333333333344,3918717.1800000006,0.20135012831131868,0.6363636363636364,0.7272727272727273,0.6666666666666656,0.4587893759219114,medium
2026-09-23,上证50ETF华夏,3月,put_wall,2.8,3.0,-0.06666666666666676,3216038.7600000002,0.32533943313139774,1.0,0.9090909090909091,0.33333333333333237,0.5827663812727651,medium
2026-09-23,上证50ETF华夏,3月,price_wall,3.0,3.0,0.0,4821566.220000001,0.1642928836472304,0.7272727272727273,0.5454545454545454,1.0,0.48756816127761726,medium
2026-09-23,上证50ETF华夏,9月,call_wall,3.0,3.0,0.0,155155212.27,0.7078332732990215,0.14285714285714285,1.0,1.0,0.6542392586988454,medium
2026-09-23,上证50ETF华夏,9月,put_wall,3.0,3.0,0.0,466193082.6,0.8640349821956388,0.14285714285714285,1.0,1.0,0.7245300277023232,high
2026-09-23,上证50ETF华夏,9月,price_wall,3.1,3.0,0.03333333333333344,46417791.96,0.06117659060419066,1.0,0.8571428571428571,0.6666666666666656,0.5061008943433142,medium
2026-09-23,中证500ETF南方,10月,call_wall,8.0,7.818,0.02327961115374788,193897416.80287293,0.2777517553592861,0.9090909090909091,0.9090909090909091,0.7672038884625212,0.6037052368174205,medium
2026-09-23,中证500ETF南方,10月,put_wall,7.75,7.818,-0.008697876694806816,164905265.62949973,0.3050776580583335,1.0,1.0,0.9130212330519318,0.6742381310840398,medium
2026-09-23,中证500ETF南方,10月,price_wall,7.75,7.818,-0.008697876694806816,332834119.91793066,0.26871117648616666,1.0,1.0,0.9130212330519318,0.6578732143765648,medium
2026-09-23,中证500ETF南方,12月,call_wall,8.5,7.818,0.08723458685085705,31355904.904528677,0.10134600174463756,0.7777777777777778,0.8148148148148148,0.12765413149142946,0.381420487175468,low
2026-09-23,中证500ETF南方,12月,put_wall,6.5,7.818,-0.16858531593757986,24637881.688401956,0.1393600720804337,0.8888888888888888,0.7777777777777778,0.0,0.40160092132508407,low
2026-09-23,中证500ETF南方,12月,price_wall,7.75,7.818,-0.008697876694806816,39057104.796193436,0.08033340924724126,0.8148148148148148,0.7037037037037037,0.9130212330519318,0.4823624783783076,medium
2026-09-23,中证500ETF南方,3月,call_wall,7.75,7.818,-0.008697876694806816,11295653.12543232,0.1650929575423483,0.9230769230769231,1.0,0.9130212330519318,0.5920142466210773,medium
2026-09-23,中证500ETF南方,3月,put_wall,7.75,7.818,-0.008697876694806816,4116500.36686512,0.11704939279411375,0.9230769230769231,1.0,0.9130212330519318,0.5703946424843717,medium
2026-09-23,中证500ETF南方,3月,price_wall,7.75,7.818,-0.008697876694806816,15412153.49229744,0.1487819381699567,0.9230769230769231,1.0,0.9130212330519318,0.5846742879035011,medium
2026-09-23,中证500ETF南方,9月,call_wall,7.859,7.818,0.005244308007162912,109315191.39512397,0.3513200266581919,0.6206896551724138,0.9310344827586207,0.9475569199283709,0.5950551361923385,medium
2026-09-23,中证500ETF南方,9月,put_wall,7.75,7.818,-0.008697876694806816,159344943.12395817,0.3941571249953882,0.9310344827586207,1.0,0.9130212330519318,0.6970825118953696,medium
2026-09-23,中证500ETF南方,9月,price_wall,8.0,7.818,0.02327961115374788,107820838.58960302,0.1507091803739307,1.0,0.9655172413793104,0.7672038884625212,0.5777273006445436,medium
2026-09-23,中证500ETF嘉实,10月,call_wall,3.3,3.171,0.04068117313150421,23600135.79237825,0.3341736467371765,1.0,0.9,0.5931882686849579,0.6243563813344731,medium
2026-09-23,中证500ETF嘉实,10月,put_wall,3.2,3.171,0.009145380006307269,9124733.0199564,0.24891670767479798,0.9,1.0,0.9085461999369273,0.6232944484441982,medium
2026-09-23,中证500ETF嘉实,10月,price_wall,3.2,3.171,0.009145380006307269,28930860.270453334,0.2696758023937374,0.9,1.0,0.9085461999369273,0.632636041067721,medium
2026-09-23,中证500ETF嘉实,12月,call_wall,3.1,3.171,-0.022390413118889896,8404115.82784137,0.1497388225696885,0.8823529411764706,0.23529411764705882,0.776095868811101,0.4396792034192014,low
