underlying,contract_month,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value,trade_date
上证50ETF华夏,12月,0.22705382471476557,0.1411997241399484,0.24245973177564206,0.24245973177564206,0.0502351512264381,,0.0009027025460292341,0.002545651898734177,0.0019420000000000001,0.00252,108367923.0,,2026-07-17
上证50ETF华夏,7月,-0.1100047096817598,0.12983048819804197,0.2507817973106027,0.2507817973106027,0.037848575723510795,,0.00034244314847247417,0.0019817333333333334,0.00226,0.0020420000000000004,164211199.0,,2026-07-17
上证50ETF华夏,8月,0.18974701961888674,0.0570619230418556,0.19978719182995788,0.19978719182995788,0.051847236736494016,,-0.00035130448032283097,0.0021713121019108278,0.0018640000000000002,0.0022760000000000002,244770576.0,,2026-07-17
上证50ETF华夏,9月,0.2304475963218827,0.08844921204439163,0.2175560390934815,0.2175560390934815,0.04986828452783756,,7.354161516107457e-05,0.00223912077294686,0.001966,0.002482,289414367.0,,2026-07-17
中证500ETF南方,12月,0.37857071090394884,-0.056420620444019784,0.2036230683002813,0.2036230683002813,0.027978194662228485,,-0.005830813607325245,0.003494723606168446,0.002311,0.0036340000000000005,493911175.0,,2026-07-17
中证500ETF南方,7月,0.0,-0.3841920837388699,0.02093010271381943,0.02093010271381943,0.015552218974322943,,-0.0015049323162677163,0.0014810116279069766,1e-06,1e-06,872142877.0,,2026-07-17
中证500ETF南方,8月,0.0,-0.01120034479863787,0.22854348490252355,0.22854348490252355,0.02926745715988412,,-0.0013183448912400635,0.001586594405594406,1e-06,1e-06,1015084906.0,,2026-07-17
中证500ETF南方,9月,2.260252141066401,-0.18760653200490662,-0.20599416504029125,-0.20599416504029125,0.035086303617214834,,-0.004930223415753883,0.0015573483754512635,1e-06,0.0035210000000000003,981586957.0,,2026-07-17
中证500ETF嘉实,12月,0.37418120262015175,0.1316469638594935,0.3723245414867475,0.3723245414867475,0.04150291201830041,,-0.0016698947865035696,0.00339675,0.0023829999999999997,0.003654,50667264.0,,2026-07-17
中证500ETF嘉实,7月,0.0611859308635258,-0.3463262454686152,0.07540554430411711,0.07540554430411711,0.011658216892365332,,-0.0012055343988385764,0.0030072272727272725,0.003079,0.0032630000000000003,126191339.0,,2026-07-17
中证500ETF嘉实,8月,0.14082728133880637,0.02158166262710186,0.31182970272646937,0.31182970272646937,0.02816388163930601,,-0.0010036882948579497,0.003167,0.0030659999999999997,0.0035119999999999995,77611745.0,,2026-07-17
中证500ETF嘉实,9月,0.206234225317261,-0.0242315056344253,0.07011165921014854,0.07011165921014854,0.03338849018295885,,-0.0025787815798052173,0.0031856981981981986,0.0029070000000000003,0.003564,112935505.0,,2026-07-17
创业板ETF易方达,12月,0.22833998210665987,0.06188466438891318,0.1886637868977572,0.1886637868977572,0.02899635332671754,,-0.003746210145891183,0.0046859949367088595,0.003653,0.004723,219365964.0,,2026-07-17
创业板ETF易方达,7月,0.028703229113275098,-0.37989459716293095,0.051715825319881725,0.051715825319881725,0.012097806757684763,,-0.0009840848332697367,0.00438975,0.004335,0.004461,985086821.0,,2026-07-17
创业板ETF易方达,8月,0.13243932830949967,-0.1844602876967813,0.045692339632344536,0.045692339632344536,0.02412229046743539,,-0.0027240153180348023,0.00421325,0.004021,0.004579,673067801.0,,2026-07-17
创业板ETF易方达,9月,0.1258980358555234,-0.06412588105856191,-0.10494708841520455,-0.10494708841520455,0.02968845975012171,,-0.002743502407237117,0.0042176988416988415,0.004029,0.00456,646177308.0,,2026-07-17
沪深300ETF华泰柏瑞,12月,0.3561309892816428,0.044296824146118095,0.23739379695942978,0.23739379695942978,0.04094012996037701,,-0.0030743003386927655,0.0023699145129224652,0.001882,0.002726,163219902.0,,2026-07-17
沪深300ETF华泰柏瑞,7月,-0.046932939260840446,-0.12224877191055336,0.18912418834838157,0.18912418834838157,0.026341444830487767,,-0.0007455363230097371,0.0022372346938775507,0.002373,0.002268,301699586.0,,2026-07-17
沪深300ETF华泰柏瑞,8月,-0.8392570652844626,-0.029426805749857447,0.16441039294498272,0.16441039294498272,0.05432086404608763,,-0.0017548025087001599,0.002315142857142857,0.0019440000000000002,1e-06,293320187.0,,2026-07-17
沪深300ETF华泰柏瑞,9月,0.15753744585355672,0.022841726214073647,0.12793772750570756,0.12793772750570756,0.04532887031534569,,-0.0014824076590145853,0.002329604863221885,0.002206,0.002573,380056725.0,,2026-07-17
沪深300ETF嘉实,12月,0.31522601663256894,0.10506098988335441,0.2898789868184353,0.2898789868184353,0.04459548891897003,,-0.0011228476141009406,0.0026298590733590736,0.001894,0.0027229999999999997,42893621.0,,2026-07-17
沪深300ETF嘉实,7月,0.03686791529157552,-0.08481625457347768,0.14328846117356633,0.14328846117356633,0.019435509625806886,,-0.0004189633880696965,0.0022784038461538462,0.0022640000000000004,0.0023480000000000003,78832664.0,,2026-07-17
沪深300ETF嘉实,8月,0.1641483553331628,0.10478879754473405,0.23108845110726847,0.23108845110726847,0.03989320540638196,,0.0007331943712115589,0.002126125475285171,0.002034,0.0023829999999999997,51671155.0,,2026-07-17
沪深300ETF嘉实,9月,0.21076083728542294,-0.049578113742599635,0.1074872185591037,0.1074872185591037,0.039931716852244586,,-0.0031129723906257985,0.0022679735294117644,0.002096,0.0025739999999999995,90731611.0,,2026-07-17
深证100ETF易方达,12月,0.3276790659989761,0.13643190671780075,0.3406183898046123,0.3406183898046123,0.08257652588263015,,-0.0028445372844160574,0.0035522562189054725,0.002532,0.0036959999999999996,5415292.0,,2026-07-17
深证100ETF易方达,7月,0.011108179087973317,-0.2948347081521948,0.05199513302325363,0.05199513302325363,0.019728678616883166,,-0.0013187297635264142,0.0030608076923076925,0.0030859999999999998,0.00312,22021191.0,,2026-07-17
深证100ETF易方达,8月,0.18608349900596421,-0.047901689966807506,0.12879509584515392,0.12879509584515392,0.03809969776701691,,-0.0017318638364830466,0.0031437500000000003,0.00293,0.003515,12245189.0,,2026-07-17
深证100ETF易方达,9月,0.08660608455156076,0.07599767244855202,-0.07195015541252739,-0.07195015541252739,0.03646735261416223,,-0.0009035953036101683,0.0031637500000000003,0.003,0.0032740000000000004,16307079.0,,2026-07-17
科创50ETF华夏,12月,0.22179026925701611,0.10879643267890769,0.05177886909155642,0.05177886909155642,0.020608930932621235,,-0.002784794167879399,0.005676533980582525,0.004920000000000001,0.0061790000000000005,392960461.0,,2026-07-17
科创50ETF华夏,7月,-0.04481389176717121,-0.2665517487341226,0.07111954701090055,0.07111954701090055,0.009862514030004724,,-0.0006723800285918706,0.006181119047619046,0.006517,0.00624,681004760.0,,2026-07-17
科创50ETF华夏,8月,0.1948661563834736,-0.10967799031528212,0.1545905357109496,0.1545905357109496,0.017245432832618722,,-0.001859871904478864,0.005911750000000001,0.005912,0.007064,574647102.0,,2026-07-17
科创50ETF华夏,9月,0.09556432380869813,0.18758103113778318,0.010079534349309529,0.010079534349309529,0.018609734926269415,,-0.00024920089944360097,0.005765749999999999,0.005573,0.006124000000000001,802115885.0,,2026-07-17
科创50ETF易方达,12月,0.22655362293505815,0.08578928259157727,0.058082241810462586,0.058082241810462586,0.017889509399306017,,-0.0032430887934467053,0.005720500000000001,0.0048969999999999994,0.006193,113049942.0,,2026-07-17
