underlying,contract_month,expiry,expiry_month,expiry_source,expiry_confidence,days_to_expiry,business_days_to_expiry_estimate,month_total_abs_gex,month_net_gex,month_total_oi,month_total_volume,month_rank,month_count,expiry_role,expiry_gex_share,near_gex_ratio,next_gex_ratio,front_month_concentration,next_month_concentration,days_to_near_expiry,roll_progress,roll_shift_score,expiry_pressure,underlying_price,call_wall,put_wall,price_wall,gamma_regime,price_wall_distance,expiry_structure_state,roll_state,expiry_date_quality,front_month,primary_month,expiring_month,next_month,far_month,primary_selection_reason,primary_selection_note,primary_selection_confidence,primary_selection_dte,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role
上证50ETF华夏,10月,2026-10-28,202610,rule_fourth_wednesday,medium,34.0,24.0,1226223082.8599157,251124781.71911988,618035.0,541168.0,1,4,near,0.774324002797055,0.774324002797055,0.037961022106828925,0.774324002797055,0.037961022106828925,34.0,0.046733622980825944,-0.7363629806902261,0.774324002797055,2.959,3.0,3.0,3.0,Positive Gamma,0.013856032443392952,front_month_concentrated,front_month_dominant,rule_estimate,10月,10月,,11月,3月,front_month_default,10月 DTE=34，默认使用前月,medium,34.0,True,False,primary_analysis
上证50ETF华夏,11月,2026-11-25,202611,rule_fourth_wednesday,medium,62.0,44.0,60115250.70668547,6811667.479273586,40835.0,60273.0,2,4,next,0.037961022106828925,0.774324002797055,0.037961022106828925,0.774324002797055,0.037961022106828925,34.0,0.046733622980825944,-0.7363629806902261,0.018980511053414462,2.959,3.0,2.85,3.0,Positive Gamma,0.013856032443392952,low_expiry_influence,front_month_dominant,rule_estimate,10月,10月,,11月,3月,front_month_default,10月 DTE=34，默认使用前月,medium,34.0,False,False,next_month
上证50ETF华夏,12月,2026-12-23,202612,rule_fourth_wednesday,medium,90.0,64.0,266399384.704613,52018703.8515694,280886.0,117034.0,3,4,deferred,0.16822341773736935,0.774324002797055,0.037961022106828925,0.774324002797055,0.037961022106828925,34.0,0.046733622980825944,-0.7363629806902261,0.08411170886868467,2.959,3.0,2.7,3.0,Positive Gamma,0.013856032443392952,normal_expiry_structure,front_month_dominant,rule_estimate,10月,10月,,11月,3月,front_month_default,10月 DTE=34，默认使用前月,medium,34.0,False,False,other_month
上证50ETF华夏,3月,2027-03-24,202703,rule_fourth_wednesday,medium,181.0,129.0,30866920.653172016,7843447.347573972,37077.0,8892.0,4,4,far,0.01949155735874669,0.774324002797055,0.037961022106828925,0.774324002797055,0.037961022106828925,34.0,0.046733622980825944,-0.7363629806902261,0.009745778679373346,2.959,3.1,2.8,3.0,Positive Gamma,0.013856032443392952,low_expiry_influence,front_month_dominant,rule_estimate,10月,10月,,11月,3月,front_month_default,10月 DTE=34，默认使用前月,medium,34.0,False,False,far_month
中证500ETF南方,10月,2026-10-28,202610,rule_fourth_wednesday,medium,34.0,24.0,1677341167.7613752,271979893.4280751,556775.0,731539.0,1,4,near,0.7203491795136129,0.7203491795136129,0.030733516817889113,0.7203491795136129,0.030733516817889113,34.0,0.04091895202485719,-0.6896156626957237,0.7203491795136129,7.65,7.75,7.75,7.75,Positive Gamma,0.013071895424836555,front_month_concentrated,front_month_dominant,rule_estimate,10月,10月,,11月,3月,front_month_default,10月 DTE=34，默认使用前月,medium,34.0,True,False,primary_analysis
中证500ETF南方,11月,2026-11-25,202611,rule_fourth_wednesday,medium,62.0,44.0,71563339.63417502,12640843.028475005,28277.0,49301.0,2,4,next,0.030733516817889113,0.7203491795136129,0.030733516817889113,0.7203491795136129,0.030733516817889113,34.0,0.04091895202485719,-0.6896156626957237,0.015366758408944556,7.65,8.0,7.75,7.75,Positive Gamma,0.013071895424836555,low_expiry_influence,front_month_dominant,rule_estimate,10月,10月,,11月,3月,front_month_default,10月 DTE=34，默认使用前月,medium,34.0,False,False,next_month
中证500ETF南方,12月,2026-12-23,202612,rule_fourth_wednesday,medium,90.0,64.0,479065074.39247507,108898761.050775,365223.0,206276.0,3,4,deferred,0.2057387846342669,0.7203491795136129,0.030733516817889113,0.7203491795136129,0.030733516817889113,34.0,0.04091895202485719,-0.6896156626957237,0.10286939231713345,7.65,7.75,6.5,7.75,Positive Gamma,0.013071895424836555,normal_expiry_structure,front_month_dominant,rule_estimate,10月,10月,,11月,3月,front_month_default,10月 DTE=34，默认使用前月,medium,34.0,False,False,other_month
中证500ETF南方,3月,2027-03-24,202703,rule_fourth_wednesday,medium,181.0,129.0,100541667.28972502,29610952.954425007,73059.0,6677.0,4,4,far,0.043178519034231165,0.7203491795136129,0.030733516817889113,0.7203491795136129,0.030733516817889113,34.0,0.04091895202485719,-0.6896156626957237,0.021589259517115583,7.65,7.75,7.75,7.75,Positive Gamma,0.013071895424836555,low_expiry_influence,front_month_dominant,rule_estimate,10月,10月,,11月,3月,front_month_default,10月 DTE=34，默认使用前月,medium,34.0,False,False,far_month
中证500ETF嘉实,10月,2026-10-28,202610,rule_fourth_wednesday,medium,34.0,24.0,121065403.84470281,31526751.2850501,97599.0,80128.0,1,4,near,0.5334686073131757,0.5334686073131757,0.03831776806639482,0.5334686073131757,0.03831776806639482,34.0,0.0670141327536149,-0.4951508392467809,0.5334686073131757,3.103,3.3,3.2,3.2,Positive Gamma,0.031260070899129966,near_month_pressure,distributed_expiry,rule_estimate,10月,10月,,11月,3月,front_month_default,10月 DTE=34，默认使用前月,medium,34.0,True,False,primary_analysis
中证500ETF嘉实,11月,2026-11-25,202611,rule_fourth_wednesday,medium,62.0,44.0,8695837.021694552,2042700.2521714503,8144.0,12146.0,2,4,next,0.03831776806639482,0.5334686073131757,0.03831776806639482,0.5334686073131757,0.03831776806639482,34.0,0.0670141327536149,-0.4951508392467809,0.01915888403319741,3.103,3.3,2.9,3.0,Positive Gamma,-0.033193683532065754,low_expiry_influence,distributed_expiry,rule_estimate,10月,10月,,11月,3月,front_month_default,10月 DTE=34，默认使用前月,medium,34.0,False,False,next_month
