market_type,underlying,commodity,exchange,contract_month,expiry,expiry_month,expiry_source,expiry_confidence,days_to_expiry,business_days_to_expiry_estimate,underlying_price,call_wall,put_wall,call_oi_wall,put_oi_wall,max_gamma_strike,net_gamma_strike,gex_flip,price_wall,net_gex,total_abs_gex,call_gex_total,put_gex_abs_total,gex_ratio,call_gex_share,put_gex_share,total_oi,total_volume,total_amount,gamma_regime,adjusted_call_wall,adjusted_put_wall,adjusted_price_wall,adjusted_max_gamma_strike,adjusted_net_gex,adjusted_total_abs_gex,avg_liquidity_score,avg_pricing_quality_score,adjusted_call_wall_shift,adjusted_put_wall_shift,adjusted_price_wall_shift,adjusted_wall_available,zero_gamma,zero_gamma_status,zero_gamma_confidence,zero_gamma_reason,zero_gamma_total_contracts,zero_gamma_valid_contracts,zero_gamma_coverage,zero_gamma_bracket_low,zero_gamma_bracket_high,zero_gamma_residual_ratio,zero_gamma_method,month_total_abs_gex,month_net_gex,month_total_oi,month_total_volume,month_rank,month_count,expiry_role,expiry_gex_share,near_gex_ratio,next_gex_ratio,front_month_concentration,next_month_concentration,days_to_near_expiry,roll_progress,roll_shift_score,expiry_pressure,expiry_structure_state,roll_state,expiry_date_quality,asset_class,option_product,futures_code,futures_price,futures_volume,futures_open_interest,futures_oi_change,futures_amount,futures_pct_change,volume_wall,amount_wall,price_wall_distance,call_oi_wall_distance,put_oi_wall_distance,volume_wall_distance,amount_wall_distance,call_oi_total,put_oi_total,oi_bias,oi_wall_width,oi_wall_width_ratio,nearest_wall_type,nearest_wall,nearest_wall_distance,commodity_price_state
ETF,上证50ETF华夏,,,12月,2026-12-23,202612,rule_fourth_wednesday,medium,142.0,102.0,2.99,3.0,2.7,3.5,2.7,3.0,3.0,3.1,3.0,24163208.319549005,92439770.65454301,58301489.487046,34138281.16749701,1.7078038932597093,0.6306970373706865,0.3693029626293135,111362.0,113651.0,,Positive Gamma,3.0,2.7,3.0,3.0,12632714.659645896,48650992.24608444,0.5310357049000928,0.4854070341429515,0.0,0.0,0.0,True,2.818982090139749,available,medium,,24.0,21.0,0.875,2.8184250000000004,2.8296,3.6038020709386203e-16,bs_spot_repricing_constant_iv,92439770.65454301,24163208.319549005,111362.0,113651.0,3.0,4.0,deferred,0.047948182719258124,0.7063735086524056,0.24190710914245914,0.7063735086524056,0.24190710914245914,23.0,0.2551007630051438,-0.4644663995099464,0.023974091359629062,low_expiry_influence,front_month_dominant,rule_estimate,,,,,,,,,,,,,,,,,,,,,,,,,
ETF,上证50ETF华夏,,,3月,2027-03-24,202703,rule_fourth_wednesday,medium,233.0,167.0,2.99,3.1,2.85,3.5,2.85,2.85,2.85,3.2,2.85,1487627.6335439994,7270532.391356002,4379080.01245,2891452.3789060004,1.5144914868377854,0.6023052751482582,0.3976947248517417,9880.0,1723.0,,Positive Gamma,3.1,2.85,2.85,2.85,1043181.9041006708,4040083.520100635,0.5648239764827054,0.3192766019271769,0.0,0.0,0.0,True,2.742685541015466,available,medium,,20.0,19.0,0.95,2.7347416666666664,2.7455,9.939325496682487e-14,bs_spot_repricing_constant_iv,7270532.391356002,1487627.6335439994,9880.0,1723.0,4.0,4.0,far,0.0037711994858772367,0.7063735086524056,0.24190710914245914,0.7063735086524056,0.24190710914245914,23.0,0.2551007630051438,-0.4644663995099464,0.0018855997429386184,low_expiry_influence,front_month_dominant,rule_estimate,,,,,,,,,,,,,,,,,,,,,,,,,
ETF,上证50ETF华夏,,,8月,2026-08-26,202608,rule_fourth_wednesday,medium,23.0,17.0,2.99,3.1,3.0,3.1,3.0,3.0,3.1,3.1,3.0,353174768.17217404,1361824399.4479282,857499583.8100511,504324815.63787705,1.7002922664542566,0.629669716710667,0.37033028328933304,829371.0,400235.0,,Positive Gamma,3.0,3.0,3.0,3.0,228603983.09161583,836578689.6924722,0.5235440887412999,0.38916572795536425,-0.10000000000000009,0.0,0.0,True,2.8931734433979073,available,medium,,22.0,20.0,0.9090909090909091,2.8850000000000002,2.895966666666667,1.556553052946688e-16,bs_spot_repricing_constant_iv,1361824399.4479282,353174768.1721741,829371.0,400235.0,1.0,4.0,near,0.7063735086524056,0.7063735086524056,0.24190710914245914,0.7063735086524056,0.24190710914245914,23.0,0.2551007630051438,-0.4644663995099464,0.7063735086524056,front_month_concentrated,front_month_dominant,rule_estimate,,,,,,,,,,,,,,,,,,,,,,,,,
ETF,上证50ETF华夏,,,9月,2026-09-23,202609,rule_fourth_wednesday,medium,51.0,37.0,2.99,3.1,3.0,3.6,2.65,3.0,3.1,3.2,3.0,77824545.50730601,466375082.86317015,272099814.18523806,194275268.67793205,1.4005890509734562,0.5834355740335928,0.4165644259664072,512822.0,88837.0,,Positive Gamma,3.0,3.0,3.0,3.0,34173277.0370266,218417785.15538204,0.47921999354920064,0.3519540964173002,-0.10000000000000009,0.0,0.0,True,2.928320495506431,available,medium,,28.0,24.0,0.8571428571428571,2.920933333333333,2.932316666666667,8.154684924623164e-15,bs_spot_repricing_constant_iv,466375082.8631701,77824545.50730601,512822.0,88837.0,2.0,4.0,next,0.24190710914245914,0.7063735086524056,0.24190710914245914,0.7063735086524056,0.24190710914245914,23.0,0.2551007630051438,-0.4644663995099464,0.12095355457122957,normal_expiry_structure,front_month_dominant,rule_estimate,,,,,,,,,,,,,,,,,,,,,,,,,
ETF,中证500ETF南方,,,12月,2026-12-23,202612,rule_fourth_wednesday,medium,142.0,102.0,7.42,7.5,7.122,9.823,6.876,7.613,8.0,8.0,7.5,37578621.392536,163173328.42103997,100375974.90678799,62797353.514252,1.598410908892959,0.6151493989739886,0.38485060102601154,129837.0,56458.0,,Positive Gamma,9.578,7.0,7.5,9.578,6654323.460583048,56465989.54742307,0.3809363619270257,0.3919469980318066,2.0779999999999994,-0.12199999999999989,0.0,True,6.5784110324188285,available,medium,,54.0,48.0,0.8888888888888888,6.561,6.588,3.408114689572602e-14,bs_spot_repricing_constant_iv,163173328.42104,37578621.392536,129837.0,56458.0,3.0,4.0,deferred,0.06056064461670268,0.6668740403748821,0.26343569201499506,0.6668740403748821,0.26343569201499506,23.0,0.283169876486462,-0.403438348359887,0.03028032230835134,low_expiry_influence,front_month_dominant,rule_estimate,,,,,,,,,,,,,,,,,,,,,,,,,
ETF,中证500ETF南方,,,3月,2027-03-24,202703,rule_fourth_wednesday,medium,233.0,167.0,7.42,7.75,6.5,6.75,6.5,6.5,7.75,7.0,7.75,7892066.264768,24598664.371791996,16245365.31828,8353299.053511999,1.944784355762999,0.6604165605393207,0.3395834394606794,21289.0,4060.0,,Positive Gamma,7.5,6.5,7.5,6.5,1471529.4200491249,7551055.2554556895,0.35495947502125547,0.33239120812939277,-0.25,0.0,-0.25,True,6.7002731745015,available,medium,,22.0,19.0,0.8636363636363636,6.698611111111112,6.727466666666667,1.2834336121004315e-16,bs_spot_repricing_constant_iv,24598664.371792,7892066.264768001,21289.0,4060.0,4.0,4.0,far,0.009129622993420253,0.6668740403748821,0.26343569201499506,0.6668740403748821,0.26343569201499506,23.0,0.283169876486462,-0.403438348359887,0.004564811496710126,low_expiry_influence,front_month_dominant,rule_estimate,,,,,,,,,,,,,,,,,,,,,,,,,
ETF,中证500ETF南方,,,8月,2026-08-26,202608,rule_fourth_wednesday,medium,23.0,17.0,7.42,7.5,7.5,7.5,7.5,7.5,7.0,8.25,7.5,142699705.9089,1796811402.7561882,969755554.332544,827055848.423644,1.1725393831394622,0.5397091496887231,0.4602908503112768,863591.0,810449.0,,Positive Gamma,7.5,7.5,7.5,7.5,69431231.32007442,1346501770.5428355,0.563367368226761,0.3745719924047679,0.0,0.0,0.0,True,7.30341480707585,available,medium,,52.0,50.0,0.9615384615384616,7.303166666666668,7.331733333333334,4.34594041753545e-17,bs_spot_repricing_constant_iv,1796811402.756188,142699705.90889996,863591.0,810449.0,1.0,4.0,near,0.6668740403748821,0.6668740403748821,0.26343569201499506,0.6668740403748821,0.26343569201499506,23.0,0.283169876486462,-0.403438348359887,0.6668740403748821,front_month_concentrated,front_month_dominant,rule_estimate,,,,,,,,,,,,,,,,,,,,,,,,,
ETF,中证500ETF南方,,,9月,2026-09-23,202609,rule_fourth_wednesday,medium,51.0,37.0,7.42,7.5,6.631,9.823,6.385,6.631,6.631,,7.5,-164266022.33112404,709795593.541804,272764785.60534,437030807.936464,0.624131710286646,0.38428638904937823,0.6157136109506218,496832.0,94814.0,,Negative Gamma,7.5,6.385,7.5,6.385,-72310110.21201818,321441559.97987926,0.47427929369850824,0.3725719313773409,0.0,-0.24600000000000044,0.0,True,7.836723928858845,available,medium,,58.0,54.0,0.9310344827586207,7.823977777777779,7.852833333333335,5.4019400848148626e-15,bs_spot_repricing_constant_iv,709795593.541804,-164266022.331124,496832.0,94814.0,2.0,4.0,next,0.26343569201499506,0.6668740403748821,0.26343569201499506,0.6668740403748821,0.26343569201499506,23.0,0.283169876486462,-0.403438348359887,0.13171784600749753,normal_expiry_structure,front_month_dominant,rule_estimate,,,,,,,,,,,,,,,,,,,,,,,,,
ETF,中证500ETF嘉实,,,12月,2026-12-23,202612,rule_fourth_wednesday,medium,142.0,102.0,3.01,3.0,2.9,4.1,2.9,3.0,3.0,2.8,3.0,11043687.217857,37008803.842185,24026245.530020997,12982558.312164,1.8506556991551983,0.6492035147224712,0.35079648527752877,63615.0,23785.0,,Positive Gamma,3.0,2.9,3.0,3.0,3132964.84923461,10290275.042401224,0.3315379641296089,0.4092036189330196,0.0,0.0,0.0,True,2.5523650143986787,available,medium,,34.0,34.0,1.0,2.551633333333333,2.5627500000000003,8.422006019792393e-15,bs_spot_repricing_constant_iv,37008803.84218499,11043687.217856998,63615.0,23785.0,3.0,4.0,deferred,0.13948937872137857,0.5261710879234467,0.30367346258680766,0.5261710879234467,0.30367346258680766,23.0,0.3659401780732128,-0.22249762533663903,0.06974468936068928,normal_expiry_structure,distributed_expiry,rule_estimate,,,,,,,,,,,,,,,,,,,,,,,,,
ETF,中证500ETF嘉实,,,3月,2027-03-24,202703,rule_fourth_wednesday,medium,233.0,167.0,3.01,3.1,3.1,3.1,3.1,3.1,3.0,,3.1,3451921.5656589996,8136207.990029,5794064.777843998,2342143.2121849996,2.473830271223543,0.7121333162751836,0.28786668372481605,13997.0,911.0,,Positive Gamma,3.0,3.1,3.1,3.0,1068490.0481222495,2329778.9670354505,0.2935799540052475,0.3785956860793295,-0.10000000000000009,0.0,0.0,True,2.4680521921606497,available,medium,,22.0,21.0,0.9545454545454546,2.4627,2.4738166666666666,2.481801309780325e-16,bs_spot_repricing_constant_iv,8136207.990028999,3451921.565658999,13997.0,911.0,4.0,4.0,far,0.030666070768367106,0.5261710879234467,0.30367346258680766,0.5261710879234467,0.30367346258680766,23.0,0.3659401780732128,-0.22249762533663903,0.015333035384183553,low_expiry_influence,distributed_expiry,rule_estimate,,,,,,,,,,,,,,,,,,,,,,,,,
