underlying,contract_month,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value,trade_date,front_month,primary_month,expiring_month,next_month,far_month,primary_selection_reason,primary_selection_note,primary_selection_confidence,primary_selection_dte,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role
上证50ETF华夏,10月,0.3790875319503168,0.07983802875737239,0.18472408658032594,0.18472408658032594,0.0713908518889449,0.0185468503792737,0.0009843128735993073,0.1632868263473054,0.113,0.17489999999999997,73432952.0,43444088.0,2026-09-10,9月,9月,,10月,3月,front_month_default,9月 DTE=13，默认使用前月,medium,13.0,False,False,next_month
上证50ETF华夏,12月,0.3967718908629441,0.15851247479475186,0.35413588368272225,0.35413588368272225,0.053295104943810054,0.00919560983089146,0.0022778410939326135,0.21926956521739133,0.1257,0.2127,192797031.0,94066627.0,2026-09-10,9月,9月,,10月,3月,front_month_default,9月 DTE=13，默认使用前月,medium,13.0,False,False,other_month
上证50ETF华夏,3月,0.42636555311558416,0.23239876073046403,0.36837990243004853,0.36837990243004853,0.07226381720820915,0.004691090589586039,0.007802555287229756,0.2343059829059829,0.1211,0.221,27857925.0,20454945.0,2026-09-10,9月,9月,,10月,3月,front_month_default,9月 DTE=13，默认使用前月,medium,13.0,False,False,far_month
上证50ETF华夏,9月,0.1598731627609749,0.19890349843328864,0.19975277614067172,0.19975277614067172,0.041485280765031024,0.0793410415455773,0.0020015950213853246,0.152620987654321,0.1338,0.1582,221531826.0,67892353.0,2026-09-10,9月,9月,,10月,3月,front_month_default,9月 DTE=13，默认使用前月,medium,13.0,True,False,primary_analysis
中证500ETF南方,10月,0.0,0.17037156177302634,0.09032666862792879,0.09032666862792879,0.05565133908018863,0.03211661279186354,0.0014734990996439173,0.0001,0.0001,0.0001,179274626.0,124728066.0,2026-09-10,9月,9月,,10月,3月,front_month_default,9月 DTE=13，默认使用前月,medium,13.0,False,False,next_month
中证500ETF南方,12月,0.4181886621271422,0.02080291296797605,0.23401000471237787,0.23401000471237787,0.03409415662349923,0.009358328047019715,-0.002590176402452136,0.3130166163141994,0.2054,0.33630000000000004,806206480.0,384592203.0,2026-09-10,9月,9月,,10月,3月,front_month_default,9月 DTE=13，默认使用前月,medium,13.0,False,False,other_month
中证500ETF南方,3月,0.503768538229698,0.27572311243818115,0.36540942259449566,0.36540942259449566,0.028913373656753578,0.004177787795663393,0.0017089298442423447,0.34281616832779627,0.1794,0.3521,423589068.0,181692809.0,2026-09-10,9月,9月,,10月,3月,front_month_default,9月 DTE=13，默认使用前月,medium,13.0,False,False,far_month
中证500ETF南方,9月,0.24107513406625597,-0.1391760145923508,0.027943940789484166,0.027943940789484166,0.02691029636313774,0.06726504026689582,-0.001289323333683981,0.2592552742616034,0.23370000000000002,0.2962,1072234531.0,425949273.0,2026-09-10,9月,9月,,10月,3月,front_month_default,9月 DTE=13，默认使用前月,medium,13.0,True,False,primary_analysis
中证500ETF嘉实,10月,0.38438205246426743,0.017007355132409207,0.09193677859108107,0.09193677859108107,0.04463096809347652,0.01798808546832482,-0.0010041779631758758,0.25183277777777774,0.21030000000000001,0.3071,18598297.0,12340057.0,2026-09-10,9月,9月,,10月,3月,front_month_default,9月 DTE=13，默认使用前月,medium,13.0,False,False,next_month
中证500ETF嘉实,12月,0.3749529881156255,0.24080562279679568,0.43046034489219803,0.43046034489219803,0.03897281280789068,0.010083471324439094,0.0025943879225797982,0.32564082397003746,0.212,0.33409999999999995,112275037.0,59704935.0,2026-09-10,9月,9月,,10月,3月,front_month_default,9月 DTE=13，默认使用前月,medium,13.0,False,False,other_month
中证500ETF嘉实,3月,0.4819374169658251,0.14401901519140267,0.32541097297825067,0.32541097297825067,0.03323575068241452,0.003868444393783417,-0.0012594273488940023,0.34797049180327866,0.18600000000000003,0.35369999999999996,66939153.0,39583353.0,2026-09-10,9月,9月,,10月,3月,front_month_default,9月 DTE=13，默认使用前月,medium,13.0,False,False,far_month
中证500ETF嘉实,9月,0.2072073169246507,-0.07180255125229942,0.09013024293074354,0.09013024293074354,0.025315738245488793,0.0821449981781687,-0.0012230470313500056,0.26205638297872347,0.2437,0.298,83576508.0,26539230.0,2026-09-10,9月,9月,,10月,3月,front_month_default,9月 DTE=13，默认使用前月,medium,13.0,True,False,primary_analysis
