underlying,contract_month,strike,underlying_price,call_gex,put_gex,net_gex,total_abs_gex,call_oi,put_oi,total_oi,call_volume,put_volume,total_volume,avg_iv,avg_delta,avg_gamma,liquidity_adjusted_call_gex,liquidity_adjusted_put_gex,liquidity_adjusted_net_gex,liquidity_adjusted_abs_gex,active_gex,stable_gex,avg_spread_bps,avg_liquidity_score,avg_pricing_quality_score,avg_volume_oi_ratio,avg_oi_change_rate,price_wall_score,in_price_range
上证50ETF华夏,12月,2.7,3.079,388297.68342983007,-3991712.354496,-3603414.6710661696,4380010.03792583,851.0,8772.0,9623.0,218.0,1278.0,1496.0,0.0012395000000000002,0.3571,0.48065,105490.84119349152,-983584.0878649679,-878093.2466714764,1089074.9290584594,-482085.99205005995,-3121328.67901611,63.89176604652117,0.6292585965956383,0.41212726136910977,0.20093002358213802,-0.032759345917240654,0.4831971786895189,False
上证50ETF华夏,12月,2.75,3.079,264223.32289895,-2181915.3871140005,-1917692.0642150505,2446138.7100129505,505.0,4310.0,4815.0,0.0,1194.0,1194.0,0.001245,0.32775,0.54295,13732.321585848842,-520824.03864168946,-507091.7170558406,534556.3602275383,-604456.3740636002,-1313235.6901514505,140.7521780031901,0.5428042900800465,0.26090909090909087,0.13851508120649653,-0.011448651099523918,0.3563280973687736,False
上证50ETF华夏,12月,2.8,3.079,893969.2826565601,-4891519.948770001,-3997550.6661134404,5785489.23142656,1518.0,8820.0,10338.0,119.0,2032.0,2151.0,0.0012485,0.29564999999999997,0.6031,167725.95580325642,-1413950.8900928085,-1246224.934289552,1581676.845896065,-1056854.61221252,-2940696.053900921,93.8531320791006,0.586673116216565,0.4025604522656485,0.1543890546996137,-0.03069506080971878,0.528364743853122,False
上证50ETF华夏,12月,2.85,3.079,635010.2427825001,-2847021.128963051,-2212010.886180551,3482031.371745551,975.0,4745.0,5720.0,47.0,186.0,233.0,0.001249,0.2612,0.65995,72852.45455331194,-762887.0354944259,-690034.580941114,835739.4900477378,-80990.07807264004,-2131020.8081079107,145.43517804641786,0.5011327146053666,0.3767462102689487,0.0437021426062522,-0.014563186273439718,0.3757146865871113,False
上证50ETF华夏,12月,2.9,3.079,1280549.9996388801,-1353097.35428656,-72547.35464767995,2633647.3539254405,1808.0,2129.0,3937.0,263.0,376.0,639.0,0.001263,0.2237,0.70875,116049.53386754726,-427566.5414614339,-311517.0075938867,543616.0753289812,-52694.11835271004,-19853.236294969916,99.95858521274144,0.5844477994829906,0.345557975609532,0.1610366691329595,0.006036157100712852,0.33596855260722136,False
上证50ETF华夏,12月,2.95,3.079,1311880.1104908602,-1097536.6016013604,214343.50888949982,2409416.712092221,1187.0,1656.0,2843.0,170.0,115.0,285.0,0.001662,0.2858,0.93245,90162.46238028261,-331002.3153764108,-240839.85299612817,421164.7777566934,111667.28472694999,102676.22416254971,99.53813332869862,0.5629020216530571,0.33420986618457343,0.10633132079004025,-0.03500330746215251,0.2870613717053231,True
上证50ETF华夏,12月,3.0,3.079,10934284.529269023,-1873229.2599130003,9061055.269356024,12807513.789182022,7589.0,2783.0,10372.0,989.0,311.0,1300.0,0.001816,0.20045,1.1149,0.0,-566736.403751409,-566736.403751409,566736.403751409,1215624.9483600203,7845430.320996002,100.44230239233224,0.5680601801778894,0.2689655172413794,0.12103505522938789,0.013536882678797765,0.59231603990109,True
上证50ETF华夏,12月,3.1,3.079,7515383.69398344,-1310529.74496282,6204853.94902062,8825913.43894626,5144.0,1941.0,7085.0,684.0,304.0,988.0,0.0020055,0.06964999999999996,1.12665,0.0,-421368.36649716203,-421368.36649716203,421368.36649716203,794068.39904676,5410785.54997386,62.066035015866184,0.6082653219524932,0.27556109725685785,0.14479537491296512,-0.01971572730337629,0.5134625942330644,True
上证50ETF华夏,12月,3.2,3.079,8254937.673603081,-1776516.4865490901,6478421.1870539915,10031454.16015217,6404.0,2717.0,9121.0,439.0,121.0,560.0,0.002157,-0.033149999999999985,1.0247,0.0,-552428.468112273,-552428.468112273,552428.468112273,486767.33505586005,5991653.851998131,108.05472448950024,0.5361732841362825,0.28931413414172036,0.05654265931970656,0.0097411519659199,0.5319834590777539,True
上证50ETF华夏,12月,3.3,3.079,5333966.5883364,-1457908.2443150803,3876058.3440213194,6791874.83265148,4842.0,2404.0,7246.0,1406.0,156.0,1562.0,0.0023039999999999996,-0.11579999999999999,0.9008499999999999,0.0,-468594.8525540816,-468594.8525540816,468594.8525540816,1454248.87128908,2421809.4727322394,130.4151610978839,0.5667214160533469,0.2951593860684769,0.17763386232913478,0.031755047146189666,0.5067822078041306,False
