trade_date,market_type,underlying,contract_month,underlying_price,call_wall,put_wall,price_wall,gex_flip,net_gex,total_abs_gex,total_oi,total_volume,call_wall_distance,put_wall_distance,price_wall_distance,gamma_regime,gex_ratio,call_gex_share,put_gex_share,market_bias_label
2026-08-10,ETF,上证50ETF华夏,12月,3.075,3.1,2.7,3.0,3.1,47448370.02954375,117328970.07725626,125471.0,47762.0,0.008130081300812941,-0.12195121951219512,-0.024390243902439046,Positive Gamma,2.3579840469929385,0.7022022779126971,0.29779772208730304,
2026-08-10,ETF,上证50ETF华夏,3月,3.075,3.1,2.85,3.1,3.2,2951055.08094375,10045843.126818752,12217.0,1361.0,0.008130081300812941,-0.07317073170731714,0.008130081300812941,Positive Gamma,1.8318937963649333,0.6468794128919605,0.35312058710803945,
2026-08-10,ETF,上证50ETF华夏,8月,3.075,3.1,3.0,3.1,3.1,541114618.7535751,1583438314.7896876,802322.0,315973.0,0.008130081300812941,-0.024390243902439046,0.008130081300812941,Positive Gamma,2.038285171509384,0.6708669714820705,0.3291330285179293,
2026-08-10,ETF,上证50ETF华夏,9月,3.075,3.1,3.0,3.1,3.1,196809114.27616876,584211444.9143063,541003.0,111169.0,0.008130081300812941,-0.024390243902439046,0.008130081300812941,Positive Gamma,2.0160450710349647,0.6684399680881271,0.331560031911873,
2026-08-10,ETF,中证500ETF南方,12月,8.037,8.25,7.0,8.0,8.104,91796769.46429649,243660207.21280783,156600.0,170600.0,0.02650242627846211,-0.12902824436978977,-0.0046037078511883545,Positive Gamma,2.2089383833956626,0.6883704576023016,0.31162954239769824,
2026-08-10,ETF,中证500ETF南方,3月,8.037,8.0,8.5,8.0,7.75,21895005.653348137,51770460.68294572,37495.0,8171.0,-0.0046037078511883545,0.057608560408112464,-0.0046037078511883545,Positive Gamma,2.4657521120034342,0.711462341309248,0.2885376586907521,
2026-08-10,ETF,中证500ETF南方,8月,8.037,8.0,7.75,8.0,8.104,663107470.7149521,2820151636.693709,879876.0,1012343.0,-0.0046037078511883545,-0.03570984198083871,-0.0046037078511883545,Positive Gamma,1.6148297574742216,0.6175659248401917,0.3824340751598084,
2026-08-10,ETF,中证500ETF南方,9月,8.037,8.0,6.631,8.0,8.5,192020811.6430326,976048047.715525,550991.0,152337.0,-0.0046037078511883545,-0.1749408983451537,-0.0046037078511883545,Positive Gamma,1.4898319925847012,0.5983664749355648,0.40163352506443506,
2026-08-10,ETF,中证500ETF嘉实,12月,3.255,3.2,2.9,3.2,3.1,12069950.69588175,38698293.31916626,63967.0,10694.0,-0.016897081413210335,-0.10906298003072201,-0.016897081413210335,Positive Gamma,1.9065491507779744,0.6559493928625505,0.34405060713744934,
2026-08-10,ETF,中证500ETF嘉实,3月,3.255,3.2,3.1,3.2,3.1,3006746.35816275,9402690.234719248,16803.0,1900.0,-0.016897081413210335,-0.04761904761904756,-0.016897081413210335,Positive Gamma,1.9402041094149018,0.6598875578746813,0.3401124421253187,
2026-08-10,ETF,中证500ETF嘉实,8月,3.255,3.3,3.2,3.2,3.2,109397657.539296,206960819.00063848,162726.0,108458.0,0.01382488479262678,-0.016897081413210335,-0.016897081413210335,Positive Gamma,3.2426017341113464,0.7642955755286185,0.23570442447138149,
2026-08-10,ETF,中证500ETF嘉实,9月,3.255,3.3,3.3,3.3,3.3,39313359.52467525,110330696.01974174,149442.0,33307.0,0.01382488479262678,0.01382488479262678,0.01382488479262678,Positive Gamma,2.1071482391459813,0.6781614770092668,0.3218385229907332,
2026-08-10,ETF,创业板ETF易方达,12月,3.559,4.8,3.2,3.5,4.0,20890212.53564188,70211665.06971864,143207.0,93027.0,0.3486934532171957,-0.10087103118853613,-0.016577690362461373,Positive Gamma,1.8471045138505837,0.6487659672712387,0.3512340327287613,
2026-08-10,ETF,创业板ETF易方达,3月,3.559,4.0,3.0,3.6,3.8,1667213.2751384305,8048070.117172871,17939.0,5884.0,0.12391121101432989,-0.15706659173925264,0.01152008991289688,Positive Gamma,1.5225672088912952,0.6035784511606672,0.3964215488393328,
2026-08-10,ETF,创业板ETF易方达,8月,3.559,3.6,3.5,3.6,3.8,168989006.5939545,1170839580.7317755,1222292.0,1458239.0,0.01152008991289688,-0.016577690362461373,0.01152008991289688,Positive Gamma,1.3373537151273964,0.5721657387463517,0.4278342612536483,
2026-08-10,ETF,创业板ETF易方达,9月,3.559,3.9,2.9,3.6,4.5,10856872.412107665,368147179.624961,635519.0,194991.0,0.09581343073897153,-0.1851643720146109,0.01152008991289688,Positive Gamma,1.0607733945922004,0.5147452880437219,0.4852547119562784,
2026-08-10,ETF,沪深300ETF华泰柏瑞,12月,4.759,5.0,4.3,4.9,4.8,87576910.25524747,184672432.7701696,143761.0,53896.0,0.05064089094347546,-0.09644883378861113,0.029628073124605914,Positive Gamma,2.803933033921071,0.7371141944186104,0.2628858055813895,
2026-08-10,ETF,沪深300ETF华泰柏瑞,3月,4.759,4.7,4.7,4.7,4.7,12225611.911235854,26717734.8316821,20325.0,1504.0,-0.012397562513133065,-0.012397562513133065,-0.012397562513133065,Positive Gamma,2.6872078684879654,0.7287920736592275,0.2712079263407721,
2026-08-10,ETF,沪深300ETF华泰柏瑞,8月,4.759,4.8,4.7,4.8,4.8,530005569.78555524,1935657186.0402796,633404.0,399276.0,0.008615255305736369,-0.012397562513133065,0.008615255305736369,Positive Gamma,1.7541065846709911,0.6369058461404968,0.36309415385950333,
2026-08-10,ETF,沪深300ETF华泰柏瑞,9月,4.759,5.0,4.5,4.8,4.9,171379270.04183885,660426531.8196439,451403.0,90325.0,0.05064089094347546,-0.054423198150872154,0.008615255305736369,Positive Gamma,1.700869970803369,0.6297489287488536,0.3702510712511464,
2026-08-10,ETF,沪深300ETF嘉实,12月,4.967,5.25,4.6,5.0,4.9,17753000.101171687,37274780.35909942,31499.0,4364.0,0.056976041876384276,-0.07388765854640633,0.0066438494060800934,Positive Gamma,2.8187890516759864,0.7381368841096052,0.2618631158903949,
2026-08-10,ETF,沪深300ETF嘉实,3月,4.967,4.9,4.6,4.9,4.9,2302117.0449382598,6028262.175922799,5315.0,342.0,-0.01348902758204129,-0.07388765854640633,-0.01348902758204129,Positive Gamma,2.235656134698105,0.6909436731312913,0.30905632686870865,
2026-08-10,ETF,沪深300ETF嘉实,8月,4.967,5.0,4.9,5.0,4.9,120892432.48761752,259638151.3262155,105413.0,39910.0,0.0066438494060800934,-0.01348902758204129,0.0066438494060800934,Positive Gamma,2.742647391207089,0.7328094539845291,0.267190546015471,
2026-08-10,ETF,沪深300ETF嘉实,9月,4.967,5.0,5.0,5.0,4.9,45769254.64093707,134400487.26868305,106166.0,14106.0,0.0066438494060800934,0.0066438494060800934,0.0066438494060800934,Positive Gamma,2.032801943151788,0.6702719073831882,0.3297280926168121,
2026-08-10,ETF,深证100ETF易方达,12月,3.695,4.6,3.4,3.8,3.7,2094221.8037712495,5385726.65721275,7752.0,4500.0,0.2449255751014885,-0.07983761840324766,0.02841677943166432,Positive Gamma,2.2725011184969652,0.6944233282770297,0.30557667172297015,
2026-08-10,ETF,深证100ETF易方达,3月,3.695,4.2,3.2,3.7,3.8,150480.6378845,581556.3341455,906.0,45.0,0.13667117726657652,-0.13396481732070353,0.0013531799729364913,Positive Gamma,1.6981634046628766,0.6293775246258869,0.370622475374113,
2026-08-10,ETF,深证100ETF易方达,8月,3.695,3.8,3.7,3.8,3.7,20548417.8303065,53301209.44665351,39769.0,27184.0,0.02841677943166432,0.0013531799729364913,0.02841677943166432,Positive Gamma,2.254758255174239,0.6927575194224473,0.30724248057755255,
2026-08-10,ETF,深证100ETF易方达,9月,3.695,3.9,3.0,3.6,3.9,1507264.1964055,15086274.236457,19294.0,7707.0,0.05548037889039237,-0.18809201623815963,-0.025710419485791558,Positive Gamma,1.2219991283546887,0.5499548189559983,0.45004518104400176,
2026-08-10,ETF,科创50ETF华夏,12月,1.835,2.55,1.3,1.8,2.35,7783234.014828751,59686699.29178024,319401.0,351787.0,0.38964577656675736,-0.29155313351498635,-0.019073569482288777,Positive Gamma,1.2999119219997444,0.5652007407611885,0.4347992592388115,
2026-08-10,ETF,科创50ETF华夏,3月,1.835,2.15,1.45,1.9,2.05,1454985.8018064997,6267015.731480999,31956.0,9124.0,0.17166212534059944,-0.2098092643051771,0.03542234332425065,Positive Gamma,1.6047284921625249,0.6160828266712093,0.3839171733287909,
2026-08-10,ETF,科创50ETF华夏,8月,1.835,1.9,1.8,1.8,2.0,84476794.86446847,646023199.9273039,1598198.0,1309068.0,0.03542234332425065,-0.019073569482288777,-0.019073569482288777,Positive Gamma,1.3008719995456681,0.5653821680660809,0.4346178319339194,
2026-08-10,ETF,科创50ETF华夏,9月,1.835,1.8,1.8,1.8,2.05,34631796.693357244,221119221.85784525,996297.0,203406.0,-0.019073569482288777,-0.019073569482288777,-0.019073569482288777,Positive Gamma,1.3714116022869731,0.5783102355425744,0.4216897644574257,
2026-08-10,ETF,科创50ETF易方达,12月,1.777,2.15,1.25,1.8,2.15,1891267.4084566198,13175943.30943816,72386.0,29813.0,0.2099043331457513,-0.2965672481710748,0.01294316263365225,Positive Gamma,1.3351921535100741,0.5717697156112486,0.42823028438875144,
2026-08-10,ETF,科创50ETF易方达,3月,1.777,2.1,1.45,1.85,2.0,274298.4978817501,1689273.07350695,9157.0,3550.0,0.1817670230725943,-0.1840180078784468,0.04108047270680926,Positive Gamma,1.3877080233198573,0.581188323600134,0.4188116763998661,
