underlying,contract_month,expiry,expiry_month,expiry_source,expiry_confidence,days_to_expiry,business_days_to_expiry_estimate,month_total_abs_gex,month_net_gex,month_total_oi,month_total_volume,month_rank,month_count,expiry_role,expiry_gex_share,near_gex_ratio,next_gex_ratio,front_month_concentration,next_month_concentration,days_to_near_expiry,roll_progress,roll_shift_score,expiry_pressure,underlying_price,call_wall,put_wall,price_wall,gamma_regime,price_wall_distance,expiry_structure_state,roll_state,expiry_date_quality
上证50ETF华夏,8月,2026-08-26,202608,rule_fourth_wednesday,medium,27.0,19.0,1260782949.0051017,406330660.0327569,780928.0,654261.0,1,4,near,0.6996295865057144,0.6996295865057144,0.24793734382018817,0.6996295865057144,0.24793734382018817,27.0,0.2616568137671431,-0.4516922426855262,0.6996295865057144,3.026,3.1,3.0,3.0,Positive Gamma,-0.008592200925313875,front_month_concentrated,front_month_dominant,rule_estimate
上证50ETF华夏,9月,2026-09-23,202609,rule_fourth_wednesday,medium,55.0,39.0,446800966.5962797,105742127.79708275,498437.0,118132.0,2,4,next,0.24793734382018817,0.6996295865057144,0.24793734382018817,0.6996295865057144,0.24793734382018817,27.0,0.2616568137671431,-0.4516922426855262,0.12396867191009409,3.026,3.1,3.0,3.0,Positive Gamma,-0.008592200925313875,normal_expiry_structure,front_month_dominant,rule_estimate
上证50ETF华夏,12月,2026-12-23,202612,rule_fourth_wednesday,medium,146.0,104.0,87781934.23128791,25458611.56637784,104324.0,66068.0,3,4,deferred,0.0487116663477809,0.6996295865057144,0.24793734382018817,0.6996295865057144,0.24793734382018817,27.0,0.2616568137671431,-0.4516922426855262,0.02435583317389045,3.026,3.0,2.7,3.1,Positive Gamma,0.024454725710508995,low_expiry_influence,front_month_dominant,rule_estimate
上证50ETF华夏,3月,2027-03-24,202703,rule_fourth_wednesday,medium,237.0,169.0,6706237.058418719,1799798.5090548797,8818.0,2860.0,4,4,far,0.0037214033263165596,0.6996295865057144,0.24793734382018817,0.6996295865057144,0.24793734382018817,27.0,0.2616568137671431,-0.4516922426855262,0.0018607016631582798,3.026,3.1,2.85,3.1,Positive Gamma,0.024454725710508995,low_expiry_influence,front_month_dominant,rule_estimate
中证500ETF南方,8月,2026-08-26,202608,rule_fourth_wednesday,medium,27.0,19.0,1564025640.782945,178844042.39356476,861480.0,1616111.0,1,4,near,0.658446186629944,0.658446186629944,0.27166232276937236,0.658446186629944,0.27166232276937236,27.0,0.29207594600421144,-0.3867838638605717,0.658446186629944,7.336,7.75,7.5,7.5,Positive Gamma,0.02235550708833145,front_month_concentrated,front_month_dominant,rule_estimate
中证500ETF南方,9月,2026-09-23,202609,rule_fourth_wednesday,medium,55.0,39.0,645287112.4071726,-171031664.25051844,486845.0,139647.0,2,4,next,0.27166232276937236,0.658446186629944,0.27166232276937236,0.658446186629944,0.27166232276937236,27.0,0.29207594600421144,-0.3867838638605717,0.13583116138468618,7.336,7.5,6.631,7.5,Negative Gamma,0.02235550708833145,normal_expiry_structure,front_month_dominant,rule_estimate
中证500ETF南方,12月,2026-12-23,202612,rule_fourth_wednesday,medium,146.0,104.0,143751500.79717058,32752453.259594887,121384.0,106569.0,3,4,deferred,0.06051859065101107,0.658446186629944,0.27166232276937236,0.658446186629944,0.27166232276937236,27.0,0.29207594600421144,-0.3867838638605717,0.030259295325505534,7.336,7.5,7.122,7.613,Positive Gamma,0.03775899672846239,low_expiry_influence,front_month_dominant,rule_estimate
中证500ETF南方,3月,2027-03-24,202703,rule_fourth_wednesday,medium,237.0,169.0,22263711.366924163,7226037.14126784,20139.0,6091.0,4,4,far,0.009372899949672494,0.658446186629944,0.27166232276937236,0.658446186629944,0.27166232276937236,27.0,0.29207594600421144,-0.3867838638605717,0.004686449974836247,7.336,8.75,6.5,7.5,Positive Gamma,0.02235550708833145,low_expiry_influence,front_month_dominant,rule_estimate
中证500ETF嘉实,8月,2026-08-26,202608,rule_fourth_wednesday,medium,27.0,19.0,134719459.33398837,45511217.970375724,185373.0,217530.0,1,4,near,0.5336170212664789,0.5336170212664789,0.29333461308842296,0.5336170212664789,0.29333461308842296,27.0,0.35471797974890135,-0.24028240817805596,0.5336170212664789,2.971,3.2,3.0,3.0,Positive Gamma,0.009761023224503562,near_month_pressure,distributed_expiry,rule_estimate
中证500ETF嘉实,9月,2026-09-23,202609,rule_fourth_wednesday,medium,55.0,39.0,74056634.07330194,8880088.388722038,142968.0,42991.0,2,4,next,0.29333461308842296,0.5336170212664789,0.29333461308842296,0.5336170212664789,0.29333461308842296,27.0,0.35471797974890135,-0.24028240817805596,0.14666730654421148,2.971,3.1,2.8,3.1,Positive Gamma,0.04341972399865357,normal_expiry_structure,distributed_expiry,rule_estimate
