trade_date,underlying,contract_month,underlying_price,call_gex_total,put_gex_abs_total,gex_ratio,call_gex_share,put_gex_share,net_gex,total_abs_gex,gamma_regime
2026-09-23,上证50ETF华夏,10月,3.0,637185258.0,423868674.96000004,1.5032610231462147,0.6005210839966048,0.39947891600339525,213316583.03999993,1061053932.96,Positive Gamma
2026-09-23,上证50ETF华夏,12月,3.0,161900191.35,98445269.52000001,1.6445705531550052,0.6218667719766494,0.3781332280233506,63454921.830000006,260345460.87,Positive Gamma
2026-09-23,上证50ETF华夏,3月,3.0,19462203.54,9885179.7,1.968826478693149,0.6631665719849711,0.33683342801502864,9577023.839999998,29347383.240000006,Positive Gamma
2026-09-23,上证50ETF华夏,9月,3.0,219197398.77,539553481.29,0.40625703729300094,0.28889244748245485,0.7111075525175449,-320356082.5200001,758750880.0600002,Negative Gamma
2026-09-23,中证500ETF南方,10月,7.818,698096098.6261157,540535372.7934034,1.2914901295329901,0.5636027460420256,0.43639725395797446,157560725.83271217,1238631471.419519,Positive Gamma
2026-09-23,中证500ETF南方,12月,7.818,309394592.43332,176792974.63467044,1.7500389541646717,0.6363687872545967,0.3636312127454032,132601617.79864955,486187567.0679905,Positive Gamma
2026-09-23,中证500ETF南方,3月,7.818,68419957.42026035,35168916.88712915,1.945466721077787,0.660495230571104,0.33950476942889585,33251040.533131197,103588874.30738951,Positive Gamma
2026-09-23,中证500ETF南方,9月,7.818,311155593.47682583,404267570.00985986,0.7696773537121391,0.43492524334881494,0.565074756651185,-93111976.5330341,715423163.4866858,Negative Gamma
2026-09-23,中证500ETF嘉实,10月,3.171,70622372.59821829,36657776.43129357,1.9265318159868048,0.6582986063786198,0.34170139362138036,33964596.16692471,107280149.02951184,Positive Gamma
2026-09-23,中证500ETF嘉实,12月,3.171,56125163.024639726,21130730.391605936,2.6560919563355525,0.7264839035935285,0.2735160964064715,34994432.63303379,77255893.41624565,Positive Gamma
2026-09-23,中证500ETF嘉实,3月,3.171,12875690.65081068,7140411.952191629,1.8032139793921418,0.6432666191908606,0.3567333808091394,5735278.69861905,20016102.60300231,Positive Gamma
2026-09-23,中证500ETF嘉实,9月,3.171,48872950.9704179,56293454.97889406,0.8681817626710191,0.46472017874199906,0.5352798212580007,-7420504.008476162,105166405.94931199,Negative Gamma
2026-09-23,创业板ETF易方达,10月,3.399,445241693.44781965,317164031.51934105,1.4038215219895396,0.5839957372657419,0.4160042627342577,128077661.92847866,762405724.9671609,Positive Gamma
2026-09-23,创业板ETF易方达,12月,3.399,107403201.57599406,85204380.92099077,1.2605361416285397,0.5576270683822918,0.44237293161770824,22198820.6550033,192607582.4969848,Positive Gamma
2026-09-23,创业板ETF易方达,3月,3.399,13546351.495875329,9431235.547870949,1.4363284033271064,0.5895463031033187,0.4104536968966815,4115115.948004381,22977587.043746274,Positive Gamma
2026-09-23,创业板ETF易方达,9月,3.399,8888138684.671793,670287740.0065674,13.26018387951525,0.9298746770414018,0.070125322958598,8217850944.665225,9558426424.678362,Positive Gamma
2026-09-23,沪深300ETF华泰柏瑞,10月,4.59,725301522.969345,669909084.4150829,1.082686501561069,0.5198509236745646,0.48014907632543563,55392438.55426211,1395210607.3844275,Positive Gamma
2026-09-23,沪深300ETF华泰柏瑞,12月,4.59,234111777.0181559,154192881.82832098,1.5183046989083255,0.6029074637260947,0.39709253627390506,79918895.18983497,388304658.846477,Positive Gamma
2026-09-23,沪深300ETF华泰柏瑞,3月,4.59,46237468.87904399,19553751.307125002,2.364634189767769,0.7027908700918775,0.2972091299081227,26683717.571918998,65791220.18616898,Positive Gamma
2026-09-23,沪深300ETF华泰柏瑞,9月,4.59,481092560.701893,168355423.69476295,2.857600605574422,0.7407715048170224,0.2592284951829774,312737137.00713,649447984.396656,Positive Gamma
2026-09-23,沪深300ETF嘉实,10月,4.793,132498477.95848854,47929789.4550132,2.7644285415201195,0.7343554303208558,0.265644569679144,84568688.50347535,180428267.41350177,Positive Gamma
2026-09-23,沪深300ETF嘉实,12月,4.793,40169753.115830846,21065791.25089605,1.9068713174551273,0.6559875237698972,0.34401247623010306,19103961.864934795,61235544.36672688,Positive Gamma
2026-09-23,沪深300ETF嘉实,3月,4.793,11933717.126726009,5370981.110096591,2.221887748644753,0.6896229546108061,0.3103770453891938,6562736.016629419,17304698.2368226,Positive Gamma
2026-09-23,沪深300ETF嘉实,9月,4.793,247508461.5639021,219831547.04398495,1.1259005583688106,0.5296111118352153,0.4703888881647848,27676914.519917134,467340008.607887,Positive Gamma
2026-09-23,深证100ETF易方达,10月,3.491,18043225.6930767,9391996.762491468,1.9211277590230207,0.657666462238388,0.34233353776161185,8651228.930585232,27435222.455568172,Positive Gamma
2026-09-23,深证100ETF易方达,12月,3.491,6892882.002479251,4297805.557318981,1.6038142979132606,0.61594803408161,0.38405196591838997,2595076.44516027,11190687.559798231,Positive Gamma
2026-09-23,深证100ETF易方达,3月,3.491,836625.1956409301,530686.6858866201,1.5764955441517767,0.6118759055221981,0.388124094477802,305938.50975431,1367311.88152755,Positive Gamma
2026-09-23,深证100ETF易方达,9月,3.491,40018272.19814784,19928029.795375414,2.0081399219623135,0.667568655068523,0.33243134493147697,20090242.402772423,59946301.993523255,Positive Gamma
2026-09-23,科创50ETF华夏,10月,1.755,179124478.21625173,141742899.6040102,1.2637280506937218,0.5582508244779892,0.4417491755220106,37381578.6122415,320867377.82026196,Positive Gamma
2026-09-23,科创50ETF华夏,12月,1.755,91955158.9024185,57472144.323691495,1.5999952670029787,0.6153839152358525,0.38461608476414755,34483014.57872699,149427303.22610998,Positive Gamma
2026-09-23,科创50ETF华夏,3月,1.755,12493938.151012499,7033497.288012,1.7763479019615687,0.6398145926548069,0.36018540734519316,5460440.863000499,19527435.439024497,Positive Gamma
2026-09-23,科创50ETF华夏,9月,1.755,110951139.16931848,279441519.4053405,0.39704600592433675,0.28420395909699236,0.7157960409030077,-168490380.23602203,390392658.57465893,Negative Gamma
2026-09-23,科创50ETF易方达,10月,1.7,28048993.606799997,17121667.8406,1.6382161987915933,0.6209560079048717,0.37904399209512823,10927325.766199999,45170661.447399996,Positive Gamma
2026-09-23,科创50ETF易方达,12月,1.7,19224759.826700002,11007174.645499999,1.7465662575418073,0.635909020125003,0.36409097987499706,8217585.1812,30231934.4722,Positive Gamma
2026-09-23,科创50ETF易方达,3月,1.7,3497960.5721999994,2122197.8339,1.6482726145148006,0.6223953702805579,0.3776046297194421,1375762.7382999999,5620158.406099999,Positive Gamma
2026-09-23,科创50ETF易方达,9月,1.7,1000968884.4481997,137100855.68049997,7.300967448232847,0.879532114029325,0.12046788597067504,863868028.7676997,1138069740.1286998,Positive Gamma
