underlying,contract_month,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value,trade_date
上证50ETF华夏,12月,0.31618096137266355,0.2693893544044208,0.29095747596786115,0.29095747596786115,0.05322830449832572,,0.007331395645971864,0.002308804416403785,0.0015609999999999999,0.002291,96698778.0,,2026-07-22
上证50ETF华夏,7月,0.22736397918454426,0.07737026601446373,0.5634048204217961,0.5634048204217961,0.0038244071020734037,,-0.00012692264655360123,0.0079388125,0.00046100000000000004,0.002266,21162496.0,,2026-07-22
上证50ETF华夏,8月,0.266448690623765,0.3723078727708765,0.320860708232974,0.320860708232974,0.05157821575924871,,0.006778684577916863,0.002000385135135135,0.001532,0.002065,302489661.0,,2026-07-22
上证50ETF华夏,9月,0.22903268451626463,0.3417150867981487,0.37147737342202164,0.37147737342202164,0.05193119781890483,,0.006998001145947872,0.001938587939698492,0.00172,0.002164,252489670.0,,2026-07-22
中证500ETF南方,12月,-0.653348641408343,-0.11611859691641759,0.20340769137110623,0.20340769137110623,0.028181109174852326,,-0.0070689422714252615,0.0032662499999999996,0.002135,1e-06,548426462.0,,2026-07-22
中证500ETF南方,7月,0.0,-0.13590908412717984,0.23836589968639063,0.23836589968639063,0.003049468481260574,,-6.720197925975606e-05,0.0006814561403508772,1e-06,1e-06,188893246.0,,2026-07-22
中证500ETF南方,8月,0.0,-0.026540784994600507,0.09969740439887718,0.09969740439887718,0.029595824999623866,,-0.0015063201882773135,0.0014932500000000002,1e-06,1e-06,1562538973.0,,2026-07-22
中证500ETF南方,9月,2.2968052215733428,-0.24578786813696912,-0.21319338939991922,-0.21319338939991922,0.03782138269917038,,-0.005845259527439216,0.0014554999999999995,1e-06,0.0033439999999999998,868028524.0,,2026-07-22
中证500ETF嘉实,12月,0.3532653658776859,0.18512782771328679,0.3026017936060324,0.3026017936060324,0.0377648835055843,,0.0005683173893747668,0.003362911042944785,0.002202,0.00339,92495850.0,,2026-07-22
中证500ETF嘉实,7月,-0.055094544959869485,-0.23689132225029927,0.015374064417186825,0.015374064417186825,0.0008190200584765222,,-8.248870648031185e-05,0.004410600000000001,0.0014800000000000002,0.0012369999999999998,85563228.0,,2026-07-22
