underlying,contract_month,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value,trade_date,front_month,primary_month,expiring_month,next_month,far_month,primary_selection_reason,primary_selection_note,primary_selection_confidence,primary_selection_dte,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role
上证50ETF华夏,10月,0.2925307210575299,0.14558635199137768,0.18761909095369497,0.18761909095369497,0.07721368992411834,0.018932095535183668,0.0032891008952941844,0.1770754189944134,0.122,0.17379999999999998,46264011.0,27045659.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,next_month
上证50ETF华夏,12月,0.4366565301922132,0.19765312859783266,0.3677911162889542,0.3677911162889542,0.054865399314090145,0.008882470089781318,0.0038863694982214218,0.21275303030303033,0.1174,0.21030000000000001,171745893.0,82854543.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,other_month
上证50ETF华夏,3月,0.45872552940373196,0.29522072560925317,0.40645084907728757,0.40645084907728757,0.07370538699690898,0.004682113904803649,0.012682752900074963,0.2284590529247911,0.1155,0.22030000000000002,24944269.0,17996572.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,far_month
上证50ETF华夏,9月,0.25988388166989235,0.300565520145795,0.2594218174423199,0.2594218174423199,0.04606793589856856,0.05823924844317864,0.004257048002467008,0.14468,0.1275,0.16510000000000002,252694825.0,80465719.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,True,False,primary_analysis
中证500ETF南方,10月,0.0,0.05921850047423328,-0.006194362524734807,-0.006194362524734807,0.05336753656662628,0.028119599448321986,-0.0013948657981390476,9.999999999999999e-05,0.0001,0.0001,148942644.0,107226314.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,next_month
中证500ETF南方,12月,0.5037017026762454,-0.014408202880383143,0.2461924238771687,0.2461924238771687,0.033217004095152984,0.008562633406682563,-0.0034309867369853157,0.27694962962962966,0.2069,0.3464,822391987.0,398484536.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,other_month
中证500ETF南方,3月,0.517741160785092,0.25701916508319944,0.36837519139679104,0.36837519139679104,0.029144674861077316,0.004028244126925769,0.0009887205475390616,0.35249273927392744,0.1844,0.3669,407926184.0,177775720.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,far_month
中证500ETF南方,9月,0.32622846202935546,-0.16741962823621392,0.09138292226407164,0.09138292226407164,0.02975588178555492,0.04882894752360799,-0.0019501853752743833,0.270362676056338,0.23420000000000002,0.3224,1345949997.0,593172564.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,True,False,primary_analysis
中证500ETF嘉实,10月,0.41360544217687073,-0.004744740059342682,0.13448810633979105,0.13448810633979105,0.044478912993782434,0.014485664841536024,-0.001841086552794503,0.26692105263157895,0.2143,0.3247,16937824.0,12630694.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,next_month
中证500ETF嘉实,12月,0.4898976736867469,0.18957889773640865,0.4098272340006049,0.4098272340006049,0.04433595760592307,0.008936302567623441,0.0014230414479486204,0.30128740740740745,0.20329999999999998,0.35090000000000005,96908632.0,59392237.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,other_month
中证500ETF嘉实,3月,0.5427962229667987,0.16329365082263947,0.3479127742085699,0.3479127742085699,0.04385659112256431,0.003983149517929013,-0.0009420965496485335,0.3283,0.177,0.3552,44071916.0,34087096.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,far_month
中证500ETF嘉实,9月,0.3011354580403308,-0.09861558235521294,0.15255222670955065,0.15255222670955065,0.023452748881593915,0.05441837137048499,-0.0012024789240141932,0.2776159292035398,0.2429,0.3265,130502911.0,41959635.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,True,False,primary_analysis
创业板ETF易方达,10月,0.185581727337616,-0.10855492937004456,0.07125108774936148,0.07125108774936148,0.033739637024759614,0.015222569835850854,-0.002882979906876512,0.35025,0.324,0.389,135896542.0,95123492.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,next_month
创业板ETF易方达,12月,0.24247023763864808,-0.155026101110086,0.12305774909312912,0.12305774909312912,0.035993184970797606,0.008244852935184592,-0.006518723823321536,0.358394501718213,0.3189,0.4058,364711570.0,258806193.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,other_month
创业板ETF易方达,3月,0.3311276925242854,0.0006203366568814787,0.13496206686392356,0.13496206686392356,0.03626089827852203,0.0036008451180901,-0.006188297738655441,0.35515,0.2964,0.414,68221669.0,57889188.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,far_month
创业板ETF易方达,9月,0.1474656929120599,-0.24201241219952302,0.012726664498854416,0.012726664498854416,0.021423816839047965,0.050040662755084876,-0.0019740628642802745,0.3553368852459016,0.3419,0.3943,1062684496.0,416640485.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,True,False,primary_analysis
沪深300ETF华泰柏瑞,10月,-2.145019374924101,0.016338573271628003,0.31888168786049764,0.31888168786049764,0.07940535621091772,0.02021963824837862,-0.001516149288999071,0.06424184397163121,0.1379,0.0001,64634796.0,47113652.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,next_month
沪深300ETF华泰柏瑞,12月,0.3786637070523187,0.02232260612132463,0.3294907247580621,0.3294907247580621,0.050258020545362554,0.008682995077890457,-0.0025062498885611295,0.21945594059405943,0.1489,0.23199999999999998,284853479.0,142218899.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,other_month
沪深300ETF华泰柏瑞,3月,0.4932768572919722,0.23857189477115662,0.4302649424552228,0.4302649424552228,0.05699555726018578,0.0038743673436523194,0.0060724093774664825,0.24529835164835165,0.1264,0.24739999999999998,70479932.0,47393028.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,far_month
沪深300ETF华泰柏瑞,9月,0.26463559277027393,-0.07648968261024024,0.15612855396860803,0.15612855396860803,0.03859046055314493,0.04760148608811715,-0.0013788668310587315,0.17117878787878787,0.1483,0.1936,487122458.0,178029820.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,True,False,primary_analysis
沪深300ETF嘉实,10月,0.3940116451199053,-0.04604284136019014,0.09250718153718787,0.09250718153718787,0.06725439433287017,0.017045107526516872,-0.002906065795330863,0.1723299319727891,0.1375,0.2054,8954374.0,5894360.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,next_month
沪深300ETF嘉实,12月,0.3638188818291328,0.06050042729777811,0.4217956180752352,0.4217956180752352,0.0705030988546146,0.009730959210570033,-0.002952747686316396,0.22071421800947869,0.1531,0.2334,32931361.0,21670320.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,other_month
沪深300ETF嘉实,3月,0.4951763794605114,0.1890494119253645,0.43422850840082905,0.43422850840082905,0.04712707878530195,0.004879372688202033,0.0017444759187924806,0.24799244288224953,0.1288,0.2516,26116153.0,12656545.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,far_month
沪深300ETF嘉实,9月,0.2660997425125357,0.12802143339740044,0.33695543704140724,0.33695543704140724,0.030420422174918957,0.059213502693690155,0.0006862770675551156,0.1706127167630058,0.149,0.19440000000000002,81643410.0,20658278.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,True,False,primary_analysis
深证100ETF易方达,10月,0.3728045242662187,-0.10538131577513635,0.009373311188516226,0.009373311188516226,0.048182234539214434,0.016311369509043928,-0.0035576746007759505,0.25482523364485987,0.2155,0.3105,3980409.0,2848320.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,next_month
深证100ETF易方达,12月,0.3121054095080067,0.005218385398582377,0.3919519335210616,0.3919519335210616,0.07946502274682453,0.008627843099460294,-0.007269956899036292,0.286762091503268,0.2346,0.32409999999999994,7355752.0,8300800.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,other_month
深证100ETF易方达,3月,0.43544195060168367,-0.13313559613245587,0.07912012652807794,0.07912012652807794,0.08639099973089895,0.0034271031167955024,-0.022564191528917435,0.32955024154589374,0.2084,0.3519,1464134.0,2558429.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,far_month
深证100ETF易方达,9月,0.2978713195447977,-0.07822446447576543,0.2109939274040294,0.2109939274040294,0.029096613395644375,0.05172865758705078,-0.0011668211507227882,0.27897952755905514,0.2218,0.3049,25150384.0,9613182.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,True,False,primary_analysis
科创50ETF华夏,10月,0.0,0.08669313638569115,0.06709233341700306,0.06709233341700306,0.029909237601444226,0.028966825333765222,-0.0017782692221675962,0.0001,0.0001,0.0001,121242609.0,83012169.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,next_month
科创50ETF华夏,12月,0.2250014542493165,-0.08877623188331818,0.08768766175770512,0.08768766175770512,0.023147098645061828,0.009071206083750009,-0.0043282748484758295,0.429775,0.3822,0.4789,505631707.0,251316967.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,other_month
科创50ETF华夏,3月,0.2609696176265394,-0.03651445740215297,0.1472084854119742,0.1472084854119742,0.02627888479286726,0.0038480784056619645,-0.006286614295859541,0.42418730964467005,0.366,0.4767,106638163.0,74216783.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,far_month
科创50ETF华夏,9月,0.12869094488188967,-0.17126415310707066,0.07276497120736529,0.07276497120736529,0.01688521422061526,0.048698858306522166,-0.0013300257441009786,0.4064,0.3982,0.45049999999999996,902215619.0,337191293.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,True,False,primary_analysis
科创50ETF易方达,10月,0.0,0.12325413896369666,0.056340216334827706,0.056340216334827706,0.03346755819437341,0.02911537085187139,-0.0013715151238027458,0.00010000000000000002,0.0001,0.0001,12050177.0,9017711.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,next_month
科创50ETF易方达,12月,0.25062961187694094,-0.17816386575512919,0.05292506790389375,0.05292506790389375,0.01950829267396215,0.0095467669792977,-0.005196036349290927,0.43929366197183095,0.37799999999999995,0.48810000000000003,117969729.0,45866208.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,other_month
科创50ETF易方达,3月,0.29301731149064714,-0.03041817203937311,0.16551592463067832,0.16551592463067832,0.026983616584879775,0.0037843825572017233,-0.006138634763243067,0.43035,0.36450000000000005,0.49060000000000004,28639267.0,20809207.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,far_month
科创50ETF易方达,9月,0.1554544336489976,-0.145990632096343,0.14066838701981793,0.14066838701981793,0.016641469932456694,0.051790710770704865,-0.0011104753194783224,0.40655,0.3961,0.4593,167306735.0,58743797.0,2026-09-04,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,True,False,primary_analysis
