trade_date,price_code,underlying,spot_name,underlying_price,prev_close,open_price,high_price,low_price,change,pct_change,turnover_rate,amount,market_value
2026-08-26,SH510050,上证50ETF华夏,上证50ETF华夏,3.013,2.982,2.982,3.026,2.979,0.031,0.000104,0.0506,2710243189.0,
2026-08-26,SH510300,沪深300ETF华泰柏瑞,沪深300ETF华泰柏瑞,4.652,4.616,4.615,4.68,4.611,0.036,7.8e-05,0.0085,3935828217.0,
2026-08-26,SZ159919,沪深300ETF嘉实,沪深300ETF嘉实,4.858,4.819,4.82,4.886,4.812,0.039,8.099999999999999e-05,0.038599999999999995,783815557.8,
2026-08-26,SH510500,中证500ETF南方,中证500ETF南方,7.789,7.726,7.732,7.863,7.708,0.063,8.2e-05,0.0217,3395489241.0,
2026-08-26,SZ159922,中证500ETF嘉实,中证500ETF嘉实,3.162,3.142,3.142,3.19,3.128,0.02,6.4e-05,0.3906,583848181.399,
2026-08-26,SZ159901,深证100ETF易方达,深证100ETF易方达,3.603,3.574,3.57,3.625,3.564,0.029,8.099999999999999e-05,0.042199999999999994,316860181.3,
2026-08-26,SZ159915,创业板ETF易方达,创业板ETF易方达,3.432,3.419,3.423,3.474,3.395,0.013,3.8e-05,0.2668,6081866089.979,
2026-08-26,SH588000,科创50ETF华夏,科创50ETF华夏,1.721,1.693,1.694,1.736,1.687,0.028,0.000165,0.0377,5888654230.0,
2026-08-26,SH588080,科创50ETF易方达,科创50ETF易方达,1.671,1.643,1.644,1.682,1.636,0.028,0.00017,0.0199,1494703718.0,
