underlying,contract_month,expiry,expiry_month,expiry_source,expiry_confidence,days_to_expiry,business_days_to_expiry_estimate,month_total_abs_gex,month_net_gex,month_total_oi,month_total_volume,month_rank,month_count,expiry_role,expiry_gex_share,near_gex_ratio,next_gex_ratio,front_month_concentration,next_month_concentration,days_to_near_expiry,roll_progress,roll_shift_score,expiry_pressure,underlying_price,call_wall,put_wall,price_wall,gamma_regime,price_wall_distance,expiry_structure_state,roll_state,expiry_date_quality
上证50ETF华夏,8月,2026-08-26,202608,rule_fourth_wednesday,medium,12.0,8.0,1594377804.348966,413797747.5206615,747035.0,326225.0,1,4,near,0.6437960600481681,0.6437960600481681,0.2962598208638571,0.6437960600481681,0.2962598208638571,12.0,0.31515128715160123,-0.34753623918431104,0.6437960600481681,3.021,3.1,3.0,3.0,Positive Gamma,-0.006951340615690138,near_month_pressure,front_month_dominant,rule_estimate
上证50ETF华夏,9月,2026-09-23,202609,rule_fourth_wednesday,medium,40.0,28.0,733695205.6997579,100729628.32302529,609621.0,187924.0,2,4,next,0.2962598208638571,0.6437960600481681,0.2962598208638571,0.6437960600481681,0.2962598208638571,12.0,0.31515128715160123,-0.34753623918431104,0.14812991043192855,3.021,3.1,2.95,3.1,Positive Gamma,0.02615028136378683,normal_expiry_structure,front_month_dominant,rule_estimate
上证50ETF华夏,12月,2026-12-23,202612,rule_fourth_wednesday,medium,131.0,93.0,136534768.0419438,45143217.59237279,143181.0,175454.0,3,4,deferred,0.05513156636101472,0.6437960600481681,0.2962598208638571,0.6437960600481681,0.2962598208638571,12.0,0.31515128715160123,-0.34753623918431104,0.02756578318050736,3.021,3.0,2.7,3.0,Positive Gamma,-0.006951340615690138,low_expiry_influence,front_month_dominant,rule_estimate
上证50ETF华夏,3月,2027-03-24,202703,rule_fourth_wednesday,medium,222.0,158.0,11918412.873713609,2694422.8139121905,14537.0,3131.0,4,4,far,0.004812552726960046,0.6437960600481681,0.2962598208638571,0.6437960600481681,0.2962598208638571,12.0,0.31515128715160123,-0.34753623918431104,0.002406276363480023,3.021,3.1,2.8,3.1,Positive Gamma,0.02615028136378683,low_expiry_influence,front_month_dominant,rule_estimate
中证500ETF南方,8月,2026-08-26,202608,rule_fourth_wednesday,medium,12.0,8.0,3059329699.254786,528468123.13761836,812323.0,944139.0,1,4,near,0.7025069050343025,0.7025069050343025,0.22812836242534268,0.7025069050343025,0.22812836242534268,12.0,0.245131868952339,-0.4743785426089598,0.7025069050343025,7.998,8.0,7.75,8.0,Positive Gamma,0.0002500625156289793,front_month_concentrated,front_month_dominant,rule_estimate
中证500ETF南方,9月,2026-09-23,202609,rule_fourth_wednesday,medium,40.0,28.0,993470483.2205628,132811005.74675977,542555.0,142231.0,2,4,next,0.22812836242534268,0.7025069050343025,0.22812836242534268,0.7025069050343025,0.22812836242534268,12.0,0.245131868952339,-0.4743785426089598,0.11406418121267134,7.998,8.0,8.0,8.0,Positive Gamma,0.0002500625156289793,normal_expiry_structure,front_month_dominant,rule_estimate
中证500ETF南方,12月,2026-12-23,202612,rule_fourth_wednesday,medium,131.0,93.0,246277002.1865717,78276991.46243905,157490.0,101851.0,3,4,deferred,0.05655202661856222,0.7025069050343025,0.22812836242534268,0.7025069050343025,0.22812836242534268,12.0,0.245131868952339,-0.4743785426089598,0.02827601330928111,7.998,8.25,7.25,8.0,Positive Gamma,0.0002500625156289793,low_expiry_influence,front_month_dominant,rule_estimate
中证500ETF南方,3月,2027-03-24,202703,rule_fourth_wednesday,medium,222.0,158.0,55797731.62862256,22609178.84994048,39440.0,1986.0,4,4,far,0.012812705921792754,0.7025069050343025,0.22812836242534268,0.7025069050343025,0.22812836242534268,12.0,0.245131868952339,-0.4743785426089598,0.006406352960896377,7.998,8.0,8.5,8.0,Positive Gamma,0.0002500625156289793,low_expiry_influence,front_month_dominant,rule_estimate
中证500ETF嘉实,8月,2026-08-26,202608,rule_fourth_wednesday,medium,12.0,8.0,223287746.0001664,78555058.89819393,156641.0,101594.0,1,4,near,0.5784018358923354,0.5784018358923354,0.29300165877865675,0.5784018358923354,0.29300165877865675,12.0,0.3362410875908671,-0.28540017711367865,0.5784018358923354,3.248,3.3,3.2,3.2,Positive Gamma,-0.014778325123152691,near_month_pressure,distributed_expiry,rule_estimate
中证500ETF嘉实,9月,2026-09-23,202609,rule_fourth_wednesday,medium,40.0,28.0,113111120.85607937,35522156.10108929,152434.0,27374.0,2,4,next,0.29300165877865675,0.5784018358923354,0.29300165877865675,0.5784018358923354,0.29300165877865675,12.0,0.3362410875908671,-0.28540017711367865,0.14650082938932837,3.248,3.3,3.3,3.3,Positive Gamma,0.016009852216748666,normal_expiry_structure,distributed_expiry,rule_estimate
中证500ETF嘉实,12月,2026-12-23,202612,rule_fourth_wednesday,medium,131.0,93.0,39106344.28286208,11695134.244057601,65624.0,16375.0,3,4,deferred,0.10130059411423459,0.5784018358923354,0.29300165877865675,0.5784018358923354,0.29300165877865675,12.0,0.3362410875908671,-0.28540017711367865,0.050650297057117294,3.248,3.2,2.9,3.2,Positive Gamma,-0.014778325123152691,normal_expiry_structure,distributed_expiry,rule_estimate
中证500ETF嘉实,3月,2027-03-24,202703,rule_fourth_wednesday,medium,222.0,158.0,10537384.41331968,3364812.3010432,18296.0,817.0,4,4,far,0.02729591121477325,0.5784018358923354,0.29300165877865675,0.5784018358923354,0.29300165877865675,12.0,0.3362410875908671,-0.28540017711367865,0.013647955607386625,3.248,3.3,3.1,3.3,Positive Gamma,0.016009852216748666,low_expiry_influence,distributed_expiry,rule_estimate
创业板ETF易方达,8月,2026-08-26,202608,rule_fourth_wednesday,medium,12.0,8.0,1384682588.851221,229906928.82984748,1157024.0,1311548.0,1,4,near,0.7158361358115474,0.7158361358115474,0.23216775460012443,0.7158361358115474,0.23216775460012443,12.0,0.24490168969592024,-0.48366838121142297,0.7158361358115474,3.645,3.7,3.6,3.6,Positive Gamma,-0.012345679012345623,front_month_concentrated,front_month_dominant,rule_estimate
创业板ETF易方达,9月,2026-09-23,202609,rule_fourth_wednesday,medium,40.0,28.0,449095304.6440065,63940058.991661504,676180.0,182298.0,2,4,next,0.23216775460012443,0.7158361358115474,0.23216775460012443,0.7158361358115474,0.23216775460012443,12.0,0.24490168969592024,-0.48366838121142297,0.11608387730006221,3.645,3.9,3.6,3.6,Positive Gamma,-0.012345679012345623,normal_expiry_structure,front_month_dominant,rule_estimate
创业板ETF易方达,12月,2026-12-23,202612,rule_fourth_wednesday,medium,131.0,93.0,90504143.7539535,29657476.606054492,163699.0,78294.0,3,4,deferred,0.04678771659396079,0.7158361358115474,0.23216775460012443,0.7158361358115474,0.23216775460012443,12.0,0.24490168969592024,-0.48366838121142297,0.023393858296980395,3.645,4.8,3.2,3.5,Positive Gamma,-0.03978052126200271,low_expiry_influence,front_month_dominant,rule_estimate
创业板ETF易方达,3月,2027-03-24,202703,rule_fourth_wednesday,medium,222.0,158.0,10074891.074085,2574986.8257719995,19538.0,2034.0,4,4,far,0.0052083929943674305,0.7158361358115474,0.23216775460012443,0.7158361358115474,0.23216775460012443,12.0,0.24490168969592024,-0.48366838121142297,0.0026041964971837152,3.645,4.0,3.0,3.5,Positive Gamma,-0.03978052126200271,low_expiry_influence,front_month_dominant,rule_estimate
沪深300ETF华泰柏瑞,8月,2026-08-26,202608,rule_fourth_wednesday,medium,12.0,8.0,1933227699.9657104,490956860.0548113,547706.0,387890.0,1,4,near,0.6668755939003719,0.6668755939003719,0.25391605056222977,0.6668755939003719,0.25391605056222977,12.0,0.2757584216681526,-0.4129595433381421,0.6668755939003719,4.726,4.8,4.7,4.7,Positive Gamma,-0.00550148116800675,front_month_concentrated,front_month_dominant,rule_estimate
沪深300ETF华泰柏瑞,9月,2026-09-23,202609,rule_fourth_wednesday,medium,40.0,28.0,736085631.1171756,181212097.67634943,459497.0,92786.0,2,4,next,0.25391605056222977,0.6668755939003719,0.25391605056222977,0.6668755939003719,0.25391605056222977,12.0,0.2757584216681526,-0.4129595433381421,0.12695802528111488,4.726,4.8,4.6,4.8,Positive Gamma,0.015658061785865485,normal_expiry_structure,front_month_dominant,rule_estimate
沪深300ETF华泰柏瑞,12月,2026-12-23,202612,rule_fourth_wednesday,medium,131.0,93.0,195652283.13395098,79007491.66843736,153525.0,189041.0,3,4,deferred,0.06749113542870895,0.6668755939003719,0.25391605056222977,0.6668755939003719,0.25391605056222977,12.0,0.2757584216681526,-0.4129595433381421,0.033745567714354475,4.726,5.0,4.4,4.9,Positive Gamma,0.03681760473973772,low_expiry_influence,front_month_dominant,rule_estimate
沪深300ETF华泰柏瑞,3月,2027-03-24,202703,rule_fourth_wednesday,medium,222.0,158.0,33967436.637211084,17536006.788563322,24602.0,2200.0,4,4,far,0.011717220108689303,0.6668755939003719,0.25391605056222977,0.6668755939003719,0.25391605056222977,12.0,0.2757584216681526,-0.4129595433381421,0.005858610054344651,4.726,4.7,4.7,4.7,Positive Gamma,-0.00550148116800675,low_expiry_influence,front_month_dominant,rule_estimate
沪深300ETF嘉实,8月,2026-08-26,202608,rule_fourth_wednesday,medium,12.0,8.0,305398363.9234184,117364705.32905997,107747.0,54419.0,1,4,near,0.6148158113955104,0.6148158113955104,0.29724344193210234,0.6148158113955104,0.29724344193210234,12.0,0.3259036524739167,-0.3175723694634081,0.6148158113955104,4.935,5.0,4.9,5.0,Positive Gamma,0.01317122593718345,near_month_pressure,front_month_dominant,rule_estimate
沪深300ETF嘉实,9月,2026-09-23,202609,rule_fourth_wednesday,medium,40.0,28.0,147650172.89809498,51874590.334801495,110894.0,23932.0,2,4,next,0.29724344193210234,0.6148158113955104,0.29724344193210234,0.6148158113955104,0.29724344193210234,12.0,0.3259036524739167,-0.3175723694634081,0.14862172096605117,4.935,5.0,4.9,5.0,Positive Gamma,0.01317122593718345,normal_expiry_structure,front_month_dominant,rule_estimate
沪深300ETF嘉实,12月,2026-12-23,202612,rule_fourth_wednesday,medium,131.0,93.0,36949395.794251494,16722710.234716497,32043.0,4642.0,3,4,deferred,0.07438505060725577,0.6148158113955104,0.29724344193210234,0.6148158113955104,0.29724344193210234,12.0,0.3259036524739167,-0.3175723694634081,0.037192525303627884,4.935,5.25,4.4,5.0,Positive Gamma,0.01317122593718345,low_expiry_influence,front_month_dominant,rule_estimate
沪深300ETF嘉实,3月,2027-03-24,202703,rule_fourth_wednesday,medium,222.0,158.0,6733540.880702999,2935491.2115164995,5818.0,682.0,4,4,far,0.013555696065131415,0.6148158113955104,0.29724344193210234,0.6148158113955104,0.29724344193210234,12.0,0.3259036524739167,-0.3175723694634081,0.0067778480325657075,4.935,4.9,4.6,4.9,Positive Gamma,-0.007092198581560183,low_expiry_influence,front_month_dominant,rule_estimate
深证100ETF易方达,8月,2026-08-26,202608,rule_fourth_wednesday,medium,12.0,8.0,65932629.86984424,29032676.053203244,61390.0,86668.0,1,4,near,0.7344719567519397,0.7344719567519397,0.18731669632590225,0.7344719567519397,0.18731669632590225,12.0,0.20321002618165665,-0.5471552604260375,0.7344719567519397,3.715,3.8,3.7,3.8,Positive Gamma,0.02288021534320328,front_month_concentrated,front_month_dominant,rule_estimate
深证100ETF易方达,9月,2026-09-23,202609,rule_fourth_wednesday,medium,40.0,28.0,16815185.78587325,1631555.0112092504,21106.0,8021.0,2,4,next,0.18731669632590225,0.7344719567519397,0.18731669632590225,0.7344719567519397,0.18731669632590225,12.0,0.20321002618165665,-0.5471552604260375,0.09365834816295113,3.715,3.9,3.6,3.6,Positive Gamma,-0.030955585464333746,normal_expiry_structure,front_month_dominant,rule_estimate
深证100ETF易方达,12月,2026-12-23,202612,rule_fourth_wednesday,medium,131.0,93.0,6334655.03948175,2729235.99363325,8962.0,3954.0,3,4,deferred,0.07056637193725346,0.7344719567519397,0.18731669632590225,0.7344719567519397,0.18731669632590225,12.0,0.20321002618165665,-0.5471552604260375,0.03528318596862673,3.715,4.6,3.4,3.7,Positive Gamma,-0.004037685060565233,low_expiry_influence,front_month_dominant,rule_estimate
深证100ETF易方达,3月,2027-03-24,202703,rule_fourth_wednesday,medium,222.0,158.0,686279.85236225,115706.57214275,1073.0,157.0,4,4,far,0.007644974984904613,0.7344719567519397,0.18731669632590225,0.7344719567519397,0.18731669632590225,12.0,0.20321002618165665,-0.5471552604260375,0.0038224874924523066,3.715,4.2,3.5,3.7,Positive Gamma,-0.004037685060565233,low_expiry_influence,front_month_dominant,rule_estimate
科创50ETF华夏,8月,2026-08-26,202608,rule_fourth_wednesday,medium,12.0,8.0,688287057.4047233,82214588.86023551,1478437.0,1514232.0,1,4,near,0.6662798529758316,0.6662798529758316,0.25764271808584516,0.6662798529758316,0.25764271808584516,12.0,0.27885747805661754,-0.40863713488998643,0.6662798529758316,1.814,1.85,1.8,1.85,Positive Gamma,0.019845644983462085,front_month_concentrated,front_month_dominant,rule_estimate
科创50ETF华夏,9月,2026-09-23,202609,rule_fourth_wednesday,medium,40.0,28.0,266152649.6727097,32387206.820080727,1036247.0,323888.0,2,4,next,0.25764271808584516,0.6662798529758316,0.25764271808584516,0.6662798529758316,0.25764271808584516,12.0,0.27885747805661754,-0.40863713488998643,0.12882135904292258,1.814,1.8,1.8,1.8,Positive Gamma,-0.007717750826901848,normal_expiry_structure,front_month_dominant,rule_estimate
科创50ETF华夏,12月,2026-12-23,202612,rule_fourth_wednesday,medium,131.0,93.0,70331841.89511557,12706554.090382123,347419.0,437159.0,3,4,deferred,0.06808306036451044,0.6662798529758316,0.25764271808584516,0.6662798529758316,0.25764271808584516,12.0,0.27885747805661754,-0.40863713488998643,0.03404153018225522,1.814,2.55,1.3,1.8,Positive Gamma,-0.007717750826901848,low_expiry_influence,front_month_dominant,rule_estimate
科创50ETF华夏,3月,2027-03-24,202703,rule_fourth_wednesday,medium,222.0,158.0,8258422.3384555215,2756962.2184733604,37151.0,6387.0,4,4,far,0.00799436857381289,0.6662798529758316,0.25764271808584516,0.6662798529758316,0.25764271808584516,12.0,0.27885747805661754,-0.40863713488998643,0.003997184286906445,1.814,2.15,2.15,1.85,Positive Gamma,0.019845644983462085,low_expiry_influence,front_month_dominant,rule_estimate
