underlying,contract_month,strike,underlying_price,expiry,expiry_month,expiry_source,expiry_confidence,days_to_expiry,business_days_to_expiry_estimate,call_gex,put_gex,net_gex,total_abs_gex,call_oi,put_oi,total_oi,call_volume,put_volume,total_volume,avg_iv,avg_delta,avg_gamma,liquidity_adjusted_call_gex,liquidity_adjusted_put_gex,liquidity_adjusted_net_gex,liquidity_adjusted_abs_gex,active_gex,stable_gex,avg_spread_bps,avg_liquidity_score,avg_pricing_quality_score,avg_volume_oi_ratio,avg_oi_change_rate,price_wall_score,in_price_range
上证50ETF华夏,9月,2.65,3.021,2026-09-23,202609,rule_fourth_wednesday,medium,14.0,10.0,0.0,-2327192.80716096,-2327192.80716096,2327192.80716096,1525.0,25024.0,26549.0,136.0,167.0,303.0,0.1311,0.49715,0.05095,0.0,-192387.71995004886,-192387.71995004886,192387.71995004886,-15530.738442930002,-2311662.06871803,3388.746226967608,0.3148404693364274,0.7884284176533907,0.04792696060961805,-0.014295910511506842,0.515546151529705,False
上证50ETF华夏,9月,2.7,3.021,2026-09-23,202609,rule_fourth_wednesday,medium,14.0,10.0,409.32087884999993,-3949666.48169262,-3949257.1608137703,3950075.80257147,1495.0,20618.0,22113.0,200.0,457.0,657.0,0.12749999999999997,0.49365,0.1051,227.58096329987325,-561640.0961356681,-561412.5151723683,561867.677098968,-87489.98779563,-3861767.17301814,830.1777922031092,0.349097920823136,0.7869484151646984,0.07797218133585258,-0.02101684187488964,0.5810669304584166,False
上证50ETF华夏,9月,2.75,3.021,2026-09-23,202609,rule_fourth_wednesday,medium,14.0,10.0,8278.777159919999,-2997555.8177034,-2989277.04054348,3005834.59486332,1564.0,12931.0,14495.0,96.0,2338.0,2434.0,0.10719999999999999,0.4935,0.12990000000000002,4264.106110511985,-279896.64789672,-275632.541786208,284160.75400723197,-541467.3638383199,-2447809.67670516,2068.429813205104,0.30421984315558487,0.7789201183431951,0.12109344482548628,-0.05588267552553267,0.5668638909906822,False
上证50ETF华夏,9月,2.8,3.021,2026-09-23,202609,rule_fourth_wednesday,medium,14.0,10.0,195535.8237132,-10545315.0926085,-10349779.2688953,10740850.9163217,3694.0,19850.0,23544.0,844.0,1626.0,2470.0,0.10675,0.48215,0.32005,118893.45309720056,-1048546.0911226441,-929652.6380254435,1167439.5442198447,-819136.9583886601,-9530642.31050664,2052.0951302378253,0.3537358234733164,0.7746146872166817,0.1551964858256087,-0.029130998696982775,0.7391359194610075,False
上证50ETF华夏,9月,2.85,3.021,2026-09-23,202609,rule_fourth_wednesday,medium,14.0,10.0,1256449.54442976,-20636387.1384768,-19379937.59404704,21892836.68290656,3947.0,24366.0,28313.0,778.0,3324.0,4102.0,0.09149999999999998,0.46955,0.6384000000000001,521155.5193162635,-1158969.7532247205,-637814.233908457,1680125.272540984,-2567546.7573369597,-16812390.83671008,506.7044244360538,0.2354728728358245,0.46541617819460734,0.16676566575582513,-0.0038895370126541574,0.8249251820804946,False
上证50ETF华夏,9月,2.9,3.021,2026-09-23,202609,rule_fourth_wednesday,medium,14.0,10.0,19243672.71129306,-103135687.4526165,-83892014.74132344,122379360.16390955,16206.0,65725.0,81931.0,5122.0,11296.0,16418.0,0.08335,0.42510000000000003,1.51025,10320722.80849695,-38366037.9584854,-28045315.14998845,48686760.766982354,-11643612.17589162,-72248402.56543182,157.32546705998055,0.4541567412018237,0.4751801441152922,0.2439617060434393,0.004729414462732947,0.9487286065727352,True
上证50ETF华夏,9月,2.95,3.021,2026-09-23,202609,rule_fourth_wednesday,medium,14.0,10.0,68026153.38487343,-118637658.25834158,-50611504.873468146,186663811.643215,25026.0,43619.0,68645.0,16477.0,34674.0,51151.0,0.13005,0.34205,2.9793000000000003,50276676.88585251,-80266825.39409152,-29990148.50823901,130543502.27994403,-49520395.59258781,-1091109.2808803357,143.23239755974447,0.7078249305671951,0.5816687473990846,0.7266620421723969,-0.01575559741862439,0.9628850947038152,True
上证50ETF华夏,9月,3.0,3.021,2026-09-23,202609,rule_fourth_wednesday,medium,14.0,10.0,372367412.90605325,-287781563.2256372,84585849.68041605,660148976.1316905,80988.0,75798.0,156786.0,62669.0,53755.0,116424.0,0.135,0.13294999999999998,4.599,239099689.8199794,-216149414.8687971,22950274.951182306,455249104.6887765,84049027.1274603,536822.5529557467,65.51332564030616,0.6965976927337036,0.7662464602174113,0.7414967867293294,-0.025143724865807106,0.9927305108743885,True
上证50ETF华夏,9月,3.1,3.021,2026-09-23,202609,rule_fourth_wednesday,medium,14.0,10.0,390591163.1238525,-77244169.64145389,313346993.4823986,467835332.76530635,127185.0,27185.0,154370.0,63809.0,23487.0,87296.0,0.14485,-0.2909,3.2392000000000003,196543619.84509212,-56171715.73529694,140371904.10979518,252715335.58038905,129223887.5510107,184123105.9313879,113.09110545398454,0.6151960452153156,0.8921839080459772,0.68283567268426,-0.02974069009246843,0.9874485974337852,True
上证50ETF华夏,9月,3.2,3.021,2026-09-23,202609,rule_fourth_wednesday,medium,14.0,10.0,79353801.78483637,-11091092.874531118,68262708.91030525,90444894.65936749,90159.0,8536.0,98695.0,5989.0,3161.0,9150.0,0.19490000000000002,-0.41759999999999997,1.19405,6642999.8097613305,-7024380.6194738615,-381380.80971253105,13667380.429235192,1164055.5548271914,67098653.35547806,342.0141996300935,0.35852449594458013,0.45805739514348787,0.2183705271525252,-0.01629986503528995,0.938475447262093,False
上证50ETF华夏,9月,3.3,3.021,2026-09-23,202609,rule_fourth_wednesday,medium,14.0,10.0,20187739.14765606,-2948846.1767982002,17238892.97085786,23136585.324454263,46974.0,4049.0,51023.0,3568.0,319.0,3887.0,0.25549999999999995,-0.44845,0.63445,980409.1357526238,-1567930.9934369854,-587521.8576843616,2548340.129189609,1301073.8252857202,15937819.145572139,776.6631871069587,0.29013729033217617,0.7788378766140602,0.07737089874565586,-0.02611926837673106,0.8455511670489965,False
上证50ETF华夏,9月,3.4,3.021,2026-09-23,202609,rule_fourth_wednesday,medium,14.0,10.0,3949820.7185455197,-598884.3595728001,3350936.35897272,4548705.07811832,20111.0,1176.0,21287.0,740.0,24.0,764.0,0.312,-0.4612,0.38660000000000005,509542.7811742079,-311251.54325306916,198291.23792113876,820794.3244272771,133114.61784959998,3217821.74112312,824.5084738898901,0.3243614827490456,0.7836368434943255,0.028601973333712186,-0.008546929153173084,0.6037935953454121,False
上证50ETF华夏,9月,3.5,3.021,2026-09-23,202609,rule_fourth_wednesday,medium,14.0,10.0,3717224.69954157,-1048694.3288616599,2668530.3706799103,4765919.02840323,26569.0,2469.0,29038.0,508.0,60.0,568.0,0.38949999999999996,-0.4596,0.30935,214290.6097727745,-560717.4062226512,-346426.79644987674,775008.0159954258,45588.76314084002,2622941.6075390703,1713.5660934514501,0.29616473130672544,0.7821242984826438,0.021710681836381276,-0.0028293047665722765,0.619251090115983,False
上证50ETF华夏,9月,3.6,3.021,2026-09-23,202609,rule_fourth_wednesday,medium,14.0,10.0,8925135.25775778,-612614.90752848,8312520.350229299,9537750.16528626,91482.0,2248.0,93730.0,1062.0,7.0,1069.0,0.41555,-0.47540000000000004,0.20274999999999999,1024502.566959191,-326909.8157234838,697592.7512357072,1351412.3826826748,101702.86815816,8210817.482071139,951.3505037437765,0.3242093320632318,0.7918544194107453,0.007361360043525277,-0.0029109697846532285,0.7450243628579536,False
上证50ETF华夏,10月,2.8,3.021,2026-10-28,202610,rule_fourth_wednesday,medium,49.0,35.0,692728.63191468,-9411292.099708831,-8718563.46779415,10104020.731623512,822.0,11709.0,12531.0,146.0,2349.0,2495.0,0.08844999999999999,0.3882,0.90205,381399.5101919117,-1752005.60212944,-1370606.0919375285,2133405.1123213517,-1765006.1406423901,-6953557.32715176,290.34788108791884,0.36836779180618734,0.30905462708904935,0.18911524169130614,0.06920614596670935,0.680518609255634,False
上证50ETF华夏,10月,2.85,3.021,2026-10-28,202610,rule_fourth_wednesday,medium,49.0,35.0,2213860.1152365,-12964131.3439584,-10750271.2287219,15177991.4591949,2050.0,11808.0,13858.0,568.0,3396.0,3964.0,0.08669999999999999,0.33449999999999996,1.1931500000000002,1205248.1365343584,-2871210.2331096013,-1665962.096575243,4076458.3696439597,-3115104.01272576,-7635167.215996141,301.3803081254399,0.3829418239603527,0.2810399614829082,0.28233739837398375,0.12438169309453075,0.7420711261493657,False
上证50ETF华夏,10月,2.9,3.021,2026-10-28,202610,rule_fourth_wednesday,medium,49.0,35.0,3859383.52915776,-17054631.76982724,-13195248.24066948,20914015.298985,2963.0,12114.0,15077.0,875.0,2351.0,3226.0,0.0859,0.26515,1.4849,2024050.5175135972,-3825283.232163873,-1801232.714650276,5849333.74967747,-2170133.1460596602,-11025115.094609821,321.04646622413037,0.3743725167658444,0.2740389711613407,0.24469089102953823,0.07303602425856773,0.768505682194798,True
