underlying,contract_month,expiry,expiry_month,expiry_source,expiry_confidence,days_to_expiry,business_days_to_expiry_estimate,month_total_abs_gex,month_net_gex,month_total_oi,month_total_volume,month_rank,month_count,expiry_role,expiry_gex_share,near_gex_ratio,next_gex_ratio,front_month_concentration,next_month_concentration,days_to_near_expiry,roll_progress,roll_shift_score,expiry_pressure,underlying_price,call_wall,put_wall,price_wall,gamma_regime,price_wall_distance,expiry_structure_state,roll_state,expiry_date_quality,front_month,primary_month,expiring_month,next_month,far_month,primary_selection_reason,primary_selection_note,primary_selection_confidence,primary_selection_dte,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role
上证50ETF华夏,9月,2026-09-23,202609,rule_fourth_wednesday,medium,12.0,8.0,1649351354.4159524,236320642.5117799,873386.0,740655.0,1,4,near,0.7263317288214145,0.7263317288214145,0.1632177786975988,0.7263317288214145,0.1632177786975988,12.0,0.18348363673745294,-0.5631139501238157,0.7263317288214145,2.981,3.0,3.0,3.0,Positive Gamma,0.006373700100637425,front_month_concentrated,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=12，默认使用前月,medium,12.0,True,False,primary_analysis
上证50ETF华夏,10月,2026-10-28,202610,rule_fourth_wednesday,medium,47.0,33.0,370634317.1824147,81355349.95160605,220199.0,197906.0,2,4,next,0.1632177786975988,0.7263317288214145,0.1632177786975988,0.7263317288214145,0.1632177786975988,12.0,0.18348363673745294,-0.5631139501238157,0.0816088893487994,2.981,3.0,3.0,3.0,Positive Gamma,0.006373700100637425,normal_expiry_structure,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=12，默认使用前月,medium,12.0,False,False,next_month
上证50ETF华夏,12月,2026-12-23,202612,rule_fourth_wednesday,medium,103.0,73.0,222950677.399909,69371142.45770597,231233.0,180087.0,3,4,deferred,0.09818171884614856,0.7263317288214145,0.1632177786975988,0.7263317288214145,0.1632177786975988,12.0,0.18348363673745294,-0.5631139501238157,0.04909085942307428,2.981,3.0,2.7,3.0,Positive Gamma,0.006373700100637425,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=12，默认使用前月,medium,12.0,False,False,other_month
上证50ETF华夏,3月,2027-03-24,202703,rule_fourth_wednesday,medium,194.0,138.0,27859884.96534265,10740999.54727459,31401.0,10958.0,4,4,far,0.012268773634838167,0.7263317288214145,0.1632177786975988,0.7263317288214145,0.1632177786975988,12.0,0.18348363673745294,-0.5631139501238157,0.006134386817419083,2.981,3.0,2.8,3.0,Positive Gamma,0.006373700100637425,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=12，默认使用前月,medium,12.0,False,False,far_month
中证500ETF南方,9月,2026-09-23,202609,rule_fourth_wednesday,medium,12.0,8.0,2622689333.7115326,14980767.534144249,963092.0,1666645.0,1,4,near,0.7941167917531682,0.7941167917531682,0.07148450760895028,0.7941167917531682,0.07148450760895028,12.0,0.08258364175473033,-0.7226322841442179,0.7941167917531682,7.611,7.75,7.5,7.75,Positive Gamma,0.018263040336355285,front_month_concentrated,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=12，默认使用前月,medium,12.0,True,False,primary_analysis
中证500ETF南方,10月,2026-10-28,202610,rule_fourth_wednesday,medium,47.0,33.0,236088265.0746024,1282824.8530198243,132209.0,172340.0,2,4,next,0.07148450760895028,0.7941167917531682,0.07148450760895028,0.7941167917531682,0.07148450760895028,12.0,0.08258364175473033,-0.7226322841442179,0.03574225380447514,7.611,8.0,6.75,7.75,Positive Gamma,0.018263040336355285,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=12，默认使用前月,medium,12.0,False,False,next_month
中证500ETF南方,12月,2026-12-23,202612,rule_fourth_wednesday,medium,103.0,73.0,353223910.69265,70871360.4521451,269895.0,123024.0,3,4,deferred,0.10695168319184803,0.7941167917531682,0.07148450760895028,0.7941167917531682,0.07148450760895028,12.0,0.08258364175473033,-0.7226322841442179,0.053475841595924015,7.611,8.0,6.5,7.75,Positive Gamma,0.018263040336355285,normal_expiry_structure,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=12，默认使用前月,medium,12.0,False,False,other_month
中证500ETF南方,3月,2027-03-24,202703,rule_fourth_wednesday,medium,194.0,138.0,90647875.2816513,33329994.88188168,69382.0,9821.0,4,4,far,0.02744701744603344,0.7941167917531682,0.07148450760895028,0.7941167917531682,0.07148450760895028,12.0,0.08258364175473033,-0.7226322841442179,0.01372350872301672,7.611,7.75,7.75,7.75,Positive Gamma,0.018263040336355285,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=12，默认使用前月,medium,12.0,False,False,far_month
中证500ETF嘉实,9月,2026-09-23,202609,rule_fourth_wednesday,medium,12.0,8.0,222926673.34344202,-7830096.435991494,243732.0,181136.0,1,4,near,0.6502633884165396,0.6502633884165396,0.10150183226679887,0.6502633884165396,0.10150183226679887,12.0,0.13501799428089514,-0.5487615561497408,0.6502633884165396,3.085,3.1,3.0,3.2,Negative Gamma,0.037277147487844386,front_month_concentrated,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=12，默认使用前月,medium,12.0,True,False,primary_analysis
中证500ETF嘉实,10月,2026-10-28,202610,rule_fourth_wednesday,medium,47.0,33.0,34797385.503437,3152186.768135,35185.0,35116.0,2,4,next,0.10150183226679887,0.6502633884165396,0.10150183226679887,0.6502633884165396,0.10150183226679887,12.0,0.13501799428089514,-0.5487615561497408,0.05075091613339944,3.085,3.1,2.9,3.1,Positive Gamma,0.004862236628849326,normal_expiry_structure,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=12，默认使用前月,medium,12.0,False,False,next_month
