trade_date,price_code,underlying,spot_name,underlying_price,prev_close,open_price,change,pct_change,turnover_rate,amount,market_value
2026-07-15,SH510050,上证50ETF华夏,上证50ETF华夏,3.064,3.058,3.044,0.006,0.002,0.1353,2843475300.0,20995652000.0
2026-07-15,SH510300,沪深300ETF华泰柏瑞,沪深300ETF华泰柏瑞,4.838,4.837,4.829,0.001,0.0002,0.0391,3497653900.0,89415856000.0
2026-07-15,SZ159919,沪深300ETF嘉实,沪深300ETF嘉实,5.047,5.046,5.046,0.001,0.0002,0.0302,856823560.0,28335961000.0
2026-07-15,SH510500,中证500ETF南方,XD中证500ETF南方,8.151,8.264,8.269,-0.113,-0.0137,0.063,2834423300.0,44655813000.0
2026-07-15,SZ159922,中证500ETF嘉实,中证500ETF嘉实,3.309,3.348,3.346,-0.039,-0.0116,0.11380000000000001,1000533030.0,8784325400.0
2026-07-15,SZ159915,创业板ETF易方达,创业板ETF易方达,3.828,3.867,3.885,-0.039,-0.0101,0.1426,6879496100.0,47733073000.0
2026-07-15,SZ159901,深证100ETF易方达,深证100ETF易方达,3.864,3.883,3.875,-0.019,-0.0049,0.1353,507415510.0,3726963000.0
2026-07-15,SH588000,科创50ETF华夏,科创50ETF华夏,2.028,2.125,2.133,-0.097,-0.045599999999999995,0.1326,9061939200.0,67282283000.0
2026-07-15,SH588080,科创50ETF易方达,科创50ETF易方达,1.966,2.065,2.074,-0.099,-0.0479,0.0674,2791691400.0,40728891000.0
