underlying,contract_month,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value,trade_date,front_month,primary_month,expiring_month,next_month,far_month,primary_selection_reason,primary_selection_note,primary_selection_confidence,primary_selection_dte,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role
上证50ETF华夏,10月,0.330509155403944,0.15619489649542403,0.20106346450678955,0.20106346450678955,0.08369061824279156,0.01677299326898103,0.004094897065238983,0.17306631016042778,0.1149,0.1721,32827443.0,20209273.0,2026-09-01,9月,9月,,10月,3月,front_month_default,9月 DTE=22，默认使用前月,medium,22.0,False,False,next_month
上证50ETF华夏,12月,0.3558209438056855,0.2911081772399356,0.400355331027715,0.400355331027715,0.058555703104606845,0.008688770307240542,0.008402819732948588,0.22145970149253733,0.1294,0.2082,148203822.0,73789383.0,2026-09-01,9月,9月,,10月,3月,front_month_default,9月 DTE=22，默认使用前月,medium,22.0,False,False,other_month
上证50ETF华夏,3月,0.47946746171237287,0.34833047434208725,0.39875765661458107,0.39875765661458107,0.07378113086369732,0.004878530296793764,0.01748599881398767,0.21857583333333333,0.1125,0.2173,22321859.0,15803735.0,2026-09-01,9月,9月,,10月,3月,front_month_default,9月 DTE=22，默认使用前月,medium,22.0,False,False,far_month
上证50ETF华夏,9月,0.28945862794839966,0.3567056198054093,0.2639950554808644,0.2639950554808644,0.04693862249487959,0.050064489148963144,0.00530165118439123,0.1699724770642202,0.11359999999999999,0.1628,277216465.0,83215550.0,2026-09-01,9月,9月,,10月,3月,front_month_default,9月 DTE=22，默认使用前月,medium,22.0,True,False,primary_analysis
中证500ETF南方,10月,0.0,0.16163393730202957,0.03314586329596588,0.03314586329596588,0.0531502633286866,0.025993515074279237,0.0008882572017763961,9.999999999999999e-05,0.0001,0.0001,94696671.0,70058474.0,2026-09-01,9月,9月,,10月,3月,front_month_default,9月 DTE=22，默认使用前月,medium,22.0,False,False,next_month
中证500ETF南方,12月,0.47530870668148195,0.12172881462585355,0.3142989165938195,0.3142989165938195,0.03463317235213355,0.008605184467724517,-0.0006843923949712625,0.271402560455192,0.2048,0.33380000000000004,790013162.0,382815152.0,2026-09-01,9月,9月,,10月,3月,front_month_default,9月 DTE=22，默认使用前月,medium,22.0,False,False,other_month
中证500ETF南方,3月,0.48298631648532986,0.3373547423289668,0.3639976285328753,0.3639976285328753,0.028855545661749322,0.003751725403700971,0.004036642140441736,0.3424527659574468,0.184,0.3494,378744250.0,163237160.0,2026-09-01,9月,9月,,10月,3月,front_month_default,9月 DTE=22，默认使用前月,medium,22.0,False,False,far_month
中证500ETF南方,9月,0.3518990376676009,0.027457422725609013,0.15712350268331324,0.15712350268331324,0.03315683507388048,0.04219501346184796,-0.00042554723383503556,0.26285948553054667,0.2223,0.3148,1277045077.0,609577528.0,2026-09-01,9月,9月,,10月,3月,front_month_default,9月 DTE=22，默认使用前月,medium,22.0,True,False,primary_analysis
中证500ETF嘉实,10月,0.41513375172894007,0.03803325319588291,0.11397973704238822,0.11397973704238822,0.046150926991769786,0.01468422655717098,-0.0007664265358438145,0.2656975,0.2075,0.3178,11552314.0,8582134.0,2026-09-01,9月,9月,,10月,3月,front_month_default,9月 DTE=22，默认使用前月,medium,22.0,False,False,next_month
中证500ETF嘉实,12月,0.41037189773868066,0.2979168701915373,0.41439897423923155,0.41439897423923155,0.05031843189628452,0.009869130155724446,0.005478459673544312,0.32628939929328626,0.20329999999999998,0.3372,83281073.0,54228994.0,2026-09-01,9月,9月,,10月,3月,front_month_default,9月 DTE=22，默认使用前月,medium,22.0,False,False,other_month
中证500ETF嘉实,3月,0.5062371750613854,0.2534191176686924,0.3243812019080394,0.3243812019080394,0.06797590960120857,0.0038889350972506234,0.0044807639481086,0.3529965968586387,0.17920000000000003,0.3579,26439911.0,29912816.0,2026-09-01,9月,9月,,10月,3月,front_month_default,9月 DTE=22，默认使用前月,medium,22.0,False,False,far_month
